,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,pypi_monthly_downloads,trending,conda_dependent_project_count,labels,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
230,ptyprocess,pexpect/ptyprocess,Run a subprocess in a pseudo terminal.,,process-utils,https://github.com/pexpect/ptyprocess,https://github.com/pexpect/ptyprocess,ISC,2014-10-02 16:52:41.000,2021-10-31 14:08:10.000,2021-10-31 14:08:10,141.0,,61,18.0,41.0,16.0,155,2020-12-28 15:17:57.000,0.7.0,10.0,16.0,17.0,26,True,ptyprocess,conda-forge/ptyprocess,,,26217290.0,12911.0,,https://pypi.org/project/ptyprocess,2020-12-28 15:15:28.000,12911.0,https://anaconda.org/conda-forge/ptyprocess,2020-12-31 12:57:25.227,6320876.0,,,,,3.0,26126992.0,,,,,,,,,,
231,sqlmodel,tiangolo/sqlmodel,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",,db-clients,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53.000,2022-01-31 22:22:46.000,2022-01-08 16:54:48,77.0,35.0,258,103.0,95.0,38.0,6742,2021-12-28 11:30:21.000,0.0.6,6.0,10.0,149.0,25,True,sqlmodel,conda-forge/sqlmodel,,,43312.0,22.0,,https://pypi.org/project/sqlmodel,2021-12-28 11:30:21.000,22.0,https://anaconda.org/conda-forge/sqlmodel,2021-12-28 19:15:59.901,461.0,,,,,3.0,43236.0,,,['pydantic'],,,,,,,
232,storm,emre/storm,Manage your SSH like a boss.,,infrastructure,https://github.com/emre/storm,https://github.com/emre/storm,MIT,2013-05-20 18:30:39.000,2022-01-26 00:22:52.000,2018-08-07 19:46:34,339.0,,164,90.0,77.0,82.0,3875,2018-08-24 22:08:05.000,0.7.0,13.0,30.0,22.0,25,False,storm,,,,3197.0,119.0,43.0,https://pypi.org/project/storm,2021-12-15 13:44:40.226,76.0,,,,,,,,3.0,3197.0,,,,,,,,,,
233,gino,python-gino/gino,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,,db-clients,https://github.com/python-gino/gino,https://github.com/python-gino/gino,BSD-3-Clause,2017-07-21 04:27:01.000,2021-10-10 09:21:36.000,2021-10-06 18:25:47,1119.0,,133,51.0,471.0,260.0,2333,2020-06-08 23:55:55.000,1.0.1,49.0,46.0,42.0,25,True,gino,,,,25030.0,32.0,,https://pypi.org/project/gino,2020-11-15 21:22:01.000,32.0,,,,,,,,3.0,25030.0,,,,,,,,,,
234,fabtools,fabtools/fabtools,Tools for writing awesome Fabric files.,,infrastructure,https://github.com/fabtools/fabtools,https://github.com/fabtools/fabtools,BSD-2-Clause,2011-09-05 01:44:24.000,2019-12-13 07:52:20.000,2019-09-16 09:19:00,939.0,,218,45.0,231.0,64.0,1247,2016-10-12 10:37:57.000,0.20.0,30.0,88.0,104.0,25,False,fabtools,,,,2540.0,466.0,277.0,https://pypi.org/project/fabtools,2016-10-12 10:37:57.000,189.0,,,,,,,,3.0,2540.0,,,,,,,,,,
235,parallel-ssh,ParallelSSH/parallel-ssh,Asynchronous parallel SSH client library.,,infrastructure,https://github.com/ParallelSSH/parallel-ssh,https://github.com/ParallelSSH/parallel-ssh,LGPL-2.1,2012-12-24 14:45:36.000,2021-11-28 20:43:09.000,2021-11-28 20:42:13,523.0,3.0,136,43.0,111.0,194.0,978,2021-11-28 20:43:09.000,2.8.0,92.0,18.0,12.0,25,False,parallel-ssh,,,316.0,584357.0,157.0,134.0,https://pypi.org/project/parallel-ssh,2021-11-28 20:43:09.000,23.0,,,,,,,,3.0,584354.0,,,,,,,,,,
236,cleo,sdispater/cleo,Cleo allows you to create beautiful and testable command-line interfaces.,,cli-helpers,https://github.com/sdispater/cleo,https://github.com/sdispater/cleo,MIT,2013-12-16 16:01:42.000,2022-01-30 23:32:21.000,2021-07-30 15:16:20,295.0,,51,22.0,66.0,27.0,803,2021-07-30 15:03:51.000,1.0.0a4,29.0,6.0,61.0,25,True,cleo,conda-forge/cleo,,,4970518.0,189.0,,https://pypi.org/project/cleo,2021-07-30 15:03:48.000,189.0,https://anaconda.org/conda-forge/cleo,2022-01-26 20:23:06.907,73806.0,,,,,3.0,4968761.0,,,,,,,,,,
237,anytree,c0fec0de/anytree,Python tree data library.,,data-structures,https://github.com/c0fec0de/anytree,https://github.com/c0fec0de/anytree,Apache-2.0,2016-08-27 09:42:38.000,2021-09-12 04:07:58.000,2020-02-20 19:54:46,393.0,,94,24.0,40.0,115.0,653,2020-01-15 01:22:23.000,2.8.0,26.0,17.0,33.0,25,False,anytree,conda-forge/anytree,,,653408.0,195.0,,https://pypi.org/project/anytree,2020-01-15 01:22:23.000,195.0,https://anaconda.org/conda-forge/anytree,2020-04-19 21:51:50.756,11608.0,,,,,3.0,652881.0,,,,,,,,,,
238,ubelt,Erotemic/ubelt,"A Python utility belt containing simple tools, a stdlib like feel, and extra batteries. Hashing, Caching, Timing,..",,utilities,https://github.com/Erotemic/ubelt,https://github.com/Erotemic/ubelt,Apache-2.0,2017-01-30 21:14:57.000,2022-02-02 22:46:08.000,2022-01-09 05:53:54,999.0,116.0,43,17.0,89.0,6.0,588,2022-01-09 20:56:15.000,0.11.1,58.0,2.0,1.0,25,True,ubelt,conda-forge/ubelt,,,31875.0,1123.0,1076.0,https://pypi.org/project/ubelt,2022-01-09 05:58:32.000,47.0,https://anaconda.org/conda-forge/ubelt,2022-01-09 16:02:55.526,2144.0,,,,,3.0,31447.0,,,,,,,,,,
239,hickle,telegraphic/hickle,a HDF5-based python pickle replacement.,,serialization,https://github.com/telegraphic/hickle,https://github.com/telegraphic/hickle,MIT,2012-05-28 09:04:16.000,2022-01-27 14:42:07.000,2021-12-19 01:57:17,479.0,3.0,65,21.0,61.0,91.0,402,2021-12-17 00:17:43.000,5.0.0,37.0,22.0,7.0,25,True,hickle,conda-forge/hickle,,,5250.0,420.0,337.0,https://pypi.org/project/hickle,2021-12-17 00:50:45.000,83.0,https://anaconda.org/conda-forge/hickle,2019-07-11 01:30:06.807,17588.0,,,,,3.0,4775.0,,,,,,,,,,
240,messytables,okfn/messytables,Tools for parsing messy tabular data. This is now superseded by https://github.com/frictionlessdata/tabulator-py.,,data-loading,https://github.com/okfn/messytables,https://github.com/okfn/messytables,MIT,2011-07-27 18:08:21.000,2021-12-13 19:46:22.000,2019-11-13 07:35:33,601.0,,102,41.0,108.0,55.0,377,2017-02-09 12:37:47.000,0.15.2,26.0,44.0,34.0,25,False,messytables,,,,16176.0,343.0,219.0,https://pypi.org/project/messytables,2017-02-09 12:37:47.000,124.0,,,,,,,,3.0,16176.0,,,,,,,,,,
241,python-benedict,fabiocaccamo/python-benedict,"dict subclass with keylist/keypath support, normalized I/O operations (base64, csv, ini, json, pickle, plist, query-..",,data-structures,https://github.com/fabiocaccamo/python-benedict,https://github.com/fabiocaccamo/python-benedict,MIT,2019-05-17 11:13:40.000,2022-02-03 07:41:30.000,2022-02-03 07:22:14,419.0,22.0,22,8.0,9.0,57.0,332,2021-12-21 10:39:58.000,0.1.0,42.0,2.0,7.0,25,True,python-benedict,conda-forge/python-benedict,,,289558.0,626.0,616.0,https://pypi.org/project/python-benedict,2021-10-04 10:24:29.000,10.0,https://anaconda.org/conda-forge/python-benedict,2021-10-05 07:31:07.556,30046.0,,,,,3.0,287555.0,,,,,,,,,,
242,pathlib2,jazzband/pathlib2,"Backport of pathlib aiming to support the full stdlib Python API. As of January 1 2020, this repository will no longer..",,compatibility,https://github.com/jazzband/pathlib2,https://github.com/jazzband/pathlib2,MIT,2014-10-18 08:28:33.000,2022-02-03 07:19:31.000,2022-02-03 07:19:27,475.0,1.0,20,2.0,43.0,32.0,68,2021-07-05 12:15:12.000,2.3.6,12.0,13.0,8.0,25,False,pathlib2,conda-forge/pathlib2,,,4932118.0,46915.0,42637.0,https://pypi.org/project/pathlib2,2021-07-05 12:15:12.000,4278.0,https://anaconda.org/conda-forge/pathlib2,2021-11-02 13:41:40.784,1898158.0,,,,,3.0,4903788.0,,,,,,,,,,
243,entrypoints,takluyver/entrypoints,Discover and load entry points from installed packages.,,inspect,https://github.com/takluyver/entrypoints,https://github.com/takluyver/entrypoints,MIT,2015-05-02 18:12:08.000,2022-02-03 11:39:53.101,2022-02-02 21:29:14,74.0,14.0,20,5.0,23.0,20.0,67,2017-06-08 10:55:15.000,0.2.3,7.0,11.0,3.0,25,False,entrypoints,conda-forge/entrypoints,,,17674059.0,7826.0,,https://pypi.org/project/entrypoints,2022-02-02 21:30:26.000,7826.0,https://anaconda.org/conda-forge/entrypoints,2022-02-03 11:39:53.101,6161461.0,,,,,3.0,17586039.0,,,,,,,,,,
244,contextlib2,jazzband/contextlib2,contextlib2 is a backport of the standard librarys contextlib module to earlier Python versions.,,compatibility,https://github.com/jazzband/contextlib2,https://github.com/jazzband/contextlib2,psfrag,2016-02-23 08:51:49.209,2021-11-10 20:59:22.000,2021-10-22 15:46:45,166.0,,10,4.0,25.0,21.0,32,2021-06-27 06:54:20.000,21.6.0,14.0,14.0,5.0,25,False,contextlib2,conda-forge/contextlib2,,,10027315.0,47018.0,44325.0,https://pypi.org/project/contextlib2,2021-06-27 06:54:20.000,2693.0,https://anaconda.org/conda-forge/contextlib2,2021-06-28 02:52:34.203,921788.0,,,,,3.0,10014513.0,,,,,,,,,,
245,CommonRegex,madisonmay/CommonRegex,A collection of common regular expressions bundled with an easy to use interface.,,utilities,https://github.com/madisonmay/CommonRegex,https://github.com/madisonmay/CommonRegex,MIT,2013-12-17 08:43:14.000,2021-12-15 15:25:21.835,2019-09-25 12:17:08,113.0,,137,39.0,21.0,11.0,1478,2021-12-15 15:25:21.835,1.5.4,6.0,14.0,17.0,24,False,commonregex,,,,321699.0,91.0,69.0,https://pypi.org/project/commonregex,2021-12-15 15:25:21.835,22.0,,,,,,,,3.0,321699.0,,,,,,,,,,
246,pluginbase,mitsuhiko/pluginbase,A simple but flexible plugin system for Python.,,others,https://github.com/mitsuhiko/pluginbase,https://github.com/mitsuhiko/pluginbase,BSD-3-Clause,2014-06-30 20:51:42.000,2021-05-16 16:25:40.000,2021-05-16 16:12:48,56.0,,144,41.0,10.0,12.0,996,2021-05-16 16:25:40.000,1.0.1,9.0,9.0,,24,True,pluginbase,conda-forge/pluginbase,,,502755.0,1275.0,1112.0,https://pypi.org/project/pluginbase,2021-05-16 16:25:40.000,163.0,https://anaconda.org/conda-forge/pluginbase,2019-02-04 15:40:32.059,208187.0,,,,,3.0,498507.0,,,,,,,,,,
247,Singer,singer-io/getting-started,"Standard for moving data between databases, web APIs, files, queues, and just about anything else you can think of.",,data-loading,https://github.com/singer-io/getting-started,https://github.com/singer-io/getting-started,AGPL-3.0,2016-10-31 16:53:56.000,2022-01-27 05:59:28.000,2021-04-29 14:20:17,188.0,,123,41.0,52.0,18.0,924,2021-03-22 20:41:58.000,5.12.1,105.0,26.0,20.0,24,True,singer-python,,,,122692.0,346.0,,https://pypi.org/project/singer-python,2021-09-08 17:37:08.000,346.0,,,,,,,,3.0,122692.0,,,,,,,,,,
248,immutables,MagicStack/immutables,A high-performance immutable mapping type for Python.,,data-structures,https://github.com/MagicStack/immutables,https://github.com/MagicStack/immutables,Apache-2.0,2018-03-30 21:24:52.000,2021-11-06 14:32:18.678,2021-08-07 22:28:55,100.0,,41,23.0,41.0,28.0,912,2021-08-07 19:59:00.000,0.16,16.0,13.0,6.0,24,True,immutables,conda-forge/immutables,,,1307944.0,3480.0,3390.0,https://pypi.org/project/immutables,2021-08-07 19:59:04.000,90.0,https://anaconda.org/conda-forge/immutables,2021-11-06 14:32:18.678,770111.0,,,,,3.0,1290831.0,,,,,,,,,,
249,python-mss,BoboTiG/python-mss,An ultra fast cross-platform multiple screenshots module in pure Python using ctypes.,,others,https://github.com/BoboTiG/python-mss,https://github.com/BoboTiG/python-mss,MIT,2013-07-01 16:14:08.000,2021-12-26 18:29:51.000,2021-12-26 18:29:51,644.0,4.0,68,14.0,97.0,80.0,691,2020-10-31 17:19:13.000,6.1.0,32.0,17.0,33.0,24,True,mss,conda-forge/python-mss,,,287023.0,212.0,,https://pypi.org/project/mss,2020-10-31 17:19:13.000,212.0,https://anaconda.org/conda-forge/python-mss,2020-10-31 20:08:28.845,10577.0,,,,,3.0,286495.0,,,,,,,,,,
250,pyahocorasick,WojciechMula/pyahocorasick,Python module (C extension and plain python) implementing Aho-Corasick algorithm.,,text,https://github.com/WojciechMula/pyahocorasick,https://github.com/WojciechMula/pyahocorasick,BSD-3-Clause,2013-05-30 19:55:46.000,2021-11-22 22:26:54.000,2021-11-22 22:26:54,416.0,2.0,96,18.0,47.0,72.0,680,2021-03-27 18:19:12.000,1.4.2,24.0,23.0,38.0,24,True,pyahocorasick,conda-forge/pyahocorasick,,,330509.0,969.0,879.0,https://pypi.org/project/pyahocorasick,2021-03-27 18:19:12.000,90.0,https://anaconda.org/conda-forge/pyahocorasick,2020-10-13 12:20:05.350,137415.0,,,,,3.0,327761.0,,,,,,,,,,
251,validators,kvesteri/validators,Python Data Validation for Humans.,,data-validation,https://github.com/kvesteri/validators,https://github.com/kvesteri/validators,MIT,2013-10-17 08:16:32.000,2021-11-11 07:45:34.000,2021-11-11 07:45:31,226.0,2.0,100,12.0,88.0,32.0,548,2020-12-18 10:27:27.000,0.18.2,36.0,38.0,97.0,24,True,validators,conda-forge/validators,,,2659.0,32435.0,31014.0,https://pypi.org/project/validators,2020-12-18 10:27:27.000,1421.0,https://anaconda.org/conda-forge/validators,2020-12-18 12:58:27.348,71796.0,,,,,3.0,,,,,,,,,,,
252,python-email-validator,JoshData/python-email-validator,A robust email syntax and deliverability validation library for Python 2.7/3.4+.,,data-validation,https://github.com/JoshData/python-email-validator,https://github.com/JoshData/python-email-validator,CC0-1.0,2015-04-20 02:46:34.000,2022-01-14 15:43:19.000,2021-11-17 14:09:00,81.0,1.0,61,25.0,29.0,38.0,518,2021-06-12 11:02:31.000,1.1.3,15.0,14.0,7.0,24,False,email-validator,conda-forge/email-validator,,,4267582.0,257.0,,https://pypi.org/project/email-validator,2021-06-12 11:02:31.000,257.0,https://anaconda.org/conda-forge/email-validator,2021-06-13 14:12:22.487,23699.0,,,,,3.0,4266335.0,,,,,,,,,,
253,Unipath,mikeorr/Unipath,An object-oriented approach to Python file/directory operations.,,file-path-utils,https://github.com/mikeorr/Unipath,https://github.com/mikeorr/Unipath,MIT,2013-01-28 04:38:28.000,2022-01-11 09:35:44.000,2015-02-14 18:30:08,49.0,,38,15.0,12.0,10.0,498,2009-03-29 15:28:56.000,0.2.1,3.0,6.0,7.0,24,False,unipath,,,,60361.0,8622.0,6576.0,https://pypi.org/project/unipath,2015-02-11 04:36:12.000,2046.0,,,,,,,,3.0,60361.0,,,,,,,,,,
254,cachier,shaypal5/cachier,"Persistent, stale-free, local and cross-machine caching for Python functions.",,caching,https://github.com/shaypal5/cachier,https://github.com/shaypal5/cachier,MIT,2016-08-24 13:34:12.000,2022-01-16 12:12:15.000,2022-01-16 12:12:11,218.0,4.0,45,5.0,37.0,30.0,394,2021-11-25 15:39:45.000,1.5.4,48.0,14.0,20.0,24,True,cachier,,,,13078.0,237.0,216.0,https://pypi.org/project/cachier,2021-11-25 12:18:36.000,21.0,,,,,,,,3.0,13078.0,,,,,,,,,,
255,openpyxl,,A Python library to read/write Excel 2010 xlsx/xlsm files.,,others,,https://openpyxl.readthedocs.io,MIT,2015-11-03 00:22:17.154,2021-10-05 11:52:53.531,,,,0,,,1550.0,33,2021-09-22 12:55:01.000,3.0.9,99.0,,237.0,24,False,openpyxl,openpyxl,,,22718461.0,6460.0,,https://pypi.org/project/openpyxl,2021-09-22 12:55:01.000,6437.0,https://anaconda.org/anaconda/openpyxl,2021-10-05 11:52:53.531,65440.0,,,,,3.0,22717574.0,,23.0,,https://foss.heptapod.net/api/graphql::openpyxl/openpyxl,openpyxl/openpyxl-ci,https://openpyxl.readthedocs.io/en/stable/,https://foss.heptapod.net/openpyxl/openpyxl,https://hub.docker.com/r/openpyxl/openpyxl-ci,2018-09-13 18:04:17.646261,1197.0
256,retrying,rholder/retrying,"Retrying is an Apache 2.0 licensed general-purpose retrying library, written in Python, to simplify the task of adding..",,utilities,https://github.com/rholder/retrying,https://github.com/rholder/retrying,Apache-2.0,2013-01-22 06:13:26.000,2021-08-15 10:32:43.000,2016-06-07 04:02:12,95.0,,145,30.0,48.0,13.0,1770,2014-12-15 01:15:08.000,1.3.3,11.0,15.0,46.0,23,False,retrying,conda-forge/retrying,,,13039.0,2118.0,,https://pypi.org/project/retrying,2014-12-15 01:15:08.000,2118.0,https://anaconda.org/conda-forge/retrying,2018-07-16 11:28:10.934,847585.0,,,,,3.0,,,,,,,,,,,
257,camelot,camelot-dev/camelot,A Python library to extract tabular data from PDFs.,,data-loading,https://github.com/camelot-dev/camelot,https://github.com/camelot-dev/camelot,MIT,2019-07-01 13:39:33.000,2022-01-05 07:36:16.000,2021-07-11 18:07:18,592.0,,275,32.0,73.0,87.0,1401,2011-12-30 16:40:09.000,11.12.30,16.0,38.0,129.0,23,True,camelot,,,,3404.0,9.0,,https://pypi.org/project/camelot,2021-12-15 14:24:33.385,9.0,,,,,,,,3.0,3404.0,,,,,,,,,,
258,rows,turicas/rows,"A common, beautiful interface to tabular data, no matter the format.",,data-loading,https://github.com/turicas/rows,https://github.com/turicas/rows,LGPL-3.0,2014-05-07 05:43:11.000,2022-01-04 22:28:54.000,2022-01-04 22:28:33,885.0,6.0,138,56.0,72.0,149.0,783,2019-02-14 21:20:15.000,0.4.1,10.0,30.0,165.0,23,True,rows,,,38.0,1705.0,160.0,131.0,https://pypi.org/project/rows,2019-02-14 21:12:03.000,29.0,,,,,,,,3.0,1705.0,,,,,,,,,,
259,ratelimit,tomasbasham/ratelimit,API Rate Limit Decorator.,,utilities,https://github.com/tomasbasham/ratelimit,https://github.com/tomasbasham/ratelimit,MIT,2015-08-26 10:39:52.000,2021-06-24 18:23:10.000,2019-02-06 21:53:36,36.0,,104,6.0,20.0,18.0,471,2018-12-17 18:55:49.000,2.2.1,11.0,8.0,25.0,23,False,ratelimit,conda-forge/ratelimit,,,1442314.0,1505.0,1344.0,https://pypi.org/project/ratelimit,2018-12-17 18:55:49.000,161.0,https://anaconda.org/conda-forge/ratelimit,2021-01-20 00:15:09.937,2406.0,,,,,3.0,1442129.0,,,,,,,,,,
260,pyhdb,SAP-archive/PyHDB,SAP HANA Connector in pure Python.,,db-clients,https://github.com/SAP-archive/PyHDB,https://github.com/SAP-archive/PyHDB,Apache-2.0,2014-12-12 04:02:40.000,2021-05-04 17:33:58.000,2021-05-04 17:33:54,158.0,,132,53.0,60.0,90.0,294,2018-02-16 12:44:36.000,0.3.4,8.0,10.0,,23,True,pyhdb,,,82.0,414344.0,136.0,117.0,https://pypi.org/project/pyhdb,2018-02-16 12:37:13.000,19.0,,,,,,,,3.0,414343.0,,,,,,,,,,
261,typing_inspect,ilevkivskyi/typing_inspect,Runtime inspection utilities for Python typing module.,,inspect,https://github.com/ilevkivskyi/typing_inspect,https://github.com/ilevkivskyi/typing_inspect,MIT,2017-04-29 15:49:25.000,2021-11-28 18:30:21.000,2021-10-25 15:19:53,63.0,,22,9.0,39.0,30.0,241,2021-06-07 16:12:08.000,0.7.1,10.0,13.0,14.0,23,True,typing_inspect,conda-forge/typing_inspect,,,18020317.0,157.0,,https://pypi.org/project/typing_inspect,2021-06-07 16:12:08.000,157.0,https://anaconda.org/conda-forge/typing_inspect,2021-06-09 22:29:55.801,634439.0,,,,,3.0,18001658.0,,,,,,,,,,
262,deepdish,uchicago-cs/deepdish,Flexible HDF5 saving/loading and other data science tools from the University of Chicago.,,data-loading,https://github.com/uchicago-cs/deepdish,https://github.com/uchicago-cs/deepdish,BSD-3-Clause,2014-08-27 18:10:26.000,2021-09-24 13:49:09.813,2021-09-23 16:12:06,380.0,,53,19.0,12.0,24.0,233,2021-09-24 05:07:55.000,0.3.7,17.0,10.0,15.0,23,True,deepdish,conda-forge/deepdish,,,14445.0,628.0,548.0,https://pypi.org/project/deepdish,2021-09-24 05:07:55.000,80.0,https://anaconda.org/conda-forge/deepdish,2021-09-24 13:49:09.813,62998.0,,,,,3.0,13446.0,,,,,,,,,,
263,grumpy,google/grumpy,Grumpy is a Python to Go source code transcompiler and runtime.,,python-implementations,https://github.com/google/grumpy,https://github.com/google/grumpy,Apache-2.0,2016-12-21 17:49:01.000,2022-01-18 09:01:43.000,2017-11-22 02:08:58,331.0,,657,409.0,276.0,77.0,10430,2018-07-24 16:42:00.000,0.3.0,9.0,30.0,81.0,22,False,grumpy-tools,,,,43.0,1.0,,https://pypi.org/project/grumpy-tools,2018-07-24 16:42:00.000,1.0,,,,,,,,3.0,43.0,,,,,,,,,,
264,pampy,santinic/pampy,Pampy: The Pattern Matching for Python you always dreamed of.,,utilities,https://github.com/santinic/pampy,https://github.com/santinic/pampy,MIT,2018-11-08 12:51:17.000,2020-04-11 23:04:54.000,2019-07-13 11:30:29,131.0,,124,63.0,19.0,14.0,3419,2019-11-07 15:54:35.000,0.3.0,11.0,9.0,25.0,22,False,pampy,,,,44840.0,241.0,215.0,https://pypi.org/project/pampy,2019-11-07 15:54:35.000,26.0,,,,,,,,3.0,44840.0,,,,,,,,,,
265,python-box,cdgriffith/Box,Python dictionaries with advanced dot notation access.,,data-structures,https://github.com/cdgriffith/Box,https://github.com/cdgriffith/Box,MIT,2017-03-11 04:46:51.000,2022-01-23 04:59:31.000,2021-08-22 15:06:26,43.0,,80,34.0,81.0,112.0,1919,2022-01-23 04:58:01.000,6.0.0rc3,49.0,1.0,21.0,22,True,python-box,conda-forge/python-box,,30.0,4744.0,259.0,,https://pypi.org/project/python-box,2022-01-23 04:59:31.000,259.0,https://anaconda.org/conda-forge/python-box,2021-08-22 18:15:07.539,218259.0,,,,,3.0,,,,,,,,,,,
266,pinject,google/pinject,A pythonic dependency injection library.,,utilities,https://github.com/google/pinject,https://github.com/google/pinject,Apache-2.0,2013-06-20 23:46:50.000,2021-09-27 22:15:44.669,2021-03-23 16:42:22,285.0,,95,34.0,24.0,10.0,1306,2020-04-10 22:23:01.000,0.15.3,14.0,10.0,27.0,22,True,pinject,conda-forge/pinject,,,44229.0,110.0,91.0,https://pypi.org/project/pinject,2021-03-23 16:43:50.000,19.0,https://anaconda.org/conda-forge/pinject,2021-09-27 22:15:44.669,187.0,,,,,3.0,44192.0,,,,,,,,,,
267,img2dataset,rom1504/img2dataset,"Easily turn large sets of image urls to an image dataset. Can download, resize and package 100M urls in 20h on one..",,data-loading,https://github.com/rom1504/img2dataset,https://github.com/rom1504/img2dataset,MIT,2021-08-11 20:20:15.000,2022-01-31 22:30:11.000,2022-01-31 22:30:07,149.0,53.0,24,9.0,40.0,45.0,435,2022-01-31 00:36:35.000,1.22.3,51.0,5.0,31.0,22,True,img2dataset,,,13.0,2160.0,3.0,2.0,https://pypi.org/project/img2dataset,2022-01-31 00:36:35.000,1.0,,,,,,,,3.0,2158.0,3.0,,,,,,,,,
268,PyMODM,mongodb/pymodm,"A Pythonic, object-oriented interface for working with MongoDB.",,db-clients,https://github.com/mongodb/pymodm,https://github.com/mongodb/pymodm,Apache-2.0,2016-03-30 16:24:59.000,2020-10-16 22:20:11.000,2020-10-16 22:20:10,123.0,,61,36.0,70.0,,335,2020-04-30 18:52:35.000,0.4.3,7.0,18.0,4.0,22,False,pymodm,conda-forge/pymodm,,,183060.0,547.0,464.0,https://pypi.org/project/pymodm,2020-04-30 18:52:35.000,83.0,https://anaconda.org/conda-forge/pymodm,2020-04-30 19:23:37.933,2860.0,,,,,3.0,182941.0,,,,,,,,,,
269,bashplotlib,glamp/bashplotlib,plotting in the terminal.,,cli-helpers,https://github.com/glamp/bashplotlib,https://github.com/glamp/bashplotlib,MIT,2012-12-13 04:01:10.000,2021-03-31 19:40:59.000,2021-03-31 19:40:59,210.0,,82,44.0,33.0,11.0,1614,2016-02-06 21:56:46.000,0.6.5,27.0,20.0,17.0,21,True,bashplotlib,,,,3424.0,168.0,138.0,https://pypi.org/project/bashplotlib,2016-02-06 21:56:46.000,30.0,,,,,,,,3.0,3424.0,,,,,,,,,,
270,db.py,yhat/db.py,db.py is an easier way to interact with your databases.,,db-clients,https://github.com/yhat/db.py,https://github.com/yhat/db.py,BSD-2-Clause,2014-10-26 15:36:57.000,2021-08-02 12:32:38.000,2017-03-31 14:41:30,233.0,,111,52.0,49.0,21.0,1218,2017-03-31 14:41:57.000,0.5.3,35.0,24.0,32.0,21,False,db.py,,,,832.0,27.0,,https://pypi.org/project/db.py,2017-03-31 14:41:57.000,27.0,,,,,,,,3.0,832.0,,,,,,,,,,
271,aiocache,aio-libs/aiocache,"Asyncio cache manager for redis, memcached and memory.",,caching,https://github.com/aio-libs/aiocache,https://github.com/aio-libs/aiocache,BSD-3-Clause,2016-09-30 09:25:51.000,2022-01-21 23:03:35.000,2020-12-04 20:46:52,442.0,,100,17.0,317.0,205.0,627,2020-10-14 10:18:49.000,0.11.1,40.0,29.0,50.0,21,False,aiocache,,,,,741.0,647.0,https://pypi.org/project/aiocache,2019-07-31 05:46:03.000,94.0,,,,,,,,3.0,,-5.0,,,,,,,,,
272,awesome-slugify,voronind/awesome-slugify,Python flexible slugify function.,,text,https://github.com/voronind/awesome-slugify,https://github.com/voronind/awesome-slugify,GPL-3.0,2013-10-19 02:58:27.000,2020-04-17 14:24:23.000,2017-01-20 20:45:25,96.0,,39,11.0,20.0,11.0,464,2015-06-05 06:31:13.000,1.6.5,26.0,11.0,18.0,21,False,awesome-slugify,conda-forge/awesome-slugify,,,59273.0,4125.0,2943.0,https://pypi.org/project/awesome-slugify,2015-06-05 06:31:13.000,1182.0,https://anaconda.org/conda-forge/awesome-slugify,2019-06-28 21:27:11.187,57062.0,,,,,3.0,58458.0,,,,,,,,,,
273,datatest,shawnbrown/datatest,Tools for test driven data-wrangling and data validation.,,data-loading,https://github.com/shawnbrown/datatest,https://github.com/shawnbrown/datatest,Apache-2.0,2016-05-12 13:16:27.000,2021-12-05 17:44:33.000,2021-12-05 17:44:33,2173.0,2.0,12,12.0,5.0,43.0,254,2021-01-04 03:43:58.000,0.11.1,17.0,7.0,10.0,21,True,datatest,,,,10297.0,65.0,62.0,https://pypi.org/project/datatest,2021-01-04 03:39:40.000,3.0,,,,,,,,3.0,10297.0,,,,,,,,,,
274,valideer,podio/valideer,Lightweight data validation and adaptation Python library.,,data-validation,https://github.com/podio/valideer,https://github.com/podio/valideer,MIT,2012-07-25 12:33:39.000,2021-12-09 08:29:36.000,2018-03-07 14:51:59,89.0,,21,50.0,13.0,11.0,250,2015-12-20 08:56:50.000,0.4.2,8.0,7.0,7.0,21,False,valideer,conda-forge/valideer,,,19994.0,71.0,54.0,https://pypi.org/project/valideer,2015-12-20 08:56:50.000,17.0,https://anaconda.org/conda-forge/valideer,2018-07-06 17:55:22.261,17456.0,,,,,3.0,19745.0,,,,,,,,,,
