,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,pypi_monthly_downloads,trending,conda_dependent_project_count,labels,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
85,xmltodict,martinblech/xmltodict,Python module that makes working with XML feel like you are working with JSON.,,data-loading,https://github.com/martinblech/xmltodict,https://github.com/martinblech/xmltodict,MIT,2012-04-17 14:38:21.000,2022-01-06 11:13:30.000,2020-04-26 05:15:03,205.0,,441,106.0,83.0,137.0,4659,2019-02-11 07:00:26.000,0.12.0,28.0,41.0,84.0,33,False,xmltodict,conda-forge/xmltodict,,,14037080.0,40405.0,35362.0,https://pypi.org/project/xmltodict,2021-12-15 15:05:02.202,5043.0,https://anaconda.org/conda-forge/xmltodict,2019-02-11 11:53:14.803,1347578.0,,,,,2.0,14016663.0,,,,,,,,,,
86,toolz,pytoolz/toolz,A functional standard library for Python.,,utilities,https://github.com/pytoolz/toolz,https://github.com/pytoolz/toolz,BSD-3-Clause,2013-09-13 02:18:43.000,2022-01-28 20:50:05.000,2022-01-28 20:50:05,1181.0,8.0,228,81.0,320.0,135.0,3796,2021-11-06 05:23:07.000,0.11.2,25.0,70.0,103.0,33,True,toolz,conda-forge/toolz,,,87662.0,56642.0,53381.0,https://pypi.org/project/toolz,2021-11-06 05:23:07.000,3261.0,https://anaconda.org/conda-forge/toolz,2021-11-06 05:54:41.142,5961048.0,,,,,2.0,,,,,,,,,,,
87,phonenumbers,daviddrysdale/python-phonenumbers,Python port of Googles libphonenumber.,,text,https://github.com/daviddrysdale/python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers,Apache-2.0,2011-04-21 03:06:38.000,2022-01-29 11:03:39.287,2022-01-29 08:30:34,1461.0,27.0,372,91.0,96.0,132.0,2923,2022-01-29 08:37:35.000,8.12.42,193.0,25.0,5.0,33,True,phonenumbers,conda-forge/phonenumbers,,,2938971.0,1330.0,,https://pypi.org/project/phonenumbers,2022-01-29 08:37:35.000,1330.0,https://anaconda.org/conda-forge/phonenumbers,2022-01-29 11:03:39.287,512907.0,,,,,1.0,2931429.0,,,,,,,,,,
88,Pony,ponyorm/pony,Pony Object Relational Mapper.,,db-clients,https://github.com/ponyorm/pony,https://github.com/ponyorm/pony,Apache-2.0,2013-02-08 04:56:00.000,2022-01-28 03:00:41.910,2022-01-27 22:39:21,3983.0,47.0,209,85.0,62.0,320.0,2803,2022-01-27 22:51:06.000,0.7.16,47.0,22.0,272.0,33,True,pony,conda-forge/pony,,,56821.0,2659.0,2312.0,https://pypi.org/project/pony,2022-01-27 22:44:46.000,347.0,https://anaconda.org/conda-forge/pony,2022-01-28 03:00:41.910,60965.0,,,,,2.0,55822.0,2.0,,,,,,,,,
89,cerberus,pyeve/cerberus,"Lightweight, extensible data validation library for Python.",,data-validation,https://github.com/pyeve/cerberus,https://github.com/pyeve/cerberus,ISC,2012-10-10 10:03:49.000,2021-12-10 19:41:57.511,2021-05-05 20:47:21,1145.0,,214,50.0,257.0,290.0,2665,2021-05-05 20:38:00.000,1.3.4,25.0,62.0,39.0,33,True,cerberus,conda-forge/cerberus,,,2589977.0,11681.0,10634.0,https://pypi.org/project/cerberus,2021-05-05 20:38:00.000,1047.0,https://anaconda.org/conda-forge/cerberus,2021-12-10 19:41:57.511,175778.0,,,,,2.0,2587314.0,,,,,,,,,,
90,AWS Data Wrangler,awslabs/aws-data-wrangler,"Pandas on AWS - Easy integration with Athena, Glue, Redshift, Timestream, QuickSight, Chime, CloudWatchLogs, DynamoDB,..",,db-clients,https://github.com/awslabs/aws-data-wrangler,https://github.com/awslabs/aws-data-wrangler,Apache-2.0,2019-02-26 01:39:02.000,2022-02-02 17:57:16.898,2022-02-01 11:34:37,1442.0,46.0,415,61.0,540.0,553.0,2509,2022-01-28 14:24:08.000,2.14.0,117.0,92.0,42.0,33,True,awswrangler,conda-forge/awswrangler,,116598.0,7071401.0,24.0,,https://pypi.org/project/awswrangler,2022-01-28 13:36:45.000,24.0,https://anaconda.org/conda-forge/awswrangler,2022-02-02 17:57:16.898,126202.0,,,,,2.0,7063289.0,,,['pandas'],,,,,,,
91,python-magic,ahupp/python-magic,A python wrapper for libmagic.,,data-loading,https://github.com/ahupp/python-magic,https://github.com/ahupp/python-magic,MIT,2010-03-31 22:40:33.000,2022-02-03 09:55:24.967,2021-12-30 15:35:42,300.0,2.0,238,51.0,91.0,142.0,2032,2022-02-02 00:23:26.000,0.4.25,26.0,54.0,30.0,33,True,python-magic,conda-forge/python-magic,,,3375615.0,25787.0,22720.0,https://pypi.org/project/python-magic,2022-02-02 00:23:26.000,3067.0,https://anaconda.org/conda-forge/python-magic,2022-02-03 09:55:24.967,115028.0,,,,,2.0,3373632.0,2.0,,,,,,,,,
92,mysqlclient,PyMySQL/mysqlclient,MySQL database connector for Python (with Python 3 support).,,db-clients,https://github.com/PyMySQL/mysqlclient,https://github.com/PyMySQL/mysqlclient,GPL-2.0,2014-04-28 05:09:06.000,2022-01-10 01:44:50.000,2022-01-10 01:44:49,1012.0,3.0,353,54.0,240.0,268.0,2008,2021-11-18 05:51:35.000,2.1.0,33.0,69.0,15.0,33,True,mysqlclient,conda-forge/mysqlclient,,5200.0,3658427.0,7080.0,,https://pypi.org/project/mysqlclient,2021-11-18 05:51:35.000,7080.0,https://anaconda.org/conda-forge/mysqlclient,2021-12-09 05:23:34.339,132275.0,,,,,2.0,3655041.0,,,,,,,,,,
93,PynamoDB,pynamodb/PynamoDB,A pythonic interface to Amazons DynamoDB.,,db-clients,https://github.com/pynamodb/PynamoDB,https://github.com/pynamodb/PynamoDB,MIT,2014-01-20 02:18:35.000,2022-01-11 19:56:06.000,2022-01-10 19:32:28,770.0,16.0,387,42.0,545.0,291.0,1825,2022-01-04 23:07:43.000,5.2.0,76.0,93.0,245.0,33,True,pynamodb,conda-forge/pynamodb,,,1029594.0,1050.0,904.0,https://pypi.org/project/pynamodb,2022-01-04 23:07:43.000,146.0,https://anaconda.org/conda-forge/pynamodb,2022-01-05 02:04:49.127,150261.0,,,,,2.0,1024586.0,,,,,,,,,,
94,Ibis,ibis-project/ibis,"A pandas-like deferred expression system, with first-class SQL support.",,db-clients,https://github.com/ibis-project/ibis,https://github.com/ibis-project/ibis,Apache-2.0,2015-04-17 20:43:46.000,2022-02-03 10:35:47.000,2022-02-03 02:14:04,1924.0,308.0,299,74.0,1707.0,1587.0,1667,2022-01-12 23:12:38.000,2.1.1,27.0,95.0,141.0,33,True,ibis-framework,conda-forge/ibis-framework,,4.0,151778.0,36.0,,https://pypi.org/project/ibis-framework,2022-01-12 23:12:31.000,36.0,https://anaconda.org/conda-forge/ibis-framework,2022-01-14 14:06:20.666,215449.0,,,,,2.0,148697.0,,,,,,,,,,
95,chardet,chardet/chardet,Python character encoding detector.,,text,https://github.com/chardet/chardet,https://github.com/chardet/chardet,LGPL-2.1,2012-07-26 20:30:54.000,2021-12-15 08:52:47.000,2021-10-22 11:34:40,349.0,,221,46.0,129.0,61.0,1654,2020-12-10 19:35:32.000,4.0.0,12.0,44.0,61.0,33,True,chardet,conda-forge/chardet,@pypi/chardet,,48282547.0,38772.0,,https://pypi.org/project/chardet,2020-12-10 19:35:32.000,38771.0,https://anaconda.org/conda-forge/chardet,2021-11-02 01:16:26.403,15075846.0,https://www.npmjs.com/package/@pypi/chardet,2017-08-20 08:18:15.011,1.0,7.0,1.0,48031276.0,,,,,,,,,,
96,jmespath,jmespath/jmespath.py,JMESPath is a query language for JSON.,,file-formats,https://github.com/jmespath/jmespath.py,https://github.com/jmespath/jmespath.py,MIT,2013-02-19 22:16:36.000,2022-01-20 17:30:15.000,2022-01-19 23:41:12,518.0,13.0,144,30.0,130.0,66.0,1504,2020-05-12 22:03:45.000,0.10.0,24.0,25.0,47.0,33,True,jmespath,conda-forge/jmespath,,,97841403.0,6702.0,,https://pypi.org/project/jmespath,2020-05-12 22:03:45.000,6702.0,https://anaconda.org/conda-forge/jmespath,2020-05-13 11:39:21.174,7212060.0,,,,,3.0,97733761.0,,,,,,,,,,
97,emoji,carpedm20/emoji,emoji terminal output for Python.,,cli-helpers,https://github.com/carpedm20/emoji,https://github.com/carpedm20/emoji,BSD-3-Clause,2014-08-18 02:55:59.000,2022-01-30 20:09:33.000,2022-01-15 13:32:40,339.0,9.0,237,25.0,89.0,100.0,1395,2022-01-15 13:44:15.000,1.6.3,31.0,54.0,11.0,33,True,emoji,conda-forge/emoji,,,3147976.0,33794.0,32520.0,https://pypi.org/project/emoji,2022-01-15 13:42:26.000,1274.0,https://anaconda.org/conda-forge/emoji,2022-01-15 22:16:03.998,18355.0,,,,,2.0,3147467.0,,,,,,,,,,
98,cachetools,tkem/cachetools,Extensible memoizing collections and decorators.,,caching,https://github.com/tkem/cachetools,https://github.com/tkem/cachetools,MIT,2014-03-22 10:15:14.000,2022-01-03 09:57:37.000,2021-12-22 15:26:02,236.0,11.0,123,26.0,39.0,189.0,1211,2021-12-21 20:27:26.000,5.0.0,40.0,7.0,12.0,33,True,cachetools,conda-forge/cachetools,,,52005464.0,2882.0,,https://pypi.org/project/cachetools,2021-12-21 20:27:26.000,2882.0,https://anaconda.org/conda-forge/cachetools,2021-12-28 10:24:53.479,4002793.0,,,,,1.0,51942921.0,,,,,,,,,,
99,jsonpickle,jsonpickle/jsonpickle,Python library for serializing any arbitrary object graph into JSON. It can take almost any Python object and turn the..,,serialization,https://github.com/jsonpickle/jsonpickle,https://github.com/jsonpickle/jsonpickle,BSD-3-Clause,2009-12-10 03:59:23.000,2022-01-14 15:36:16.209,2022-01-10 22:13:23,1199.0,24.0,147,27.0,123.0,191.0,1000,2022-01-14 07:10:25.000,2.1.0,32.0,63.0,66.0,33,True,jsonpickle,conda-forge/jsonpickle,,,8748648.0,2199.0,,https://pypi.org/project/jsonpickle,2022-01-14 07:10:25.000,2199.0,https://anaconda.org/conda-forge/jsonpickle,2022-01-14 15:36:16.209,771432.0,,,,,2.0,8734363.0,,,,,,,,,,
100,SQLAlchemy-Utils,kvesteri/sqlalchemy-utils,Various utility functions and datatypes for SQLAlchemy.,,db-clients,https://github.com/kvesteri/sqlalchemy-utils,https://github.com/kvesteri/sqlalchemy-utils,BSD-3-Clause,2013-02-18 16:48:22.000,2022-01-16 01:20:52.000,2021-12-29 08:54:31,1260.0,7.0,261,22.0,255.0,165.0,880,2021-12-29 08:55:33.000,0.38.2,208.0,102.0,199.0,33,True,sqlalchemy-utils,conda-forge/sqlalchemy-utils,,,2863807.0,15158.0,13163.0,https://pypi.org/project/sqlalchemy-utils,2021-12-29 08:55:33.000,1995.0,https://anaconda.org/conda-forge/sqlalchemy-utils,2021-12-15 04:58:01.393,350937.0,,,,,2.0,2858408.0,,,,,,,,,,
101,decorator,micheles/decorator,Decorators for Humans.,,others,https://github.com/micheles/decorator,https://github.com/micheles/decorator,BSD-2-Clause,2013-11-24 05:55:49.000,2022-01-07 11:42:17.811,2022-01-07 07:51:31,378.0,4.0,86,20.0,49.0,88.0,649,2022-01-07 08:20:03.000,5.1.1,38.0,26.0,3.0,33,True,decorator,conda-forge/decorator,,,42628352.0,296089.0,272044.0,https://pypi.org/project/decorator,2022-01-07 08:20:03.000,24045.0,https://anaconda.org/conda-forge/decorator,2022-01-07 11:42:17.811,10462963.0,,,,,2.0,42472189.0,,,,,,,,,,
102,s3fs,fsspec/s3fs,S3 Filesystem.,,db-clients,https://github.com/fsspec/s3fs,https://github.com/fsspec/s3fs,BSD-3-Clause,2016-03-16 00:19:32.000,2022-01-31 13:58:27.000,2022-01-25 15:42:15,923.0,37.0,175,19.0,281.0,234.0,516,2022-01-11 19:52:51.000,2022.1.0,44.0,90.0,76.0,33,True,s3fs,conda-forge/s3fs,,,22660078.0,6948.0,6506.0,https://pypi.org/project/s3fs,2022-01-11 19:52:51.000,442.0,https://anaconda.org/conda-forge/s3fs,2022-01-12 14:40:04.746,2791752.0,,,,,2.0,22619618.0,,,,,,,,,,
103,asn1crypto,wbond/asn1crypto,Python ASN.1 library with a focus on performance and a pythonic API.,,cryptography,https://github.com/wbond/asn1crypto,https://github.com/wbond/asn1crypto,MIT,2015-06-03 18:51:56.000,2022-01-27 03:58:08.000,2022-01-27 03:58:08,773.0,11.0,105,23.0,77.0,120.0,246,2020-07-28 14:18:17.000,1.4.0,31.0,36.0,28.0,33,True,asn1crypto,conda-forge/asn1crypto,,,19195694.0,92304.0,85296.0,https://pypi.org/project/asn1crypto,2020-07-28 14:18:17.000,7008.0,https://anaconda.org/conda-forge/asn1crypto,2020-07-28 15:28:07.748,6292609.0,,,,,2.0,19083326.0,,,,,,,,,,
104,s3transfer,boto/s3transfer,Amazon S3 Transfer Manager for Python.,,db-clients,https://github.com/boto/s3transfer,https://github.com/boto/s3transfer,Apache-2.0,2016-01-12 23:19:42.000,2022-02-02 23:17:59.436,2022-02-02 19:12:35,527.0,10.0,90,14.0,185.0,31.0,135,2022-02-02 20:11:16.000,0.5.1,30.0,32.0,31.0,33,True,s3transfer,conda-forge/s3transfer,,,170078921.0,100958.0,96770.0,https://pypi.org/project/s3transfer,2022-02-02 20:11:16.000,4188.0,https://anaconda.org/conda-forge/s3transfer,2022-02-02 23:17:59.436,7620509.0,,,,,2.0,169965183.0,2.0,,,,,,,,,
105,DearPyGui,hoffstadt/DearPyGui,Dear PyGui: A fast and powerful Graphical User Interface Toolkit for Python with minimal dependencies.,,gui-dev,https://github.com/hoffstadt/DearPyGui,https://github.com/hoffstadt/DearPyGui,MIT,2020-05-28 17:12:57.000,2022-02-01 17:43:03.000,2022-02-01 17:42:56,2588.0,96.0,345,116.0,368.0,750.0,7132,2022-01-20 16:20:53.000,1.3.1,205.0,33.0,129.0,32,True,dearpygui,,,,9499.0,271.0,260.0,https://pypi.org/project/dearpygui,2022-01-20 16:15:10.000,11.0,,,,,,,,2.0,9499.0,,,,,,,,,,
106,dataset,pudo/dataset,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.",,db-clients,https://github.com/pudo/dataset,https://github.com/pudo/dataset,MIT,2013-04-01 14:57:55.000,2022-01-19 16:00:12.000,2022-01-07 12:09:25,701.0,15.0,277,98.0,128.0,255.0,4126,2021-12-16 10:12:08.000,1.5.2,55.0,75.0,11.0,32,True,dataset,conda-forge/dataset,,,76588.0,2782.0,2217.0,https://pypi.org/project/dataset,2021-12-16 10:12:08.000,565.0,https://anaconda.org/conda-forge/dataset,2021-12-16 23:59:56.555,1237.0,,,,,3.0,76476.0,,,,,,,,,,
107,orjson,ijl/orjson,"Fast, correct Python JSON library supporting dataclasses, datetimes, and numpy.",,serialization,https://github.com/ijl/orjson,https://github.com/ijl/orjson,Apache-2.0,2018-11-21 23:43:14.000,2022-01-30 02:24:24.706,2022-01-21 23:34:07,446.0,14.0,96,23.0,40.0,179.0,2813,2022-01-22 00:01:16.000,3.6.6,75.0,14.0,20.0,32,True,orjson,conda-forge/orjson,,,2923694.0,7713.0,7326.0,https://pypi.org/project/orjson,2022-01-22 00:01:16.000,387.0,https://anaconda.org/conda-forge/orjson,2022-01-30 02:24:24.706,277107.0,,,,,3.0,2911099.0,,,,,,,,,,
108,pyodbc,mkleehammer/pyodbc,Python ODBC bridge.,,db-clients,https://github.com/mkleehammer/pyodbc,https://github.com/mkleehammer/pyodbc,MIT,2008-10-03 15:19:37.000,2022-01-28 00:28:34.000,2022-01-28 00:28:34,391.0,7.0,481,114.0,175.0,763.0,2297,2021-08-19 20:25:00.000,4.0.32,51.0,48.0,90.0,32,True,pyodbc,conda-forge/pyodbc,,,15991783.0,1963.0,,https://pypi.org/project/pyodbc,2021-08-19 20:25:00.000,1963.0,https://anaconda.org/conda-forge/pyodbc,2021-11-05 04:20:24.876,591056.0,,,,,3.0,15980838.0,,,,,,,,,,
109,Dynaconf,rochacbruno/dynaconf,Configuration Management for Python.,,configuration,https://github.com/rochacbruno/dynaconf,https://github.com/rochacbruno/dynaconf,MIT,2015-08-14 21:25:22.000,2022-02-01 00:40:36.000,2022-01-29 21:24:47,577.0,6.0,198,30.0,370.0,237.0,2157,2021-09-09 20:04:05.000,3.1.7,76.0,80.0,94.0,32,True,dynaconf,conda-forge/dynaconf,,,806139.0,2333.0,2181.0,https://pypi.org/project/dynaconf,2021-09-09 20:03:56.000,152.0,https://anaconda.org/conda-forge/dynaconf,2022-01-04 22:00:31.619,6043.0,,,,,2.0,805762.0,,,,,,,,,,
110,python-decouple,henriquebastos/python-decouple,Strict separation of config from code.,,configuration,https://github.com/henriquebastos/python-decouple,https://github.com/henriquebastos/python-decouple,MIT,2014-02-25 04:16:08.000,2022-02-02 22:07:38.334,2022-02-02 19:07:12,180.0,14.0,147,29.0,58.0,69.0,2026,2022-02-02 19:24:57.000,3.6,10.0,30.0,6.0,32,True,python-decouple,conda-forge/python-decouple,,7.0,815539.0,59759.0,56576.0,https://pypi.org/project/python-decouple,2022-02-02 19:25:29.000,3183.0,https://anaconda.org/conda-forge/python-decouple,2022-02-02 22:07:38.334,35454.0,,,,,2.0,814871.0,,,,,,,,,,
111,xlrd,python-excel/xlrd,Please use openpyxl where you can...,,data-loading,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,BSD-3-Clause,2012-03-07 04:50:48.000,2021-08-21 19:45:33.000,2021-08-21 19:45:33,503.0,,418,96.0,158.0,,1959,2020-12-11 10:14:20.000,2.0.1,24.0,51.0,3.0,32,True,xlrd,conda-forge/xlrd,,,12964307.0,96885.0,88804.0,https://pypi.org/project/xlrd,2020-12-11 10:14:20.000,8081.0,https://anaconda.org/conda-forge/xlrd,2021-01-09 20:35:27.639,2063864.0,,,,,2.0,12929327.0,,,,,,,,,,
112,Motor,mongodb/motor,Motor - the async Python driver for MongoDB and Tornado or asyncio.,,db-clients,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44.000,2021-12-23 18:33:44.000,2021-12-23 18:33:43,1657.0,3.0,169,81.0,138.0,,1869,2021-08-19 20:21:17.000,2.5.1,38.0,36.0,,32,True,motor,conda-forge/motor,,,1894934.0,20166.0,19114.0,https://pypi.org/project/motor,2021-08-19 20:14:26.000,1052.0,https://anaconda.org/conda-forge/motor,2021-12-02 18:54:21.443,17240.0,,,,,3.0,1894481.0,,,,,,,,,,
113,aiofiles,Tinche/aiofiles,File support for asyncio.,,file-path-utils,https://github.com/Tinche/aiofiles,https://github.com/Tinche/aiofiles,Apache-2.0,2015-03-29 20:28:14.000,2022-01-13 23:08:12.000,2022-01-13 23:08:12,183.0,22.0,129,32.0,47.0,43.0,1790,2021-11-27 15:05:27.000,0.8.0,11.0,25.0,40.0,32,True,aiofiles,conda-forge/aiofiles,,,4442599.0,1437.0,,https://pypi.org/project/aiofiles,2021-11-27 15:05:27.000,1437.0,https://anaconda.org/conda-forge/aiofiles,2021-12-15 17:33:03.283,195916.0,,,,,2.0,4438832.0,,,,,,,,,,
114,voluptuous,alecthomas/voluptuous,"CONTRIBUTIONS ONLY: Voluptuous, despite the name, is a Python data validation library.",,data-validation,https://github.com/alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,BSD-3-Clause,2010-07-15 09:55:10.000,2021-10-13 12:50:56.440,2021-09-20 21:59:20,444.0,,195,42.0,215.0,196.0,1712,2021-09-23 01:45:02.000,0.12.2,44.0,87.0,40.0,32,True,voluptuous,conda-forge/voluptuous,,,1371728.0,5649.0,4331.0,https://pypi.org/project/voluptuous,2021-09-23 01:45:02.000,1318.0,https://anaconda.org/conda-forge/voluptuous,2021-10-13 12:50:56.440,146936.0,,,,,2.0,1369535.0,,,,,,,,,,
115,pyfilesystem2,pyfilesystem/pyfilesystem2,Pythons Filesystem abstraction layer.,,file-path-utils,https://github.com/PyFilesystem/pyfilesystem2,https://github.com/PyFilesystem/pyfilesystem2,MIT,2016-10-14 15:05:27.000,2022-02-02 21:31:58.000,2021-12-13 17:45:27,694.0,18.0,161,45.0,200.0,256.0,1619,2021-11-16 16:03:57.000,2.4.14,84.0,43.0,66.0,32,True,fs,conda-forge/fs,,,456155.0,544.0,,https://pypi.org/project/fs,2021-11-16 15:58:25.000,544.0,https://anaconda.org/conda-forge/fs,2021-11-04 19:25:56.928,416131.0,,,,,2.0,448304.0,,,,,,,,,,
116,humanize,jmoiron/humanize,python humanize functions.,,text,https://github.com/jmoiron/humanize,https://github.com/jmoiron/humanize,MIT,2011-10-07 23:44:01.000,2022-01-30 18:27:21.436,2022-01-30 14:33:04,486.0,23.0,155,24.0,175.0,59.0,1538,2022-01-30 15:06:15.000,3.14.0,34.0,62.0,24.0,32,True,humanize,conda-forge/humanize,,,2473604.0,1817.0,,https://pypi.org/project/humanize,2021-11-29 22:03:47.000,1817.0,https://anaconda.org/conda-forge/humanize,2022-01-30 18:27:21.436,208915.0,,,,,2.0,2470532.0,,,,,,,,,,
117,Cassandra Driver,datastax/python-driver,DataStax Python Driver for Apache Cassandra.,,db-clients,https://github.com/datastax/python-driver,https://github.com/datastax/python-driver,Apache-2.0,2013-07-08 19:02:31.000,2022-02-02 16:21:46.000,2022-02-02 16:21:02,5963.0,5.0,476,82.0,1045.0,,1273,2021-03-18 20:12:10.000,3.25.0,72.0,180.0,13.0,32,True,cassandra-driver,conda-forge/cassandra-driver,,,1701771.0,4189.0,3516.0,https://pypi.org/project/cassandra-driver,2021-12-15 15:16:55.071,673.0,https://anaconda.org/conda-forge/cassandra-driver,2021-11-07 09:38:13.915,99418.0,,,,,3.0,1700057.0,,,,,,,,,,
118,pygsheets,nithinmurali/pygsheets,Google Sheets Python API v4.,,db-clients,https://github.com/nithinmurali/pygsheets,https://github.com/nithinmurali/pygsheets,MIT,2016-06-06 17:20:44.000,2022-01-26 06:36:28.000,2022-01-26 06:36:28,1041.0,12.0,182,44.0,158.0,319.0,1250,2021-02-05 22:34:35.000,2.0.5,17.0,76.0,35.0,32,True,pygsheets,,,,1885196.0,1006.0,929.0,https://pypi.org/project/pygsheets,2021-02-05 22:34:35.000,77.0,,,,,,,,3.0,1885196.0,,,,,,,,,,
119,cloudpickle,cloudpipe/cloudpickle,Extended pickling support for Python objects.,,serialization,https://github.com/cloudpipe/cloudpickle,https://github.com/cloudpipe/cloudpickle,BSD-3-Clause,2015-04-13 16:33:00.000,2022-01-15 19:31:24.000,2021-11-29 10:58:12,403.0,1.0,121,22.0,255.0,142.0,1101,2021-09-14 07:30:48.000,2.0.0,35.0,48.0,73.0,32,True,cloudpickle,conda-forge/cloudpickle,,19.0,23578138.0,49513.0,47016.0,https://pypi.org/project/cloudpickle,2021-09-10 10:52:14.000,2497.0,https://anaconda.org/conda-forge/cloudpickle,2021-09-10 11:30:24.587,6333039.0,,,,,3.0,23488941.0,,,,,,,,,,
120,argcomplete,kislyuk/argcomplete,"Python and tab completion, better together.",,cli-helpers,https://github.com/kislyuk/argcomplete,https://github.com/kislyuk/argcomplete,Apache-2.0,2012-11-19 15:37:34.000,2022-01-04 09:56:19.466,2022-01-03 17:29:17,628.0,5.0,102,31.0,173.0,152.0,1028,2022-01-03 17:29:35.000,2.0.0,101.0,56.0,43.0,32,True,argcomplete,conda-forge/argcomplete,,157.0,15969421.0,16958.0,15129.0,https://pypi.org/project/argcomplete,2022-01-03 17:29:35.000,1829.0,https://anaconda.org/conda-forge/argcomplete,2022-01-04 09:56:19.466,464061.0,,,,,2.0,15961685.0,,,,,,,,,,
121,py4j,bartdag/py4j,Py4J enables Python programs to dynamically access arbitrary Java objects.,,others,https://github.com/bartdag/py4j,https://github.com/bartdag/py4j,BSD-3-Clause,2010-11-02 20:58:18.000,2021-12-15 05:25:12.713,2021-11-20 15:22:15,755.0,4.0,163,42.0,74.0,246.0,914,2020-01-25 14:40:31.000,0.10.9,27.0,31.0,145.0,32,True,py4j,conda-forge/py4j,,,20573613.0,9135.0,8489.0,https://pypi.org/project/py4j,2021-11-20 15:28:27.000,646.0,https://anaconda.org/conda-forge/py4j,2021-12-15 05:25:12.713,1259609.0,,,,,2.0,20554529.0,,,,,,,,,,
122,appdirs,ActiveState/appdirs,"A small Python module for determining appropriate platform-specific dirs, e.g. a user data dir.",,file-path-utils,https://github.com/ActiveState/appdirs,https://github.com/ActiveState/appdirs,MIT,2010-07-28 04:07:00.000,2022-01-04 12:15:02.000,2021-01-28 08:29:20,220.0,,77,65.0,89.0,54.0,844,2020-05-11 08:18:45.000,1.4.4,8.0,33.0,43.0,32,False,appdirs,conda-forge/appdirs,,,11598933.0,167401.0,152976.0,https://pypi.org/project/appdirs,2020-05-11 07:59:49.000,14425.0,https://anaconda.org/conda-forge/appdirs,2020-10-19 11:55:35.692,4541683.0,,,,,2.0,11534966.0,,,,,,,,,,
123,cx-Oracle,oracle/python-cx_Oracle,Python interface to Oracle Database conforming to the Python DB API 2.0 specification.,,db-clients,https://github.com/oracle/python-cx_Oracle,https://github.com/oracle/python-cx_Oracle,BSD-3-Clause,2017-03-07 04:03:36.000,2021-12-15 13:39:58.978,2021-11-04 22:02:28,1171.0,,314,74.0,21.0,542.0,797,2021-11-04 22:08:43.000,8.3.0,46.0,17.0,39.0,32,True,cx-Oracle,conda-forge/cx_oracle,,,2650130.0,5840.0,5593.0,https://pypi.org/project/cx-Oracle,2021-11-04 22:08:43.000,247.0,https://anaconda.org/conda-forge/cx_oracle,2021-11-06 14:33:38.693,214528.0,,,,,3.0,2644332.0,,,,,,,,,,
124,keyring,jaraco/keyring,Store and access your passwords safely.,,cryptography,https://github.com/jaraco/keyring,https://github.com/jaraco/keyring,MIT,2015-02-24 14:10:21.000,2022-01-25 15:00:42.998,2022-01-02 00:23:44,1810.0,28.0,115,18.0,129.0,393.0,783,2022-01-02 00:30:01.000,23.5.0,171.0,100.0,36.0,32,True,keyring,conda-forge/keyring,,,12052461.0,3632.0,,https://pypi.org/project/keyring,2022-01-02 00:29:50.000,3632.0,https://anaconda.org/conda-forge/keyring,2022-01-25 15:00:42.998,1364212.0,,,,,3.0,12032690.0,,,,,,,,,,
125,pandas-gbq,googleapis/python-bigquery-pandas,Google BigQuery connector for pandas.,,db-clients,https://github.com/googleapis/python-bigquery-pandas,https://github.com/googleapis/python-bigquery-pandas,BSD-3-Clause,2017-02-08 13:07:19.000,2022-01-26 15:38:42.000,2022-01-26 15:38:28,269.0,27.0,97,52.0,230.0,208.0,288,2022-01-19 17:16:11.000,0.17.0,29.0,35.0,43.0,32,True,pandas-gbq,conda-forge/pandas-gbq,,257.0,9373624.0,3634.0,3355.0,https://pypi.org/project/pandas-gbq,2022-01-19 17:16:11.000,279.0,https://anaconda.org/conda-forge/pandas-gbq,2022-01-19 18:19:52.897,1167566.0,,,,,3.0,9353830.0,,,,,,,,,,
