,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,trending,conda_dependent_project_count,labels,updated_github_id,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
240,parallel-ssh,ParallelSSH/parallel-ssh,Asynchronous parallel SSH client library.,,infrastructure,https://github.com/ParallelSSH/parallel-ssh,https://github.com/ParallelSSH/parallel-ssh,LGPL-2.1,2012-12-24 14:45:36.000,2021-11-28 20:43:09.000,2021-11-28 20:42:13,523.0,,138,43.0,111.0,13.0,195.0,982,2021-11-28 20:43:09.000,2.8.0,92.0,18.0,25,False,parallel-ssh,,,316.0,491891.0,166.0,143.0,https://pypi.org/project/parallel-ssh,2021-11-28 20:43:09.000,23.0,491888.0,,,,,,,,3.0,,,,,,,,,,,
241,immutables,MagicStack/immutables,A high-performance immutable mapping type for Python.,,data-structures,https://github.com/MagicStack/immutables,https://github.com/MagicStack/immutables,Apache-2.0,2018-03-30 21:24:52.000,2022-02-13 18:31:41.000,2021-08-07 22:28:55,100.0,,41,24.0,42.0,6.0,28.0,927,2021-08-07 19:59:00.000,0.16,16.0,13.0,25,True,immutables,conda-forge/immutables,,,1375762.0,3703.0,3613.0,https://pypi.org/project/immutables,2021-08-07 19:59:04.000,90.0,1358738.0,https://anaconda.org/conda-forge/immutables,2021-11-06 14:32:18.678,783136.0,,,,,3.0,,,,,,,,,,,
242,cleo,sdispater/cleo,Cleo allows you to create beautiful and testable command-line interfaces.,,cli-helpers,https://github.com/sdispater/cleo,https://github.com/sdispater/cleo,MIT,2013-12-16 16:01:42.000,2022-01-30 23:32:21.000,2021-07-30 15:16:20,295.0,,52,22.0,66.0,61.0,27.0,813,2021-07-30 15:03:51.000,1.0.0a4,29.0,6.0,25,True,cleo,conda-forge/cleo,,,5393199.0,189.0,,https://pypi.org/project/cleo,2021-07-30 15:03:48.000,189.0,5391307.0,https://anaconda.org/conda-forge/cleo,2022-01-26 20:23:06.907,81376.0,,,,,3.0,,,,,,,,,,,
243,ubelt,Erotemic/ubelt,"A Python utility belt containing simple tools, a stdlib like feel, and extra batteries. Hashing, Caching, Timing,..",,utilities,https://github.com/Erotemic/ubelt,https://github.com/Erotemic/ubelt,Apache-2.0,2017-01-30 21:14:57.000,2022-03-04 17:08:40.000,2022-03-04 17:07:58,1055.0,150.0,43,17.0,93.0,1.0,6.0,592,2022-02-20 19:32:18.000,1.0.1,60.0,2.0,25,True,ubelt,conda-forge/ubelt,,,43382.0,1203.0,1153.0,https://pypi.org/project/ubelt,2022-02-20 19:29:53.000,50.0,42922.0,https://anaconda.org/conda-forge/ubelt,2022-02-20 21:05:38.160,2761.0,,,,,3.0,,,,,,,,,,,
244,python-email-validator,JoshData/python-email-validator,A robust email syntax and deliverability validation library for Python 2.7/3.4+.,,data-validation,https://github.com/JoshData/python-email-validator,https://github.com/JoshData/python-email-validator,CC0-1.0,2015-04-20 02:46:34.000,2022-01-14 15:43:19.000,2021-11-17 14:09:00,81.0,,64,25.0,29.0,8.0,38.0,533,2021-06-12 11:02:31.000,1.1.3,15.0,14.0,25,False,email-validator,conda-forge/email-validator,,,5096489.0,257.0,,https://pypi.org/project/email-validator,2021-06-12 11:02:31.000,257.0,5095199.0,https://anaconda.org/conda-forge/email-validator,2021-06-13 14:12:22.487,25815.0,,,,,3.0,,,,,,,,,,,
245,hickle,telegraphic/hickle,a HDF5-based python pickle replacement.,,serialization,https://github.com/telegraphic/hickle,https://github.com/telegraphic/hickle,MIT,2012-05-28 09:04:16.000,2022-02-06 12:57:33.000,2021-12-19 01:57:17,479.0,3.0,65,21.0,61.0,7.0,91.0,406,2021-12-17 00:17:43.000,5.0.0,37.0,22.0,25,True,hickle,conda-forge/hickle,,,5433.0,429.0,346.0,https://pypi.org/project/hickle,2021-12-17 00:50:45.000,83.0,4968.0,https://anaconda.org/conda-forge/hickle,2019-07-11 01:30:06.807,17681.0,,,,,3.0,,,,,,,,,,,
246,ptyprocess,pexpect/ptyprocess,Run a subprocess in a pseudo terminal.,,process-utils,https://github.com/pexpect/ptyprocess,https://github.com/pexpect/ptyprocess,ISC,2014-10-02 16:52:41.000,2021-10-31 14:08:10.000,2021-10-31 14:08:10,141.0,,61,18.0,41.0,17.0,17.0,161,2020-12-28 15:17:57.000,0.7.0,10.0,16.0,25,True,ptyprocess,conda-forge/ptyprocess,,,20871282.0,12911.0,,https://pypi.org/project/ptyprocess,2020-12-28 15:15:28.000,12911.0,20778362.0,https://anaconda.org/conda-forge/ptyprocess,2020-12-31 12:57:25.227,6597356.0,,,,,3.0,,,,,,,,,,,
247,entrypoints,takluyver/entrypoints,Discover and load entry points from installed packages.,,inspect,https://github.com/takluyver/entrypoints,https://github.com/takluyver/entrypoints,MIT,2015-05-02 18:12:08.000,2022-02-03 11:39:53.101,2022-02-02 21:29:14,74.0,14.0,20,5.0,23.0,3.0,20.0,68,2017-06-08 10:55:15.000,0.2.3,7.0,11.0,25,False,entrypoints,conda-forge/entrypoints,,,14229683.0,7826.0,,https://pypi.org/project/entrypoints,2022-02-02 21:30:26.000,7826.0,14137079.0,https://anaconda.org/conda-forge/entrypoints,2022-02-03 11:39:53.101,6574936.0,,,,,3.0,,,,,,,,,,,
248,contextlib2,jazzband/contextlib2,contextlib2 is a backport of the standard librarys contextlib module to earlier Python versions.,,compatibility,https://github.com/jazzband/contextlib2,https://github.com/jazzband/contextlib2,psfrag,2016-02-23 08:51:49.209,2021-11-10 20:59:22.000,2021-10-22 15:46:45,166.0,,10,4.0,25.0,5.0,21.0,34,2021-06-27 06:54:20.000,21.6.0,14.0,14.0,25,False,contextlib2,conda-forge/contextlib2,,,11196954.0,48245.0,45552.0,https://pypi.org/project/contextlib2,2021-06-27 06:54:20.000,2693.0,11184208.0,https://anaconda.org/conda-forge/contextlib2,2021-06-28 02:52:34.203,930518.0,,,,,3.0,,,,,,,,,,,
249,CommonRegex,madisonmay/CommonRegex,A collection of common regular expressions bundled with an easy to use interface.,,utilities,https://github.com/madisonmay/CommonRegex,https://github.com/madisonmay/CommonRegex,MIT,2013-12-17 08:43:14.000,2021-12-15 15:25:21.835,2019-09-25 12:17:08,113.0,,137,39.0,21.0,17.0,11.0,1478,2021-12-15 15:25:21.835,1.5.4,6.0,14.0,24,False,commonregex,,,,483739.0,93.0,71.0,https://pypi.org/project/commonregex,2021-12-15 15:25:21.835,22.0,483739.0,,,,,,,,3.0,,,,,,,,,,,
250,pluginbase,mitsuhiko/pluginbase,A simple but flexible plugin system for Python.,,others,https://github.com/mitsuhiko/pluginbase,https://github.com/mitsuhiko/pluginbase,BSD-3-Clause,2014-06-30 20:51:42.000,2021-05-16 16:25:40.000,2021-05-16 16:12:48,56.0,,144,41.0,10.0,,12.0,997,2021-05-16 16:25:40.000,1.0.1,9.0,9.0,24,True,pluginbase,conda-forge/pluginbase,,,469447.0,1319.0,1156.0,https://pypi.org/project/pluginbase,2021-05-16 16:25:40.000,163.0,465192.0,https://anaconda.org/conda-forge/pluginbase,2019-02-04 15:40:32.059,212768.0,,,,,3.0,,,,,,,,,,,
251,Singer,singer-io/getting-started,"Standard for moving data between databases, web APIs, files, queues, and just about anything else you can think of.",,data-loading,https://github.com/singer-io/getting-started,https://github.com/singer-io/getting-started,AGPL-3.0,2016-10-31 16:53:56.000,2022-01-27 05:59:28.000,2021-04-29 14:20:17,188.0,,128,42.0,52.0,20.0,18.0,939,2021-03-22 20:41:58.000,5.12.1,105.0,26.0,24,True,singer-python,,,,129313.0,346.0,,https://pypi.org/project/singer-python,2021-09-08 17:37:08.000,346.0,129313.0,,,,,,,,3.0,,,,,,,,,,,
252,rows,turicas/rows,"A common, beautiful interface to tabular data, no matter the format.",,data-loading,https://github.com/turicas/rows,https://github.com/turicas/rows,LGPL-3.0,2014-05-07 05:43:11.000,2022-03-08 20:27:24.000,2022-02-12 20:38:42,907.0,25.0,138,56.0,73.0,165.0,149.0,789,2019-02-14 21:20:15.000,0.4.1,10.0,30.0,24,True,rows,,,38.0,1736.0,162.0,133.0,https://pypi.org/project/rows,2019-02-14 21:12:03.000,29.0,1736.0,,,,,,,,3.0,,,,,,,,,,,
253,pysimdjson,TkTech/pysimdjson,Python bindings for the simdjson project.,,serialization,https://github.com/TkTech/pysimdjson,https://github.com/TkTech/pysimdjson,MIT,2019-02-22 03:26:04.000,2021-12-06 02:09:56.000,2021-12-06 01:23:28,267.0,,40,8.0,20.0,13.0,62.0,511,2021-12-06 02:07:55.000,4.0.3,33.0,12.0,24,True,pysimdjson,conda-forge/pysimdjson,,,134005.0,235.0,224.0,https://pypi.org/project/pysimdjson,2021-12-06 02:07:55.000,11.0,132953.0,https://anaconda.org/conda-forge/pysimdjson,2021-11-05 14:07:28.388,17889.0,,,,,3.0,,,,,,,,,,,
254,Unipath,mikeorr/Unipath,An object-oriented approach to Python file/directory operations.,,file-path-utils,https://github.com/mikeorr/Unipath,https://github.com/mikeorr/Unipath,MIT,2013-01-28 04:38:28.000,2022-01-11 09:35:44.000,2015-02-14 18:30:08,49.0,,38,15.0,12.0,7.0,10.0,499,2009-03-29 15:28:56.000,0.2.1,3.0,6.0,24,False,unipath,,,,60537.0,8835.0,6789.0,https://pypi.org/project/unipath,2015-02-11 04:36:12.000,2046.0,60537.0,,,,,,,,3.0,,,,,,,,,,,
255,messytables,okfn/messytables,Tools for parsing messy tabular data. This is now superseded by https://github.com/frictionlessdata/tabulator-py.,,data-loading,https://github.com/okfn/messytables,https://github.com/okfn/messytables,MIT,2011-07-27 18:08:21.000,2021-12-13 19:46:22.000,2019-11-13 07:35:33,601.0,,102,42.0,108.0,34.0,55.0,379,2017-02-09 12:37:47.000,0.15.2,26.0,44.0,24,False,messytables,,,,13755.0,343.0,219.0,https://pypi.org/project/messytables,2017-02-09 12:37:47.000,124.0,13755.0,,,,,,,,3.0,,,,,,,,,,,
256,clint,kennethreitz-archive/clint,Python Command-line Application Tools.,,cli-helpers,https://github.com/kennethreitz-archive/clint,https://github.com/kennethreitz-archive/clint,ISC,2010-10-12 02:40:00.000,2021-07-31 05:54:17.000,2017-09-02 04:38:47,372.0,,15,3.0,111.0,50.0,41.0,68,2015-08-25 16:13:43.000,0.5.1,17.0,64.0,24,False,clint,conda-forge/clint,,101.0,140391.0,4828.0,3515.0,https://pypi.org/project/clint,2015-08-25 16:11:19.000,1313.0,139799.0,https://anaconda.org/conda-forge/clint,2018-07-09 09:37:09.782,41391.0,,,,,3.0,,,,,,,,,,,
257,macropy,lihaoyi/macropy,"Macros in Python: quasiquotes, case classes, LINQ and more!.",,others,https://github.com/lihaoyi/macropy,https://github.com/lihaoyi/macropy,MIT,2013-04-15 14:47:29.000,2021-07-12 12:01:58.000,2020-03-03 22:30:21,885.0,,165,103.0,30.0,18.0,58.0,3155,,,4.0,19.0,23,False,macropy3,,,,5220.0,505.0,475.0,https://pypi.org/project/macropy3,2018-05-11 23:17:05.000,30.0,5220.0,,,,,,,,3.0,,,,,,,,,,,
258,camelot,camelot-dev/camelot,A Python library to extract tabular data from PDFs.,,data-loading,https://github.com/camelot-dev/camelot,https://github.com/camelot-dev/camelot,MIT,2019-07-01 13:39:33.000,2022-02-23 12:52:50.000,2021-07-11 18:07:18,592.0,,275,34.0,74.0,129.0,89.0,1453,2011-12-30 16:40:09.000,11.12.30,16.0,38.0,23,True,camelot,,,,4268.0,9.0,,https://pypi.org/project/camelot,2021-12-15 14:24:33.385,9.0,4268.0,,,,,,,,3.0,,,,,,,,,,,
259,python-mss,BoboTiG/python-mss,An ultra fast cross-platform multiple screenshots module in pure Python using ctypes.,,others,https://github.com/BoboTiG/python-mss,https://github.com/BoboTiG/python-mss,MIT,2013-07-01 16:14:08.000,2021-12-26 18:29:51.000,2021-12-26 18:29:51,644.0,3.0,69,14.0,97.0,33.0,80.0,701,2020-10-31 17:19:13.000,6.1.0,32.0,17.0,23,True,mss,conda-forge/python-mss,,,286596.0,212.0,,https://pypi.org/project/mss,2020-10-31 17:19:13.000,212.0,286067.0,https://anaconda.org/conda-forge/python-mss,2020-10-31 20:08:28.845,11112.0,,,,,3.0,,,,,,,,,,,
260,ratelimit,tomasbasham/ratelimit,API Rate Limit Decorator.,,utilities,https://github.com/tomasbasham/ratelimit,https://github.com/tomasbasham/ratelimit,MIT,2015-08-26 10:39:52.000,2021-06-24 18:23:10.000,2019-02-06 21:53:36,36.0,,108,6.0,20.0,25.0,18.0,484,2018-12-17 18:55:49.000,2.2.1,11.0,8.0,23,False,ratelimit,conda-forge/ratelimit,,,1793150.0,1587.0,1426.0,https://pypi.org/project/ratelimit,2018-12-17 18:55:49.000,161.0,1792957.0,https://anaconda.org/conda-forge/ratelimit,2021-01-20 00:15:09.937,2705.0,,,,,3.0,,,,,,,,,,,
261,cachier,shaypal5/cachier,"Persistent, stale-free, local and cross-machine caching for Python functions.",,caching,https://github.com/shaypal5/cachier,https://github.com/shaypal5/cachier,MIT,2016-08-24 13:34:12.000,2022-01-16 12:12:15.000,2022-01-16 12:12:11,218.0,2.0,45,5.0,37.0,20.0,30.0,396,2021-11-25 15:39:45.000,1.5.4,48.0,14.0,23,True,cachier,,,,11095.0,249.0,228.0,https://pypi.org/project/cachier,2021-11-25 12:18:36.000,21.0,11095.0,,,,,,,,3.0,,,,,,,,,,,
262,PyMODM,mongodb/pymodm,"A Pythonic, object-oriented interface for working with MongoDB.",,db-clients,https://github.com/mongodb/pymodm,https://github.com/mongodb/pymodm,Apache-2.0,2016-03-30 16:24:59.000,2022-02-24 22:31:30.000,2020-10-16 22:20:10,123.0,,63,34.0,71.0,4.0,,336,2020-04-30 18:52:35.000,0.4.3,7.0,18.0,23,False,pymodm,conda-forge/pymodm,,,208092.0,555.0,472.0,https://pypi.org/project/pymodm,2020-04-30 18:52:35.000,83.0,207977.0,https://anaconda.org/conda-forge/pymodm,2020-04-30 19:23:37.933,2888.0,,,,,3.0,,,,,,,,,,,
263,pyhdb,SAP-archive/PyHDB,SAP HANA Connector in pure Python.,,db-clients,https://github.com/SAP-archive/PyHDB,https://github.com/SAP-archive/PyHDB,Apache-2.0,2014-12-12 04:02:40.000,2021-05-04 17:33:58.000,2021-05-04 17:33:54,158.0,,132,53.0,60.0,,90.0,294,2018-02-16 12:44:36.000,0.3.4,8.0,10.0,23,True,pyhdb,,,83.0,400040.0,137.0,118.0,https://pypi.org/project/pyhdb,2018-02-16 12:37:13.000,19.0,400039.0,,,,,,,,3.0,,,,,,,,,,,
264,aiomisc,aiokitchen/aiomisc,aiomisc - miscellaneous utils for asyncio.,,async,https://github.com/aiokitchen/aiomisc,https://github.com/aiokitchen/aiomisc,MIT,2018-04-13 14:33:37.000,2022-03-10 09:22:42.000,2022-03-09 14:25:46,747.0,34.0,16,12.0,120.0,5.0,10.0,251,2022-01-24 22:47:00.000,15.6.8,182.0,13.0,23,True,aiomisc,,,,14292.0,194.0,171.0,https://pypi.org/project/aiomisc,2022-01-24 22:47:00.000,23.0,14292.0,,,,,,,,3.0,,,,,,,,,,,
265,typing_inspect,ilevkivskyi/typing_inspect,Runtime inspection utilities for Python typing module.,,inspect,https://github.com/ilevkivskyi/typing_inspect,https://github.com/ilevkivskyi/typing_inspect,MIT,2017-04-29 15:49:25.000,2021-11-28 18:30:21.000,2021-10-25 15:19:53,63.0,,22,10.0,39.0,15.0,30.0,243,2021-06-07 16:12:08.000,0.7.1,10.0,13.0,23,True,typing_inspect,conda-forge/typing_inspect,,,15469613.0,157.0,,https://pypi.org/project/typing_inspect,2021-06-07 16:12:08.000,157.0,15449613.0,https://anaconda.org/conda-forge/typing_inspect,2021-06-09 22:29:55.801,700000.0,,,,,3.0,,,,,,,,,,,
266,openpyxl,,A Python library to read/write Excel 2010 xlsx/xlsm files.,,others,,https://openpyxl.readthedocs.io,MIT,2015-11-03 00:22:17.154,2021-10-05 11:52:53.531,,,,0,,,236.0,1562.0,34,2021-09-22 12:55:01.000,3.0.9,99.0,,23,False,openpyxl,openpyxl,,,23773618.0,6460.0,,https://pypi.org/project/openpyxl,2021-09-22 12:55:01.000,6437.0,23772715.0,https://anaconda.org/anaconda/openpyxl,2021-10-05 11:52:53.531,67551.0,,,,,3.0,,23.0,,,https://foss.heptapod.net/api/graphql::openpyxl/openpyxl,openpyxl/openpyxl-ci,https://openpyxl.readthedocs.io/en/stable/,https://foss.heptapod.net/openpyxl/openpyxl,https://hub.docker.com/r/openpyxl/openpyxl-ci,2018-09-13 18:04:17.646261,1197.0
267,grumpy,google/grumpy,Grumpy is a Python to Go source code transcompiler and runtime.,,python-implementations,https://github.com/google/grumpy,https://github.com/google/grumpy,Apache-2.0,2016-12-21 17:49:01.000,2022-01-18 09:01:43.000,2017-11-22 02:08:58,331.0,,657,408.0,276.0,81.0,77.0,10443,2018-07-24 16:42:00.000,0.3.0,9.0,30.0,22,False,grumpy-tools,,,,116.0,1.0,,https://pypi.org/project/grumpy-tools,2018-07-24 16:42:00.000,1.0,116.0,,,,,,,,3.0,,,,,,,,,,,
268,pampy,santinic/pampy,Pampy: The Pattern Matching for Python you always dreamed of.,,utilities,https://github.com/santinic/pampy,https://github.com/santinic/pampy,MIT,2018-11-08 12:51:17.000,2020-04-11 23:04:54.000,2019-07-13 11:30:29,131.0,,125,63.0,19.0,25.0,14.0,3418,2019-11-07 15:54:35.000,0.3.0,11.0,9.0,22,False,pampy,,,,36837.0,254.0,228.0,https://pypi.org/project/pampy,2019-11-07 15:54:35.000,26.0,36837.0,,,,,,,,3.0,,,,,,,,,,,
269,pinject,google/pinject,A pythonic dependency injection library.,,utilities,https://github.com/google/pinject,https://github.com/google/pinject,Apache-2.0,2013-06-20 23:46:50.000,2021-09-27 22:15:44.669,2021-03-23 16:42:22,285.0,,95,34.0,24.0,27.0,10.0,1308,2020-04-10 22:23:01.000,0.15.3,14.0,10.0,22,True,pinject,conda-forge/pinject,,,49857.0,115.0,96.0,https://pypi.org/project/pinject,2021-03-23 16:43:50.000,19.0,49822.0,https://anaconda.org/conda-forge/pinject,2021-09-27 22:15:44.669,210.0,,,,,3.0,,,,,,,,,,,
270,db.py,yhat/db.py,db.py is an easier way to interact with your databases.,,db-clients,https://github.com/yhat/db.py,https://github.com/yhat/db.py,BSD-2-Clause,2014-10-26 15:36:57.000,2021-08-02 12:32:38.000,2017-03-31 14:41:30,233.0,,111,52.0,49.0,32.0,21.0,1218,2017-03-31 14:41:57.000,0.5.3,35.0,24.0,22,False,db.py,,,,1768.0,27.0,,https://pypi.org/project/db.py,2017-03-31 14:41:57.000,27.0,1768.0,,,,,,,,3.0,,,,,,,,,,,
271,prisma,RobertCraigie/prisma-client-py,Prisma Client Python is an auto-generated and fully type-safe database client.,,db-clients,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28.000,2022-03-10 03:50:18.000,2022-03-10 03:48:36,523.0,111.0,18,6.0,126.0,102.0,91.0,515,2022-03-10 03:50:18.000,0.6.3,20.0,8.0,22,True,prisma,,,,2090.0,24.0,23.0,https://pypi.org/project/prisma,2022-03-10 03:49:15.000,1.0,2090.0,,,,,,,,3.0,,,,,,,,,,,
272,awesome-slugify,voronind/awesome-slugify,Python flexible slugify function.,,text,https://github.com/voronind/awesome-slugify,https://github.com/voronind/awesome-slugify,GPL-3.0,2013-10-19 02:58:27.000,2020-04-17 14:24:23.000,2017-01-20 20:45:25,96.0,,40,11.0,20.0,18.0,11.0,465,2015-06-05 06:31:13.000,1.6.5,26.0,11.0,22,False,awesome-slugify,conda-forge/awesome-slugify,,,65263.0,4155.0,2973.0,https://pypi.org/project/awesome-slugify,2015-06-05 06:31:13.000,1182.0,64453.0,https://anaconda.org/conda-forge/awesome-slugify,2019-06-28 21:27:11.187,57554.0,,,,,3.0,,,,,,,,,,,
273,img2dataset,rom1504/img2dataset,"Easily turn large sets of image urls to an image dataset. Can download, resize and package 100M urls in 20h on one..",,data-loading,https://github.com/rom1504/img2dataset,https://github.com/rom1504/img2dataset,MIT,2021-08-11 20:20:15.000,2022-03-10 06:50:53.000,2022-03-06 22:59:59,189.0,85.0,31,9.0,61.0,38.0,57.0,465,2022-03-06 22:16:53.000,1.26.0,63.0,5.0,22,True,img2dataset,,,44.0,4417.0,3.0,2.0,https://pypi.org/project/img2dataset,2022-03-06 22:17:07.000,1.0,4411.0,,,,,,,,3.0,,,,,,,,,,,
274,deepdish,uchicago-cs/deepdish,Flexible HDF5 saving/loading and other data science tools from the University of Chicago.,,data-loading,https://github.com/uchicago-cs/deepdish,https://github.com/uchicago-cs/deepdish,BSD-3-Clause,2014-08-27 18:10:26.000,2021-09-24 13:49:09.813,2021-09-23 16:12:06,380.0,,53,19.0,12.0,15.0,24.0,236,2021-09-24 05:07:55.000,0.3.7,17.0,10.0,22,True,deepdish,conda-forge/deepdish,,,32686.0,638.0,558.0,https://pypi.org/project/deepdish,2021-09-24 05:07:55.000,80.0,31691.0,https://anaconda.org/conda-forge/deepdish,2021-09-24 13:49:09.813,63717.0,,,,,3.0,,,,,,,,,,,
275,catalogue,explosion/catalogue,Super lightweight function registries for your library.,,others,https://github.com/explosion/catalogue,https://github.com/explosion/catalogue,MIT,2019-11-01 14:09:09.000,2022-03-08 12:39:49.000,2021-12-13 15:53:07,96.0,1.0,18,4.0,21.0,6.0,2.0,107,2021-08-21 02:47:29.000,2.0.6,20.0,8.0,22,True,catalogue,conda-forge/catalogue,,,3850058.0,13370.0,13331.0,https://pypi.org/project/catalogue,2021-08-21 02:47:29.000,39.0,3833459.0,https://anaconda.org/conda-forge/catalogue,2021-12-07 09:24:21.125,464775.0,,,,,3.0,,,,,,,,,,,
276,pyexcel-xlsx,pyexcel/pyexcel-xlsx,"A wrapper library to read, manipulate and write data in xlsx and xlsm format using openpyxl.",,data-loading,https://github.com/pyexcel/pyexcel-xlsx,https://github.com/pyexcel/pyexcel-xlsx,BSD-3-Clause,2014-12-02 00:03:24.000,2020-11-28 22:30:58.000,2020-11-28 22:30:53,264.0,,18,6.0,16.0,12.0,25.0,99,2020-10-10 13:13:32.000,0.6.0,30.0,4.0,22,False,pyexcel-xlsx,conda-forge/pyexcel-xlsx,,51.0,92147.0,1698.0,1515.0,https://pypi.org/project/pyexcel-xlsx,2020-10-10 13:13:32.000,183.0,91792.0,https://anaconda.org/conda-forge/pyexcel-xlsx,2020-10-10 15:53:49.660,18841.0,,,,,3.0,,,,,,,,,,,
277,bashplotlib,glamp/bashplotlib,plotting in the terminal.,,cli-helpers,https://github.com/glamp/bashplotlib,https://github.com/glamp/bashplotlib,MIT,2012-12-13 04:01:10.000,2021-03-31 19:40:59.000,2021-03-31 19:40:59,210.0,,81,44.0,33.0,17.0,11.0,1630,2016-02-06 21:56:46.000,0.6.5,27.0,20.0,21,True,bashplotlib,,,,4432.0,172.0,142.0,https://pypi.org/project/bashplotlib,2016-02-06 21:56:46.000,30.0,4432.0,,,,,,,,3.0,,,,,,,,,,,
278,excalibur,camelot-dev/excalibur,A web interface to extract tabular data from PDFs.,,data-loading,https://github.com/camelot-dev/excalibur,https://github.com/camelot-dev/excalibur,MIT,2018-10-20 11:34:49.000,2022-01-06 18:01:09.000,2020-09-07 18:32:58,236.0,,170,40.0,48.0,73.0,38.0,1097,2020-07-17 16:16:44.000,0.4.3,9.0,11.0,21,False,excalibur-py,,,8507.0,1149.0,,,https://pypi.org/project/excalibur-py,2020-03-21 11:40:49.000,,942.0,,,,,,,,3.0,,,,,,,,,,,
279,unsync,alex-sherman/unsync,Unsynchronize asyncio.,,async,https://github.com/alex-sherman/unsync,https://github.com/alex-sherman/unsync,MIT,2018-02-06 02:16:16.000,2022-02-06 23:08:33.000,2022-02-06 23:08:33,62.0,2.0,46,18.0,19.0,6.0,22.0,707,2021-10-21 00:46:56.000,1.4.0,9.0,11.0,21,True,unsync,conda-forge/unsync,,,8132.0,109.0,101.0,https://pypi.org/project/unsync,2021-10-21 00:46:56.000,8.0,7942.0,https://anaconda.org/conda-forge/unsync,2021-03-29 12:28:26.333,3996.0,,,,,3.0,,,,,,,,,,,
280,datatest,shawnbrown/datatest,Tools for test driven data-wrangling and data validation.,,data-loading,https://github.com/shawnbrown/datatest,https://github.com/shawnbrown/datatest,Apache-2.0,2016-05-12 13:16:27.000,2021-12-05 17:44:33.000,2021-12-05 17:44:33,2173.0,,12,12.0,5.0,11.0,43.0,255,2021-01-04 03:43:58.000,0.11.1,17.0,7.0,20,True,datatest,,,,6525.0,67.0,64.0,https://pypi.org/project/datatest,2021-01-04 03:39:40.000,3.0,6525.0,,,,,,,,3.0,,,,,,,,,,,
281,valideer,podio/valideer,Lightweight data validation and adaptation Python library.,,data-validation,https://github.com/podio/valideer,https://github.com/podio/valideer,MIT,2012-07-25 12:33:39.000,2021-12-09 08:29:36.000,2018-03-07 14:51:59,89.0,,22,50.0,13.0,7.0,11.0,251,2015-12-20 08:56:50.000,0.4.2,8.0,7.0,20,False,valideer,conda-forge/valideer,,,19148.0,72.0,55.0,https://pypi.org/project/valideer,2015-12-20 08:56:50.000,17.0,18902.0,https://anaconda.org/conda-forge/valideer,2018-07-06 17:55:22.261,17493.0,,,,,3.0,,,,,,,,,,,
282,Queries,gmr/queries,PostgreSQL database access simplified.,,db-clients,https://github.com/gmr/queries,https://github.com/gmr/queries,BSD-3-Clause,2012-08-24 16:12:55.000,2021-11-16 15:05:15.000,2021-11-16 15:02:24,337.0,,30,9.0,25.0,7.0,14.0,241,2021-11-16 15:05:08.000,2.1.1,30.0,11.0,20,True,queries,,,,4055.0,133.0,106.0,https://pypi.org/project/queries,2021-11-16 15:05:08.000,27.0,4055.0,,,,,,,,3.0,,,,,,,,,,,
283,price-parser,scrapinghub/price-parser,Extract price amount and currency symbol from a raw text string.,,text,https://github.com/scrapinghub/price-parser,https://github.com/scrapinghub/price-parser,BSD-3-Clause,2019-04-11 18:27:30.000,2021-02-22 07:12:02.000,2020-11-25 09:45:42,96.0,,36,13.0,28.0,19.0,8.0,224,2020-11-25 09:35:49.000,0.3.4,12.0,12.0,20,False,price-parser,,,,69050.0,132.0,130.0,https://pypi.org/project/price-parser,2020-11-25 09:35:49.000,2.0,69050.0,,,,,,,,3.0,,,,,,,,,,,
284,typical,seandstewart/typical,"Typical: Fast, simple, & correct data-validation using Python 3 typing.",,data-validation,https://github.com/seandstewart/typical,https://github.com/seandstewart/typical,MIT,2019-03-15 01:24:36.000,2022-02-10 11:36:52.000,2022-02-01 11:49:27,523.0,23.0,9,5.0,100.0,13.0,82.0,148,2021-12-23 15:22:44.000,2.8.0,114.0,8.0,20,True,typical,conda-forge/typical,,,8256.0,3.0,,https://pypi.org/project/typical,2021-12-23 15:22:44.000,3.0,7763.0,https://anaconda.org/conda-forge/typical,2021-12-23 18:09:55.692,4932.0,,,,,3.0,,,,,,,,,,,
