,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,trending,conda_dependent_project_count,labels,updated_github_id,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
0,best-of-ml-python - Computer Vision,ml-tooling/best-of-ml-python,Collection of computer vision and image processing libraries.,True,computer-vision,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2022-03-03 15:22:55.000,2022-02-19 17:47:29,210.0,24.0,844,236.0,103.0,5.0,21.0,6359,2022-02-19 17:47:37.000,2022.02.17,40.0,21.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web UI,ml-tooling/best-of-web-python,Collection of libraries to implement web-based UIs.,True,gui-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-03-03 16:36:35.000,2022-02-19 17:48:44,116.0,26.0,99,48.0,74.0,4.0,2.0,1453,2022-02-19 17:48:53.000,2022.02.17,34.0,8.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python-dev,ml-tooling/best-of-python-dev,A ranked list of awesome python developer tools and libraries. Updated weekly.,True,dev-utils,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24.000,2022-03-03 14:44:38.000,2022-02-19 17:48:01,99.0,24.0,21,17.0,68.0,1.0,5.0,422,2022-02-19 17:48:09.000,2022.02.17,32.0,2.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-web-python,ml-tooling/best-of-web-python,A ranked list of awesome python libraries for web development. Updated weekly.,True,web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-03-03 16:36:35.000,2022-02-19 17:48:44,116.0,26.0,99,48.0,74.0,4.0,2.0,1453,2022-02-19 17:48:53.000,2022.02.17,34.0,8.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-ml-python,ml-tooling/best-of-ml-python,A ranked list of awesome machine learning Python libraries. Updated weekly.,True,machine-learning,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2022-03-03 15:22:55.000,2022-02-19 17:47:29,210.0,24.0,844,236.0,103.0,5.0,21.0,6359,2022-02-19 17:47:37.000,2022.02.17,40.0,21.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,python-patterns,faif/python-patterns,Collection of design patterns/idioms in Python.,True,algorithms,https://github.com/faif/python-patterns,https://github.com/faif/python-patterns,,2012-06-06 21:02:35.000,2022-02-19 17:46:59.000,2022-02-19 17:46:58,806.0,13.0,6007,1658.0,310.0,12.0,65.0,30799,,,,121.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,best-of-ml-python - NLP,ml-tooling/best-of-ml-python,Collection of text processing and NLP libraries.,True,text,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python#text-data--nlp,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2022-03-03 15:22:55.000,2022-02-19 17:47:29,210.0,24.0,844,236.0,103.0,5.0,21.0,6360,2022-02-19 17:47:37.000,2022.02.17,40.0,21.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,protobuf,protocolbuffers/protobuf,Protocol Buffers - Googles data interchange format.,,serialization,https://github.com/protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,BSD-3-Clause,2014-08-26 15:52:15.000,2022-03-10 08:02:53.000,2022-03-09 22:55:55,9148.0,251.0,13806,2082.0,4673.0,957.0,3954.0,53363,2022-01-28 17:29:22.000,3.19.4,101.0,932.0,49,True,protobuf,conda-forge/protobuf,google-protobuf,33743428.0,76246546.0,218813.0,201878.0,https://pypi.org/project/protobuf,2022-03-04 20:31:01.000,14310.0,71809322.0,https://anaconda.org/conda-forge/protobuf,2022-02-01 04:48:11.005,7432115.0,https://www.npmjs.com/package/google-protobuf,2020-07-21 05:32:24.522,2625.0,3964609.0,1.0,,,,,,,,,,,
8,ansible,ansible/ansible,Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and..,,infrastructure,https://github.com/ansible/ansible,https://github.com/ansible/ansible,GPL-3.0,2012-03-06 14:58:02.000,2022-03-10 04:24:19.000,2022-03-09 21:59:29,52434.0,266.0,21616,1978.0,46839.0,1477.0,29160.0,52372,2022-02-22 20:37:58.000,5.4.0,290.0,6529.0,48,True,ansible,conda-forge/ansible,,,5040180.0,24541.0,20488.0,https://pypi.org/project/ansible,2022-02-22 20:37:58.000,4053.0,5030860.0,https://anaconda.org/conda-forge/ansible,2022-02-23 01:04:08.295,512605.0,,,,,1.0,,,,,,,,,,,
9,click,pallets/click,Python composable command line interface toolkit.,,cli-helpers,https://github.com/pallets/click,https://github.com/pallets/click,BSD-3-Clause,2014-04-24 09:52:19.000,2022-03-10 11:57:03.000,2022-03-01 16:48:11,2131.0,87.0,1219,182.0,899.0,86.0,1248.0,12152,2022-02-18 20:32:53.000,8.0.4,45.0,326.0,46,True,click,conda-forge/click,,,97141580.0,811031.0,742395.0,https://pypi.org/project/click,2022-02-18 20:31:27.000,68636.0,96956496.0,https://anaconda.org/conda-forge/click,2022-02-19 02:52:22.991,12585732.0,,,,,1.0,,,,,,,,,,,
10,SQLAlchemy,sqlalchemy/sqlalchemy,The Database Toolkit for Python.,,db-clients,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2017-01-02 21:50:52.207,2022-03-09 15:37:33.000,2022-03-09 15:37:00,14910.0,239.0,816,85.0,443.0,209.0,6327.0,5025,2022-03-06 22:45:43.000,1.4.32,244.0,531.0,45,True,SQLAlchemy,conda-forge/sqlalchemy,,36153.0,43891127.0,406767.0,361595.0,https://pypi.org/project/SQLAlchemy,2022-03-06 22:45:43.000,45172.0,43783700.0,https://anaconda.org/conda-forge/sqlalchemy,2022-03-07 01:30:05.140,6585801.0,,,,,1.0,,,,,,,,,,,
11,boto3,boto/boto3,AWS SDK for Python.,,db-clients,https://github.com/boto/boto3,https://github.com/boto/boto3,Apache-2.0,2014-10-03 21:38:03.000,2022-03-10 08:18:41.420,2022-03-09 20:46:46,4206.0,156.0,1506,242.0,601.0,278.0,2331.0,7080,2022-03-08 20:06:10.000,1.21.15,1009.0,129.0,44,True,boto3,conda-forge/boto3,,,247817869.0,177379.0,161520.0,https://pypi.org/project/boto3,2022-03-08 20:06:10.000,15859.0,247681564.0,https://anaconda.org/conda-forge/boto3,2022-03-10 08:18:41.420,8723567.0,,,,,1.0,,,,,,,,,,,
12,botocore,boto/botocore,"The low-level, core functionality of boto 3.",,infrastructure,https://github.com/boto/botocore,https://github.com/boto/botocore,Apache-2.0,2012-11-13 13:25:36.000,2022-03-10 02:21:21.116,2022-03-09 19:11:05,8590.0,201.0,880,65.0,1761.0,185.0,738.0,1108,2022-03-08 20:05:51.000,1.24.15,1405.0,172.0,44,True,botocore,conda-forge/botocore,,,215018984.0,128711.0,120695.0,https://pypi.org/project/botocore,2022-03-08 20:05:51.000,8016.0,214844058.0,https://anaconda.org/conda-forge/botocore,2022-03-10 02:21:21.116,11895022.0,,,,,1.0,2.0,,,,,,,,,,
13,awscli,aws/aws-cli,Universal Command Line Interface for Amazon Web Services.,,infrastructure,https://github.com/aws/aws-cli,https://github.com/aws/aws-cli,Apache-2.0,2012-11-20 16:07:36.000,2022-03-10 09:28:09.962,2022-03-09 19:11:14,10004.0,176.0,3105,576.0,2868.0,623.0,3379.0,12098,2022-03-09 20:08:19.000,1.22.71,1420.0,365.0,43,True,awscli,conda-forge/awscli,,782.0,121956825.0,2985.0,1.0,https://pypi.org/project/awscli,2022-03-09 20:08:19.000,2984.0,121803022.0,https://anaconda.org/conda-forge/awscli,2022-03-10 09:28:09.962,10457330.0,,,,,2.0,,,,,,,,,,,
14,redis,redis/redis-py,Redis Python Client.,,db-clients,https://github.com/redis/redis-py,https://github.com/redis/redis-py,MIT,2009-11-06 10:22:26.000,2022-03-10 10:35:37.000,2022-03-10 08:02:40,1880.0,128.0,2108,337.0,954.0,125.0,987.0,10080,2022-02-16 09:27:04.000,4.1.4,83.0,305.0,43,True,redis,conda-forge/redis-py,,,20984158.0,163059.0,136392.0,https://pypi.org/project/redis,2022-03-08 08:55:11.000,26667.0,20974801.0,https://anaconda.org/conda-forge/redis-py,2022-02-16 11:23:23.887,636318.0,,,,,1.0,,,,,,,,,,,
15,cryptography,pyca/cryptography,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,,cryptography,https://github.com/pyca/cryptography,https://github.com/pyca/cryptography,BSD-3-Clause,2013-08-07 02:23:38.000,2022-03-10 12:02:15.000,2022-03-09 01:19:28,8912.0,155.0,958,117.0,5033.0,54.0,1850.0,4640,2021-12-14 22:11:02.000,36.0.1,96.0,253.0,43,True,cryptography,conda-forge/cryptography,,,91515168.0,268297.0,248598.0,https://pypi.org/project/cryptography,2021-12-14 22:11:02.000,19699.0,91175013.0,https://anaconda.org/conda-forge/cryptography,2021-12-17 01:16:22.583,19388849.0,,,,,1.0,,,,,,,,,,,
16,rich,Textualize/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,,cli-helpers,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2022-03-10 12:50:57.000,2022-03-10 12:50:56,2883.0,399.0,1160,525.0,619.0,30.0,682.0,35767,2022-02-08 20:13:09.000,11.2.0,154.0,157.0,42,True,rich,conda-forge/rich,,,4988876.0,14795.0,13242.0,https://pypi.org/project/rich,2022-03-09 13:50:14.000,1553.0,4955464.0,https://anaconda.org/conda-forge/rich,2022-02-08 21:24:54.371,668256.0,,,,,1.0,,,,,,,,,,,
17,docker-compose,docker/compose,Define and run multi-container applications with Docker.,,infrastructure,https://github.com/docker/compose,https://github.com/docker/compose,Apache-2.0,2013-12-09 11:40:58.000,2022-03-10 13:25:10.000,2022-03-10 11:11:02,3182.0,104.0,4253,693.0,3066.0,747.0,5431.0,25185,2022-03-09 14:00:18.000,2.3.3,144.0,426.0,42,True,docker-compose,conda-forge/docker-compose,,159279423.0,4625327.0,9797.0,8580.0,https://pypi.org/project/docker-compose,2021-05-10 11:22:10.000,1217.0,1966296.0,https://anaconda.org/conda-forge/docker-compose,2022-02-03 10:07:00.577,188083.0,,,,,2.0,,,,,,,,,,,
18,Faker,joke2k/faker,Faker is a Python package that generates fake data for you.,,data-loading,https://github.com/joke2k/faker,https://github.com/joke2k/faker,MIT,2012-11-12 23:00:09.000,2022-03-08 20:03:25.314,2022-03-07 20:09:36,2897.0,76.0,1589,218.0,1072.0,164.0,423.0,13846,2022-03-07 20:09:55.000,13.3.1,209.0,447.0,42,True,Faker,conda-forge/faker,,,5785014.0,53646.0,50813.0,https://pypi.org/project/Faker,2022-03-07 20:09:55.000,2833.0,5775978.0,https://anaconda.org/conda-forge/faker,2022-03-08 20:03:25.314,542172.0,,,,,1.0,,,,,,,,,,,
19,azure-storage-blob,Azure/azure-sdk-for-python,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting..,,db-clients,https://github.com/Azure/azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,MIT,2012-04-24 16:46:12.000,2022-03-10 12:44:14.000,2022-03-10 10:20:51,10941.0,593.0,1696,319.0,17033.0,889.0,5666.0,2557,2022-03-09 22:43:21.000,azure-storage-file-datalake_12.6.0,100.0,393.0,42,True,azure-storage-blob,conda-forge/azure-storage-blob,,,35949540.0,2386.0,1894.0,https://pypi.org/project/azure-storage-blob,2022-03-09 19:26:01.000,492.0,35941303.0,https://anaconda.org/conda-forge/azure-storage-blob,2021-09-20 23:44:34.414,362463.0,,,,,1.0,,,,,,,,,,,
20,flatbuffers,google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library.,,serialization,https://github.com/google/flatbuffers,https://github.com/google/flatbuffers,Apache-2.0,2014-05-19 18:33:01.000,2022-03-09 20:26:36.000,2022-03-09 01:53:05,2520.0,101.0,2728,644.0,1887.0,131.0,1756.0,17579,2022-02-25 06:27:57.752,2.0.6,18.0,546.0,41,True,flatbuffers,conda-forge/flatbuffers,flatbuffers,47034.0,6088797.0,2347.0,1936.0,https://pypi.org/project/flatbuffers,2021-05-10 19:55:09.000,196.0,5847383.0,https://anaconda.org/conda-forge/flatbuffers,2022-03-04 11:26:31.560,314237.0,https://www.npmjs.com/package/flatbuffers,2022-02-25 06:27:57.752,215.0,236420.0,1.0,,,,,,,,,,,
21,kivy,kivy/kivy,"Open source UI framework written in Python, running on Windows, Linux, macOS, Android and iOS.",,gui-dev,https://github.com/kivy/kivy,https://github.com/kivy/kivy,MIT,2010-11-03 20:27:32.000,2022-03-09 13:28:16.000,2022-03-06 16:33:28,12649.0,88.0,2866,613.0,3298.0,891.0,3674.0,14411,2022-03-06 10:55:38.000,2.1.0,40.0,562.0,41,True,kivy,conda-forge/kivy,,25004.0,159860.0,6926.0,6356.0,https://pypi.org/project/kivy,2022-03-06 08:44:02.000,570.0,154535.0,https://anaconda.org/conda-forge/kivy,2022-03-06 18:32:24.080,222021.0,,,,,1.0,,,,,,,,,,,
22,pydantic,samuelcolvin/pydantic,Data parsing and validation using Python type hints.,,data-validation,https://github.com/samuelcolvin/pydantic,https://github.com/samuelcolvin/pydantic,MIT,2017-05-03 21:23:58.000,2022-03-10 09:44:26.000,2022-03-01 23:30:57,1206.0,44.0,861,88.0,1487.0,454.0,1296.0,9346,2021-12-31 15:42:38.000,1.9.0,85.0,253.0,41,True,pydantic,conda-forge/pydantic,,,20131556.0,57304.0,54745.0,https://pypi.org/project/pydantic,2021-12-31 15:42:38.000,2559.0,20090371.0,https://anaconda.org/conda-forge/pydantic,2022-01-01 17:10:51.611,1565030.0,,,,,1.0,,,,,,,,,,,
23,google-cloud-storage,googleapis/google-cloud-python,Google Cloud Client Library for Python.,,db-clients,https://github.com/googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,Apache-2.0,2014-01-28 15:51:47.000,2022-03-03 12:04:42.000,2022-03-02 16:07:23,9096.0,13.0,1396,316.0,6936.0,27.0,3339.0,3819,2022-01-19 17:37:50.000,2.1.0,100.0,320.0,41,True,google-cloud-storage,conda-forge/google-cloud-storage,,,34470787.0,1638.0,,https://pypi.org/project/google-cloud-storage,2022-01-19 17:37:50.000,1638.0,34449394.0,https://anaconda.org/conda-forge/google-cloud-storage,2022-02-14 22:13:34.926,1219408.0,,,,,1.0,,,,,,,,,,,
24,Datasets,huggingface/datasets,"The largest hub of ready-to-use datasets for ML models with fast, easy-to-use and efficient data manipulation tools.",,data-loading,https://github.com/huggingface/datasets,https://github.com/huggingface/datasets,Apache-2.0,2020-03-26 09:23:22.000,2022-03-10 13:24:40.000,2022-03-10 09:03:39,2482.0,223.0,1530,244.0,2502.0,510.0,918.0,12663,2022-03-07 11:52:49.000,1.18.4,44.0,385.0,40,True,datasets,conda-forge/datasets,,,668563.0,3539.0,3378.0,https://pypi.org/project/datasets,2022-03-07 10:50:07.000,161.0,667843.0,https://anaconda.org/conda-forge/datasets,2022-02-03 01:02:03.097,10805.0,,,,,1.0,,,,,,,,,,,
25,pulumi,pulumi/pulumi,"Pulumi - Developer-First Infrastructure as Code. Your Cloud, Your Language, Your Way.",,infrastructure,https://github.com/pulumi/pulumi,https://github.com/pulumi/pulumi,Apache-2.0,2016-10-31 21:02:47.000,2022-03-10 13:15:03.000,2022-03-10 00:35:32,6822.0,250.0,628,157.0,4223.0,1410.0,3237.0,11649,2022-03-10 01:34:31.000,3.26.1,3328.0,156.0,40,True,pulumi,,@pulumi/pulumi,12512.0,731916.0,1763.0,1285.0,https://pypi.org/project/pulumi,2022-03-10 01:34:31.000,111.0,146104.0,,,,https://www.npmjs.com/package/@pulumi/pulumi,2022-03-09 23:51:55.884,367.0,585593.0,2.0,,,,,,,,,,,
26,peewee,coleifer/peewee,"a small, expressive orm -- supports postgresql, mysql and sqlite.",,db-clients,https://github.com/coleifer/peewee,https://github.com/coleifer/peewee,MIT,2010-10-11 20:14:11.000,2022-03-08 13:48:28.668,2022-03-07 17:18:46,4404.0,22.0,1332,202.0,434.0,1.0,2110.0,8986,2022-03-07 17:19:45.000,3.14.10,175.0,147.0,40,True,peewee,conda-forge/peewee,,,820188.0,19092.0,15492.0,https://pypi.org/project/peewee,2022-03-07 17:19:03.000,3600.0,814639.0,https://anaconda.org/conda-forge/peewee,2022-03-08 13:48:28.668,377351.0,,,,,1.0,,,,,,,,,,,
27,paramiko,paramiko/paramiko,The leading native Python SSHv2 protocol library.,,infrastructure,https://github.com/paramiko/paramiko,https://github.com/paramiko/paramiko,LGPL-2.1,2009-02-02 03:41:08.000,2022-03-08 14:35:13.000,2022-03-07 21:31:01,3603.0,18.0,1770,318.0,675.0,915.0,627.0,7513,2022-01-08 19:30:31.000,2.9.2,126.0,163.0,40,True,paramiko,conda-forge/paramiko,,,25542336.0,66562.0,54061.0,https://pypi.org/project/paramiko,2022-01-08 19:30:31.000,12501.0,25517451.0,https://anaconda.org/conda-forge/paramiko,2022-01-09 06:54:21.340,1642471.0,,,,,2.0,,,,,,,,,,,
28,docker,docker/docker-py,A Python library for the Docker Engine API.,,infrastructure,https://github.com/docker/docker-py,https://github.com/docker/docker-py,Apache-2.0,2013-05-23 16:15:07.000,2022-03-05 15:08:33.000,2021-10-14 17:25:22,3217.0,,1479,186.0,1480.0,445.0,1092.0,5581,2021-10-07 22:56:32.000,5.0.3,76.0,396.0,40,True,docker,conda-forge/docker-py,,,27190335.0,35818.0,32615.0,https://pypi.org/project/docker,2021-10-07 22:54:50.000,3203.0,27161711.0,https://anaconda.org/conda-forge/docker-py,2021-12-07 17:23:18.883,1946494.0,,,,,2.0,,,,,,,,,,,
29,attrs,python-attrs/attrs,Python Classes Without Boilerplate.,,utilities,https://github.com/python-attrs/attrs,https://github.com/python-attrs/attrs,MIT,2015-01-27 15:01:01.000,2022-03-10 13:01:30.000,2022-03-10 13:01:23,1046.0,79.0,290,56.0,398.0,93.0,437.0,4116,2021-12-29 13:21:45.000,21.4.0,24.0,118.0,40,True,attrs,conda-forge/attrs,,,87205991.0,376550.0,359971.0,https://pypi.org/project/attrs,2021-12-29 13:15:06.000,16579.0,86975589.0,https://anaconda.org/conda-forge/attrs,2021-12-29 17:41:00.692,13824134.0,,,,,1.0,,,,,,,,,,,
30,jsonschema,Julian/jsonschema,An implementation of the JSON Schema specification for Python.,,data-validation,https://github.com/Julian/jsonschema,https://github.com/Julian/jsonschema,MIT,2011-12-30 03:37:43.000,2022-03-08 16:33:01.000,2022-02-08 04:29:52,2102.0,60.0,498,60.0,270.0,64.0,578.0,3590,2022-01-12 12:22:06.000,4.4.0,54.0,98.0,40,True,jsonschema,conda-forge/jsonschema,,,31825206.0,221668.0,203968.0,https://pypi.org/project/jsonschema,2022-01-12 12:22:02.000,17700.0,31685497.0,https://anaconda.org/conda-forge/jsonschema,2022-01-12 15:14:44.286,9919396.0,,,,,1.0,,,,,,,,,,,
31,Pygments,pygments/pygments,Pygments is a generic syntax highlighter written in Python.,,others,https://github.com/pygments/pygments,https://github.com/pygments/pygments,BSD-2-Clause,2016-04-12 07:50:11.354,2022-03-10 13:26:38.000,2022-03-07 18:47:19,6000.0,185.0,370,20.0,522.0,369.0,1235.0,875,2022-01-06 11:16:52.000,2.11.2,54.0,702.0,40,True,pygments,conda-forge/pygments,,,33172095.0,335871.0,299895.0,https://pypi.org/project/pygments,2022-01-06 11:16:10.000,35976.0,33023389.0,https://anaconda.org/conda-forge/pygments,2022-01-07 18:32:26.643,10558146.0,,,,,1.0,,,,,,,,,,,
32,MongoEngine,MongoEngine/mongoengine,A Python Object-Document-Mapper for working with MongoDB.,,db-clients,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20.000,2022-03-09 23:45:16.000,2022-03-09 23:24:57,3952.0,27.0,1179,133.0,1045.0,372.0,1249.0,3696,2022-02-20 23:11:06.000,0.24.0,67.0,373.0,39,True,mongoengine,conda-forge/mongoengine,,,905963.0,19442.0,15904.0,https://pypi.org/project/mongoengine,2022-02-20 23:11:06.000,3538.0,903776.0,https://anaconda.org/conda-forge/mongoengine,2022-02-21 01:25:38.536,146576.0,,,,,1.0,,,,,,,,,,,
33,elasticsearch,elastic/elasticsearch-py,Official Elasticsearch client library for Python.,,db-clients,https://github.com/elastic/elasticsearch-py,https://github.com/elastic/elasticsearch-py,Apache-2.0,2013-05-01 22:47:39.000,2022-03-09 21:55:38.000,2022-03-08 20:14:32,1431.0,41.0,1081,371.0,980.0,32.0,911.0,3572,2022-03-08 19:27:30.000,8.1.0,98.0,183.0,39,True,elasticsearch,conda-forge/elasticsearch,,1204.0,15141085.0,32685.0,26772.0,https://pypi.org/project/elasticsearch,2022-03-08 19:18:23.000,5913.0,15133710.0,https://anaconda.org/conda-forge/elasticsearch,2022-03-09 00:15:03.708,504060.0,,,,,1.0,-1.0,,,,,,,,,,
34,cookiecutter,cookiecutter/cookiecutter,"A cross-platform command-line utility that creates projects from cookiecutters (project templates), e.g. Python..",,others,https://github.com/cookiecutter/cookiecutter,https://github.com/cookiecutter/cookiecutter,BSD-3-Clause,2013-07-14 18:31:22.000,2022-03-02 04:57:27.000,2021-12-27 18:28:18,2759.0,15.0,1569,241.0,943.0,233.0,505.0,16398,2021-06-14 08:02:40.000,2.0.0,32.0,263.0,38,True,cookiecutter,conda-forge/cookiecutter,,,1513254.0,13026.0,11603.0,https://pypi.org/project/cookiecutter,2021-06-14 08:02:40.000,1423.0,1509728.0,https://anaconda.org/conda-forge/cookiecutter,2022-01-31 22:49:39.837,246875.0,,,,,1.0,,,,,,,,,,,
35,PySimpleGUI,PySimpleGUI/PySimpleGUI,PySimpleGUI is a Python package that enables Python programmers of all levels to create GUIs.,,gui-dev,https://github.com/PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,LGPL-3.0,2018-07-11 18:28:58.000,2022-03-08 15:17:13.000,2022-03-08 15:17:13,5823.0,196.0,1424,217.0,2573.0,648.0,2005.0,9608,2022-02-13 21:49:24.000,4.57.0,173.0,18.0,38,True,pysimplegui,conda-forge/pysimplegui,,,104764.0,4780.0,4571.0,https://pypi.org/project/pysimplegui,2022-02-13 21:49:24.000,209.0,103250.0,https://anaconda.org/conda-forge/pysimplegui,2022-02-21 21:44:40.403,46943.0,,,,,2.0,,,,,,,,,,,
36,arrow,arrow-py/arrow,Better dates & times for Python.,,date-time-utils,https://github.com/arrow-py/arrow,https://github.com/arrow-py/arrow,Apache-2.0,2012-11-18 20:23:27.000,2022-03-02 13:48:20.000,2022-02-18 05:13:46,1355.0,13.0,609,135.0,637.0,66.0,389.0,7785,2022-01-27 15:57:18.000,1.2.2,62.0,257.0,38,True,arrow,conda-forge/arrow,,,6054608.0,30419.0,25905.0,https://pypi.org/project/arrow,2022-01-27 15:47:11.000,4514.0,6041851.0,https://anaconda.org/conda-forge/arrow,2022-01-27 20:04:47.163,892991.0,,,,,1.0,,,,,,,,,,,
37,marshmallow,marshmallow-code/marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,,serialization,https://github.com/marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,MIT,2013-11-10 21:32:24.000,2022-03-07 15:58:53.000,2022-02-28 21:30:22,3038.0,21.0,587,80.0,852.0,131.0,986.0,5982,2021-11-15 03:51:11.000,3.14.1,163.0,198.0,38,True,marshmallow,conda-forge/marshmallow,,,14358363.0,52240.0,42280.0,https://pypi.org/project/marshmallow,2021-11-15 03:51:11.000,9960.0,14343923.0,https://anaconda.org/conda-forge/marshmallow,2021-11-15 15:33:32.513,953052.0,,,,,2.0,,,,,,,,,,,
38,kafka-python,dpkp/kafka-python,Python client for Apache Kafka.,,db-clients,https://github.com/dpkp/kafka-python,https://github.com/dpkp/kafka-python,Apache-2.0,2012-09-24 13:00:26.000,2022-03-10 09:03:44.000,2021-08-03 19:54:21,2155.0,,1203,152.0,932.0,212.0,1164.0,4742,2020-09-30 07:33:37.000,2.0.1,36.0,206.0,38,True,kafka-python,conda-forge/kafka-python,,1681.0,6715797.0,10732.0,9460.0,https://pypi.org/project/kafka-python,2020-09-30 07:24:01.000,1272.0,6711142.0,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284,268955.0,,,,,2.0,,,,,,,,,,,
39,pymongo,mongodb/mongo-python-driver,PyMongo - the Python driver for MongoDB.,,db-clients,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06.000,2022-03-10 12:50:24.000,2022-03-09 19:13:18,4967.0,57.0,1041,230.0,892.0,4.0,,3548,2022-03-03 19:18:15.000,4.0.2,123.0,191.0,38,True,pymongo,conda-forge/pymongo,,,18340047.0,19417.0,,https://pypi.org/project/pymongo,2021-12-07 23:55:30.000,19417.0,18331572.0,https://anaconda.org/conda-forge/pymongo,2022-03-03 21:05:07.847,584787.0,,,,,2.0,,,,,,,,,,,
40,xlwings,xlwings/xlwings,xlwings is a Python library that makes it easy to call Python from Excel and vice versa. It works with Excel on..,,data-loading,https://github.com/xlwings/xlwings,https://github.com/xlwings/xlwings,BSD-3-Clause,2014-03-17 13:03:20.000,2022-03-08 20:28:52.000,2022-03-08 20:27:18,2321.0,68.0,403,120.0,409.0,228.0,1226.0,2235,2022-03-08 20:28:52.000,0.27.1,118.0,57.0,38,True,xlwings,conda-forge/xlwings,,28655.0,494752.0,22016.0,21410.0,https://pypi.org/project/xlwings,2020-09-01 07:30:53.000,606.0,487334.0,https://anaconda.org/conda-forge/xlwings,2022-02-20 00:10:56.137,394058.0,,,,,1.0,,,,,,,,,,,
41,python-dateutil,dateutil/dateutil,Useful extensions to the standard Python datetime features.,,date-time-utils,https://github.com/dateutil/dateutil,https://github.com/dateutil/dateutil,Apache-2.0,2014-11-19 18:56:16.000,2022-03-03 13:19:59.000,2022-02-12 13:16:00,1555.0,3.0,389,41.0,593.0,276.0,369.0,1760,2021-07-14 08:19:18.000,2.8.2,31.0,128.0,38,True,python-dateutil,conda-forge/python-dateutil,,34716.0,152476500.0,728249.0,663085.0,https://pypi.org/project/python-dateutil,2021-12-15 13:43:20.170,65164.0,152158130.0,https://anaconda.org/conda-forge/python-dateutil,2021-07-14 18:14:54.171,22257014.0,,,,,1.0,,,,,,,,,,,
