,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,conda_dependent_project_count,trending,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url
56,kubernetes,kubernetes-client/python,Official Python client library for kubernetes.,,infrastructure,https://github.com/kubernetes-client/python,https://github.com/kubernetes-client/python,Apache-2.0,2016-10-31 20:08:03.000,2021-10-13 18:49:12.000,2021-10-13 16:55:49.000,2266.0,883.0,4103.0,2021-08-16 22:04:41.000,18.20.0,61.0,94.0,92.0,32,True,984.0,conda-forge/kubernetes,kubernetes,,5642837.0,1356.0,,https://pypi.org/project/kubernetes,2021-10-13 03:58:21.000,1356.0,5636916.0,https://anaconda.org/conda-forge/kubernetes,2021-06-16 20:30:16.954,254616.0,2.0,,,,,,,,
57,google-cloud-storage,googleapis/google-cloud-python,Google Cloud Client Library for Python.,,db-clients,https://github.com/googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,Apache-2.0,2014-01-28 15:51:47.000,2021-10-13 22:29:53.000,2021-10-13 22:29:52.000,1376.0,3334.0,3706.0,2021-09-30 22:51:00.000,1.42.3,100.0,317.0,26.0,32,True,,conda-forge/google-cloud-storage,google-cloud-storage,,36139227.0,2108.0,,https://pypi.org/project/google-cloud-storage,2021-09-30 22:51:00.000,2108.0,36121198.0,https://anaconda.org/conda-forge/google-cloud-storage,2021-10-06 15:14:30.131,937551.0,2.0,,,,,,,,
58,elasticsearch,elastic/elasticsearch-py,Official Elasticsearch client library for Python.,,db-clients,https://github.com/elastic/elasticsearch-py,https://github.com/elastic/elasticsearch-py,Apache-2.0,2013-05-01 22:47:39.000,2021-10-14 13:32:10.000,2021-10-13 01:22:44.000,1055.0,853.0,3411.0,2021-09-22 17:05:46.000,7.15.0,81.0,182.0,64.0,32,True,,conda-forge/elasticsearch,elasticsearch,739.0,8949730.0,34853.0,24279.0,https://pypi.org/project/elasticsearch,2021-09-22 17:04:59.000,10574.0,8942551.0,https://anaconda.org/conda-forge/elasticsearch,2021-09-22 19:07:19.407,455566.0,2.0,,,,,,,,
59,cerberus,pyeve/cerberus,"Lightweight, extensible data validation library for Python.",,data-validation,https://github.com/pyeve/cerberus,https://github.com/pyeve/cerberus,ISC,2012-10-10 10:03:49.000,2021-10-06 12:42:32.000,2021-05-05 20:47:21.000,213.0,289.0,2606.0,2021-05-05 20:38:00.000,1.3.4,25.0,62.0,35.0,32,True,1145.0,conda-forge/cerberus,cerberus,,2020215.0,11652.0,10144.0,https://pypi.org/project/cerberus,2021-05-05 20:38:00.000,1508.0,2017646.0,https://anaconda.org/conda-forge/cerberus,2019-12-02 01:38:41.849,159324.0,2.0,,,,,,,,
60,Prometheus Client,prometheus/client_python,Prometheus instrumentation library for Python applications.,,db-clients,https://github.com/prometheus/client_python,https://github.com/prometheus/client_python,Apache-2.0,2015-02-10 22:47:25.000,2021-10-13 07:04:29.000,2021-09-15 15:56:52.000,586.0,332.0,2413.0,2021-06-01 17:39:04.000,0.11.0,33.0,109.0,40.0,32,True,445.0,conda-forge/prometheus_client,prometheus_client,,29252724.0,3738.0,,https://pypi.org/project/prometheus_client,2019-06-20 13:35:09.000,3738.0,29186064.0,https://anaconda.org/conda-forge/prometheus_client,2021-06-01 22:25:00.505,3999616.0,2.0,,,,,,,,
61,python-magic,ahupp/python-magic,A python wrapper for libmagic.,,data-loading,https://github.com/ahupp/python-magic,https://github.com/ahupp/python-magic,MIT,2010-03-31 22:40:33.000,2021-10-04 23:04:37.000,2021-10-04 23:04:28.000,222.0,137.0,1966.0,2021-06-03 13:49:22.000,0.4.24,24.0,52.0,28.0,32,True,296.0,conda-forge/python-magic,python-magic,,3220933.0,24397.0,19265.0,https://pypi.org/project/python-magic,2021-06-03 13:49:22.000,5132.0,3219017.0,https://anaconda.org/conda-forge/python-magic,2021-06-08 01:31:24.543,103503.0,2.0,,,,,,,,
62,Motor,mongodb/motor,Motor - the async Python driver for MongoDB and Tornado or asyncio.,,db-clients,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44.000,2021-08-19 20:16:48.000,2021-08-19 20:16:36.000,161.0,,1798.0,2021-08-19 20:21:17.000,2.5.1,38.0,32.0,,32,True,1653.0,conda-forge/motor,motor,,1954855.0,12913.0,11123.0,https://pypi.org/project/motor,2021-08-19 20:14:26.000,1790.0,1954416.0,https://anaconda.org/conda-forge/motor,2020-11-20 20:00:39.143,14936.0,2.0,,,,,,,,
63,Cassandra Driver,datastax/python-driver,DataStax Python Driver for Apache Cassandra.,,db-clients,https://github.com/datastax/python-driver,https://github.com/datastax/python-driver,Apache-2.0,2013-07-08 19:02:31.000,2021-10-14 12:40:36.000,2021-09-17 17:47:48.000,455.0,,1258.0,2021-03-18 20:12:10.000,3.25.0,71.0,178.0,10.0,32,True,5958.0,conda-forge/cassandra-driver,cassandra-driver,,1367053.0,4328.0,3142.0,https://pypi.org/project/cassandra-driver,2021-03-18 20:12:10.000,1186.0,1365379.0,https://anaconda.org/conda-forge/cassandra-driver,2021-09-07 06:07:19.529,90425.0,2.0,,,,,,,,
64,cloudpickle,cloudpipe/cloudpickle,Extended pickling support for Python objects.,,serialization,https://github.com/cloudpipe/cloudpickle,https://github.com/cloudpipe/cloudpickle,BSD-3-Clause,2015-04-13 16:33:00.000,2021-10-12 20:20:59.000,2021-10-11 13:45:58.000,114.0,141.0,1034.0,2021-09-14 07:30:48.000,2.0.0,34.0,48.0,67.0,32,True,399.0,conda-forge/cloudpickle,cloudpickle,19.0,26979582.0,46373.0,42271.0,https://pypi.org/project/cloudpickle,2021-09-10 10:52:14.000,4102.0,26897662.0,https://anaconda.org/conda-forge/cloudpickle,2021-09-10 11:30:24.587,5488704.0,2.0,,,2.0,,,,,
65,pytz,stub42/pytz,pytz Python historical timezone library and database.,,date-time-utils,https://github.com/stub42/pytz,https://github.com/stub42/pytz,MIT,2016-05-10 07:42:31.917,2021-10-11 22:13:12.000,2021-10-11 21:44:41.000,58.0,23.0,182.0,2016-07-14 08:21:41.000,2016.6.1,102.0,16.0,18.0,32,True,603.0,conda-forge/pytz,pytz,,74204796.0,1030356.0,875420.0,https://pypi.org/project/pytz,2021-10-02 03:56:30.000,154936.0,73934651.0,https://anaconda.org/conda-forge/pytz,2021-10-05 16:44:12.949,17559429.0,2.0,,,,,,,,
66,s3transfer,boto/s3transfer,Amazon S3 Transfer Manager for Python.,,db-clients,https://github.com/boto/s3transfer,https://github.com/boto/s3transfer,Apache-2.0,2016-01-12 23:19:42.000,2021-10-14 03:12:22.000,2021-10-12 15:48:21.000,82.0,29.0,130.0,2021-07-15 19:07:01.000,0.5.0,29.0,31.0,37.0,32,True,510.0,conda-forge/s3transfer,s3transfer,,171117092.0,94774.0,86888.0,https://pypi.org/project/s3transfer,2021-07-15 19:07:01.000,7886.0,171016428.0,https://anaconda.org/conda-forge/s3transfer,2021-07-15 21:27:06.980,6341835.0,2.0,,,,,,,,
67,cookiecutter,cookiecutter/cookiecutter,"A command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects,..",,others,https://github.com/cookiecutter/cookiecutter,https://github.com/cookiecutter/cookiecutter,BSD-3-Clause,2013-07-14 18:31:22.000,2021-10-13 20:28:02.000,2021-06-15 17:46:42.000,1506.0,501.0,15470.0,2021-06-14 08:02:40.000,2.0.0,30.0,262.0,206.0,31,True,2730.0,conda-forge/cookiecutter,cookiecutter,,3164.0,2310.0,,https://pypi.org/project/cookiecutter,2021-06-14 08:02:40.000,2310.0,,https://anaconda.org/conda-forge/cookiecutter,2021-05-17 11:59:06.127,205697.0,2.0,,,,,,,,
68,fabric,fabric/fabric,"Simple, Pythonic remote execution and deployment.",,infrastructure,https://github.com/fabric/fabric,https://github.com/fabric/fabric,BSD-2-Clause,2009-05-01 01:14:24.000,2021-10-11 15:35:36.000,2021-09-24 20:42:29.000,1845.0,1268.0,13061.0,2021-01-19 01:10:03.000,2.6.0,120.0,133.0,425.0,31,True,1486.0,conda-forge/fabric,fabric,,1110930.0,292.0,,https://pypi.org/project/fabric,2021-01-19 01:10:03.000,292.0,1110244.0,https://anaconda.org/conda-forge/fabric,2021-03-09 07:34:25.129,42586.0,3.0,,,,,,,,
69,schedule,dbader/schedule,Python job scheduling for humans.,,infrastructure,https://github.com/dbader/schedule,https://github.com/dbader/schedule,MIT,2013-05-19 12:51:20.000,2021-09-22 20:46:28.000,2021-06-26 14:30:47.000,810.0,241.0,9064.0,2021-04-10 10:48:19.000,1.1.0,24.0,45.0,110.0,31,True,372.0,conda-forge/schedule,schedule,,1580112.0,16367.0,14171.0,https://pypi.org/project/schedule,2021-04-10 10:48:19.000,2196.0,1579686.0,https://anaconda.org/conda-forge/schedule,2021-04-10 12:19:56.940,9380.0,3.0,,,,,,,,
70,xmltodict,martinblech/xmltodict,Python module that makes working with XML feel like you are working with JSON.,,data-loading,https://github.com/martinblech/xmltodict,https://github.com/martinblech/xmltodict,MIT,2012-04-17 14:38:21.000,2021-06-09 20:39:28.000,2020-04-26 05:15:03.000,420.0,136.0,4552.0,2019-02-11 07:00:26.000,0.12.0,27.0,41.0,70.0,31,False,205.0,conda-forge/xmltodict,xmltodict,,12729358.0,39502.0,31268.0,https://pypi.org/project/xmltodict,2019-02-11 07:00:26.000,8234.0,12710543.0,https://anaconda.org/conda-forge/xmltodict,2019-02-11 11:53:14.803,1166561.0,2.0,,,,,,,,
71,cryptography,pyca/cryptography,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,,cryptography,https://github.com/pyca/cryptography,https://github.com/pyca/cryptography,BSD-3-Clause,2013-08-07 02:23:38.000,2021-10-13 11:27:12.000,2021-10-13 11:27:02.000,929.0,1727.0,4367.0,2021-09-30 01:26:46.000,35.0.0,94.0,246.0,54.0,31,True,,conda-forge/cryptography,cryptography,,305238.0,241424.0,207536.0,https://pypi.org/project/cryptography,2021-09-30 01:26:46.000,33888.0,,https://anaconda.org/conda-forge/cryptography,2021-10-11 23:48:57.151,15872385.0,2.0,,,,,,,,
72,Tablib,jazzband/tablib,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",,data-loading,https://github.com/jazzband/tablib,https://github.com/jazzband/tablib,MIT,2011-03-28 02:36:50.000,2021-10-14 13:08:52.000,2021-10-14 13:08:52.000,570.0,203.0,4026.0,2020-12-05 14:56:28.000,3.0.0,38.0,112.0,38.0,31,True,1129.0,conda-forge/tablib,tablib,,844158.0,14281.0,11923.0,https://pypi.org/project/tablib,2020-12-05 14:56:28.000,2358.0,843019.0,https://anaconda.org/conda-forge/tablib,2020-12-05 16:40:48.469,67205.0,2.0,,,,,,,,
73,Elasticsearch DSL,elastic/elasticsearch-dsl-py,High level Python client for Elasticsearch.,,db-clients,https://github.com/elastic/elasticsearch-dsl-py,https://github.com/elastic/elasticsearch-dsl-py,Apache-2.0,2014-03-05 16:19:39.000,2021-09-29 08:25:06.000,2021-08-12 12:56:06.000,707.0,1110.0,3338.0,2021-07-15 15:37:49.000,7.4.0,33.0,125.0,91.0,31,True,1013.0,,elasticsearch-dsl,88.0,1632250.0,6699.0,5143.0,https://pypi.org/project/elasticsearch-dsl,2021-07-15 15:35:04.000,1556.0,1632244.0,,,,2.0,,,,,,,,
74,tenacity,jd/tenacity,Retrying library for Python.,,utilities,https://github.com/jd/tenacity,https://github.com/jd/tenacity,Apache-2.0,2016-08-11 12:44:02.000,2021-10-13 14:57:52.000,2021-10-04 13:31:42.000,178.0,125.0,3309.0,2021-07-12 09:36:20.000,8.0.1,46.0,68.0,57.0,31,True,437.0,conda-forge/tenacity,tenacity,,27515917.0,792.0,,https://pypi.org/project/tenacity,2021-07-12 09:36:20.000,792.0,27494317.0,https://anaconda.org/conda-forge/tenacity,2021-07-12 11:46:30.889,1144817.0,2.0,,,,,,,,
75,XlsxWriter,jmcnamara/XlsxWriter,A Python module for creating Excel XLSX files.,,file-formats,https://github.com/jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter,BSD-3-Clause,2013-01-04 01:07:06.000,2021-10-12 06:20:46.000,2021-10-12 06:20:41.000,542.0,728.0,2694.0,2021-08-10 11:44:13.000,3.0.1,148.0,45.0,9.0,31,True,,conda-forge/xlsxwriter,xlsxwriter,,7479033.0,46356.0,40172.0,https://pypi.org/project/xlsxwriter,2021-08-10 11:44:13.000,6184.0,7452589.0,https://anaconda.org/conda-forge/xlsxwriter,2021-08-11 02:08:02.641,1401558.0,3.0,,,,,,,,
76,colorama,tartley/colorama,Simple cross-platform colored terminal text in Python.,,cli-helpers,https://github.com/tartley/colorama,https://github.com/tartley/colorama,BSD-3-Clause,2014-04-17 20:18:25.000,2021-10-08 07:23:11.000,2021-10-07 19:50:29.000,192.0,110.0,2606.0,2020-10-13 02:42:26.000,0.4.4,42.0,44.0,120.0,31,True,310.0,conda-forge/colorama,colorama,,84608.0,281046.0,249430.0,https://pypi.org/project/colorama,2020-10-13 02:42:26.000,31616.0,,https://anaconda.org/conda-forge/colorama,2020-10-16 16:43:32.974,5584167.0,2.0,,,,,,,,
77,confluent-kafka-python,confluentinc/confluent-kafka-python,Confluent's Kafka Python Client.,,db-clients,https://github.com/confluentinc/confluent-kafka-python,https://github.com/confluentinc/confluent-kafka-python,Apache-2.0,2016-04-14 07:40:41.000,2021-10-11 20:27:19.000,2021-09-30 06:19:02.000,665.0,655.0,2468.0,2021-05-12 18:03:02.000,1.7.0,23.0,83.0,196.0,31,True,729.0,,confluent-kafka,,3834546.0,3161.0,2859.0,https://pypi.org/project/confluent-kafka,2021-05-12 17:29:33.000,302.0,3834546.0,,,,2.0,,,,,,,,
78,pyodbc,mkleehammer/pyodbc,Python ODBC bridge.,,db-clients,https://github.com/mkleehammer/pyodbc,https://github.com/mkleehammer/pyodbc,MIT,2008-10-03 15:19:37.000,2021-10-14 07:22:11.000,2021-08-19 18:05:12.000,459.0,723.0,2213.0,2021-08-19 20:25:00.000,4.0.32,50.0,45.0,77.0,31,True,384.0,conda-forge/pyodbc,pyodbc,,12664189.0,3262.0,,https://pypi.org/project/pyodbc,2021-08-19 20:25:00.000,3262.0,12653278.0,https://anaconda.org/conda-forge/pyodbc,2021-08-20 00:32:20.584,545585.0,2.0,,,,,,,,
79,azure-storage-blob,Azure/azure-sdk-for-python,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting..,,db-clients,https://github.com/Azure/azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,MIT,2012-04-24 16:46:12.000,2021-10-14 14:26:42.000,2021-10-14 08:50:06.000,1510.0,4735.0,2188.0,2021-10-14 09:13:59.000,azure-mgmt-webpubsub_1.0.0,100.0,355.0,1053.0,31,True,,conda-forge/azure-storage-blob,azure-storage-blob,,32343315.0,2128.0,1748.0,https://pypi.org/project/azure-storage-blob,2021-09-20 21:21:17.000,380.0,32335803.0,https://anaconda.org/conda-forge/azure-storage-blob,2021-09-20 23:44:34.414,292980.0,2.0,,,,,,,,
80,voluptuous,alecthomas/voluptuous,"CONTRIBUTIONS ONLY: Voluptuous, despite the name, is a Python data validation library.",,data-validation,https://github.com/alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,BSD-3-Clause,2010-07-15 09:55:10.000,2021-10-13 12:50:56.440,2021-09-20 21:59:20.000,195.0,195.0,1699.0,2021-09-23 01:45:02.000,0.12.2,44.0,87.0,40.0,31,True,444.0,conda-forge/voluptuous,voluptuous,,1498127.0,6036.0,3812.0,https://pypi.org/project/voluptuous,2021-09-23 01:45:02.000,2224.0,1496012.0,https://anaconda.org/conda-forge/voluptuous,2021-10-13 12:50:56.440,133250.0,2.0,,,2.0,,,,,
81,pyrsistent,tobgu/pyrsistent,Persistent/Immutable/Functional data structures for Python.,,data-structures,https://github.com/tobgu/pyrsistent,https://github.com/tobgu/pyrsistent,MIT,2013-06-20 14:11:13.000,2021-10-12 08:46:38.000,2021-10-09 06:53:10.000,118.0,128.0,1590.0,2021-06-28 19:33:04.000,0.18.0,70.0,59.0,15.0,31,True,640.0,conda-forge/pyrsistent,pyrsistent,,176313.0,110354.0,106910.0,https://pypi.org/project/pyrsistent,2021-06-28 19:33:04.000,3444.0,,https://anaconda.org/conda-forge/pyrsistent,2021-06-29 16:46:51.429,6347269.0,1.0,,,,,,,,
82,simplejson,simplejson/simplejson,"simplejson is a simple, fast, extensible JSON encoder/decoder for Python.",,serialization,https://github.com/simplejson/simplejson,https://github.com/simplejson/simplejson,MIT,2011-02-06 05:47:45.000,2021-08-24 08:40:04.326,2021-08-24 04:41:14.000,313.0,166.0,1429.0,2021-08-24 04:57:02.000,3.17.5,98.0,37.0,17.0,31,True,606.0,conda-forge/simplejson,simplejson,5399.0,27651.0,109594.0,70602.0,https://pypi.org/project/simplejson,2021-08-24 04:57:02.000,38992.0,,https://anaconda.org/conda-forge/simplejson,2021-08-24 08:40:04.326,1406208.0,2.0,,,,,,,,
83,greenlet,python-greenlet/greenlet,Lightweight in-process concurrent programming.,,async,https://github.com/python-greenlet/greenlet,https://github.com/python-greenlet/greenlet,MIT,2011-12-17 21:12:01.000,2021-10-14 13:30:38.000,2021-10-13 09:41:19.000,203.0,138.0,1287.0,2021-09-29 10:35:50.000,1.1.2,30.0,56.0,17.0,31,True,652.0,conda-forge/greenlet,greenlet,,27797.0,109333.0,89553.0,https://pypi.org/project/greenlet,2021-09-29 10:35:50.000,19780.0,,https://anaconda.org/conda-forge/greenlet,2021-09-29 16:16:35.050,1473268.0,2.0,,,,,,,,
84,SQLAlchemy-Utils,kvesteri/sqlalchemy-utils,Various utility functions and datatypes for SQLAlchemy.,,db-clients,https://github.com/kvesteri/sqlalchemy-utils,https://github.com/kvesteri/sqlalchemy-utils,BSD-3-Clause,2013-02-18 16:48:22.000,2021-10-14 10:13:18.000,2021-10-14 07:16:33.000,254.0,156.0,828.0,2021-06-28 07:26:52.000,0.37.8,204.0,100.0,188.0,31,True,1249.0,conda-forge/sqlalchemy-utils,sqlalchemy-utils,,2464859.0,15226.0,11876.0,https://pypi.org/project/sqlalchemy-utils,2021-06-28 07:26:52.000,3350.0,2459328.0,https://anaconda.org/conda-forge/sqlalchemy-utils,2021-09-01 15:02:53.033,337406.0,2.0,,,,,,,,
85,appdirs,ActiveState/appdirs,"A small Python module for determining appropriate platform-specific dirs, e.g. a user data dir.",,file-path-utils,https://github.com/ActiveState/appdirs,https://github.com/ActiveState/appdirs,MIT,2010-07-28 04:07:00.000,2021-08-08 04:29:19.000,2021-01-28 08:29:20.000,76.0,54.0,796.0,2020-05-11 08:18:45.000,1.4.4,8.0,33.0,43.0,31,True,220.0,conda-forge/appdirs,appdirs,,13295832.0,163529.0,137943.0,https://pypi.org/project/appdirs,2020-05-11 07:59:49.000,25586.0,13237132.0,https://anaconda.org/conda-forge/appdirs,2020-10-19 11:55:35.692,3932914.0,2.0,,,,,,,,
86,traitlets,ipython/traitlets,A lightweight Traits like module.,,configuration,https://github.com/ipython/traitlets,https://github.com/ipython/traitlets,BSD-3-Clause,2013-12-06 20:45:45.000,2021-09-28 06:58:30.000,2021-09-28 06:57:30.000,166.0,153.0,445.0,2021-08-30 19:38:26.000,5.1.0,25.0,102.0,81.0,31,True,,conda-forge/traitlets,traitlets,,22669371.0,206717.0,178693.0,https://pypi.org/project/traitlets,2021-08-30 19:38:26.000,28024.0,22542792.0,https://anaconda.org/conda-forge/traitlets,2021-09-07 19:15:44.800,8354231.0,2.0,,,,,,,,
87,python-bigquery,googleapis/python-bigquery,Google BigQuery API client library.,,db-clients,https://github.com/googleapis/python-bigquery,https://github.com/googleapis/python-bigquery,Apache-2.0,2019-12-10 00:09:04.000,2021-10-13 22:45:57.000,2021-10-13 20:17:26.000,128.0,327.0,298.0,2021-10-07 17:25:24.000,2.28.1,108.0,102.0,70.0,31,True,1319.0,,google-cloud-bigquery,,15240153.0,10779.0,9529.0,https://pypi.org/project/google-cloud-bigquery,2021-10-07 17:25:24.000,1250.0,15240153.0,,,,2.0,,,,,,,,
88,multidict,aio-libs/multidict,The multidict implementation.,,data-structures,https://github.com/aio-libs/multidict,https://github.com/aio-libs/multidict,Apache-2.0,2016-02-06 14:52:32.000,2021-10-11 23:06:24.000,2021-10-11 23:06:21.000,63.0,113.0,259.0,2021-10-03 20:29:00.000,5.2.0,125.0,37.0,10.0,31,True,972.0,conda-forge/multidict,multidict,1549.0,56961142.0,5340.0,,https://pypi.org/project/multidict,2021-10-03 20:27:04.000,5340.0,56906806.0,https://anaconda.org/conda-forge/multidict,2021-10-04 08:06:28.424,2878563.0,1.0,,,,,,,,
89,pyasn1,etingof/pyasn1,Generic ASN.1 library for Python.,,serialization,https://github.com/etingof/pyasn1,https://github.com/etingof/pyasn1,BSD-2-Clause,2016-02-24 22:30:54.000,2021-10-13 14:22:49.000,2020-03-21 18:06:04.000,82.0,62.0,187.0,2019-11-16 17:27:13.000,0.4.8,34.0,16.0,43.0,31,False,970.0,conda-forge/pyasn1,pyasn1,,91546828.0,179655.0,151361.0,https://pypi.org/project/pyasn1,2019-11-16 17:27:13.000,28294.0,91469959.0,https://anaconda.org/conda-forge/pyasn1,2019-11-17 02:42:05.143,4765917.0,2.0,,,,,,,,
90,ultrajson,ultrajson/ultrajson,Ultra fast JSON decoder and encoder written in C with Python bindings.,,serialization,https://github.com/ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,BSD-3-Clause,2011-02-27 20:00:51.000,2021-10-04 18:00:59.000,2021-10-04 18:00:58.000,336.0,265.0,3441.0,2021-09-22 10:31:18.000,4.2.0,26.0,75.0,42.0,30,True,,,ujson,,18362725.0,6556.0,,https://pypi.org/project/ujson,2021-09-22 10:31:18.000,6556.0,18362725.0,,,,3.0,,,,,,,,
91,netmiko,ktbyers/netmiko,Multi-vendor library to simplify Paramiko SSH connections to network devices.,,infrastructure,https://github.com/ktbyers/netmiko,https://github.com/ktbyers/netmiko,MIT,2014-11-28 21:42:52.000,2021-10-13 19:46:35.000,2021-10-13 19:46:35.000,940.0,1350.0,2503.0,2021-04-23 19:48:21.000,3.4.0,37.0,193.0,217.0,30,True,2296.0,,netmiko,,121921.0,2103.0,1753.0,https://pypi.org/project/netmiko,2021-04-23 19:31:42.000,350.0,121921.0,,,,3.0,,,,,,,,
92,schematics,schematics/schematics,Python Data Structures for Humans.,,data-validation,https://github.com/schematics/schematics,https://github.com/schematics/schematics,BSD-3-Clause,2010-12-27 02:25:29.000,2021-08-23 19:39:00.000,2021-08-17 21:08:10.000,296.0,236.0,2450.0,2021-08-17 21:16:54.000,2.1.1,24.0,117.0,107.0,30,True,1420.0,conda-forge/schematics,schematics,,166169.0,1625.0,1013.0,https://pypi.org/project/schematics,2021-08-17 21:16:54.000,612.0,165393.0,https://anaconda.org/conda-forge/schematics,2019-07-17 17:13:38.920,20970.0,2.0,,,,,,,,
93,smart-open,RaRe-Technologies/smart_open,"Utils for streaming large files (S3, HDFS, gzip, bz2...).",,data-loading,https://github.com/RaRe-Technologies/smart_open,https://github.com/RaRe-Technologies/smart_open,MIT,2015-01-02 13:05:52.000,2021-10-11 09:32:28.000,2021-10-10 14:27:28.000,299.0,269.0,2242.0,2021-08-28 11:06:50.000,5.2.1,51.0,87.0,66.0,30,True,955.0,,smart-open,,17481581.0,640.0,,https://pypi.org/project/smart-open,2021-08-28 11:06:50.000,640.0,17481581.0,,,,2.0,,,,,,,,
94,PynamoDB,pynamodb/PynamoDB,A pythonic interface to Amazon's DynamoDB.,,db-clients,https://github.com/pynamodb/PynamoDB,https://github.com/pynamodb/PynamoDB,MIT,2014-01-20 02:18:35.000,2021-09-18 17:33:17.000,2021-09-03 03:08:23.000,366.0,275.0,1744.0,2021-06-29 15:30:38.000,5.1.0,75.0,89.0,225.0,30,True,753.0,conda-forge/pynamodb,pynamodb,,789969.0,1049.0,813.0,https://pypi.org/project/pynamodb,2021-06-29 15:31:33.000,236.0,785148.0,https://anaconda.org/conda-forge/pynamodb,2021-06-29 17:57:04.759,125356.0,2.0,,,,,,,,
95,aiofiles,Tinche/aiofiles,File support for asyncio.,,file-path-utils,https://github.com/Tinche/aiofiles,https://github.com/Tinche/aiofiles,Apache-2.0,2015-03-29 20:28:14.000,2021-09-28 10:09:02.000,2021-09-28 10:08:26.000,120.0,37.0,1682.0,2021-05-16 23:16:25.000,0.7.0,10.0,21.0,42.0,30,True,161.0,conda-forge/aiofiles,aiofiles,,5718658.0,1560.0,,https://pypi.org/project/aiofiles,2021-05-16 23:16:25.000,1560.0,5714822.0,https://anaconda.org/conda-forge/aiofiles,2021-05-17 06:30:15.359,184155.0,2.0,,,2.0,,,,,
96,influxdb,influxdata/influxdb-python,Python client for InfluxDB.,,db-clients,https://github.com/influxdata/influxdb-python,https://github.com/influxdata/influxdb-python,MIT,2013-11-05 19:27:16.000,2021-10-09 02:15:02.000,2021-09-09 00:50:11.000,494.0,374.0,1537.0,2020-11-11 21:23:41.000,5.3.1,54.0,137.0,137.0,30,True,969.0,conda-forge/influxdb,influxdb,,1654049.0,6907.0,4797.0,https://pypi.org/project/influxdb,2020-11-11 21:23:41.000,2110.0,1652846.0,https://anaconda.org/conda-forge/influxdb,2020-11-12 02:29:15.949,21671.0,2.0,,,,,,,,
97,dill,uqfoundation/dill,serialize all of python.,,serialization,https://github.com/uqfoundation/dill,https://github.com/uqfoundation/dill,BSD-3-Clause,2013-06-28 16:42:27.000,2021-10-12 18:20:20.000,2021-10-12 18:20:14.000,127.0,216.0,1494.0,2021-06-13 17:15:27.000,dill-0.3.4,22.0,31.0,139.0,30,True,850.0,conda-forge/dill,dill,244578.0,10865155.0,4968.0,,https://pypi.org/project/dill,2021-06-13 17:11:45.000,4968.0,10842177.0,https://anaconda.org/conda-forge/dill,2021-06-13 18:50:57.277,1307606.0,3.0,,,,,,,,
98,PyPika,kayak/pypika,PyPika is a python SQL query builder that exposes the full richness of the SQL language using a syntax that reflects..,,db-clients,https://github.com/kayak/pypika,https://github.com/kayak/pypika,Apache-2.0,2016-07-06 14:08:50.000,2021-10-08 06:13:16.000,2021-09-03 12:01:30.000,187.0,242.0,1394.0,2021-07-21 12:13:54.000,0.48.8,212.0,89.0,85.0,30,True,1016.0,,pypika,,867375.0,876.0,838.0,https://pypi.org/project/pypika,2021-07-21 12:13:54.000,38.0,867375.0,,,,2.0,,,,,,,,
99,alembic,sqlalchemy/alembic,A database migrations tool for SQLAlchemy.,,db-clients,https://github.com/sqlalchemy/alembic,https://github.com/sqlalchemy/alembic,MIT,2016-07-03 15:38:09.495,2021-10-11 16:18:45.000,2021-10-11 16:18:20.000,116.0,751.0,1080.0,2021-10-06 14:31:39.000,rel_1_7_4,98.0,137.0,81.0,30,True,,conda-forge/alembic,alembic,,24650519.0,104693.0,83241.0,https://pypi.org/project/alembic,2021-10-06 14:31:35.000,21452.0,24634876.0,https://anaconda.org/conda-forge/alembic,2021-10-07 01:53:04.623,985520.0,2.0,,,,,,,,
