,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,conda_dependent_project_count,trending,updated_github_id,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
148,libcloud,apache/libcloud,Apache Libcloud is a Python library which hides differences between different cloud provider APIs and allows you to..,,db-clients,https://github.com/apache/libcloud,https://github.com/apache/libcloud,Apache-2.0,2009-12-11 09:00:14.000000,2021-10-18 08:38:21.000000,2021-05-21 19:04:54.000000,894.0,62.0,78.0,1794.0,2021-01-25 22:11:48.000000,3.3.1,63.0,422.0,27,True,,,apache-libcloud,,90222.0,3546.0,2004.0,https://pypi.org/project/apache-libcloud,2021-01-25 22:11:48.000000,1542.0,90222.0,,,,3.0,,,,,,,,,,
149,retrying,rholder/retrying,"Retrying is an Apache 2.0 licensed general-purpose retrying library, written in Python, to simplify the task of adding..",,utilities,https://github.com/rholder/retrying,https://github.com/rholder/retrying,Apache-2.0,2013-01-22 06:13:26.000000,2021-08-15 10:32:43.000000,2016-06-07 04:02:12.000000,143.0,46.0,13.0,1741.0,2014-12-15 01:15:08.000000,1.3.3,11.0,15.0,27,False,95.0,conda-forge/retrying,retrying,,6676173.0,3490.0,,https://pypi.org/project/retrying,2014-12-15 01:15:08.000000,3490.0,6662882.0,https://anaconda.org/conda-forge/retrying,2018-07-16 11:28:10.934000,810767.0,2.0,,,,,,,,,,
150,jmespath,jmespath/jmespath.py,JMESPath is a query language for JSON.,,file-formats,https://github.com/jmespath/jmespath.py,https://github.com/jmespath/jmespath.py,MIT,2013-02-19 22:16:36.000000,2021-07-21 08:24:02.000000,2020-05-12 22:01:13.000000,137.0,76.0,62.0,1436.0,2020-05-12 22:03:45.000000,0.10.0,24.0,22.0,27,False,526.0,conda-forge/jmespath,jmespath,,95495.0,12390.0,,https://pypi.org/project/jmespath,2020-05-12 22:03:45.000000,12390.0,,https://anaconda.org/conda-forge/jmespath,2020-05-13 11:39:21.174000,6016230.0,3.0,,-6.0,,,,,,,,
151,sshtunnel,pahaz/sshtunnel,SSH tunnels to remote server.,,infrastructure,https://github.com/pahaz/sshtunnel,https://github.com/pahaz/sshtunnel,MIT,2014-06-11 21:14:05.000000,2021-10-20 13:48:58.000000,2021-01-11 13:12:20.000000,143.0,26.0,134.0,889.0,2021-01-11 13:28:44.000000,0.4.0,28.0,23.0,27,True,381.0,conda-forge/sshtunnel,sshtunnel,,1213941.0,2997.0,2735.0,https://pypi.org/project/sshtunnel,2021-01-11 13:26:29.000000,262.0,1212695.0,https://anaconda.org/conda-forge/sshtunnel,2020-11-16 08:46:37.270000,76052.0,3.0,,,,,,,,,,
152,cx-Oracle,oracle/python-cx_Oracle,Python interface to Oracle Database conforming to the Python DB API 2.0 specification.,,db-clients,https://github.com/oracle/python-cx_Oracle,https://github.com/oracle/python-cx_Oracle,BSD-3-Clause,2017-03-07 04:03:36.000000,2021-09-04 20:41:06.000000,2021-09-04 20:40:55.000000,297.0,38.0,529.0,769.0,2021-06-01 19:19:27.000000,8.2.1,34.0,17.0,27,True,,,cx-Oracle,,2515566.0,5313.0,5169.0,https://pypi.org/project/cx-Oracle,2021-06-01 19:19:27.000000,144.0,2515566.0,,,,3.0,,3.0,,,,,,,,
153,cached-property,pydanny/cached-property,A decorator for caching properties in classes.,,caching,https://github.com/pydanny/cached-property,https://github.com/pydanny/cached-property,BSD-3-Clause,2014-05-17 22:42:24.000000,2021-10-12 18:14:54.000000,2020-10-21 17:48:31.000000,65.0,35.0,24.0,611.0,2020-09-21 21:24:10.000000,1.5.2,17.0,23.0,27,True,219.0,conda-forge/cached-property,cached-property,,23246.0,21917.0,19223.0,https://pypi.org/project/cached-property,2020-09-21 18:39:25.000000,2694.0,,https://anaconda.org/conda-forge/cached-property,2021-03-08 13:20:13.927000,1278567.0,2.0,,,,,,,,,,
154,natsort,SethMMorton/natsort,Simple yet flexible natural sorting in Python.,,utilities,https://github.com/SethMMorton/natsort,https://github.com/SethMMorton/natsort,MIT,2012-05-03 02:58:47.000000,2021-08-31 13:34:47.000000,2021-08-26 05:00:21.000000,31.0,2.0,68.0,566.0,2021-01-25 05:20:12.000000,7.1.1,50.0,17.0,27,True,877.0,conda-forge/natsort,natsort,,2124083.0,9599.0,8383.0,https://pypi.org/project/natsort,2021-01-25 05:20:12.000000,1216.0,2115942.0,https://anaconda.org/conda-forge/natsort,2021-01-25 13:13:56.288000,447792.0,2.0,,,,,,,,,,
155,pylibmc,lericson/pylibmc,A Python wrapper around the libmemcached interface from TangentOrg.,,caching,https://github.com/lericson/pylibmc,https://github.com/lericson/pylibmc,BSD-3-Clause,2009-07-31 19:51:02.000000,2021-08-05 12:11:30.000000,2021-08-05 12:11:30.000000,122.0,23.0,163.0,448.0,2019-08-15 12:04:18.000000,1.6.1,42.0,48.0,27,True,596.0,conda-forge/pylibmc,pylibmc,,141391.0,8278.0,3596.0,https://pypi.org/project/pylibmc,2019-08-15 12:04:18.000000,4682.0,138739.0,https://anaconda.org/conda-forge/pylibmc,2021-06-30 23:58:11.535000,167120.0,2.0,,,,,,,,,,
156,filelock,benediktschmitt/py-filelock,A platform-independent file lock for Python.,,file-path-utils,https://github.com/tox-dev/py-filelock,https://github.com/tox-dev/py-filelock,Unlicense,2014-02-23 00:29:27.000000,2021-10-16 10:07:19.000000,2021-10-16 10:07:19.000000,58.0,14.0,48.0,340.0,2021-10-15 07:52:24.000000,3.3.1,35.0,17.0,27,True,,conda-forge/filelock,filelock,,28895831.0,3516.0,,https://pypi.org/project/filelock,2021-10-15 07:52:24.000000,3516.0,28826117.0,https://anaconda.org/conda-forge/filelock,2021-10-15 12:48:33.098000,4461731.0,3.0,,,tox-dev/py-filelock,,,,,,,
157,srsly,explosion/srsly,"Modern high-performance serialization utilities for Python (JSON, MessagePack, Pickle).",,serialization,https://github.com/explosion/srsly,https://github.com/explosion/srsly,MIT,2018-12-01 03:21:56.000000,2021-08-04 07:29:41.000000,2021-08-04 07:29:41.000000,25.0,2.0,21.0,238.0,2021-04-12 09:49:55.000000,2.4.1,31.0,11.0,27,True,260.0,conda-forge/srsly,srsly,,2902201.0,14163.0,13755.0,https://pypi.org/project/srsly,2021-04-12 09:49:55.000000,408.0,2885867.0,https://anaconda.org/conda-forge/srsly,2021-04-12 13:06:38.171000,522691.0,3.0,,,,,,,,,,
158,contextlib2,jazzband/contextlib2,contextlib2 is a backport of the standard library's contextlib module to earlier Python versions.,,compatibility,https://github.com/jazzband/contextlib2,https://github.com/jazzband/contextlib2,psfrag,2016-02-23 08:51:49.209000,2021-10-21 13:42:56.000000,2021-08-13 10:00:17.000000,10.0,3.0,21.0,33.0,2021-06-27 06:37:57.000000,21.6.0,14.0,13.0,27,False,164.0,conda-forge/contextlib2,contextlib2,,10882527.0,45614.0,40654.0,https://pypi.org/project/contextlib2,2021-06-27 06:54:20.000000,4960.0,10869324.0,https://anaconda.org/conda-forge/contextlib2,2021-06-28 02:52:34.203000,897843.0,3.0,,,,,,,,,,
159,zipp,jaraco/zipp,Backport of pathlib-compatible object wrapper for zip files.,,file-path-utils,https://github.com/jaraco/zipp,https://github.com/jaraco/zipp,MIT,2018-11-15 21:24:48.000000,2021-10-08 01:50:27.000000,2021-10-08 01:50:23.000000,23.0,,47.0,22.0,2021-09-29 15:34:11.000000,3.6.0,32.0,13.0,27,False,,conda-forge/zipp,zipp,,67460464.0,5822.0,,https://pypi.org/project/zipp,2021-09-29 15:34:00.000000,5822.0,67198857.0,https://anaconda.org/conda-forge/zipp,2021-10-03 23:04:02.914000,8371447.0,3.0,,,,,,,,,,
160,Gooey,chriskiehl/Gooey,Turn (almost) any Python command line program into a full GUI application with one line.,,gui-dev,https://github.com/chriskiehl/Gooey,https://github.com/chriskiehl/Gooey,MIT,2014-01-01 21:06:05.000000,2021-10-15 20:16:04.000000,2021-06-12 18:50:46.000000,773.0,88.0,409.0,14947.0,2021-06-12 18:51:56.000000,1.0.8.1,55.0,99.0,26,True,732.0,conda-forge/gooey,gooey,139.0,5129.0,497.0,433.0,https://pypi.org/project/gooey,2021-06-12 18:58:09.000000,64.0,3766.0,https://anaconda.org/conda-forge/gooey,2021-06-13 12:18:58.431000,39394.0,3.0,,,,,,,,,,
161,pendulum,sdispater/pendulum,Python datetimes made easy.,,date-time-utils,https://github.com/sdispater/pendulum,https://github.com/sdispater/pendulum,MIT,2016-06-27 23:37:53.000000,2021-10-19 19:43:10.000000,2021-10-19 19:25:33.000000,260.0,209.0,226.0,4572.0,2020-07-24 18:17:05.000000,2.1.2,52.0,68.0,26,True,706.0,conda-forge/pendulum,pendulum,,7522.0,1080.0,,https://pypi.org/project/pendulum,2020-07-24 18:16:40.000000,1080.0,,https://anaconda.org/conda-forge/pendulum,2020-11-08 21:57:25.850000,391160.0,3.0,,,,,,,,,,
162,asciimatics,peterbrittain/asciimatics,"A cross platform package to do curses-like operations, plus higher level APIs and widgets to create text UIs and ASCII..",,cli-helpers,https://github.com/peterbrittain/asciimatics,https://github.com/peterbrittain/asciimatics,Apache-2.0,2015-04-15 20:18:41.000000,2021-09-26 17:09:35.000000,2021-09-26 17:09:08.000000,209.0,20.0,242.0,2821.0,2021-04-05 16:37:38.000000,1.13.0,22.0,37.0,26,True,1029.0,conda-forge/asciimatics,asciimatics,,11589.0,660.0,544.0,https://pypi.org/project/asciimatics,2021-04-05 16:32:43.000000,116.0,9732.0,https://anaconda.org/conda-forge/asciimatics,2021-04-09 05:27:34.166000,78012.0,3.0,,,,,,,,,,
163,flexx,flexxui/flexx,Write desktop and web apps in pure Python.,,gui-dev,https://github.com/flexxui/flexx,https://github.com/flexxui/flexx,BSD-2-Clause,2014-09-03 08:38:00.000000,2021-09-16 19:11:47.303000,2021-09-16 11:35:28.000000,251.0,79.0,344.0,2778.0,2021-08-30 21:35:18.000000,0.8.2,16.0,37.0,26,True,1934.0,conda-forge/flexx,flexx,,2650.0,130.0,94.0,https://pypi.org/project/flexx,2021-09-16 11:36:30.000000,36.0,1332.0,https://anaconda.org/conda-forge/flexx,2021-09-16 19:11:47.303000,83071.0,3.0,,,,,,,,,,
164,funcy,Suor/funcy,A fancy and practical functional tools.,,utilities,https://github.com/Suor/funcy,https://github.com/Suor/funcy,BSD-3-Clause,2012-10-13 00:44:57.000000,2021-10-14 06:28:12.000000,2021-10-14 06:28:11.000000,118.0,4.0,62.0,2658.0,2018-06-30 04:16:20.000000,1.10.3,48.0,28.0,26,True,943.0,conda-forge/funcy,funcy,,2702.0,4549.0,3687.0,https://pypi.org/project/funcy,2021-05-10 07:17:44.000000,862.0,,https://anaconda.org/conda-forge/funcy,2021-05-10 11:02:01.155000,154048.0,3.0,,,,,,,,,,
165,orjson,ijl/orjson,"Fast, correct Python JSON library supporting dataclasses, datetimes, and numpy.",,serialization,https://github.com/ijl/orjson,https://github.com/ijl/orjson,Apache-2.0,2018-11-21 23:43:14.000000,2021-10-02 17:05:09.835000,2021-10-01 22:00:25.000000,88.0,21.0,161.0,2441.0,2021-10-01 22:21:12.000000,3.6.4,73.0,13.0,26,True,432.0,conda-forge/orjson,orjson,,12461.0,3639.0,3611.0,https://pypi.org/project/orjson,2021-10-01 22:21:12.000000,28.0,,https://anaconda.org/conda-forge/orjson,2021-10-02 17:05:09.835000,224301.0,3.0,,,,,,,,,,
166,Dynaconf,rochacbruno/dynaconf,Configuration Management for Python.,,configuration,https://github.com/rochacbruno/dynaconf,https://github.com/rochacbruno/dynaconf,MIT,2015-08-14 21:25:22.000000,2021-10-18 20:40:45.000000,2021-10-18 16:23:02.000000,185.0,82.0,233.0,1983.0,2021-09-09 20:04:05.000000,3.1.7,76.0,74.0,26,True,569.0,conda-forge/dynaconf,dynaconf,,243.0,1870.0,1778.0,https://pypi.org/project/dynaconf,2021-09-09 20:03:56.000000,92.0,,https://anaconda.org/conda-forge/dynaconf,2021-09-13 09:10:11.640000,2916.0,2.0,,,,,,,,,,
167,returns,dry-python/returns,"Make your functions return something meaningful, typed, and safe!.",,utilities,https://github.com/dry-python/returns,https://github.com/dry-python/returns,BSD-2-Clause,2019-01-26 13:08:38.000000,2021-10-20 16:44:20.000000,2021-10-20 16:44:19.000000,82.0,55.0,314.0,1933.0,2021-10-05 07:48:00.000000,0.17.0,19.0,35.0,26,True,1244.0,,returns,,28492.0,105.0,103.0,https://pypi.org/project/returns,2021-10-05 07:47:04.000000,2.0,28492.0,,,,3.0,,,,,,,,,,
168,python-decouple,henriquebastos/python-decouple,Strict separation of config from code.,,configuration,https://github.com/henriquebastos/python-decouple,https://github.com/henriquebastos/python-decouple,MIT,2014-02-25 04:16:08.000000,2021-09-30 20:49:23.000000,2021-09-30 20:45:28.000000,144.0,8.0,65.0,1913.0,2021-09-30 20:51:47.000000,3.5,9.0,27.0,26,True,166.0,conda-forge/python-decouple,python-decouple,2.0,612.0,55041.0,49017.0,https://pypi.org/project/python-decouple,2021-09-30 20:45:49.000000,6024.0,,https://anaconda.org/conda-forge/python-decouple,2021-01-05 16:16:35.790000,30025.0,2.0,,,,,,,,,,
169,mongo-connector,yougov/mongo-connector,MongoDB data stream pipeline tools by YouGov (adopted from MongoDB).,,db-clients,https://github.com/yougov/mongo-connector,https://github.com/yougov/mongo-connector,Apache-2.0,2012-08-09 23:39:36.000000,2021-09-05 21:01:26.000000,2018-12-05 18:23:06.000000,463.0,242.0,505.0,1820.0,2018-12-05 19:18:21.000000,3.1.1,51.0,62.0,26,False,1112.0,,mongo-connector,,10840.0,172.0,110.0,https://pypi.org/project/mongo-connector,2018-12-05 19:18:21.000000,62.0,10840.0,,,,3.0,,,,,,,,,,
170,pyfilesystem2,pyfilesystem/pyfilesystem2,Python's Filesystem abstraction layer.,,file-path-utils,https://github.com/PyFilesystem/pyfilesystem2,https://github.com/PyFilesystem/pyfilesystem2,MIT,2016-10-14 15:05:27.000000,2021-10-11 12:00:42.000000,2021-10-11 12:00:42.000000,146.0,58.0,249.0,1509.0,2021-03-27 17:23:04.000000,2.4.13,83.0,41.0,26,True,676.0,,fs,,437999.0,796.0,,https://pypi.org/project/fs,2021-03-27 17:20:59.000000,796.0,437999.0,,,,3.0,,,,,,,,,,
171,gdown,wkentaro/gdown,Download a large file from Google Drive (curl/wget fails because of the security notice).,,data-loading,https://github.com/wkentaro/gdown,https://github.com/wkentaro/gdown,MIT,2015-10-17 03:01:23.000000,2021-10-21 10:57:07.276000,2021-10-20 00:32:03.000000,133.0,4.0,59.0,1418.0,2021-10-20 00:32:16.000000,4.2.0,64.0,13.0,26,True,,conda-forge/gdown,gdown,,241346.0,5209.0,5157.0,https://pypi.org/project/gdown,2021-10-20 00:32:16.000000,52.0,239887.0,https://anaconda.org/conda-forge/gdown,2021-10-21 10:57:07.276000,36498.0,3.0,,,,,,,,,,
172,deepdiff,seperman/deepdiff,Deep Difference and search of any Python object/data.,,inspect,https://github.com/seperman/deepdiff,https://github.com/seperman/deepdiff,MIT,2014-09-26 03:21:47.000000,2021-10-13 18:45:37.000000,2021-10-13 18:45:28.000000,148.0,33.0,136.0,1141.0,2021-10-13 06:47:24.000000,5.6.0,61.0,57.0,26,True,844.0,conda-forge/deepdiff,deepdiff,,1267.0,3245.0,2429.0,https://pypi.org/project/deepdiff,2021-10-13 05:59:18.000000,816.0,,https://anaconda.org/conda-forge/deepdiff,2021-04-29 23:02:26.418000,60846.0,1.0,,,,,,,,,,
173,bidict,jab/bidict,The bidirectional mapping library for Python.,,data-structures,https://github.com/jab/bidict,https://github.com/jab/bidict,MPL-2.0,2014-09-23 14:00:27.000000,2021-10-13 22:32:05.000000,2021-10-13 22:32:05.000000,44.0,2.0,43.0,922.0,2021-09-05 16:56:23.000000,0.21.3,38.0,11.0,26,True,,conda-forge/bidict,bidict,,545783.0,5193.0,4629.0,https://pypi.org/project/bidict,2021-09-05 15:33:10.000000,564.0,544102.0,https://anaconda.org/conda-forge/bidict,2021-09-05 18:11:04.926000,102544.0,2.0,,,,,,,,,,
174,omegaconf,omry/omegaconf,Flexible Python configuration system. The last one you will ever need.,,configuration,https://github.com/omry/omegaconf,https://github.com/omry/omegaconf,BSD-3-Clause,2018-09-03 14:59:01.000000,2021-10-20 12:54:17.000000,2021-10-20 12:54:16.000000,54.0,42.0,357.0,900.0,2021-08-19 19:57:14.000000,2.1.1,130.0,22.0,26,True,894.0,conda-forge/omegaconf,omegaconf,,18250.0,2062.0,2054.0,https://pypi.org/project/omegaconf,2021-08-19 19:57:14.000000,8.0,,https://anaconda.org/conda-forge/omegaconf,2021-08-23 02:38:39.316000,383253.0,2.0,,,,,,,,,,
175,pyahocorasick,WojciechMula/pyahocorasick,Python module (C extension and plain python) implementing Aho-Corasick algorithm.,,text,https://github.com/WojciechMula/pyahocorasick,https://github.com/WojciechMula/pyahocorasick,BSD-3-Clause,2013-05-30 19:55:46.000000,2021-10-18 13:25:09.000000,2021-03-27 17:10:43.000000,94.0,36.0,71.0,646.0,2021-03-27 18:19:12.000000,1.4.2,24.0,21.0,26,True,412.0,conda-forge/pyahocorasick,pyahocorasick,,237029.0,880.0,776.0,https://pypi.org/project/pyahocorasick,2021-03-27 18:19:12.000000,104.0,234117.0,https://anaconda.org/conda-forge/pyahocorasick,2020-10-13 12:20:05.350000,133987.0,3.0,,,,,,,,,,
176,Intake,intake/intake,"Intake is a lightweight package for finding, investigating, loading and disseminating data.",,data-loading,https://github.com/intake/intake,https://github.com/intake/intake,BSD-2-Clause,2017-08-14 20:44:22.000000,2021-10-11 21:27:08.665000,2021-10-08 14:34:28.000000,106.0,80.0,209.0,632.0,2021-10-11 18:33:08.000000,0.6.4,23.0,65.0,26,True,1729.0,conda-forge/intake,intake,,15882.0,383.0,309.0,https://pypi.org/project/intake,2021-10-11 18:33:08.000000,74.0,12788.0,https://anaconda.org/conda-forge/intake,2021-10-11 21:27:08.665000,108310.0,3.0,,,,,,,,,,
177,janus,aio-libs/janus,Thread-safe asyncio-aware queue for Python.,,data-structures,https://github.com/aio-libs/janus,https://github.com/aio-libs/janus,Apache-2.0,2015-06-08 15:45:28.000000,2021-10-08 23:32:13.000000,2021-08-02 05:22:58.000000,31.0,8.0,26.0,542.0,2020-10-26 15:24:56.000000,0.6.1,15.0,21.0,26,True,480.0,conda-forge/janus,janus,,157451.0,2615.0,2523.0,https://pypi.org/project/janus,2020-10-26 15:24:56.000000,92.0,157186.0,https://anaconda.org/conda-forge/janus,2020-11-02 16:39:38.828000,7442.0,2.0,,,,,,,,,,
178,dataclasses,ericvsmith/dataclasses,A backport of the dataclasses module for Python 3.6.,,compatibility,https://github.com/ericvsmith/dataclasses,https://github.com/ericvsmith/dataclasses,Apache-2.0,2017-05-19 20:46:27.000000,2021-10-20 18:41:20.000000,2020-11-13 14:26:05.000000,41.0,10.0,112.0,512.0,,,8.0,11.0,26,True,287.0,conda-forge/dataclasses,dataclasses,,74773.0,23184.0,22230.0,https://pypi.org/project/dataclasses,2020-11-13 14:40:29.000000,954.0,,https://anaconda.org/conda-forge/dataclasses,2021-08-14 16:30:22.806000,3065693.0,3.0,,,,,,,,,,
179,minio,minio/minio-py,MinIO Client SDK for Python.,,db-clients,https://github.com/minio/minio-py,https://github.com/minio/minio-py,Apache-2.0,2015-06-17 03:51:15.000000,2021-10-19 07:50:51.000000,2021-10-08 19:43:55.000000,203.0,3.0,428.0,454.0,2021-10-08 20:56:54.000000,7.1.1,90.0,96.0,26,True,1048.0,conda-forge/minio,minio,,1687.0,2243.0,1899.0,https://pypi.org/project/minio,2021-10-08 19:43:49.000000,344.0,,https://anaconda.org/conda-forge/minio,2021-10-08 22:41:43.015000,47262.0,3.0,,,,,,,,,,
180,python-rapidjson,python-rapidjson/python-rapidjson,Python wrapper around rapidjson.,,serialization,https://github.com/python-rapidjson/python-rapidjson,https://github.com/python-rapidjson/python-rapidjson,MIT,2015-09-09 04:02:42.000000,2021-10-16 11:48:55.142000,2021-10-16 09:39:19.000000,36.0,10.0,88.0,430.0,2020-11-16 12:53:09.000000,0.9.4,53.0,18.0,26,True,643.0,conda-forge/python-rapidjson,python-rapidjson,,741394.0,2008.0,1716.0,https://pypi.org/project/python-rapidjson,2021-10-16 08:51:56.000000,292.0,729455.0,https://anaconda.org/conda-forge/python-rapidjson,2021-10-16 11:48:55.142000,680552.0,3.0,,,,,,,,,,
181,pyscreenshot,ponty/pyscreenshot,"Python screenshot library, replacement for the Pillow ImageGrab module on Linux.",,others,https://github.com/ponty/pyscreenshot,https://github.com/ponty/pyscreenshot,BSD-2-Clause,2011-02-01 13:02:51.000000,2021-10-13 11:58:37.000000,2021-04-18 09:41:46.000000,79.0,5.0,61.0,417.0,2018-12-21 10:20:02.000000,0.5.1,22.0,23.0,26,True,572.0,,pyscreenshot,,204952.0,1716.0,1292.0,https://pypi.org/project/pyscreenshot,2021-04-18 19:30:22.000000,424.0,204952.0,,,,3.0,,,,,,,,,,
182,pandas-gbq,pydata/pandas-gbq,Pandas Google BigQuery.,,db-clients,https://github.com/googleapis/python-bigquery-pandas,https://github.com/googleapis/python-bigquery-pandas,BSD-3-Clause,2017-02-08 13:07:19.000000,2021-10-12 20:44:42.000000,2021-10-12 20:44:42.000000,97.0,54.0,165.0,274.0,2021-03-30 16:56:11.000000,0.15.0,27.0,33.0,26,True,,conda-forge/pandas-gbq,pandas-gbq,251.0,15288161.0,3375.0,2943.0,https://pypi.org/project/pandas-gbq,2021-03-30 16:55:56.000000,432.0,15270464.0,https://anaconda.org/conda-forge/pandas-gbq,2021-04-28 19:44:29.231000,973073.0,3.0,,,googleapis/python-bigquery-pandas,,,,,,,
183,cloudant,cloudant/python-cloudant,A Python library for Cloudant and CouchDB.,,db-clients,https://github.com/cloudant/python-cloudant,https://github.com/cloudant/python-cloudant,Apache-2.0,2015-08-28 16:22:49.000000,2021-08-26 14:15:46.968000,2021-08-26 11:17:13.000000,49.0,2.0,247.0,166.0,2021-08-26 11:18:59.000000,2.15.0,47.0,29.0,26,True,824.0,conda-forge/cloudant,cloudant,,52817.0,2074.0,1540.0,https://pypi.org/project/cloudant,2021-08-26 11:14:04.000000,534.0,51413.0,https://anaconda.org/conda-forge/cloudant,2021-08-26 14:15:46.968000,85700.0,3.0,,,,,,,,,,
184,tzlocal,regebro/tzlocal,A Python module that tries to figure out what your local timezone is.,,date-time-utils,https://github.com/regebro/tzlocal,https://github.com/regebro/tzlocal,MIT,2012-09-11 12:34:21.000000,2021-10-19 21:26:18.810000,2021-10-19 18:04:23.000000,49.0,,63.0,141.0,2021-10-19 18:04:15.000000,4.0.1,34.0,25.0,26,True,250.0,conda-forge/tzlocal,tzlocal,,10830.0,6016.0,,https://pypi.org/project/tzlocal,2021-10-19 18:04:15.000000,6016.0,,https://anaconda.org/conda-forge/tzlocal,2021-10-19 21:26:18.810000,693132.0,3.0,,,,,,,,,,
185,cpython,python/cpython,The Python programming language.,,python-implementations,https://github.com/python/cpython,https://github.com/python/cpython,MIT,2017-02-10 19:23:51.000000,2021-10-21 14:38:54.000000,2021-10-21 13:38:36.000000,20339.0,1419.0,,40827.0,2020-07-22 03:00:52.000000,0.0.6,6.0,1840.0,25,True,,,cpython,,9471.0,,,https://pypi.org/project/cpython,2020-07-22 03:00:52.000000,,9471.0,,,,1.0,,,,,,,,,,
186,Typer,tiangolo/typer,"Typer, build great CLIs. Easy to code. Based on Python type hints.",,cli-helpers,https://github.com/tiangolo/typer,https://github.com/tiangolo/typer,MIT,2019-12-24 12:24:11.000000,2021-10-08 12:38:49.000000,2021-08-30 09:02:44.000000,244.0,149.0,94.0,6453.0,2021-08-30 08:58:56.000000,0.4.0,19.0,9.0,25,True,277.0,,typer,,3284207.0,0.0,,https://pypi.org/project/typer,2021-08-30 08:58:56.000000,0.0,3284207.0,,,,3.0,,,,,,,,,,
187,tortoise-orm,tortoise/tortoise-orm,"Familiar asyncio ORM for python, built with relations in mind.",,db-clients,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10.000000,2021-10-19 15:02:47.000000,2021-10-19 15:02:47.000000,220.0,251.0,372.0,2439.0,2021-10-06 15:41:43.000000,0.17.8,143.0,88.0,25,True,1027.0,,tortoise-orm,9.0,47827.0,18.0,,https://pypi.org/project/tortoise-orm,2021-10-06 15:41:43.000000,18.0,47827.0,,,,3.0,,,,,,,,,,
188,pyscaffold,pyscaffold/pyscaffold,Python project template generator with batteries included.,,others,https://github.com/pyscaffold/pyscaffold,https://github.com/pyscaffold/pyscaffold,MIT,2014-04-02 07:01:57.000000,2021-10-19 10:45:48.000000,2021-10-19 10:45:46.000000,128.0,7.0,234.0,1233.0,2021-10-18 12:14:39.000000,4.1.1,168.0,43.0,25,True,2006.0,conda-forge/pyscaffold,pyscaffold,,1926.0,74.0,,https://pypi.org/project/pyscaffold,2021-10-18 12:14:39.000000,74.0,,https://anaconda.org/conda-forge/pyscaffold,2021-10-18 17:56:13.513000,127168.0,3.0,,,,,,,,,,
189,argcomplete,kislyuk/argcomplete,"Python and tab completion, better together.",,cli-helpers,https://github.com/kislyuk/argcomplete,https://github.com/kislyuk/argcomplete,Apache-2.0,2012-11-19 15:37:34.000000,2021-08-01 23:42:17.000000,2021-05-12 23:13:46.000000,98.0,39.0,149.0,990.0,2021-04-19 15:48:18.000000,1.12.3,100.0,54.0,25,True,596.0,conda-forge/argcomplete,argcomplete,148.0,6055.0,15049.0,12225.0,https://pypi.org/project/argcomplete,2021-04-19 15:48:18.000000,2824.0,,https://anaconda.org/conda-forge/argcomplete,2021-04-22 22:01:32.082000,338986.0,3.0,,,,,,,,,,
190,cleo,sdispater/cleo,Cleo allows you to create beautiful and testable command-line interfaces.,,cli-helpers,https://github.com/sdispater/cleo,https://github.com/sdispater/cleo,MIT,2013-12-16 16:01:42.000000,2021-10-07 05:13:04.000000,2021-07-30 15:16:20.000000,45.0,41.0,27.0,763.0,2021-07-30 15:03:51.000000,1.0.0a4,28.0,6.0,25,True,295.0,conda-forge/cleo,cleo,,3547873.0,152.0,,https://pypi.org/project/cleo,2021-07-30 15:03:48.000000,152.0,3546364.0,https://anaconda.org/conda-forge/cleo,2020-10-09 18:06:01.698000,57360.0,3.0,,,,,,,,,,
191,keyring,jaraco/keyring,Store and access your passwords safely.,,cryptography,https://github.com/jaraco/keyring,https://github.com/jaraco/keyring,MIT,2015-02-24 14:10:21.000000,2021-10-12 10:42:09.000000,2021-09-12 17:12:01.000000,107.0,32.0,382.0,743.0,2021-09-12 17:16:43.000000,23.2.1,167.0,97.0,25,True,,conda-forge/keyring,keyring,,19224.0,5932.0,,https://pypi.org/project/keyring,2021-09-12 17:16:33.000000,5932.0,,https://anaconda.org/conda-forge/keyring,2021-09-12 21:26:30.138000,1249619.0,3.0,,,,,,,,,,
192,aiocache,aio-libs/aiocache,"Asyncio cache manager for redis, memcached and memory.",,caching,https://github.com/aio-libs/aiocache,https://github.com/aio-libs/aiocache,BSD-3-Clause,2016-09-30 09:25:51.000000,2021-09-22 10:11:10.000000,2020-12-04 20:46:52.000000,89.0,45.0,204.0,587.0,2020-10-14 10:18:49.000000,0.11.1,40.0,29.0,25,True,442.0,,aiocache,,83024.0,693.0,569.0,https://pypi.org/project/aiocache,2019-07-31 05:46:03.000000,124.0,83024.0,,,,3.0,,,,,,,,,,
