,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,trending,updated_github_id,conda_dependent_project_count,labels,new_addition,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
0,best-of-ml-python - Computer Vision,ml-tooling/best-of-ml-python,Collection of computer vision and image processing libraries.,True,computer-vision,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2022-04-20 21:20:27.000,2022-04-20 21:20:27,212.0,10.0,853,234.0,108.0,5.0,21.0,6511,2022-04-20 21:20:34.000,2022.04.14,41.0,21.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web UI,ml-tooling/best-of-web-python,Collection of libraries to implement web-based UIs.,True,gui-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-04-20 21:14:31.000,2022-04-20 21:14:30,118.0,10.0,107,46.0,80.0,4.0,2.0,1488,2022-04-20 21:14:37.000,2022.04.14,35.0,8.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python-dev,ml-tooling/best-of-python-dev,A ranked list of awesome python developer tools and libraries. Updated weekly.,True,dev-utils,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24.000,2022-04-20 21:18:44.000,2022-04-20 21:18:44,111.0,18.0,26,16.0,77.0,1.0,5.0,451,2022-04-20 21:18:49.000,2022.04.14,33.0,4.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-web-python,ml-tooling/best-of-web-python,A ranked list of awesome python libraries for web development. Updated weekly.,True,web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-04-20 21:14:31.000,2022-04-20 21:14:30,118.0,10.0,107,46.0,80.0,4.0,2.0,1488,2022-04-20 21:14:37.000,2022.04.14,35.0,8.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-ml-python,ml-tooling/best-of-ml-python,A ranked list of awesome machine learning Python libraries. Updated weekly.,True,machine-learning,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2022-04-20 21:20:27.000,2022-04-20 21:20:27,212.0,10.0,853,234.0,108.0,5.0,21.0,6511,2022-04-20 21:20:34.000,2022.04.14,41.0,21.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,python-patterns,faif/python-patterns,Collection of design patterns/idioms in Python.,True,algorithms,https://github.com/faif/python-patterns,https://github.com/faif/python-patterns,,2012-06-06 21:02:35.000,2022-02-19 17:46:59.000,2022-02-19 17:46:58,806.0,6.0,6007,1665.0,310.0,12.0,65.0,31221,,,,121.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,best-of-ml-python - NLP,ml-tooling/best-of-ml-python,Collection of text processing and NLP libraries.,True,text,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python#text-data--nlp,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2022-04-20 21:20:27.000,2022-04-20 21:20:27,212.0,10.0,853,234.0,108.0,5.0,21.0,6511,2022-04-20 21:20:34.000,2022.04.14,41.0,21.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,protobuf,protocolbuffers/protobuf,Protocol Buffers - Googles data interchange format.,,serialization,https://github.com/protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,BSD-3-Clause,2014-08-26 15:52:15.000,2022-04-21 01:38:43.000,2022-04-21 01:38:43,9287.0,316.0,13967,2087.0,4799.0,988.0,4018.0,54056,2022-04-01 18:21:33.000,3.20.0,104.0,954.0,49,True,protobuf,conda-forge/protobuf,google-protobuf,35162558.0,82097195.0,230955.0,213968.0,https://pypi.org/project/protobuf,2022-04-06 20:29:34.000,14362.0,77479326.0,https://anaconda.org/conda-forge/protobuf,2022-04-10 07:00:02.155,7914896.0,https://www.npmjs.com/package/google-protobuf,2022-04-06 20:51:33.295,2625.0,4128710.0,1.0,,,,,,,,,,,,
8,ansible,ansible/ansible,Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and..,,infrastructure,https://github.com/ansible/ansible,https://github.com/ansible/ansible,GPL-3.0,2012-03-06 14:58:02.000,2022-04-21 13:24:59.000,2022-04-21 13:24:59,52556.0,294.0,21799,1978.0,47040.0,1210.0,29503.0,52868,2022-04-05 19:33:23.000,5.6.0,293.0,6547.0,48,True,ansible,conda-forge/ansible,,,5169691.0,25290.0,21231.0,https://pypi.org/project/ansible,2022-04-13 13:31:02.000,4059.0,5159794.0,https://anaconda.org/conda-forge/ansible,2022-04-06 09:32:30.645,554248.0,,,,,1.0,,,,,,,,,,,,
9,click,pallets/click,Python composable command line interface toolkit.,,cli-helpers,https://github.com/pallets/click,https://github.com/pallets/click,BSD-3-Clause,2014-04-24 09:52:19.000,2022-04-14 23:28:14.000,2022-04-01 19:39:56,2168.0,93.0,1240,181.0,921.0,56.0,1272.0,12331,2022-03-31 20:55:12.000,8.1.2,48.0,331.0,46,True,click,conda-forge/click,,,116312628.0,854931.0,785794.0,https://pypi.org/project/click,2022-03-31 20:52:50.000,69137.0,116113960.0,https://anaconda.org/conda-forge/click,2022-04-01 06:33:58.687,13708104.0,,,,,1.0,,,,,,,,,,,,
10,boto3,boto/boto3,AWS SDK for Python.,,db-clients,https://github.com/boto/boto3,https://github.com/boto/boto3,Apache-2.0,2014-10-03 21:38:03.000,2022-04-21 01:40:58.850,2022-04-20 18:10:51,4304.0,197.0,1506,244.0,613.0,278.0,2411.0,7184,2022-04-19 19:06:52.000,1.21.43,1035.0,132.0,45,True,boto3,conda-forge/boto3,,,259763029.0,186617.0,170627.0,https://pypi.org/project/boto3,2022-04-20 19:07:21.000,15990.0,259620810.0,https://anaconda.org/conda-forge/boto3,2022-04-21 01:40:58.850,9244255.0,,,,,1.0,,,,,,,,,,,,
11,awscli,aws/aws-cli,Universal Command Line Interface for Amazon Web Services.,,infrastructure,https://github.com/aws/aws-cli,https://github.com/aws/aws-cli,Apache-2.0,2012-11-20 16:07:36.000,2022-04-21 13:33:15.051,2022-04-20 18:10:42,10127.0,231.0,3173,574.0,2917.0,609.0,3430.0,12272,2022-04-19 19:06:44.000,1.22.98,1447.0,369.0,44,True,awscli,conda-forge/awscli,,830.0,137556767.0,2994.0,1.0,https://pypi.org/project/awscli,2022-04-20 19:07:12.000,2993.0,137396189.0,https://anaconda.org/conda-forge/awscli,2022-04-21 13:33:15.051,11078504.0,,,,,1.0,,,,,,,,,,,,
12,SQLAlchemy,sqlalchemy/sqlalchemy,The Database Toolkit for Python.,,db-clients,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2017-01-02 21:50:52.207,2022-04-21 13:02:33.000,2022-04-20 20:31:38,15036.0,241.0,851,86.0,454.0,216.0,6387.0,5255,2022-04-06 15:33:56.000,rel_1_4_35,247.0,537.0,44,True,SQLAlchemy,conda-forge/sqlalchemy,,37404.0,47714815.0,423953.0,378723.0,https://pypi.org/project/SQLAlchemy,2022-04-06 15:33:47.000,45230.0,47601564.0,https://anaconda.org/conda-forge/sqlalchemy,2022-04-12 08:33:59.545,7058875.0,,,,,1.0,,,,,,,,,,,,
13,botocore,boto/botocore,"The low-level, core functionality of boto 3.",,infrastructure,https://github.com/boto/botocore,https://github.com/boto/botocore,Apache-2.0,2012-11-13 13:25:36.000,2022-04-20 23:47:53.696,2022-04-20 18:10:33,8710.0,247.0,900,66.0,1775.0,149.0,778.0,1118,2022-04-20 19:07:03.000,1.24.44,1432.0,174.0,44,True,botocore,conda-forge/botocore,,,207359782.0,135893.0,127850.0,https://pypi.org/project/botocore,2022-04-20 19:07:03.000,8043.0,207176906.0,https://anaconda.org/conda-forge/botocore,2022-04-20 23:47:53.696,12618503.0,,,,,1.0,,,,,,,,,,,,
14,rich,Textualize/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,,cli-helpers,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2022-04-21 09:23:13.000,2022-04-21 09:23:11,3080.0,429.0,1186,522.0,678.0,51.0,738.0,36630,2022-04-05 11:58:55.000,12.2.0,159.0,164.0,43,True,rich,conda-forge/rich,,,6238029.0,17308.0,15603.0,https://pypi.org/project/rich,2022-04-05 11:57:27.000,1705.0,6200041.0,https://anaconda.org/conda-forge/rich,2022-04-06 00:15:53.122,797757.0,,,,,1.0,1.0,,,,,,,,,,,
15,redis,redis/redis-py,Redis Python Client.,,db-clients,https://github.com/redis/redis-py,https://github.com/redis/redis-py,MIT,2009-11-06 10:22:26.000,2022-04-21 13:22:58.000,2022-04-18 08:35:59,1919.0,116.0,2135,336.0,996.0,125.0,1012.0,10208,2022-04-04 11:49:51.000,4.2.2,87.0,316.0,43,True,redis,conda-forge/redis-py,,,23388772.0,168146.0,141416.0,https://pypi.org/project/redis,2022-04-04 11:49:51.000,26730.0,23379014.0,https://anaconda.org/conda-forge/redis-py,2022-04-11 12:51:09.749,673340.0,,,,,1.0,,,,,,,,,,,,
16,cryptography,pyca/cryptography,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,,cryptography,https://github.com/pyca/cryptography,https://github.com/pyca/cryptography,BSD-3-Clause,2013-08-07 02:23:38.000,2022-04-21 00:33:11.000,2022-04-21 00:32:46,9006.0,163.0,1000,117.0,5143.0,62.0,1904.0,4713,2022-03-15 22:21:51.000,36.0.2,97.0,257.0,43,True,cryptography,conda-forge/cryptography,,,105022974.0,282168.0,262293.0,https://pypi.org/project/cryptography,2022-03-15 22:21:51.000,19875.0,104667667.0,https://anaconda.org/conda-forge/cryptography,2022-04-04 02:27:09.285,20607846.0,,,,,1.0,,,,,,,,,,,,
17,docker-compose,docker/compose,Define and run multi-container applications with Docker.,,infrastructure,https://github.com/docker/compose,https://github.com/docker/compose,Apache-2.0,2013-12-09 11:40:58.000,2022-04-18 19:06:59.000,2022-04-14 15:43:44,3236.0,133.0,4311,697.0,3114.0,768.0,5597.0,25558,2022-04-04 12:58:49.000,2.4.1,144.0,426.0,42,True,docker-compose,conda-forge/docker-compose,,161272514.0,4620702.0,10096.0,8878.0,https://pypi.org/project/docker-compose,2021-05-10 11:22:10.000,1218.0,1928421.0,https://anaconda.org/conda-forge/docker-compose,2022-03-22 12:59:15.812,193877.0,,,,,2.0,,,,,,,,,,,,
18,Faker,joke2k/faker,Faker is a Python package that generates fake data for you.,,data-loading,https://github.com/joke2k/faker,https://github.com/joke2k/faker,MIT,2012-11-12 23:00:09.000,2022-04-21 04:14:49.000,2022-04-20 14:20:15,2911.0,72.0,1591,216.0,1078.0,131.0,490.0,14046,2022-04-20 14:21:07.000,13.3.5,213.0,448.0,42,True,Faker,conda-forge/faker,,,5846559.0,57012.0,54160.0,https://pypi.org/project/Faker,2022-04-20 14:20:51.000,2852.0,5837503.0,https://anaconda.org/conda-forge/faker,2022-03-31 16:02:12.793,552454.0,,,,,1.0,,,,,,,,,,,,
19,azure-storage-blob,Azure/azure-sdk-for-python,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting..,,db-clients,https://github.com/Azure/azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,MIT,2012-04-24 16:46:12.000,2022-04-21 13:38:29.000,2022-04-21 05:53:24,11232.0,646.0,1740,321.0,17481.0,896.0,5860.0,2745,2022-04-19 01:30:33.000,azure-keyvault-keys_4.5.1,100.0,406.0,42,True,azure-storage-blob,conda-forge/azure-storage-blob,,,37418189.0,2433.0,1935.0,https://pypi.org/project/azure-storage-blob,2022-04-14 23:53:06.000,498.0,37409485.0,https://anaconda.org/conda-forge/azure-storage-blob,2022-03-28 23:54:21.530,391687.0,,,,,1.0,,,,,,,,,,,,
20,flatbuffers,google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library.,,serialization,https://github.com/google/flatbuffers,https://github.com/google/flatbuffers,Apache-2.0,2014-05-19 18:33:01.000,2022-04-20 16:49:36.000,2022-04-20 16:49:35,2585.0,141.0,2728,638.0,1943.0,131.0,1794.0,17758,2022-02-25 06:27:57.752,2.0.6,18.0,557.0,41,True,flatbuffers,conda-forge/flatbuffers,flatbuffers,51318.0,6647085.0,2535.0,2124.0,https://pypi.org/project/flatbuffers,2021-05-10 19:55:09.000,196.0,6377454.0,https://anaconda.org/conda-forge/flatbuffers,2022-03-04 11:26:31.560,335547.0,https://www.npmjs.com/package/flatbuffers,2022-02-25 06:27:57.752,215.0,264360.0,1.0,,,,,,,,,,,,
21,kivy,kivy/kivy,"Open source UI framework written in Python, running on Windows, Linux, macOS, Android and iOS.",,gui-dev,https://github.com/kivy/kivy,https://github.com/kivy/kivy,MIT,2010-11-03 20:27:32.000,2022-04-20 17:17:07.000,2022-04-20 17:17:06,12651.0,74.0,2866,609.0,3304.0,891.0,3687.0,14533,2022-03-06 10:55:38.000,2.1.0,40.0,563.0,41,True,kivy,conda-forge/kivy,,25648.0,66214.0,7284.0,6714.0,https://pypi.org/project/kivy,2022-03-06 08:44:02.000,570.0,60903.0,https://anaconda.org/conda-forge/kivy,2022-04-13 17:19:08.133,226231.0,,,,,1.0,,,,,,,,,,,,
22,Datasets,huggingface/datasets,"The largest hub of ready-to-use datasets for ML models with fast, easy-to-use and efficient data manipulation tools.",,data-loading,https://github.com/huggingface/datasets,https://github.com/huggingface/datasets,Apache-2.0,2020-03-26 09:23:22.000,2022-04-21 13:20:22.000,2022-04-21 13:08:51,2643.0,288.0,1621,246.0,2684.0,547.0,1021.0,13075,2022-04-14 09:33:57.000,2.1.0,46.0,399.0,41,True,datasets,conda-forge/datasets,,,978462.0,4165.0,3985.0,https://pypi.org/project/datasets,2022-04-14 09:14:46.000,180.0,977630.0,https://anaconda.org/conda-forge/datasets,2022-04-14 15:35:29.645,13323.0,,,,,1.0,,,,,,,,,,,,
23,paramiko,paramiko/paramiko,The leading native Python SSHv2 protocol library.,,infrastructure,https://github.com/paramiko/paramiko,https://github.com/paramiko/paramiko,LGPL-2.1,2009-02-02 03:41:08.000,2022-04-12 13:57:27.000,2022-03-25 22:22:19,3649.0,52.0,1801,319.0,684.0,917.0,641.0,7576,2022-03-18 21:03:29.000,2.10.3,131.0,168.0,41,True,paramiko,conda-forge/paramiko,,,27342214.0,68669.0,56116.0,https://pypi.org/project/paramiko,2022-03-18 21:03:29.000,12553.0,27316364.0,https://anaconda.org/conda-forge/paramiko,2022-03-19 07:38:56.250,1731950.0,,,,,2.0,,,,,,,,,,,,
24,Pygments,pygments/pygments,Pygments is a generic syntax highlighter written in Python.,,others,https://github.com/pygments/pygments,https://github.com/pygments/pygments,BSD-2-Clause,2016-04-12 07:50:11.354,2022-04-18 09:36:52.000,2022-04-16 06:36:49,6018.0,93.0,398,20.0,537.0,374.0,1244.0,926,2022-01-06 11:16:52.000,2.11.2,54.0,707.0,41,True,pygments,conda-forge/pygments,,,34300035.0,350955.0,314872.0,https://pypi.org/project/pygments,2022-01-06 11:16:10.000,36083.0,34141881.0,https://anaconda.org/conda-forge/pygments,2022-01-07 18:32:26.643,11387095.0,,,,,1.0,,,,,,,,,,,,
25,cpython,python/cpython,The Python programming language.,,python-implementations,https://github.com/python/cpython,https://github.com/python/cpython,MIT,2016-03-22 19:11:29.679,2022-04-21 13:08:41.000,2022-04-21 06:06:35,113053.0,1010.0,22364,1421.0,32613.0,7074.0,52042.0,44274,2020-07-22 03:00:52.000,0.0.6,11.0,1996.0,40,True,cpython,conda-forge/typing,@buckpkg/python,,27556.0,1.0,,https://pypi.org/project/cpython,2020-07-22 03:00:52.000,,15477.0,https://anaconda.org/conda-forge/typing,2021-05-01 20:36:02.905,881785.0,https://www.npmjs.com/package/@buckpkg/python,2017-08-03 05:51:22.671,1.0,,1.0,,,,,,,,,,,,
26,pulumi,pulumi/pulumi,"Pulumi - Developer-First Infrastructure as Code. Your Cloud, Your Language, Your Way.",,infrastructure,https://github.com/pulumi/pulumi,https://github.com/pulumi/pulumi,Apache-2.0,2016-10-31 21:02:47.000,2022-04-21 12:50:19.000,2022-04-21 09:29:30,6993.0,313.0,649,163.0,4352.0,1400.0,3328.0,12096,2022-04-20 15:19:00.000,3.30.0,3383.0,165.0,40,True,pulumi,,@pulumi/pulumi,17621.0,720856.0,1858.0,1379.0,https://pypi.org/project/pulumi,2022-04-21 11:37:42.000,112.0,136490.0,,,,https://www.npmjs.com/package/@pulumi/pulumi,2022-04-21 11:37:15.061,367.0,584028.0,2.0,,,,,,,,,,,,
27,pydantic,samuelcolvin/pydantic,Data parsing and validation using Python type hints.,,data-validation,https://github.com/samuelcolvin/pydantic,https://github.com/samuelcolvin/pydantic,MIT,2017-05-03 21:23:58.000,2022-04-18 01:30:57.000,2022-04-04 12:29:17,1225.0,26.0,889,88.0,1514.0,469.0,1314.0,9698,2021-12-31 15:42:38.000,1.9.0,85.0,258.0,40,True,pydantic,conda-forge/pydantic,,,21446868.0,65087.0,62528.0,https://pypi.org/project/pydantic,2021-12-31 15:42:38.000,2559.0,21401033.0,https://anaconda.org/conda-forge/pydantic,2022-04-05 02:46:58.972,1787578.0,,,,,1.0,,,,,,,,,,,,
28,peewee,coleifer/peewee,"a small, expressive orm -- supports postgresql, mysql and sqlite.",,db-clients,https://github.com/coleifer/peewee,https://github.com/coleifer/peewee,MIT,2010-10-11 20:14:11.000,2022-04-10 13:01:21.619,2022-04-06 17:42:34,4408.0,21.0,1332,201.0,434.0,1.0,2119.0,9095,2022-03-07 17:19:45.000,3.14.10,175.0,147.0,40,True,peewee,conda-forge/peewee,,,911340.0,19510.0,15910.0,https://pypi.org/project/peewee,2022-03-07 17:19:03.000,3600.0,905804.0,https://anaconda.org/conda-forge/peewee,2022-04-10 13:01:21.619,382042.0,,,,,1.0,,,,,,,,,,,,
29,google-cloud-storage,googleapis/google-cloud-python,Google Cloud Client Library for Python.,,db-clients,https://github.com/googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,Apache-2.0,2014-01-28 15:51:47.000,2022-04-19 07:04:28.000,2022-04-12 22:45:14,9097.0,8.0,1396,318.0,6938.0,27.0,3342.0,3870,2022-04-13 17:23:00.000,2.3.0,100.0,320.0,40,True,google-cloud-storage,conda-forge/google-cloud-storage,,,37943802.0,1669.0,,https://pypi.org/project/google-cloud-storage,2022-04-13 17:23:00.000,1669.0,37919984.0,https://anaconda.org/conda-forge/google-cloud-storage,2022-02-14 22:13:34.926,1381465.0,,,,,1.0,-1.0,,,,,,,,,,,
30,docker,docker/docker-py,A Python library for the Docker Engine API.,,infrastructure,https://github.com/docker/docker-py,https://github.com/docker/docker-py,Apache-2.0,2013-05-23 16:15:07.000,2022-04-20 23:45:45.000,2021-10-14 17:25:22,3217.0,,1479,188.0,1486.0,445.0,1094.0,5611,2021-10-07 22:56:32.000,5.0.3,76.0,396.0,39,True,docker,conda-forge/docker-py,,,27403357.0,39414.0,36211.0,https://pypi.org/project/docker,2021-10-07 22:54:50.000,3203.0,27374023.0,https://anaconda.org/conda-forge/docker-py,2021-12-07 17:23:18.883,2024089.0,,,,,2.0,,,,,,,,,,,,
31,attrs,python-attrs/attrs,Python Classes Without Boilerplate.,,utilities,https://github.com/python-attrs/attrs,https://github.com/python-attrs/attrs,MIT,2015-01-27 15:01:01.000,2022-04-12 13:58:41.000,2022-04-07 13:36:58,1064.0,36.0,294,55.0,412.0,91.0,449.0,4194,2021-12-29 13:21:45.000,21.4.0,24.0,122.0,39,True,attrs,conda-forge/attrs,,,104565305.0,402497.0,385918.0,https://pypi.org/project/attrs,2021-12-29 13:15:06.000,16579.0,104320768.0,https://anaconda.org/conda-forge/attrs,2021-12-29 17:41:00.692,14916817.0,,,,,1.0,,,,,,,,,,,,
32,MongoEngine,MongoEngine/mongoengine,A Python Object-Document-Mapper for working with MongoDB.,,db-clients,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20.000,2022-03-31 12:43:54.000,2022-03-21 20:50:55,3958.0,18.0,1179,132.0,1048.0,372.0,1253.0,3728,2022-03-21 20:52:37.000,0.24.1,68.0,374.0,39,True,mongoengine,conda-forge/mongoengine,,,956941.0,19911.0,16373.0,https://pypi.org/project/mongoengine,2022-03-21 20:58:30.000,3538.0,954757.0,https://anaconda.org/conda-forge/mongoengine,2022-02-21 01:25:38.536,148522.0,,,,,1.0,,,,,,,,,,,,
33,elasticsearch,elastic/elasticsearch-py,Official Elasticsearch client library for Python.,,db-clients,https://github.com/elastic/elasticsearch-py,https://github.com/elastic/elasticsearch-py,Apache-2.0,2013-05-01 22:47:39.000,2022-04-20 14:40:38.000,2022-04-13 19:39:15,1447.0,41.0,1090,371.0,1010.0,33.0,922.0,3603,2022-03-31 18:25:50.000,8.1.2,101.0,184.0,39,True,elasticsearch,conda-forge/elasticsearch,,1644.0,12471441.0,33604.0,27688.0,https://pypi.org/project/elasticsearch,2022-03-31 18:14:58.000,5916.0,12463732.0,https://anaconda.org/conda-forge/elasticsearch,2022-04-01 02:49:10.489,533311.0,,,,,1.0,,,,,,,,,,,,
34,cookiecutter,cookiecutter/cookiecutter,"A cross-platform command-line utility that creates projects from cookiecutters (project templates), e.g. Python..",,others,https://github.com/cookiecutter/cookiecutter,https://github.com/cookiecutter/cookiecutter,BSD-3-Clause,2013-07-14 18:31:22.000,2022-04-12 23:26:17.000,2022-03-18 16:09:24,2763.0,4.0,1610,243.0,946.0,244.0,509.0,16721,2021-12-15 16:52:34.314,1.2.0,32.0,265.0,38,True,cookiecutter,conda-forge/cookiecutter,,,1694156.0,13728.0,12278.0,https://pypi.org/project/cookiecutter,2021-06-14 08:02:40.000,1450.0,1690362.0,https://anaconda.org/conda-forge/cookiecutter,2022-01-31 22:49:39.837,269424.0,,,,,1.0,,,,,,,,,,,,
35,PySimpleGUI,PySimpleGUI/PySimpleGUI,PySimpleGUI is a Python package that enables Python programmers of all levels to create GUIs.,,gui-dev,https://github.com/PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,LGPL-3.0,2018-07-11 18:28:58.000,2022-04-20 17:36:17.000,2022-04-20 17:36:17,5949.0,252.0,1465,214.0,2636.0,651.0,2070.0,9825,2022-04-06 01:07:11.000,4.59.0,175.0,18.0,38,True,pysimplegui,conda-forge/pysimplegui,,,130115.0,5099.0,4880.0,https://pypi.org/project/pysimplegui,2022-04-06 01:04:13.000,219.0,128576.0,https://anaconda.org/conda-forge/pysimplegui,2022-04-16 02:17:54.901,49263.0,,,,,2.0,,,,,,,,,,,,
36,PyMySQL,PyMySQL/PyMySQL,Pure Python MySQL Client.,,db-clients,https://github.com/PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,MIT,2011-07-27 17:38:47.000,2022-04-16 05:23:53.000,2022-04-16 05:23:52,1021.0,10.0,1348,229.0,431.0,26.0,577.0,6859,2021-01-09 11:33:39.000,1.0.2,37.0,114.0,38,True,PyMySQL,conda-forge/pymysql,,,22675680.0,126663.0,116300.0,https://pypi.org/project/PyMySQL,2021-01-09 11:33:39.000,10363.0,22664979.0,https://anaconda.org/conda-forge/pymysql,2021-01-09 16:18:43.582,577870.0,,,,,2.0,1.0,,,,,,,,,,,
37,marshmallow,marshmallow-code/marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,,serialization,https://github.com/marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,MIT,2013-11-10 21:32:24.000,2022-04-19 19:18:53.000,2022-04-19 19:18:07,3047.0,12.0,597,80.0,864.0,135.0,987.0,6046,2022-03-12 18:21:02.000,3.15.0,164.0,198.0,38,True,marshmallow,conda-forge/marshmallow,,,16028177.0,54929.0,44925.0,https://pypi.org/project/marshmallow,2022-03-12 18:21:02.000,10004.0,16013275.0,https://anaconda.org/conda-forge/marshmallow,2022-03-16 09:42:07.397,998476.0,,,,,2.0,,,,,,,,,,,,
38,jsonschema,Julian/jsonschema,An implementation of the JSON Schema specification for Python.,,data-validation,https://github.com/python-jsonschema/jsonschema,https://github.com/python-jsonschema/jsonschema,MIT,2011-12-30 03:37:43.000,2022-04-15 16:29:40.000,2022-04-15 16:29:38,2108.0,9.0,498,60.0,272.0,65.0,585.0,3639,2022-01-12 12:22:06.000,4.4.0,54.0,99.0,38,True,jsonschema,conda-forge/jsonschema,,,36523286.0,231523.0,213823.0,https://pypi.org/project/jsonschema,2022-01-12 12:22:02.000,17700.0,36376276.0,https://anaconda.org/conda-forge/jsonschema,2022-01-12 15:14:44.286,10584786.0,,,,,1.0,,python-jsonschema/jsonschema,,,,,,,,,,
39,pymongo,mongodb/mongo-python-driver,PyMongo - the Python driver for MongoDB.,,db-clients,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06.000,2022-04-20 19:03:31.000,2022-04-20 19:01:26,5006.0,80.0,1049,230.0,928.0,7.0,,3574,2022-04-13 21:48:27.000,4.1.1,125.0,192.0,38,True,pymongo,conda-forge/pymongo,,,18956244.0,19450.0,,https://pypi.org/project/pymongo,2022-04-13 21:14:33.000,19450.0,18947498.0,https://anaconda.org/conda-forge/pymongo,2022-04-14 14:19:28.698,612232.0,,,,,2.0,,,,,,,,,,,,
40,xlwings,xlwings/xlwings,xlwings is a Python library that makes it easy to call Python from Excel and vice versa. It works with Excel on..,,data-loading,https://github.com/xlwings/xlwings,https://github.com/xlwings/xlwings,BSD-3-Clause,2014-03-17 13:03:20.000,2022-04-11 17:12:32.948,2022-04-11 08:46:36,2345.0,87.0,413,120.0,421.0,229.0,1249.0,2286,2022-04-11 09:36:58.000,0.27.6,123.0,57.0,38,True,xlwings,conda-forge/xlwings,,29141.0,526645.0,22867.0,22260.0,https://pypi.org/project/xlwings,2022-04-11 09:36:58.000,607.0,519154.0,https://anaconda.org/conda-forge/xlwings,2022-04-11 17:12:32.948,403982.0,,,,,1.0,,,,,,,,,,,,
41,python-dateutil,dateutil/dateutil,Useful extensions to the standard Python datetime features.,,date-time-utils,https://github.com/dateutil/dateutil,https://github.com/dateutil/dateutil,Apache-2.0,2014-11-19 18:56:16.000,2022-04-18 09:58:14.000,2022-04-18 09:58:14,1557.0,5.0,393,40.0,594.0,276.0,371.0,1795,2021-07-14 08:19:18.000,2.8.2,31.0,129.0,38,True,python-dateutil,conda-forge/python-dateutil,,34733.0,148175929.0,759457.0,694293.0,https://pypi.org/project/python-dateutil,2021-12-15 13:43:20.170,65164.0,147841023.0,https://anaconda.org/conda-forge/python-dateutil,2021-07-14 18:14:54.171,23749392.0,,,,,1.0,,,,,,,,,,,,
