,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,updated_github_id,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
88,pytz,stub42/pytz,pytz Python historical timezone library and database.,,date-time-utils,https://github.com/stub42/pytz,https://github.com/stub42/pytz,MIT,2016-05-10 07:42:31.917000,2021-03-22 08:46:40.000000,2021-03-22 08:36:34.000000,54.0,23.0,181.0,2016-07-14 08:21:41.000000,2016.6.1,101.0,16.0,16.0,31,True,589.0,conda-forge/pytz,pytz,,68469594.0,1004536.0,849600.0,https://pypi.org/project/pytz,2021-02-01 08:07:15.000000,154936.0,68205046.0,https://anaconda.org/conda-forge/pytz,2021-02-01 11:41:52.796000,16931134.0,2.0,,,,,,,,,,
89,uvloop,MagicStack/uvloop,Ultra fast asyncio event loop.,,async,https://github.com/MagicStack/uvloop,https://github.com/MagicStack/uvloop,MIT,2015-11-08 04:14:54.000000,2021-09-05 10:20:15.000000,2021-08-10 18:17:01.000000,464.0,218.0,8036.0,2021-08-10 19:41:14.000000,0.16.0,76.0,42.0,51.0,30,True,892.0,conda-forge/uvloop,uvloop,345.0,8290.0,29331.0,26881.0,https://pypi.org/project/uvloop,2021-08-10 19:41:14.000000,2450.0,,https://anaconda.org/conda-forge/uvloop,2021-08-11 12:19:52.444000,389439.0,2.0,,,,,,,,,,
90,boltons,mahmoud/boltons,"Like builtins, but boltons. 250+ constructs, recipes, and snippets which extend (and rely on nothing but) the Python..",,utilities,https://github.com/mahmoud/boltons,https://github.com/mahmoud/boltons,BSD-3-Clause,2013-02-20 06:17:12.000000,2021-05-27 13:21:17.359000,2021-05-19 17:03:44.000000,305.0,90.0,5575.0,2021-05-17 01:20:20.000000,21.0.0,49.0,72.0,41.0,30,True,1497.0,conda-forge/boltons,boltons,21.0,1029988.0,2185.0,1693.0,https://pypi.org/project/boltons,2021-05-17 01:20:20.000000,492.0,1022350.0,https://anaconda.org/conda-forge/boltons,2021-05-27 13:21:17.359000,488880.0,2.0,,,,,,,,,,
91,pendulum,sdispater/pendulum,Python datetimes made easy.,,date-time-utils,https://github.com/sdispater/pendulum,https://github.com/sdispater/pendulum,MIT,2016-06-27 23:37:53.000000,2021-08-05 18:25:36.000000,2021-02-11 15:37:00.000000,260.0,225.0,4530.0,2020-07-24 18:17:05.000000,2.1.2,52.0,66.0,209.0,30,True,697.0,conda-forge/pendulum,pendulum,,5275402.0,1080.0,,https://pypi.org/project/pendulum,2020-07-24 18:16:40.000000,1080.0,5267956.0,https://anaconda.org/conda-forge/pendulum,2020-11-08 21:57:25.850000,379775.0,2.0,,,,,,,,,,
92,tenacity,jd/tenacity,Retrying library for Python.,,utilities,https://github.com/jd/tenacity,https://github.com/jd/tenacity,Apache-2.0,2016-08-11 12:44:02.000000,2021-07-16 17:13:58.000000,2021-07-12 09:34:42.000000,172.0,125.0,3251.0,2021-07-12 09:36:20.000000,8.0.1,46.0,68.0,57.0,30,True,436.0,conda-forge/tenacity,tenacity,,20476169.0,792.0,,https://pypi.org/project/tenacity,2021-07-12 09:36:20.000000,792.0,20456767.0,https://anaconda.org/conda-forge/tenacity,2021-07-12 11:46:30.889000,1008922.0,2.0,,,,,,,,,,
93,clint,kennethreitz-archive/clint,Python Command-line Application Tools.,,cli-helpers,https://github.com/kennethreitz-archive/clint,https://github.com/kennethreitz-archive/clint,ISC,2010-10-12 02:40:00.000000,2021-07-31 05:54:17.000000,2017-09-02 04:38:47.000000,226.0,41.0,2480.0,2015-08-25 16:13:43.000000,0.5.1,17.0,64.0,32.0,30,False,372.0,conda-forge/clint,clint,98.0,492915.0,5523.0,3281.0,https://pypi.org/project/clint,2015-08-25 16:11:19.000000,2242.0,492305.0,https://anaconda.org/conda-forge/clint,2018-07-09 09:37:09.782000,39039.0,2.0,,,,,,,,,,
94,smart-open,RaRe-Technologies/smart_open,"Utils for streaming large files (S3, HDFS, gzip, bz2...).",,data-loading,https://github.com/RaRe-Technologies/smart_open,https://github.com/RaRe-Technologies/smart_open,MIT,2015-01-02 13:05:52.000000,2021-09-09 20:45:13.000000,2021-08-28 11:06:20.000000,299.0,260.0,2212.0,2021-08-28 11:06:50.000000,5.2.1,51.0,86.0,66.0,30,True,955.0,,smart-open,,12550923.0,640.0,,https://pypi.org/project/smart-open,2021-08-28 11:06:50.000000,640.0,12550923.0,,,,2.0,,,,,,,,,,
95,PynamoDB,pynamodb/PynamoDB,A pythonic interface to Amazon's DynamoDB.,,db-clients,https://github.com/pynamodb/PynamoDB,https://github.com/pynamodb/PynamoDB,MIT,2014-01-20 02:18:35.000000,2021-09-03 03:08:26.000000,2021-09-03 03:08:23.000000,362.0,273.0,1715.0,2021-06-29 15:30:38.000000,5.1.0,75.0,89.0,225.0,30,True,753.0,conda-forge/pynamodb,pynamodb,,788555.0,1033.0,797.0,https://pypi.org/project/pynamodb,2021-06-29 15:31:33.000000,236.0,783797.0,https://anaconda.org/conda-forge/pynamodb,2021-06-29 17:57:04.759000,118967.0,2.0,,,,,,,,,,
96,voluptuous,alecthomas/voluptuous,"CONTRIBUTIONS ONLY: Voluptuous, despite the name, is a Python data validation library.",,data-validation,https://github.com/alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,BSD-3-Clause,2010-07-15 09:55:10.000000,2021-08-31 10:10:44.000000,2021-08-31 10:10:44.000000,192.0,193.0,1697.0,2020-12-06 23:04:56.000000,0.12.1,43.0,87.0,40.0,30,True,443.0,conda-forge/voluptuous,voluptuous,,1226897.0,5927.0,3703.0,https://pypi.org/project/voluptuous,2020-12-06 23:04:56.000000,2224.0,1224836.0,https://anaconda.org/conda-forge/voluptuous,2020-12-30 07:03:19.353000,127801.0,2.0,,,,,,,,,,
97,wrapt,GrahamDumpleton/wrapt,"A Python module for decorators, wrappers and monkey patching.",,others,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45.000000,2021-08-17 01:53:14.000000,2021-08-09 22:39:23.000000,194.0,105.0,1542.0,2020-03-09 02:32:04.000000,1.12.1,38.0,21.0,25.0,30,True,501.0,conda-forge/wrapt,wrapt,,69485.0,21338.0,,https://pypi.org/project/wrapt,2021-08-17 01:53:14.000000,21338.0,,https://anaconda.org/conda-forge/wrapt,2021-06-29 13:12:08.358000,4238626.0,2.0,,,,,,,,,,
98,influxdb,influxdata/influxdb-python,Python client for InfluxDB.,,db-clients,https://github.com/influxdata/influxdb-python,https://github.com/influxdata/influxdb-python,MIT,2013-11-05 19:27:16.000000,2021-09-09 00:50:11.000000,2021-09-09 00:50:11.000000,494.0,374.0,1529.0,2020-11-11 21:23:41.000000,5.3.1,54.0,137.0,137.0,30,True,969.0,conda-forge/influxdb,influxdb,,1976892.0,6838.0,4728.0,https://pypi.org/project/influxdb,2020-11-11 21:23:41.000000,2110.0,1975683.0,https://anaconda.org/conda-forge/influxdb,2020-11-12 02:29:15.949000,20561.0,2.0,,,,,,,,,,
99,dill,uqfoundation/dill,serialize all of python.,,serialization,https://github.com/uqfoundation/dill,https://github.com/uqfoundation/dill,BSD-3-Clause,2013-06-28 16:42:27.000000,2021-09-02 02:30:04.000000,2021-07-13 12:04:19.000000,124.0,214.0,1480.0,2021-06-13 17:15:27.000000,dill-0.3.4,22.0,30.0,139.0,30,True,845.0,conda-forge/dill,dill,242370.0,9706464.0,4968.0,,https://pypi.org/project/dill,2021-06-13 17:11:45.000000,4968.0,9683995.0,https://anaconda.org/conda-forge/dill,2021-06-13 18:50:57.277000,1254863.0,3.0,,,,,,,,,,
100,typing,python/typing,Python static typing home. Contains the source for typing_extensions and the documentation. Also hosts a user help..,,compatibility,https://github.com/python/typing,https://github.com/python/typing,Python-2.0,2014-09-29 16:54:42.000000,2021-09-16 14:16:06.000000,2021-09-16 13:52:34.000000,161.0,473.0,1011.0,2019-06-19 22:31:20.000000,3.7.4,16.0,69.0,123.0,30,True,576.0,conda-forge/typing,typing,,7270689.0,8434.0,,https://pypi.org/project/typing,2021-05-01 18:03:55.000000,8434.0,7259353.0,https://anaconda.org/conda-forge/typing,2021-05-01 20:36:02.905000,748207.0,2.0,,,,,,,,,,
101,py4j,bartdag/py4j,Py4J enables Python programs to dynamically access arbitrary Java objects.,,others,https://github.com/bartdag/py4j,https://github.com/bartdag/py4j,BSD-3-Clause,2010-11-02 20:58:18.000000,2021-09-10 15:16:54.000000,2021-02-27 09:27:40.000000,157.0,245.0,869.0,2020-01-25 14:40:31.000000,0.10.9,26.0,29.0,129.0,30,True,744.0,conda-forge/py4j,py4j,,15519860.0,7830.0,6748.0,https://pypi.org/project/py4j,2020-09-07 15:43:56.000000,1082.0,15502410.0,https://anaconda.org/conda-forge/py4j,2020-06-10 17:37:08.340000,1064454.0,2.0,,,,,,,,,,
102,pluggy,pytest-dev/pluggy,A minimalist production ready plugin system.,,others,https://github.com/pytest-dev/pluggy,https://github.com/pytest-dev/pluggy,MIT,2015-04-28 15:32:26.000000,2021-09-13 09:04:51.148000,2021-08-26 19:46:59.000000,100.0,99.0,673.0,2021-08-25 16:25:59.000000,1.0.0,18.0,37.0,42.0,30,True,,conda-forge/pluggy,pluggy,,29146671.0,18818.0,,https://pypi.org/project/pluggy,2021-08-25 16:25:59.000000,18818.0,29011317.0,https://anaconda.org/conda-forge/pluggy,2021-09-13 09:04:51.148000,7173791.0,2.0,,,,,,,,,,
103,cached-property,pydanny/cached-property,A decorator for caching properties in classes.,,caching,https://github.com/pydanny/cached-property,https://github.com/pydanny/cached-property,BSD-3-Clause,2014-05-17 22:42:24.000000,2021-09-01 10:03:09.000000,2020-10-21 17:48:31.000000,63.0,24.0,605.0,2020-09-21 21:24:10.000000,1.5.2,17.0,23.0,35.0,30,True,219.0,conda-forge/cached-property,cached-property,,11835814.0,20705.0,18011.0,https://pypi.org/project/cached-property,2020-09-21 18:39:25.000000,2694.0,11814655.0,https://anaconda.org/conda-forge/cached-property,2021-03-08 13:20:13.927000,1142590.0,1.0,,,,,,,,,,
104,wcwidth,jquast/wcwidth,Python library that measures the width of unicode strings rendered to a terminal.,,cli-helpers,https://github.com/jquast/wcwidth,https://github.com/jquast/wcwidth,MIT,2014-04-05 09:57:11.000000,2021-08-05 19:27:11.000000,2021-08-05 14:51:22.000000,35.0,20.0,243.0,2020-06-23 16:10:28.000000,0.2.5,17.0,11.0,9.0,30,True,222.0,conda-forge/wcwidth,wcwidth,,17015085.0,234102.0,208768.0,https://pypi.org/project/wcwidth,2020-06-23 16:10:28.000000,25334.0,16909813.0,https://anaconda.org/conda-forge/wcwidth,2020-09-24 16:45:20.691000,7263832.0,2.0,,,,,,,,,,
105,pyasn1,etingof/pyasn1,Generic ASN.1 library for Python.,,serialization,https://github.com/etingof/pyasn1,https://github.com/etingof/pyasn1,BSD-2-Clause,2016-02-24 22:30:54.000000,2020-10-24 20:32:47.000000,2020-03-21 18:06:04.000000,81.0,62.0,187.0,2019-11-16 17:27:13.000000,0.4.8,34.0,16.0,43.0,30,False,970.0,conda-forge/pyasn1,pyasn1,,85715350.0,174955.0,146661.0,https://pypi.org/project/pyasn1,2019-11-16 17:27:13.000000,28294.0,85641099.0,https://anaconda.org/conda-forge/pyasn1,2019-11-17 02:42:05.143000,4529360.0,3.0,,,,,,,,,,
106,PySimpleGUI,PySimpleGUI/PySimpleGUI,PySimpleGUI is a Python package that enables Python programmers of all levels to create GUIs.,,gui-dev,https://github.com/PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,LGPL-3.0,2018-07-11 18:28:58.000000,2021-09-13 21:22:18.000000,2021-09-13 14:45:44.000000,1167.0,1714.0,7148.0,2021-08-30 19:29:23.000000,4.47.0,155.0,18.0,701.0,29,True,5285.0,conda-forge/pysimplegui,pysimplegui,,70415.0,3441.0,3359.0,https://pypi.org/project/pysimplegui,2021-08-30 19:29:23.000000,82.0,68872.0,https://anaconda.org/conda-forge/pysimplegui,2021-09-01 01:13:25.949000,38578.0,2.0,,,,,,,,,,
107,csvkit,wireservice/csvkit,"A suite of utilities for converting to and working with CSV, the king of tabular file formats.",,data-loading,https://github.com/wireservice/csvkit,https://github.com/wireservice/csvkit,MIT,2011-04-01 03:00:30.000000,2021-09-14 21:34:50.000000,2021-09-14 21:34:49.000000,554.0,771.0,4699.0,2021-07-13 21:14:14.000000,1.0.6,34.0,99.0,66.0,29,True,1756.0,conda-forge/csvkit,csvkit,,49853.0,1635.0,933.0,https://pypi.org/project/csvkit,2021-07-13 21:14:14.000000,702.0,48840.0,https://anaconda.org/conda-forge/csvkit,2021-07-13 23:18:29.990000,54740.0,2.0,,,,,,,,,,
108,dataset,pudo/dataset,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.",,db-clients,https://github.com/pudo/dataset,https://github.com/pudo/dataset,MIT,2013-04-01 14:57:55.000000,2021-08-11 18:59:22.000000,2021-08-11 18:59:22.000000,274.0,250.0,4071.0,2021-04-22 17:03:25.000000,1.5.0,51.0,75.0,14.0,29,True,683.0,,dataset,,85844.0,3100.0,2072.0,https://pypi.org/project/dataset,2021-04-22 17:03:25.000000,1028.0,85844.0,,,,2.0,,,,,,,,,,
109,transitions,pytransitions/transitions,"A lightweight, object-oriented finite state machine implementation in Python with many extensions.",,algorithms,https://github.com/pytransitions/transitions,https://github.com/pytransitions/transitions,MIT,2014-10-12 20:59:09.000000,2021-09-10 13:01:05.000000,2021-09-10 10:25:19.000000,458.0,376.0,3921.0,2021-09-02 10:51:43.000000,0.8.9,43.0,69.0,6.0,29,True,911.0,conda-forge/transitions,transitions,,197867.0,2104.0,1752.0,https://pypi.org/project/transitions,2021-09-02 10:46:28.000000,352.0,197107.0,https://anaconda.org/conda-forge/transitions,2021-09-02 13:39:48.643000,20531.0,1.0,,,,,,,,,,
110,google-cloud-bigtable,googleapis/python-bigtable,Google Cloud Bigtable API client library.,,db-clients,https://github.com/googleapis/python-bigtable,https://github.com/googleapis/python-bigtable,Apache-2.0,2019-04-29 11:11:36.651000,2021-09-15 19:02:56.000000,2021-09-15 19:02:28.000000,1375.0,92.0,3670.0,2021-07-26 18:23:10.000000,2.3.3,41.0,58.0,8.0,29,True,,conda-forge/google-cloud-bigtable,google-cloud-bigtable,,1654223.0,2054.0,1656.0,https://pypi.org/project/google-cloud-bigtable,2021-07-26 18:23:10.000000,398.0,1653083.0,https://anaconda.org/conda-forge/google-cloud-bigtable,2021-07-27 08:02:12.384000,33082.0,2.0,,,,,,,,,,
111,jsonschema,Julian/jsonschema,An(other) implementation of JSON Schema for Python.,,data-validation,https://github.com/Julian/jsonschema,https://github.com/Julian/jsonschema,MIT,2011-12-30 03:37:43.000000,2021-09-12 20:40:43.000000,2021-09-06 12:44:14.000000,476.0,528.0,3361.0,2019-11-18 12:57:08.000000,3.2.0,41.0,89.0,63.0,29,True,,conda-forge/jsonschema,jsonschema,,115789.0,201406.0,170346.0,https://pypi.org/project/jsonschema,2021-08-25 12:52:38.000000,31060.0,,https://anaconda.org/conda-forge/jsonschema,2021-03-04 00:00:40.612000,7526300.0,2.0,,,,,,,,,,
112,funcy,Suor/funcy,A fancy and practical functional tools.,,utilities,https://github.com/Suor/funcy,https://github.com/Suor/funcy,BSD-3-Clause,2012-10-13 00:44:57.000000,2021-09-06 11:17:45.000000,2021-09-06 11:17:45.000000,117.0,61.0,2628.0,2018-06-30 04:16:20.000000,1.10.3,48.0,27.0,4.0,29,True,938.0,conda-forge/funcy,funcy,,595329.0,4357.0,3495.0,https://pypi.org/project/funcy,2021-05-10 07:17:44.000000,862.0,592723.0,https://anaconda.org/conda-forge/funcy,2021-05-10 11:02:01.155000,145956.0,2.0,,,,,,,,,,
113,keyboard,boppreh/keyboard,Hook and simulate global keyboard events on Windows and Linux.,,others,https://github.com/boppreh/keyboard,https://github.com/boppreh/keyboard,MIT,2013-05-07 22:55:07.000000,2021-09-06 21:35:06.000000,2021-08-29 19:51:59.000000,297.0,163.0,2530.0,2020-03-23 21:47:05.000000,0.13.5,35.0,32.0,270.0,29,True,753.0,,keyboard,,194212.0,4660.0,4376.0,https://pypi.org/project/keyboard,2020-03-23 21:47:05.000000,284.0,194212.0,,,,3.0,,,,,,,,,,
114,Databases,encode/databases,Async database support for Python.,,db-clients,https://github.com/encode/databases,https://github.com/encode/databases,BSD-3-Clause,2019-02-01 10:55:25.000000,2021-09-15 07:53:50.982000,2021-09-13 11:23:39.000000,169.0,143.0,2437.0,2021-09-10 11:14:06.000000,0.5.2,33.0,35.0,93.0,29,True,286.0,conda-forge/databases,databases,,134438.0,2745.0,2685.0,https://pypi.org/project/databases,2021-09-10 11:14:06.000000,60.0,130726.0,https://anaconda.org/conda-forge/databases,2021-09-15 07:53:50.982000,115101.0,2.0,,,,,,,,,,
115,schema,keleshev/schema,Schema validation just got Pythonic.,,data-validation,https://github.com/keleshev/schema,https://github.com/keleshev/schema,MIT,2012-08-19 18:56:20.000000,2021-03-12 19:34:14.000000,2021-03-12 19:34:14.000000,170.0,64.0,2434.0,2021-02-01 10:52:02.000000,0.7.4,24.0,61.0,71.0,29,True,394.0,conda-forge/schema,schema,,946604.0,4127.0,3117.0,https://pypi.org/project/schema,2021-02-01 10:52:02.000000,1010.0,945351.0,https://anaconda.org/conda-forge/schema,2021-02-01 12:15:50.832000,32601.0,2.0,,,,,,,,,,
116,Dynaconf,rochacbruno/dynaconf,Configuration Management for Python.,,configuration,https://github.com/rochacbruno/dynaconf,https://github.com/rochacbruno/dynaconf,MIT,2015-08-14 21:25:22.000000,2021-09-13 09:10:11.640000,2021-09-09 20:07:50.000000,180.0,228.0,1909.0,2021-09-09 20:04:05.000000,3.1.7,76.0,71.0,78.0,29,True,560.0,conda-forge/dynaconf,dynaconf,,404751.0,1683.0,1591.0,https://pypi.org/project/dynaconf,2021-09-09 20:03:56.000000,92.0,404560.0,https://anaconda.org/conda-forge/dynaconf,2021-09-13 09:10:11.640000,2110.0,2.0,,,,,,,,,,
117,msgpack,msgpack/msgpack-python,MessagePack serializer implementation for Python msgpack.org[Python].,,serialization,https://github.com/msgpack/msgpack-python,https://github.com/msgpack/msgpack-python,Apache-2.0,2011-08-21 08:24:41.000000,2021-06-29 06:19:31.721000,2021-03-18 21:35:54.000000,190.0,231.0,1504.0,2020-12-18 08:40:31.000000,1.0.2,14.0,68.0,6.0,29,True,,conda-forge/msgpack-python,msgpack,874.0,13828200.0,52085.0,49455.0,https://pypi.org/project/msgpack,2020-12-18 08:40:31.000000,2630.0,13747715.0,https://anaconda.org/conda-forge/msgpack-python,2021-06-29 06:19:31.721000,4667043.0,3.0,,,,,,,,,,
118,humanize,jmoiron/humanize,python humanize functions.,,text,https://github.com/jmoiron/humanize,https://github.com/jmoiron/humanize,MIT,2011-10-07 23:44:01.000000,2021-08-26 10:22:43.000000,2021-08-26 10:22:43.000000,147.0,55.0,1449.0,2021-08-01 19:14:16.000000,3.11.0,31.0,53.0,23.0,29,True,435.0,conda-forge/humanize,humanize,,2119721.0,2904.0,,https://pypi.org/project/humanize,2021-08-01 19:13:26.000000,2904.0,2116825.0,https://anaconda.org/conda-forge/humanize,2021-08-01 21:05:00.876000,182456.0,2.0,,,,,,,,,,
119,PyPika,kayak/pypika,PyPika is a python SQL query builder that exposes the full richness of the SQL language using a syntax that reflects..,,db-clients,https://github.com/kayak/pypika,https://github.com/kayak/pypika,Apache-2.0,2016-07-06 14:08:50.000000,2021-09-03 12:01:30.000000,2021-09-03 12:01:30.000000,184.0,242.0,1363.0,2021-07-21 12:13:54.000000,0.48.8,212.0,89.0,83.0,29,True,1016.0,,pypika,,781337.0,840.0,802.0,https://pypi.org/project/pypika,2021-07-21 12:13:54.000000,38.0,781337.0,,,,2.0,,,,,,,,,,
120,pygsheets,nithinmurali/pygsheets,Google Sheets Python API v4.,,db-clients,https://github.com/nithinmurali/pygsheets,https://github.com/nithinmurali/pygsheets,MIT,2016-06-06 17:20:44.000000,2021-09-07 13:25:02.000000,2021-09-07 13:25:02.000000,176.0,315.0,1208.0,2021-02-05 22:34:35.000000,2.0.5,17.0,72.0,28.0,29,True,1006.0,,pygsheets,,2486541.0,877.0,773.0,https://pypi.org/project/pygsheets,2021-02-05 22:34:35.000000,104.0,2486541.0,,,,2.0,,,,,,,,,,
121,deepdiff,seperman/deepdiff,Deep Difference and search of any Python object/data.,,inspect,https://github.com/seperman/deepdiff,https://github.com/seperman/deepdiff,MIT,2014-09-26 03:21:47.000000,2021-08-20 17:09:19.000000,2021-04-30 18:45:01.000000,146.0,127.0,1120.0,2021-04-29 06:44:17.000000,5.5.0,60.0,54.0,30.0,29,True,817.0,conda-forge/deepdiff,deepdiff,,2988640.0,3136.0,2320.0,https://pypi.org/project/deepdiff,2021-04-29 06:23:22.000000,816.0,2987446.0,https://anaconda.org/conda-forge/deepdiff,2021-04-29 23:02:26.418000,56145.0,1.0,,,,,,,,,,
122,py2neo,py2neo-org/py2neo,Py2neo is a comprehensive Neo4j driver library and toolkit for Python.,,db-clients,https://github.com/py2neo-org/py2neo,https://github.com/py2neo-org/py2neo,Apache-2.0,2011-07-03 10:01:07.000000,2021-08-24 22:16:52.000000,2021-08-24 21:50:18.000000,217.0,734.0,1029.0,2021-08-24 22:16:52.000000,2021.2.0,111.0,33.0,15.0,29,True,2924.0,conda-forge/py2neo,py2neo,,126046.0,1114.0,,https://pypi.org/project/py2neo,2021-08-24 22:16:52.000000,1114.0,125282.0,https://anaconda.org/conda-forge/py2neo,2021-06-15 09:53:04.690000,39007.0,2.0,,,,,,,,,,
123,redis-py-cluster,grokzen/redis-py-cluster,Python cluster client for the official redis cluster. Redis 3.0+.,,db-clients,https://github.com/Grokzen/redis-py-cluster,https://github.com/Grokzen/redis-py-cluster,MIT,2013-05-21 06:41:34.000000,2021-09-03 02:37:29.000000,2021-06-25 08:12:31.000000,294.0,240.0,988.0,2021-05-30 09:23:19.000000,2.1.3,19.0,72.0,28.0,29,True,743.0,,redis-py-cluster,2759.0,1565096.0,1238.0,944.0,https://pypi.org/project/redis-py-cluster,2021-05-30 09:21:45.000000,294.0,1565062.0,,,,2.0,,,,,,,,,,
124,ConfigArgParse,bw2/ConfigArgParse,A drop-in replacement for argparse that allows options to also be set via config files and/or environment variables.,,cli-helpers,https://github.com/bw2/ConfigArgParse,https://github.com/bw2/ConfigArgParse,MIT,2014-06-25 00:27:02.000000,2021-09-10 08:44:53.000000,2021-08-06 19:14:12.000000,94.0,114.0,532.0,2021-08-06 19:15:07.000000,1.5.2,25.0,47.0,55.0,29,True,308.0,conda-forge/configargparse,configargparse,,1440822.0,8215.0,5869.0,https://pypi.org/project/configargparse,2021-08-06 19:15:07.000000,2346.0,1437224.0,https://anaconda.org/conda-forge/configargparse,2021-08-07 03:15:52.772000,219509.0,2.0,,,,,,,,,,
125,s3fs,dask/s3fs,S3 Filesystem.,,db-clients,https://github.com/dask/s3fs,https://github.com/dask/s3fs,BSD-3-Clause,2016-03-16 00:19:32.000000,2021-09-13 20:57:57.000000,2021-09-13 20:57:57.000000,159.0,223.0,483.0,2021-08-31 16:59:08.000000,2021.8.1,38.0,75.0,67.0,29,True,,conda-forge/s3fs,s3fs,,13794176.0,5319.0,4871.0,https://pypi.org/project/s3fs,2021-08-31 16:59:08.000000,448.0,13760178.0,https://anaconda.org/conda-forge/s3fs,2021-08-31 20:20:59.781000,2175873.0,2.0,,,,,,,,,,
126,scandir,benhoyt/scandir,"Better directory iterator and faster os.walk(), now in the Python 3.5 stdlib.",,file-path-utils,https://github.com/benhoyt/scandir,https://github.com/benhoyt/scandir,BSD-3-Clause,2013-05-13 08:14:57.000000,2021-08-25 19:27:09.000000,2021-08-25 19:27:09.000000,59.0,81.0,482.0,2019-03-09 18:00:51.000000,1.10.0,16.0,21.0,11.0,29,True,450.0,conda-forge/scandir,scandir,,3657381.0,16579.0,12431.0,https://pypi.org/project/scandir,2019-03-09 17:58:19.000000,4148.0,3638885.0,https://anaconda.org/conda-forge/scandir,2021-07-03 09:22:34.933000,1146791.0,2.0,,,,,,,,,,
127,minio,minio/minio-py,MinIO Client SDK for Python.,,db-clients,https://github.com/minio/minio-py,https://github.com/minio/minio-py,Apache-2.0,2015-06-17 03:51:15.000000,2021-09-01 16:09:15.000000,2021-09-01 16:09:15.000000,196.0,423.0,449.0,2021-07-08 06:05:23.000000,7.1.0,89.0,95.0,4.0,29,True,1042.0,conda-forge/minio,minio,,1146601.0,2158.0,1814.0,https://pypi.org/project/minio,2021-07-08 05:49:09.000000,344.0,1145031.0,https://anaconda.org/conda-forge/minio,2021-07-08 08:32:42.835000,42415.0,2.0,,,,,,,,,,
128,filelock,benediktschmitt/py-filelock,A platform independent file lock for Python.,,file-path-utils,https://github.com/benediktschmitt/py-filelock,https://github.com/benediktschmitt/py-filelock,Unlicense,2014-02-23 00:29:27.000000,2020-12-07 12:29:05.000000,2019-05-18 18:08:14.000000,51.0,37.0,327.0,2019-05-18 18:07:01.000000,3.0.12,30.0,11.0,22.0,29,False,112.0,conda-forge/filelock,filelock,,27189246.0,81442.0,77926.0,https://pypi.org/project/filelock,2019-05-18 18:07:01.000000,3516.0,27123607.0,https://anaconda.org/conda-forge/filelock,2020-05-20 17:12:04.009000,4135315.0,2.0,,,,,,,,,,
129,Send2Trash,arsenetar/send2trash,Python library to natively send files to Trash (or Recycle bin) on all platforms.,,others,https://github.com/arsenetar/send2trash,https://github.com/arsenetar/send2trash,BSD-3-Clause,2013-07-19 22:13:14.000000,2021-08-24 06:21:27.000000,2021-08-24 06:21:12.000000,31.0,24.0,181.0,2021-08-09 23:11:59.000000,1.8.0,14.0,13.0,18.0,29,True,149.0,conda-forge/send2trash,send2trash,,13335705.0,5040.0,,https://pypi.org/project/send2trash,2021-08-21 03:44:45.000000,5040.0,13256969.0,https://anaconda.org/conda-forge/send2trash,2021-08-09 12:16:59.375000,3464417.0,3.0,,,,,,,,,,
130,tink,google/tink,"Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy..",,cryptography,https://github.com/google/tink,https://github.com/google/tink,Apache-2.0,2014-06-06 16:21:09.000000,2021-09-16 14:48:03.000000,2021-08-09 16:38:29.000000,992.0,278.0,11595.0,2021-08-10 09:20:38.000000,1.6.1,20.0,91.0,103.0,28,True,3787.0,,tink,937.0,186437.0,12.0,12.0,https://pypi.org/project/tink,2021-08-10 09:20:38.000000,0.0,186418.0,,,,3.0,,,,,,,,,,
131,docopt,docopt/docopt,"Pythonic command line arguments parser, that will make you smile.",,cli-helpers,https://github.com/docopt/docopt,https://github.com/docopt/docopt,MIT,2012-04-07 17:45:14.000000,2021-06-06 22:58:00.000000,2018-08-27 18:02:16.000000,552.0,175.0,7449.0,2014-06-16 11:18:57.000000,0.6.2,11.0,31.0,251.0,28,False,447.0,conda-forge/docopt,docopt,,15907.0,75793.0,54543.0,https://pypi.org/project/docopt,2014-06-16 11:18:57.000000,21250.0,,https://anaconda.org/conda-forge/docopt,2018-07-06 22:39:53.718000,1034012.0,3.0,-4.0,,,,,,,,,
