,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,updated_github_id,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
245,pampy,santinic/pampy,Pampy: The Pattern Matching for Python you always dreamed of.,,utilities,https://github.com/santinic/pampy,https://github.com/santinic/pampy,MIT,2018-11-08 12:51:17.000000,2020-04-11 23:04:54.000000,2019-07-13 11:30:29.000000,122.0,14.0,3401.0,2019-11-07 15:54:35.000000,0.3.0,11.0,9.0,25.0,22,False,131.0,,pampy,,14331.0,202.0,186.0,https://pypi.org/project/pampy,2019-11-07 15:54:35.000000,16.0,14331.0,,,,3.0,,,,,,,,,,
246,pinject,google/pinject,A pythonic dependency injection library.,,utilities,https://github.com/google/pinject,https://github.com/google/pinject,Apache-2.0,2013-06-20 23:46:50.000000,2021-03-23 16:43:50.000000,2021-03-23 16:42:22.000000,80.0,10.0,1271.0,2020-04-10 22:23:01.000000,0.15.3,13.0,10.0,26.0,22,True,285.0,,pinject,,34907.0,100.0,74.0,https://pypi.org/project/pinject,2021-03-23 16:43:50.000000,26.0,34907.0,,,,3.0,,,,,,,,,,
247,db.py,yhat/db.py,db.py is an easier way to interact with your databases.,,db-clients,https://github.com/yhat/db.py,https://github.com/yhat/db.py,BSD-2-Clause,2014-10-26 15:36:57.000000,2021-08-02 12:32:38.000000,2017-03-31 14:41:30.000000,111.0,21.0,1214.0,2017-03-31 14:41:57.000000,0.5.3,35.0,24.0,32.0,22,False,233.0,,db.py,,867.0,52.0,,https://pypi.org/project/db.py,2017-03-31 14:41:57.000000,52.0,867.0,,,,3.0,,,,,,,,,,
248,parallel-ssh,ParallelSSH/parallel-ssh,Asynchronous parallel SSH client library.,,infrastructure,https://github.com/ParallelSSH/parallel-ssh,https://github.com/ParallelSSH/parallel-ssh,LGPL-2.1,2012-12-24 14:45:36.000000,2021-08-26 12:19:58.000000,2021-08-26 12:19:22.000000,133.0,187.0,932.0,2021-08-26 12:19:29.000000,2.6.0post1,89.0,17.0,14.0,22,False,516.0,,parallel-ssh,316.0,209251.0,147.0,119.0,https://pypi.org/project/parallel-ssh,2021-08-26 12:19:58.000000,28.0,209248.0,,,,3.0,,,,,,,,,,
249,piccolos,piccolo-orm/piccolo,"A fast, user friendly ORM and query builder which supports asyncio.",,db-clients,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26.000000,2021-09-16 14:01:34.000000,2021-09-16 14:01:34.000000,24.0,57.0,522.0,2021-09-15 17:58:07.000000,0.48.0,140.0,11.0,23.0,22,True,1268.0,,piccolo,,5442.0,30.0,26.0,https://pypi.org/project/piccolo,2021-09-15 17:58:07.000000,4.0,5442.0,,,,3.0,,,,,,,,,,
250,python-email-validator,JoshData/python-email-validator,A robust email syntax and deliverability validation library for Python 2.7/3.4+.,,data-validation,https://github.com/JoshData/python-email-validator,https://github.com/JoshData/python-email-validator,CC0-1.0,2015-04-20 02:46:34.000000,2021-09-06 23:35:56.000000,2021-09-01 18:00:55.000000,55.0,34.0,463.0,2021-06-12 11:02:31.000000,1.1.3,15.0,13.0,6.0,22,False,,,email-validator,,2807059.0,132.0,,https://pypi.org/project/email-validator,2021-06-12 11:02:31.000000,132.0,2807059.0,,,,3.0,,,,,,,,,,
251,awesome-slugify,voronind/awesome-slugify,Python flexible slugify function.,,text,https://github.com/voronind/awesome-slugify,https://github.com/voronind/awesome-slugify,GPL-3.0,2013-10-19 02:58:27.000000,2020-04-17 14:24:23.000000,2017-01-20 20:45:25.000000,39.0,11.0,460.0,2015-06-05 06:31:13.000000,1.6.5,26.0,11.0,18.0,22,False,96.0,conda-forge/awesome-slugify,awesome-slugify,,48869.0,5108.0,2868.0,https://pypi.org/project/awesome-slugify,2015-06-05 06:31:13.000000,2240.0,48049.0,https://anaconda.org/conda-forge/awesome-slugify,2019-06-28 21:27:11.187000,53310.0,3.0,,,,,,,,,,
252,deepdish,uchicago-cs/deepdish,Flexible HDF5 saving/loading and other data science tools from the University of Chicago.,,data-loading,https://github.com/uchicago-cs/deepdish,https://github.com/uchicago-cs/deepdish,BSD-3-Clause,2014-08-27 18:10:26.000000,2021-06-16 23:17:52.000000,2021-06-16 23:17:52.000000,52.0,23.0,226.0,2017-10-21 20:45:16.000000,0.3.6,16.0,9.0,16.0,22,True,376.0,conda-forge/deepdish,deepdish,,15519.0,577.0,487.0,https://pypi.org/project/deepdish,2017-10-21 20:45:16.000000,90.0,14494.0,https://anaconda.org/conda-forge/deepdish,2020-07-08 07:38:59.907000,59467.0,3.0,,,,,,,,,,
253,tabulator-py,frictionlessdata/tabulator-py,Python library for reading and writing tabular data via streams.,,data-loading,https://github.com/frictionlessdata/tabulator-py,https://github.com/frictionlessdata/tabulator-py,MIT,2015-08-24 05:34:38.000000,2021-06-01 12:40:01.000000,2021-03-22 13:33:48.000000,44.0,178.0,214.0,2021-03-21 07:47:00.000000,1.53.5,141.0,27.0,,22,True,,conda-forge/tabulator-py,tabulator,,193162.0,717.0,613.0,https://pypi.org/project/tabulator,2021-03-21 07:47:00.000000,104.0,192291.0,https://anaconda.org/conda-forge/tabulator-py,2018-07-24 12:57:07.018000,44452.0,3.0,,,,,,,,,,
254,pyexcel-xlsx,pyexcel/pyexcel-xlsx,"A wrapper library to read, manipulate and write data in xlsx and xlsm format using openpyxl.",,data-loading,https://github.com/pyexcel/pyexcel-xlsx,https://github.com/pyexcel/pyexcel-xlsx,BSD-3-Clause,2014-12-02 00:03:24.000000,2020-11-28 22:30:58.000000,2020-11-28 22:30:53.000000,16.0,20.0,89.0,2020-10-10 13:13:32.000000,0.6.0,30.0,4.0,12.0,22,False,267.0,conda-forge/pyexcel-xlsx,pyexcel-xlsx,51.0,102265.0,1663.0,1353.0,https://pypi.org/project/pyexcel-xlsx,2020-10-10 13:13:32.000000,310.0,101886.0,https://anaconda.org/conda-forge/pyexcel-xlsx,2020-10-10 15:53:49.660000,17819.0,3.0,,,,,,,,,,
255,bashplotlib,glamp/bashplotlib,plotting in the terminal.,,cli-helpers,https://github.com/glamp/bashplotlib,https://github.com/glamp/bashplotlib,MIT,2012-12-13 04:01:10.000000,2021-03-31 19:40:59.000000,2021-03-31 19:40:59.000000,82.0,11.0,1580.0,2016-02-06 21:56:46.000000,0.6.5,27.0,20.0,17.0,21,True,210.0,,bashplotlib,,2516.0,178.0,130.0,https://pypi.org/project/bashplotlib,2016-02-06 21:56:46.000000,48.0,2516.0,,,,3.0,,,,,,,,,,
256,CommonRegex,madisonmay/CommonRegex,A collection of common regular expressions bundled with an easy to use interface.,,utilities,https://github.com/madisonmay/CommonRegex,https://github.com/madisonmay/CommonRegex,MIT,2013-12-17 08:43:14.000000,2020-12-20 05:00:55.000000,2019-09-25 12:17:08.000000,127.0,11.0,1452.0,2014-08-29 22:18:11.000000,1.5.3,4.0,14.0,15.0,21,False,113.0,,commonregex,,10263.0,100.0,60.0,https://pypi.org/project/commonregex,2014-08-29 22:18:11.000000,40.0,10263.0,,,,3.0,,,,,,,,,,
257,pyinfra,Fizzadar/pyinfra,"pyinfra automates infrastructure super fast at massive scale. It can be used for ad-hoc command execution, service..",,infrastructure,https://github.com/Fizzadar/pyinfra,https://github.com/Fizzadar/pyinfra,MIT,2014-10-19 19:37:45.000000,2021-09-02 07:25:53.000000,2021-09-02 07:22:22.000000,133.0,393.0,1351.0,2021-09-02 07:23:37.000000,1.4.14,171.0,52.0,74.0,21,True,,,pyinfra,,6904.0,35.0,31.0,https://pypi.org/project/pyinfra,2021-08-31 13:50:58.000000,4.0,6904.0,,,,3.0,,,,,,,,,,
258,cleo,sdispater/cleo,Cleo allows you to create beautiful and testable command-line interfaces.,,cli-helpers,https://github.com/sdispater/cleo,https://github.com/sdispater/cleo,MIT,2013-12-16 16:01:42.000000,2021-09-16 06:22:23.000000,2021-07-30 15:16:20.000000,43.0,27.0,754.0,2021-07-30 15:03:51.000000,1.0.0a4,28.0,6.0,41.0,21,True,295.0,conda-forge/cleo,cleo,,1430.0,152.0,,https://pypi.org/project/cleo,2021-07-30 15:03:48.000000,152.0,,https://anaconda.org/conda-forge/cleo,2020-10-09 18:06:01.698000,52924.0,3.0,,,,,,,,,,
259,python-mss,BoboTiG/python-mss,An ultra fast cross-platform multiple screenshots module in pure Python using ctypes.,,others,https://github.com/BoboTiG/python-mss,https://github.com/BoboTiG/python-mss,MIT,2013-07-01 16:14:08.000000,2021-07-29 07:15:55.000000,2021-07-29 07:15:55.000000,57.0,80.0,634.0,2020-10-31 17:19:13.000000,6.1.0,32.0,16.0,28.0,21,True,640.0,conda-forge/python-mss,mss,,505.0,300.0,,https://pypi.org/project/mss,2020-10-31 17:19:13.000000,300.0,,https://anaconda.org/conda-forge/python-mss,2020-10-31 20:08:28.845000,7579.0,3.0,,,,,,,,,,
260,PyMODM,mongodb/pymodm,"A Pythonic, object-oriented interface for working with MongoDB.",,db-clients,https://github.com/mongodb/pymodm,https://github.com/mongodb/pymodm,Apache-2.0,2016-03-30 16:24:59.000000,2020-10-16 22:20:11.000000,2020-10-16 22:20:10.000000,60.0,,329.0,2020-04-30 18:52:35.000000,0.4.3,7.0,18.0,4.0,21,True,123.0,conda-forge/pymodm,pymodm,,13241.0,574.0,420.0,https://pypi.org/project/pymodm,2020-04-30 18:52:35.000000,154.0,13108.0,https://anaconda.org/conda-forge/pymodm,2020-04-30 19:23:37.933000,2540.0,3.0,,,,,,,,,,
261,pyhdb,SAP/pyhdb,SAP HANA Connector in pure Python.,,db-clients,https://github.com/SAP-archive/PyHDB,https://github.com/SAP-archive/PyHDB,Apache-2.0,2014-12-12 04:02:40.000000,2021-05-04 17:33:58.000000,2021-05-04 17:33:54.000000,132.0,90.0,296.0,2018-02-16 12:44:36.000000,0.3.4,8.0,10.0,50.0,21,True,158.0,,pyhdb,78.0,372128.0,30.0,,https://pypi.org/project/pyhdb,2018-02-16 12:37:13.000000,30.0,372127.0,,,,3.0,,,SAP-archive/PyHDB,,,,,,,
262,datatest,shawnbrown/datatest,Tools for test driven data-wrangling and data validation.,,data-loading,https://github.com/shawnbrown/datatest,https://github.com/shawnbrown/datatest,Apache-2.0,2016-05-12 13:16:27.000000,2021-04-26 17:46:21.000000,2021-04-26 17:45:53.000000,12.0,42.0,243.0,2021-01-04 03:43:58.000000,0.11.1,17.0,6.0,10.0,21,True,2171.0,,datatest,,21674.0,46.0,44.0,https://pypi.org/project/datatest,2021-01-04 03:39:40.000000,2.0,21674.0,,,,3.0,,,,,,,,,,
263,filedepot,amol-/depot,Toolkit for storing files and attachments in web applications.,,db-clients,https://github.com/amol-/depot,https://github.com/amol-/depot,MIT,2014-06-04 10:27:12.000000,2021-07-26 22:15:25.000000,2021-02-22 17:33:42.000000,35.0,33.0,128.0,2020-07-27 18:27:16.000000,0.8.0,23.0,18.0,6.0,21,True,259.0,,filedepot,,3755.0,463.0,375.0,https://pypi.org/project/filedepot,2020-07-27 18:27:16.000000,88.0,3755.0,,,,3.0,,,,,,,,,,
264,stopit,glenfant/stopit,"Raise asynchronous exceptions in other thread, control the timeout of blocks or callables with a context manager or a..",,async,https://github.com/glenfant/stopit,https://github.com/glenfant/stopit,MIT,2014-02-09 15:40:01.000000,2020-03-03 16:20:26.000000,2019-08-27 15:33:26.000000,14.0,13.0,90.0,2018-02-09 00:32:14.000000,1.1.2,4.0,6.0,3.0,21,False,32.0,conda-forge/stopit,stopit,,114714.0,1009.0,855.0,https://pypi.org/project/stopit,2018-02-09 00:32:14.000000,154.0,111874.0,https://anaconda.org/conda-forge/stopit,2018-02-10 00:46:14.882000,124999.0,3.0,,,,,,,,,,
265,openpyxl,,A Python library to read/write Excel 2010 xlsx/xlsm files.,,data-loading,,https://openpyxl.readthedocs.io,MIT,2015-11-03 00:22:17.154000,2021-09-10 23:17:56.000000,,,,,2021-09-10 23:17:56.000000,3.0.8,98.0,,,21,True,,openpyxl,openpyxl,,15366568.0,9770.0,,https://pypi.org/project/openpyxl,2021-09-10 15:33:27.000000,9770.0,15365727.0,https://anaconda.org/anaconda/openpyxl,2021-03-13 16:57:07.865000,57730.0,3.0,,0.0,,,https://foss.heptapod.net/api/graphql::openpyxl/openpyxl,openpyxl/openpyxl-ci,https://openpyxl.readthedocs.io/en/stable/,https://hub.docker.com/r/openpyxl/openpyxl-ci,2018-09-13 18:04:17.646261,1191.0
266,storm,emre/storm,Manage your SSH like a boss.,,infrastructure,https://github.com/emre/storm,https://github.com/emre/storm,MIT,2013-05-20 18:30:39.000000,2021-04-19 09:53:23.000000,2018-08-07 19:46:34.000000,162.0,82.0,3843.0,2018-08-24 22:08:05.000000,0.7.0,9.0,30.0,22.0,20,False,339.0,,storm,,,190.0,40.0,https://pypi.org/project/storm,2021-04-19 09:53:23.000000,150.0,,,,,3.0,,,,,,,,,,
267,rows,turicas/rows,"A common, beautiful interface to tabular data, no matter the format.",,data-loading,https://github.com/turicas/rows,https://github.com/turicas/rows,LGPL-3.0,2014-05-07 05:43:11.000000,2021-06-18 15:18:11.000000,2021-05-22 20:26:09.000000,136.0,149.0,767.0,2019-02-14 21:20:15.000000,0.4.1,9.0,30.0,160.0,20,True,738.0,,rows,37.0,1808.0,177.0,125.0,https://pypi.org/project/rows,2019-02-14 21:12:03.000000,52.0,1808.0,,,,3.0,,,,,,,,,,
268,questionary,tmbo/questionary,"Python library to build pretty command line user prompts Easy to use multi-select lists, confirmations, free text..",,cli-helpers,https://github.com/tmbo/questionary,https://github.com/tmbo/questionary,MIT,2018-12-01 17:55:17.000000,2021-09-14 10:20:30.000000,2021-08-31 16:31:31.000000,48.0,61.0,724.0,2021-07-15 10:11:00.000000,1.10.0,20.0,26.0,23.0,20,True,386.0,,questionary,,,94.0,,https://pypi.org/project/questionary,2021-07-15 10:11:00.000000,94.0,,,,,3.0,-5.0,,,,,,,,,
269,aiocache,aio-libs/aiocache,"Asyncio cache manager for redis, memcached and memory.",,caching,https://github.com/aio-libs/aiocache,https://github.com/aio-libs/aiocache,BSD-3-Clause,2016-09-30 09:25:51.000000,2021-08-22 02:07:05.000000,2020-12-04 20:46:52.000000,87.0,203.0,569.0,2020-10-14 10:18:49.000000,0.11.1,40.0,29.0,44.0,20,True,442.0,,aiocache,,,669.0,545.0,https://pypi.org/project/aiocache,2019-07-31 05:46:03.000000,124.0,,,,,3.0,-5.0,,,,,,,,,
270,ODMantic,art049/odmantic,Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,db-clients,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45.000000,2021-09-07 17:11:16.000000,2021-07-05 14:51:17.000000,36.0,38.0,386.0,2021-05-12 00:01:27.000000,0.3.5,10.0,10.0,46.0,20,True,327.0,,odmantic,,8800.0,,,https://pypi.org/project/odmantic,2021-05-11 23:57:07.000000,,8800.0,,,,3.0,,,,,,,,,,
271,Queries,gmr/queries,PostgreSQL database access simplified.,,db-clients,https://github.com/gmr/queries,https://github.com/gmr/queries,BSD-3-Clause,2012-08-24 16:12:55.000000,2020-11-04 14:26:15.000000,2020-08-07 16:32:54.000000,28.0,13.0,237.0,2020-03-09 17:40:07.000000,2.1.0,29.0,11.0,5.0,20,False,334.0,,queries,,1656.0,146.0,96.0,https://pypi.org/project/queries,2020-03-09 17:40:07.000000,50.0,1656.0,,,,3.0,,,,,,,,,,
272,price-parser,scrapinghub/price-parser,Extract price amount and currency symbol from a raw text string.,,text,https://github.com/scrapinghub/price-parser,https://github.com/scrapinghub/price-parser,BSD-3-Clause,2019-04-11 18:27:30.000000,2021-02-22 07:12:02.000000,2020-11-25 09:45:42.000000,34.0,8.0,201.0,2020-11-25 09:35:49.000000,0.3.4,12.0,12.0,19.0,20,True,96.0,,price-parser,,57861.0,100.0,100.0,https://pypi.org/project/price-parser,2020-11-25 09:35:49.000000,0.0,57861.0,,,,3.0,,,,,,,,,,
273,docopt-ng,jazzband/docopt-ng,"Humane command line arguments parser. Now with maintenance, typehints, and complete test coverage.",,cli-helpers,https://github.com/jazzband/docopt-ng,https://github.com/jazzband/docopt-ng,MIT,2019-03-26 15:35:29.000000,2021-08-21 03:10:32.000000,2021-05-01 02:25:44.000000,10.0,1.0,55.0,2019-03-26 17:03:46.000000,0.7.2,4.0,40.0,16.0,20,False,523.0,,docopt-ng,,4811.0,46.0,44.0,https://pypi.org/project/docopt-ng,2019-03-26 17:03:46.000000,2.0,4811.0,,,,3.0,,,,,,,,,,
274,PyPattyrn,tylerlaberge/PyPattyrn,A simple library for implementing common design patterns.,,algorithms,https://github.com/tylerlaberge/PyPattyrn,https://github.com/tylerlaberge/PyPattyrn,MIT,2016-07-17 22:09:31.000000,2021-09-07 23:52:51.000000,2020-02-09 19:26:00.000000,112.0,40.0,1283.0,2016-09-11 02:13:18.000000,1.2,3.0,4.0,,19,False,103.0,,pypattyrn,,1289.0,15.0,15.0,https://pypi.org/project/pypattyrn,2016-09-11 02:18:42.000000,0.0,1289.0,,,,3.0,,,,,,,,,,
275,cachier,shaypal5/cachier,"Persistent, stale-free, local and cross-machine caching for Python functions.",,caching,https://github.com/shaypal5/cachier,https://github.com/shaypal5/cachier,MIT,2016-08-24 13:34:12.000000,2021-09-15 16:45:01.000000,2021-09-15 16:44:57.000000,45.0,21.0,381.0,2020-11-26 11:55:53.000000,1.5.0,44.0,13.0,23.0,19,True,210.0,,cachier,,,206.0,192.0,https://pypi.org/project/cachier,2020-11-26 11:50:37.000000,14.0,,,,,3.0,,,,,,,,,,
276,valideer,podio/valideer,Lightweight data validation and adaptation Python library.,,data-validation,https://github.com/podio/valideer,https://github.com/podio/valideer,MIT,2012-07-25 12:33:39.000000,2020-03-08 21:45:00.000000,2018-03-07 14:51:59.000000,17.0,11.0,246.0,2015-12-20 08:56:50.000000,0.4.2,8.0,7.0,3.0,19,False,89.0,conda-forge/valideer,valideer,,22420.0,76.0,46.0,https://pypi.org/project/valideer,2015-12-20 08:56:50.000000,30.0,22162.0,https://anaconda.org/conda-forge/valideer,2018-07-06 17:55:22.261000,16817.0,3.0,,,,,,,,,,
277,validr,guyskk/validr,"A simple, fast, extensible python library for data validation.",,data-validation,https://github.com/guyskk/validr,https://github.com/guyskk/validr,MIT,2015-09-05 05:47:04.000000,2021-07-12 08:04:42.000000,2021-07-12 08:04:42.000000,11.0,20.0,208.0,2021-03-10 16:40:20.000000,1.2.1,23.0,7.0,1.0,19,True,371.0,,validr,,10634.0,4.0,,https://pypi.org/project/validr,2021-03-10 16:40:20.000000,4.0,10634.0,,,,3.0,,,,,,,,,,
278,coolname,alexanderlukanin13/coolname,Random Name and Slug Generator.,,text,https://github.com/alexanderlukanin13/coolname,https://github.com/alexanderlukanin13/coolname,BSD-2-Clause,2015-11-06 18:07:11.000000,2021-09-05 12:13:23.000000,2021-04-02 11:44:23.000000,5.0,5.0,78.0,2018-08-02 15:41:30.000000,1.1.0,6.0,2.0,3.0,19,False,130.0,conda-forge/coolname,coolname,,46368.0,267.0,245.0,https://pypi.org/project/coolname,2018-08-02 15:41:30.000000,22.0,45055.0,https://anaconda.org/conda-forge/coolname,2021-01-11 15:13:03.517000,11825.0,3.0,,,,,,,,,,
279,Typer,tiangolo/typer,"Typer, build great CLIs. Easy to code. Based on Python type hints.",,cli-helpers,https://github.com/tiangolo/typer,https://github.com/tiangolo/typer,MIT,2019-12-24 12:24:11.000000,2021-09-08 13:43:50.000000,2021-08-30 09:02:44.000000,233.0,93.0,6204.0,2021-08-30 08:58:56.000000,0.4.0,19.0,9.0,144.0,18,True,277.0,,typer,,,0.0,,https://pypi.org/project/typer,2021-08-30 08:58:56.000000,0.0,,,,,3.0,-5.0,,,,,,,,,
280,aiomisc,aiokitchen/aiomisc,aiomisc - miscellaneous utils for asyncio.,,async,https://github.com/aiokitchen/aiomisc,https://github.com/aiokitchen/aiomisc,MIT,2018-04-13 14:33:37.000000,2021-09-13 20:30:00.000000,2021-09-13 11:55:17.000000,15.0,5.0,231.0,2021-09-13 11:55:41.000000,14.4.3,150.0,13.0,10.0,18,True,588.0,,aiomisc,,,104.0,100.0,https://pypi.org/project/aiomisc,2021-09-13 11:55:41.000000,4.0,,,,,3.0,,,,,,,,,,
281,gsheets-db-api,betodealmeida/gsheets-db-api,A Python DB-API and SQLAlchemy dialect to Google Spreasheets.,,db-clients,https://github.com/betodealmeida/gsheets-db-api,https://github.com/betodealmeida/gsheets-db-api,MIT,2018-09-10 22:07:02.000000,2021-06-02 03:05:24.000000,2021-02-17 20:59:41.000000,13.0,5.0,155.0,2020-12-04 17:53:17.000000,0.1.12,13.0,3.0,8.0,18,True,132.0,,gsheetsdb,,6170.0,90.0,87.0,https://pypi.org/project/gsheetsdb,2020-12-04 17:53:17.000000,3.0,6170.0,,,,3.0,,,,,,,,,,
282,importlib-resources,python/importlib_resources,Read resources from Python packages.,,inspect,https://github.com/python/importlib_resources,https://github.com/python/importlib_resources,Apache-2.0,2020-10-21 21:02:58.000000,2021-07-30 21:08:00.000000,2021-07-30 20:55:14.000000,7.0,203.0,16.0,2021-07-30 21:08:11.000000,5.2.2,43.0,19.0,5.0,18,False,,,importlib-resources,,13151870.0,0.0,,https://pypi.org/project/importlib-resources,2021-07-30 21:08:00.000000,0.0,13151870.0,,,,3.0,,,,,,,,,,
283,Phoenix,wxWidgets/Phoenix,"wxPython's Project Phoenix. A new implementation of wxPython, better, stronger, faster than he was before.",,gui-dev,https://github.com/wxWidgets/Phoenix,https://github.com/wxWidgets/Phoenix,,2012-07-17 06:22:25.000000,2021-08-31 18:12:38.000000,2021-01-29 23:51:05.000000,431.0,791.0,1658.0,2018-03-23 21:06:34.000000,wxPython-4.0.0,2.0,101.0,452.0,17,False,5165.0,,,1747.0,41.0,,,,,,,,,,3.0,,,,,,,,,,
284,excalibur,camelot-dev/excalibur,A web interface to extract tabular data from PDFs.,,data-loading,https://github.com/camelot-dev/excalibur,https://github.com/camelot-dev/excalibur,MIT,2018-10-20 11:34:49.000000,2021-06-25 15:46:27.000000,2020-09-07 18:32:58.000000,158.0,38.0,1018.0,2020-07-17 16:16:44.000000,0.4.3,9.0,11.0,73.0,17,True,236.0,,excalibur-py,7932.0,986.0,,,https://pypi.org/project/excalibur-py,2020-03-21 11:40:49.000000,,760.0,,,,3.0,,,,,,,,,,
285,lazydata,rstojnic/lazydata,Lazydata: Scalable data dependencies for Python projects.,,db-clients,https://github.com/rstojnic/lazydata,https://github.com/rstojnic/lazydata,Apache-2.0,2018-08-21 12:44:27.000000,2019-02-13 18:15:09.000000,2018-10-12 11:40:26.000000,24.0,6.0,629.0,2018-09-18 21:25:30.000000,1.0.19,19.0,6.0,7.0,17,False,216.0,,lazydata,,28.0,10.0,8.0,https://pypi.org/project/lazydata,2018-09-18 21:25:30.000000,2.0,28.0,,,,3.0,,,,,,,,,,
286,unsync,alex-sherman/unsync,Unsynchronize asyncio.,,async,https://github.com/alex-sherman/unsync,https://github.com/alex-sherman/unsync,MIT,2018-02-06 02:16:16.000000,2021-09-09 19:44:40.000000,2021-09-09 19:44:40.000000,38.0,21.0,623.0,2021-03-27 22:23:47.000000,1.3.2,8.0,10.0,7.0,17,True,58.0,,unsync,,,87.0,77.0,https://pypi.org/project/unsync,2021-03-27 22:23:47.000000,10.0,,,,,3.0,,,,,,,,,,
287,PugSQL,mcfunley/pugsql,A HugSQL-inspired database library for Python.,,db-clients,https://github.com/mcfunley/pugsql,https://github.com/mcfunley/pugsql,Apache-2.0,2019-05-19 16:55:38.000000,2021-07-13 03:16:46.000000,2021-03-31 15:36:33.000000,18.0,20.0,453.0,2020-09-13 05:35:42.000000,0.2.2,24.0,11.0,15.0,17,True,256.0,,pugsql,,2121.0,1.0,,https://pypi.org/project/pugsql,2020-09-13 06:06:09.000000,1.0,2121.0,,,,3.0,,,,,,,,,,
288,grumpy,google/grumpy,Grumpy is a Python to Go source code transcompiler and runtime.,,python-implementations,https://github.com/google/grumpy,https://github.com/google/grumpy,Apache-2.0,2016-12-21 17:49:01.000000,2020-03-27 17:26:46.000000,2017-11-22 02:08:58.000000,657.0,77.0,10376.0,,,,30.0,81.0,16,False,331.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
289,csvs-to-sqlite,simonw/csvs-to-sqlite,Convert CSV files into a SQLite database.,,data-loading,https://github.com/simonw/csvs-to-sqlite,https://github.com/simonw/csvs-to-sqlite,Apache-2.0,2017-11-13 06:38:21.000000,2021-01-06 00:10:58.000000,2020-11-03 23:27:20.000000,46.0,28.0,633.0,2020-11-03 23:27:47.000000,1.2,15.0,5.0,30.0,16,True,76.0,,csvs-to-sqlite,,2098.0,4.0,,https://pypi.org/project/csvs-to-sqlite,2020-11-03 23:29:03.000000,4.0,2098.0,,,,3.0,,,,,,,,,,
290,cleverdict,PFython/cleverdict,A JSON-friendly data structure which allows both object attributes and dictionary keys and values to be used..,,data-structures,https://github.com/PFython/cleverdict,https://github.com/PFython/cleverdict,MIT,2020-06-20 05:07:58.000000,2021-07-06 16:14:01.000000,2021-02-05 14:00:03.000000,5.0,11.0,83.0,2021-02-05 14:01:42.000000,1.9.1,27.0,2.0,8.0,16,False,182.0,,cleverdict,,183.0,11.0,11.0,https://pypi.org/project/cleverdict,2021-02-05 13:58:12.000000,0.0,183.0,,,,3.0,,,,,,,,,,
291,millify,azaitsev/millify,Convert long numbers into a human-readable format in Python.,,text,https://github.com/azaitsev/millify,https://github.com/azaitsev/millify,MIT,2018-01-15 01:27:12.000000,2021-07-09 22:23:16.000000,2018-01-15 02:44:36.000000,7.0,,42.0,2018-01-15 02:19:08.000000,0.1.1,1.0,1.0,1.0,16,False,5.0,,millify,,55133.0,104.0,100.0,https://pypi.org/project/millify,2018-01-15 02:19:08.000000,4.0,55133.0,,,,3.0,,,,,,,,,,
292,SuperSQLite,plasticityai/supersqlite,A supercharged SQLite library for Python.,,db-clients,https://github.com/plasticityai/supersqlite,https://github.com/plasticityai/supersqlite,MIT,2018-11-09 08:20:26.000000,2020-05-09 09:06:06.000000,2019-08-27 13:16:09.000000,21.0,1.0,680.0,2018-11-22 02:36:13.000000,0.0.78,57.0,2.0,5.0,15,False,221.0,,supersqlite,,107.0,9.0,9.0,https://pypi.org/project/supersqlite,2018-11-22 02:36:46.000000,0.0,107.0,,,,3.0,,,,,,,,,,
293,typical,seandstewart/typical,"Typical: Fast, simple, & correct data-validation using Python 3 typing.",,data-validation,https://github.com/seandstewart/typical,https://github.com/seandstewart/typical,MIT,2019-03-15 01:24:36.000000,2021-09-16 01:16:12.000000,2021-09-02 01:16:14.000000,7.0,72.0,130.0,2021-09-02 01:21:22.000000,2.6.4,101.0,5.0,16.0,15,True,,,typical,,1192.0,2.0,,https://pypi.org/project/typical,2021-09-02 01:21:22.000000,2.0,1192.0,,,,3.0,,,,,,,,,,
294,wssh,aluzzardi/wssh,SSH to WebSockets Bridge.,,infrastructure,https://github.com/aluzzardi/wssh,https://github.com/aluzzardi/wssh,MIT,2012-07-24 05:26:41.000000,2019-02-12 13:08:18.000000,2016-10-11 00:37:04.000000,275.0,5.0,1305.0,,,,9.0,26.0,14,False,34.0,,,,,7.0,7.0,,,,,,,,3.0,,,,,,,,,,
