,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,labels
0,caer,ml-tooling/best-of-ml-python,Collection of computer vision and image processing libraries.,True,computer-vision,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2021-01-27 13:49:54.000,2021-01-27 13:49:53.000,468,1.0,10.0,3849,2021-01-21 18:23:55.000,2021.01.21,12.0,16,0,True,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web UI,ml-tooling/best-of-web-python,Collection of libraries to implement web-based UIs.,True,gui-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2021-01-25 10:01:32.000,2021-01-25 10:01:31.000,57,,2.0,964,2021-01-21 18:24:48.000,2021.01.21,5.0,6,0,True,,,,,,,,,,,,,,,,,,
2,best-of-python-dev,ml-tooling/best-of-python-dev,A ranked list of awesome python developer tools and libraries. Updated weekly.,True,dev-utils,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24.000,2021-01-28 14:14:20.000,2021-01-24 14:07:08.000,6,,5.0,165,2021-01-24 14:07:25.000,2021.01.21,4.0,1,0,True,,,,,,,,,,,,,,,,,,
3,best-of-web-python,ml-tooling/best-of-web-python,A ranked list of awesome python libraries for web development. Updated weekly.,True,web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2021-01-25 10:01:32.000,2021-01-25 10:01:31.000,57,,2.0,964,2021-01-21 18:24:48.000,2021.01.21,5.0,6,0,True,,,,,,,,,,,,,,,,,,
4,best-of-ml-python,ml-tooling/best-of-ml-python,A ranked list of awesome machine learning Python libraries. Updated weekly.,True,machine-learning,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2021-01-27 13:49:54.000,2021-01-27 13:49:53.000,468,1.0,10.0,3849,2021-01-21 18:23:55.000,2021.01.21,12.0,16,0,True,,,,,,,,,,,,,,,,,,
5,protobuf,protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format.,,serialization,https://github.com/protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,BSD-3-Clause,2014-08-26 15:52:15.000,2021-01-28 10:48:19.000,2021-01-28 10:48:18.000,12221,1234.0,3238.0,46113,2020-11-13 23:48:20.000,3.14.0,68.0,773,40,True,conda-forge/protobuf,protobuf,7850.0,22318223.0,27933731.0,139659.0,114719.0,https://pypi.org/project/protobuf,2020-11-12 23:15:38.000,24940.0,27574509.0,https://anaconda.org/conda-forge/protobuf,2021-01-08 11:13:05.613,4093180.0,1.0,,,
6,awscli,aws/aws-cli,Universal Command Line Interface for Amazon Web Services.,,infrastructure,https://github.com/aws/aws-cli,https://github.com/aws/aws-cli,Apache-2.0,2012-11-20 16:07:36.000,2021-01-28 04:20:44.374,2021-01-28 00:38:18.000,2502,739.0,2803.0,10603,2021-01-26 20:21:30.000,1.18.220,1153.0,327,39,True,conda-forge/awscli,awscli,9910.0,565.0,28085411.0,24459.0,19039.0,https://pypi.org/project/awscli,2021-01-26 20:21:30.000,5420.0,27978543.0,https://anaconda.org/conda-forge/awscli,2021-01-28 04:20:44.374,5769757.0,1.0,,,
7,click,pallets/click,Python composable command line interface toolkit.,,cli-helpers,https://github.com/pallets/click,https://github.com/pallets/click,BSD-3-Clause,2014-04-24 09:52:19.000,2021-01-25 16:42:32.000,2021-01-14 16:00:00.000,1013,81.0,999.0,10321,2020-04-27 21:02:36.000,7.1.2,39.0,274,37,True,conda-forge/click,click,1714.0,,18462286.0,551294.0,441832.0,https://pypi.org/project/click,2020-11-25 18:19:38.000,109462.0,18350875.0,https://anaconda.org/conda-forge/click,2020-04-27 21:01:19.813,6016226.0,1.0,,,
8,boto3,boto/boto3,AWS SDK for Python.,,db-clients,https://github.com/boto/boto3,https://github.com/boto/boto3,Apache-2.0,2014-10-03 21:38:03.000,2021-01-28 02:43:34.207,2021-01-27 19:08:01.000,1312,298.0,1968.0,6085,2021-01-26 20:21:24.000,1.16.60,747.0,109,37,True,conda-forge/boto3,boto3,4065.0,,43234137.0,118471.0,95381.0,https://pypi.org/project/boto3,2021-01-26 20:21:24.000,23090.0,43147767.0,https://anaconda.org/conda-forge/boto3,2021-01-28 02:43:34.207,4318510.0,1.0,,,
9,cryptography,pyca/cryptography,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,,cryptography,https://github.com/pyca/cryptography,https://github.com/pyca/cryptography,BSD-3-Clause,2013-08-07 02:23:38.000,2021-01-28 14:15:40.000,2021-01-28 14:15:27.000,804,33.0,1556.0,3758,2020-12-10 02:28:21.000,3.3.1,83.0,225,37,True,conda-forge/cryptography,cryptography,8118.0,,21232868.0,176152.0,142264.0,https://pypi.org/project/cryptography,2020-12-10 02:28:21.000,33888.0,21001272.0,https://anaconda.org/conda-forge/cryptography,2021-01-11 04:44:53.332,9958657.0,1.0,-1.0,,
10,SQLAlchemy,sqlalchemy/sqlalchemy,The Database Toolkit for Python.,,db-clients,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2017-01-02 21:50:52.207,2021-01-27 20:36:19.000,2021-01-27 18:08:01.000,508,161.0,5435.0,3246,2020-12-18 21:13:06.000,1.3.22,207.0,449,37,True,conda-forge/sqlalchemy,SQLAlchemy,13524.0,1183.0,9947560.0,317758.0,234052.0,https://pypi.org/project/SQLAlchemy,2020-12-18 21:13:06.000,83706.0,9885301.0,https://anaconda.org/conda-forge/sqlalchemy,2021-01-08 17:47:42.108,2984948.0,1.0,,,
11,botocore,boto/botocore,"The low-level, core functionality of boto 3.",,infrastructure,https://github.com/boto/botocore,https://github.com/boto/botocore,Apache-2.0,2012-11-13 13:25:36.000,2021-01-28 11:57:18.000,2021-01-27 23:00:13.000,735,199.0,617.0,913,2021-01-26 20:21:19.000,1.19.60,1145.0,153,37,True,conda-forge/botocore,botocore,8623.0,,55455978.0,83077.0,68959.0,https://pypi.org/project/botocore,2021-01-26 20:21:19.000,14118.0,55350380.0,https://anaconda.org/conda-forge/botocore,2021-01-27 23:44:52.414,5702293.0,1.0,,,
12,docker-compose,docker/compose,Define and run multi-container applications with Docker.,,infrastructure,https://github.com/docker/compose,https://github.com/docker/compose,Apache-2.0,2013-12-09 11:40:58.000,2021-01-28 10:13:56.000,2021-01-26 20:07:24.000,3572,460.0,4861.0,21703,2021-01-26 20:04:17.000,1.28.2,137.0,405,36,True,conda-forge/docker-compose,docker-compose,5934.0,149319106.0,3350180.0,8124.0,5922.0,https://pypi.org/project/docker-compose,2021-01-26 19:57:34.000,2202.0,727974.0,https://anaconda.org/conda-forge/docker-compose,2021-01-26 21:28:56.796,74638.0,2.0,,,
13,redis,andymccurdy/redis-py,Redis Python Client.,,db-clients,https://github.com/andymccurdy/redis-py,https://github.com/andymccurdy/redis-py,MIT,2009-11-06 10:22:26.000,2021-01-27 21:22:39.000,2020-11-22 20:52:44.000,1903,62.0,812.0,9045,2020-06-01 21:30:33.000,3.5.3,66.0,248,36,True,,redis,1550.0,,6795365.0,49438.0,,https://pypi.org/project/redis,2020-06-01 21:30:33.000,49438.0,6795365.0,,,,1.0,,,
14,docker,docker/docker-py,A Python library for the Docker Engine API.,,infrastructure,https://github.com/docker/docker-py,https://github.com/docker/docker-py,Apache-2.0,2013-05-23 16:15:07.000,2021-01-27 21:37:24.696,2020-12-28 17:26:25.000,1432,395.0,1039.0,5083,2021-01-07 17:44:54.000,4.4.1,69.0,382,36,True,conda-forge/docker-py,docker,3120.0,,7937276.0,22944.0,18576.0,https://pypi.org/project/docker,2020-12-22 20:46:52.000,4368.0,7921640.0,https://anaconda.org/conda-forge/docker-py,2021-01-27 21:37:24.696,844372.0,2.0,,,
15,pymongo,mongodb/mongo-python-driver,PyMongo - the Python driver for MongoDB.,,db-clients,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06.000,2021-01-27 21:54:00.000,2021-01-27 21:08:44.000,980,5.0,,3210,2020-12-02 23:37:26.000,3.11.2,115.0,180,36,True,conda-forge/pymongo,pymongo,4654.0,,4766757.0,121133.0,85271.0,https://pypi.org/project/pymongo,2020-12-02 23:31:25.000,35862.0,4760722.0,https://anaconda.org/conda-forge/pymongo,2020-10-12 20:39:14.177,331965.0,1.0,,,
16,PyYAML,yaml/pyyaml,Canonical source repository for PyYAML.,,file-formats,https://github.com/yaml/pyyaml,https://github.com/yaml/pyyaml,MIT,2011-11-03 05:09:49.000,2021-01-25 02:15:53.000,2021-01-20 21:40:50.000,301,175.0,191.0,1373,2021-01-20 22:07:31.000,5.4.1,28.0,36,36,True,conda-forge/pyyaml,pyyaml,285.0,,43716513.0,390381.0,276045.0,https://pypi.org/project/pyyaml,2021-01-20 22:07:31.000,114336.0,43554051.0,https://anaconda.org/conda-forge/pyyaml,2021-01-21 02:30:09.972,8935464.0,1.0,,,
17,python-prompt-toolkit,prompt-toolkit/python-prompt-toolkit,Library for building powerful interactive command line applications in Python.,,cli-helpers,https://github.com/prompt-toolkit/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,BSD-3-Clause,2014-01-25 22:12:08.000,2021-01-28 11:15:34.000,2021-01-28 10:55:11.000,523,386.0,464.0,6788,2019-10-03 15:18:40.000,2.0.10,81.0,171,35,True,,prompt_toolkit,2487.0,,9225462.0,133946.0,127730.0,https://pypi.org/project/prompt_toolkit,2019-10-03 15:18:40.000,6216.0,9225462.0,,,,1.0,,,
18,paramiko,paramiko/paramiko,The leading native Python SSHv2 protocol library.,,infrastructure,https://github.com/paramiko/paramiko,https://github.com/paramiko/paramiko,LGPL-2.1,2009-02-02 03:41:08.000,2021-01-27 19:54:45.000,2020-09-11 19:29:07.000,1631,823.0,575.0,6721,2020-08-30 19:56:22.000,2.7.2,121.0,157,35,True,conda-forge/paramiko,paramiko,3483.0,,6605848.0,60166.0,37366.0,https://pypi.org/project/paramiko,2020-08-30 19:56:22.000,22800.0,6591990.0,https://anaconda.org/conda-forge/paramiko,2020-09-01 19:24:01.679,720663.0,2.0,,,
19,PyMySQL,PyMySQL/PyMySQL,Pure Python MySQL Client.,,db-clients,https://github.com/PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,MIT,2011-07-27 17:38:47.000,2021-01-24 18:19:28.000,2021-01-24 03:00:02.000,1259,14.0,529.0,6296,2021-01-09 11:33:39.000,1.0.2,35.0,110,35,True,conda-forge/pymysql,PyMySQL,1002.0,,4245931.0,91820.0,73394.0,https://pypi.org/project/PyMySQL,2021-01-09 11:33:39.000,18426.0,4239691.0,https://anaconda.org/conda-forge/pymysql,2021-01-09 16:18:43.582,243384.0,1.0,,,
20,google-cloud-storage,googleapis/google-cloud-python,Google Cloud Client Library for Python.,,db-clients,https://github.com/googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,Apache-2.0,2014-01-28 15:51:47.000,2021-01-25 15:49:26.000,2021-01-20 15:48:23.000,1333,23.0,3317.0,3464,2020-12-14 23:49:51.000,1.35.0,100.0,311,35,True,conda-forge/google-cloud-storage,google-cloud-storage,9052.0,,13267370.0,2108.0,,https://pypi.org/project/google-cloud-storage,2020-12-14 23:49:51.000,2108.0,13253816.0,https://anaconda.org/conda-forge/google-cloud-storage,2021-01-06 20:46:41.990,582830.0,1.0,,,
21,colorama,tartley/colorama,Simple cross-platform colored terminal text in Python.,,cli-helpers,https://github.com/tartley/colorama,https://github.com/tartley/colorama,BSD-3-Clause,2014-04-17 20:18:25.000,2021-01-03 16:45:33.000,2020-12-30 18:15:59.000,178,114.0,100.0,2344,2020-10-13 02:42:26.000,0.4.4,42.0,39,35,True,conda-forge/colorama,colorama,286.0,,26740155.0,190855.0,159239.0,https://pypi.org/project/colorama,2020-10-13 02:42:26.000,31616.0,26692118.0,https://anaconda.org/conda-forge/colorama,2020-10-16 16:43:32.974,2738152.0,1.0,,,
22,psycopg2,psycopg/psycopg2,PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg2,https://github.com/psycopg/psycopg2,BSD-3-Clause-Attribution,2013-01-21 11:05:11.000,2021-01-18 09:36:00.000,2020-12-16 23:41:45.000,361,44.0,939.0,2043,2020-12-25 13:51:59.000,2.8.6,45.0,111,35,False,psycopg2,psycopg2,2871.0,,4633276.0,414876.0,295664.0,https://pypi.org/project/psycopg2,2020-09-06 22:41:27.000,119212.0,4632770.0,https://anaconda.org/anaconda/psycopg2,2020-12-16 23:03:43.011,31405.0,1.0,,0.0,
23,python-dateutil,dateutil/dateutil,Useful extensions to the standard Python datetime features.,,date-time-utils,https://github.com/dateutil/dateutil,https://github.com/dateutil/dateutil,Apache-2.0,2014-11-19 18:56:16.000,2021-01-08 17:50:28.000,2020-09-28 20:40:12.000,350,262.0,340.0,1490,2019-11-03 05:42:01.000,2.8.1,23.0,118,35,True,conda-forge/python-dateutil,python-dateutil,1493.0,34115.0,48767082.0,116628.0,,https://pypi.org/project/python-dateutil,2019-11-03 05:42:01.000,116628.0,48539213.0,https://anaconda.org/conda-forge/python-dateutil,2019-11-03 14:12:04.243,12733402.0,1.0,,,
24,chardet,chardet/chardet,Python character encoding detector.,,text,https://github.com/chardet/chardet,https://github.com/chardet/chardet,LGPL-2.1,2012-07-26 20:30:54.000,2021-01-20 14:58:22.000,2020-12-16 17:20:22.000,193,56.0,58.0,1430,2020-12-10 19:35:32.000,4.0.0,12.0,37,35,True,conda-forge/chardet,chardet,334.0,,49529559.0,504873.0,432159.0,https://pypi.org/project/chardet,2020-12-10 19:35:32.000,72714.0,49350418.0,https://anaconda.org/conda-forge/chardet,2021-01-08 08:22:32.887,8419671.0,1.0,,,
25,ansible,ansible/ansible,Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and..,,infrastructure,https://github.com/ansible/ansible,https://github.com/ansible/ansible,GPL-3.0,2012-03-06 14:58:02.000,2021-01-28 14:26:16.000,2021-01-28 07:52:13.000,20186,1934.0,27381.0,46677,2021-01-27 00:52:47.000,2.10.6,228.0,6337,34,True,conda-forge/ansible,ansible,,,2323885.0,23177.0,15523.0,https://pypi.org/project/ansible,2021-01-27 00:52:47.000,7654.0,2317908.0,https://anaconda.org/conda-forge/ansible,2021-01-27 04:33:50.976,245082.0,2.0,,,
26,kivy,kivy/kivy,"Open source UI framework written in Python, running on Windows, Linux, macOS, Android and iOS.",,gui-dev,https://github.com/kivy/kivy,https://github.com/kivy/kivy,MIT,2010-11-03 20:27:32.000,2021-01-28 02:59:15.000,2021-01-28 02:59:13.000,2581,827.0,3441.0,12622,2020-12-10 00:57:59.000,2.0.0,35.0,532,34,True,conda-forge/kivy,kivy,12386.0,22198.0,33273.0,4673.0,3799.0,https://pypi.org/project/kivy,2020-12-09 21:40:18.000,874.0,28078.0,https://anaconda.org/conda-forge/kivy,2020-12-21 18:44:17.351,147025.0,1.0,,,
27,peewee,coleifer/peewee,"a small, expressive orm -- supports postgresql, mysql and sqlite.",,db-clients,https://github.com/coleifer/peewee,https://github.com/coleifer/peewee,MIT,2010-10-11 20:14:11.000,2021-01-22 20:21:45.000,2021-01-22 20:21:02.000,1254,1.0,1922.0,8117,2020-11-07 18:48:43.000,3.14.0,165.0,144,34,True,conda-forge/peewee,peewee,4287.0,,160313.0,18394.0,11930.0,https://pypi.org/project/peewee,2020-11-07 18:47:45.000,6464.0,155282.0,https://anaconda.org/conda-forge/peewee,2021-01-08 17:32:46.400,271679.0,2.0,1.0,,
28,arrow,arrow-py/arrow,Better dates & times for Python.,,date-time-utils,https://github.com/arrow-py/arrow,https://github.com/arrow-py/arrow,Apache-2.0,2012-11-18 20:23:27.000,2021-01-12 20:46:01.093,2021-01-07 17:20:42.000,543,47.0,349.0,6444,2020-10-06 20:47:04.000,0.17.0,53.0,230,34,True,conda-forge/arrow,arrow,1251.0,,1589444.0,24916.0,17494.0,https://pypi.org/project/arrow,2020-10-06 20:45:02.000,7422.0,1581284.0,https://anaconda.org/conda-forge/arrow,2021-01-12 20:46:01.093,456970.0,2.0,,,
29,kafka-python,dpkp/kafka-python,Python client for Apache Kafka.,,db-clients,https://github.com/dpkp/kafka-python,https://github.com/dpkp/kafka-python,Apache-2.0,2012-09-24 13:00:26.000,2021-01-27 20:18:14.000,2020-12-02 14:45:13.000,1099,142.0,1148.0,4200,2020-09-30 07:33:37.000,2.0.1,36.0,203,34,True,conda-forge/kafka-python,kafka-python,2152.0,1666.0,1653350.0,7810.0,5790.0,https://pypi.org/project/kafka-python,2020-09-30 07:24:01.000,2020.0,1648015.0,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284,233852.0,2.0,,,
30,attrs,python-attrs/attrs,Python Classes Without Boilerplate.,,utilities,https://github.com/python-attrs/attrs,https://github.com/python-attrs/attrs,MIT,2015-01-27 15:01:01.000,2021-01-25 06:32:08.000,2021-01-25 06:31:37.000,240,101.0,345.0,3364,2020-11-05 10:11:24.000,20.3.0,20.0,95,34,True,conda-forge/attrs,attrs,820.0,,23542380.0,223932.0,195948.0,https://pypi.org/project/attrs,2020-11-05 10:04:47.000,27984.0,23396659.0,https://anaconda.org/conda-forge/attrs,2020-11-11 08:40:48.051,6703177.0,1.0,-1.0,,
31,elasticsearch,elastic/elasticsearch-py,Official Python low-level client for Elasticsearch.,,db-clients,https://github.com/elastic/elasticsearch-py,https://github.com/elastic/elasticsearch-py,Apache-2.0,2013-05-01 22:47:39.000,2021-01-27 22:28:58.000,2021-01-27 15:59:16.000,969,76.0,776.0,3084,2020-12-09 17:27:30.000,7.10.1,64.0,170,34,True,conda-forge/elasticsearch,elasticsearch,1269.0,99.0,3020347.0,30291.0,19717.0,https://pypi.org/project/elasticsearch,2020-12-09 17:25:00.000,10574.0,3013938.0,https://anaconda.org/conda-forge/elasticsearch,2020-12-11 18:29:47.476,350727.0,2.0,,,
32,pexpect,pexpect/pexpect,A Python module for controlling interactive programs in a pseudo-terminal.,,process-utils,https://github.com/pexpect/pexpect,https://github.com/pexpect/pexpect,ISC,2013-09-17 17:36:44.000,2021-01-13 10:33:10.000,2020-05-16 18:24:44.000,416,145.0,255.0,1960,2020-01-21 16:37:03.000,4.8.0,17.0,91,34,True,conda-forge/pexpect,pexpect,1549.0,3930.0,9787107.0,148587.0,117885.0,https://pypi.org/project/pexpect,2020-01-21 16:37:03.000,30702.0,9717273.0,https://anaconda.org/conda-forge/pexpect,2020-10-12 20:49:05.189,3977998.0,1.0,,,
33,pycryptodomex,Legrandin/pycryptodome,A self-contained cryptographic library for Python.,,cryptography,https://github.com/Legrandin/pycryptodome,https://github.com/Legrandin/pycryptodome,BSD-3-Clause,2014-05-02 15:11:38.000,2021-01-17 19:42:24.000,2021-01-17 19:42:01.000,271,58.0,334.0,1459,2020-11-02 09:53:47.000,3.9.9,34.0,103,34,True,conda-forge/pycryptodomex,pycryptodomex,2518.0,,3400674.0,23051.0,21509.0,https://pypi.org/project/pycryptodomex,2020-11-02 09:53:47.000,1542.0,3392436.0,https://anaconda.org/conda-forge/pycryptodomex,2021-01-11 15:14:25.277,304820.0,2.0,,,
34,future,PythonCharmers/python-future,"Easy, clean, reliable Python 2/3 compatibility.",,compatibility,https://github.com/PythonCharmers/python-future,https://github.com/PythonCharmers/python-future,MIT,2013-07-14 13:57:47.000,2021-01-20 19:36:37.000,2020-11-27 05:54:10.000,257,186.0,194.0,1110,2020-06-13 02:43:44.000,0.18.2,50.0,104,34,True,conda-forge/future,future,1831.0,,13261997.0,151539.0,123171.0,https://pypi.org/project/future,2019-10-31 00:58:13.000,28368.0,13206878.0,https://anaconda.org/conda-forge/future,2021-01-08 23:20:36.090,2976445.0,1.0,,,
35,six,benjaminp/six,Python 2 and 3 compatibility library.,,compatibility,https://github.com/benjaminp/six,https://github.com/benjaminp/six,MIT,2016-05-10 07:24:51.054,2021-01-28 05:51:38.000,2021-01-03 16:35:12.000,187,104.0,171.0,736,2020-05-21 15:25:54.000,1.15.0,27.0,61,34,True,conda-forge/six,six,516.0,,61195464.0,1012056.0,768036.0,https://pypi.org/project/six,2020-05-21 15:25:54.000,244020.0,60956807.0,https://anaconda.org/conda-forge/six,2020-05-21 17:15:14.356,13364832.0,1.0,,,
36,Pygments,pygments/pygments,Pygments is a generic syntax highlighter written in Python.,,others,https://github.com/pygments/pygments,https://github.com/pygments/pygments,BSD-2-Clause,2016-04-12 07:50:11.354,2021-01-24 00:26:57.000,2021-01-21 21:31:09.000,718,348.0,1088.0,485,2021-01-12 07:12:57.000,2.7.4,47.0,581,34,True,conda-forge/pygments,pygments,5442.0,,13512582.0,67766.0,,https://pypi.org/project/pygments,2021-01-12 07:11:24.000,67766.0,13418775.0,https://anaconda.org/conda-forge/pygments,2021-01-15 20:33:52.347,5347019.0,1.0,,,
37,traitlets,ipython/traitlets,A lightweight Traits like module.,,configuration,https://github.com/ipython/traitlets,https://github.com/ipython/traitlets,BSD-3-Clause,2013-12-06 20:45:45.000,2020-11-19 10:36:16.000,2020-10-15 10:38:47.000,152,70.0,135.0,399,2020-10-15 10:39:45.000,5.0.5,24.0,97,34,True,conda-forge/traitlets,traitlets,1645.0,,8585554.0,163663.0,135639.0,https://pypi.org/project/traitlets,2020-10-15 10:39:45.000,28024.0,8487252.0,https://anaconda.org/conda-forge/traitlets,2020-10-15 14:20:57.286,5603265.0,1.0,,,
38,python-fire,google/python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,,cli-helpers,https://github.com/google/python-fire,https://github.com/google/python-fire,Apache-2.0,2017-02-21 21:35:07.000,2021-01-25 18:22:21.000,2021-01-25 18:21:42.000,1114,88.0,133.0,18569,2021-01-22 18:12:10.000,0.4.0,9.0,45,33,True,conda-forge/fire,fire,257.0,,479049.0,7530.0,6362.0,https://pypi.org/project/fire,2021-01-22 18:11:49.000,1168.0,476991.0,https://anaconda.org/conda-forge/fire,2021-01-22 19:55:20.738,88526.0,2.0,1.0,,
39,flatbuffers,google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library.,,serialization,https://github.com/google/flatbuffers,https://github.com/google/flatbuffers,Apache-2.0,2014-05-19 18:33:01.000,2021-01-28 06:34:49.000,2021-01-26 16:09:29.000,2416,159.0,1432.0,15695,2020-03-12 22:47:55.000,1.12.0,17.0,466,33,True,conda-forge/flatbuffers,flatbuffers,2160.0,26924.0,1402803.0,920.0,748.0,https://pypi.org/project/flatbuffers,2020-03-12 23:34:51.000,172.0,1398526.0,https://anaconda.org/conda-forge/flatbuffers,2020-11-23 13:28:55.262,220490.0,1.0,,,
40,cookiecutter,cookiecutter/cookiecutter,"A command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects,..",,others,https://github.com/cookiecutter/cookiecutter,https://github.com/cookiecutter/cookiecutter,BSD-3-Clause,2013-07-14 18:31:22.000,2021-01-21 18:11:00.000,2020-12-26 04:18:09.000,1400,192.0,462.0,13726,2020-04-21 03:35:23.000,1.7.2,28.0,247,33,True,conda-forge/cookiecutter,cookiecutter,2671.0,,400651.0,9629.0,7319.0,https://pypi.org/project/cookiecutter,2020-04-21 03:34:31.000,2310.0,398285.0,https://anaconda.org/conda-forge/cookiecutter,2020-04-26 16:44:26.880,132510.0,1.0,,,
41,watchdog,gorakhargosh/watchdog,Python library and shell utilities to monitor filesystem events.,,file-path-utils,https://github.com/gorakhargosh/watchdog,https://github.com/gorakhargosh/watchdog,Apache-2.0,2010-10-23 12:00:17.000,2021-01-27 14:21:36.000,2021-01-21 17:20:31.000,540,138.0,359.0,4561,2020-12-18 11:36:28.000,1.0.2,23.0,106,33,True,conda-forge/watchdog,watchdog,1271.0,,1571228.0,43029.0,29177.0,https://pypi.org/project/watchdog,2020-12-18 11:15:26.000,13852.0,1564727.0,https://anaconda.org/conda-forge/watchdog,2021-01-09 16:58:16.980,344558.0,1.0,,,
42,python-bigquery,googleapis/python-bigquery,Google BigQuery API client library.,,db-clients,https://github.com/googleapis/python-bigquery,https://github.com/googleapis/python-bigquery,Apache-2.0,2019-12-10 00:09:04.000,2021-01-28 13:04:34.000,2021-01-27 21:08:02.000,1333,43.0,178.0,3426,2021-01-27 21:22:26.000,2.7.0,76.0,86,33,True,,google-cloud-bigquery,1089.0,,5711963.0,7737.0,6487.0,https://pypi.org/project/google-cloud-bigquery,2021-01-27 21:22:26.000,1250.0,5711963.0,,,,2.0,,,
43,toolz,pytoolz/toolz,A functional standard library for Python.,,utilities,https://github.com/pytoolz/toolz,https://github.com/pytoolz/toolz,BSD-3-Clause,2013-09-13 02:18:43.000,2021-01-21 21:16:50.000,2020-09-24 15:39:55.000,210,95.0,130.0,3417,2020-09-24 15:50:48.000,0.11.1,24.0,69,33,True,conda-forge/toolz,toolz,1155.0,,2575686.0,39543.0,34023.0,https://pypi.org/project/toolz,2020-09-24 15:50:48.000,5520.0,2512332.0,https://anaconda.org/conda-forge/toolz,2020-09-24 19:02:07.101,3484472.0,1.0,,,
44,ultrajson,ultrajson/ultrajson,Ultra fast JSON decoder and encoder written in C with Python bindings.,,serialization,https://github.com/ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,BSD-3-Clause,2011-02-27 20:00:51.000,2021-01-21 15:25:16.000,2020-11-16 13:43:14.000,305,38.0,254.0,3123,2021-01-21 15:21:55.000,4.0.2,24.0,71,33,True,,ujson,607.0,,7115536.0,26272.0,19716.0,https://pypi.org/project/ujson,2021-01-21 15:25:16.000,6556.0,7115536.0,,,,1.0,,,
45,XlsxWriter,jmcnamara/XlsxWriter,A Python module for creating Excel XLSX files.,,file-formats,https://github.com/jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter,BSD-3-Clause,2013-01-04 01:07:06.000,2021-01-22 09:49:28.000,2021-01-07 20:40:50.000,510,13.0,674.0,2449,2020-10-13 08:17:32.000,1.3.7,137.0,43,33,True,conda-forge/xlsxwriter,xlsxwriter,1148.0,,3258141.0,37549.0,31365.0,https://pypi.org/project/xlsxwriter,2020-10-13 08:17:32.000,6184.0,3236070.0,https://anaconda.org/conda-forge/xlsxwriter,2020-10-13 10:12:02.147,971149.0,3.0,-1.0,,
46,pycparser,eliben/pycparser,Complete C99 parser in pure Python.,,others,https://github.com/eliben/pycparser,https://github.com/eliben/pycparser,BSD-3-Clause,2013-06-09 22:01:56.000,2021-01-28 10:29:48.000,2020-12-09 13:51:24.000,456,9.0,246.0,2148,,,20.0,70,33,True,conda-forge/pycparser,pycparser,493.0,,24156701.0,198233.0,165951.0,https://pypi.org/project/pycparser,2020-03-04 14:16:37.000,32282.0,24006256.0,https://anaconda.org/conda-forge/pycparser,2020-06-27 16:30:32.956,7973635.0,1.0,,,
