,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,conda_dependent_project_count,trending,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
171,python-prompt-toolkit,prompt-toolkit/python-prompt-toolkit,Library for building powerful interactive command line applications in Python.,,cli-helpers,https://github.com/prompt-toolkit/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,BSD-3-Clause,2014-01-25 22:12:08.000000,2021-11-04 10:42:04.000000,2021-11-03 21:24:41.000000,584.0,471.0,499.0,7364.0,2019-10-03 15:18:40.000000,2.0.10,81.0,194.0,26,True,2572.0,,prompt_toolkit,,,6216.0,,https://pypi.org/project/prompt_toolkit,2019-10-03 15:18:40.000000,6216.0,,,,,3.0,,,-7.0,,,,,,,
172,asciimatics,peterbrittain/asciimatics,"A cross platform package to do curses-like operations, plus higher level APIs and widgets to create text UIs and ASCII..",,cli-helpers,https://github.com/peterbrittain/asciimatics,https://github.com/peterbrittain/asciimatics,Apache-2.0,2015-04-15 20:18:41.000000,2021-09-26 17:09:35.000000,2021-09-26 17:09:08.000000,209.0,19.0,243.0,2835.0,2021-04-05 16:37:38.000000,1.13.0,22.0,37.0,26,True,1029.0,conda-forge/asciimatics,asciimatics,,11101.0,664.0,548.0,https://pypi.org/project/asciimatics,2021-04-05 16:32:43.000000,116.0,9268.0,https://anaconda.org/conda-forge/asciimatics,2021-04-09 05:27:34.166000,78840.0,3.0,,,,,,,,,,
173,toga,beeware/toga,"A Python native, OS native GUI toolkit.",,gui-dev,https://github.com/beeware/toga,https://github.com/beeware/toga,BSD-3-Clause,2014-08-01 21:44:10.000000,2021-11-03 02:30:42.000000,2021-11-01 02:13:05.000000,494.0,138.0,376.0,2797.0,2017-08-14 18:29:09.000000,0.2.15,48.0,196.0,26,True,4390.0,,toga,,1116.0,44.0,,https://pypi.org/project/toga,2021-07-25 01:59:15.000000,44.0,1116.0,,,,3.0,,,,,,,,,,
174,flexx,flexxui/flexx,Write desktop and web apps in pure Python.,,gui-dev,https://github.com/flexxui/flexx,https://github.com/flexxui/flexx,BSD-2-Clause,2014-09-03 08:38:00.000000,2021-09-16 19:11:47.303000,2021-09-16 11:35:28.000000,251.0,79.0,345.0,2784.0,2021-08-30 21:35:18.000000,0.8.2,16.0,37.0,26,True,1934.0,conda-forge/flexx,flexx,,2422.0,130.0,94.0,https://pypi.org/project/flexx,2021-09-16 11:36:30.000000,36.0,1120.0,https://anaconda.org/conda-forge/flexx,2021-09-16 19:11:47.303000,83354.0,3.0,,,,,,,,,,
175,returns,dry-python/returns,"Make your functions return something meaningful, typed, and safe!.",,utilities,https://github.com/dry-python/returns,https://github.com/dry-python/returns,BSD-2-Clause,2019-01-26 13:08:38.000000,2021-11-01 15:04:22.000000,2021-11-01 15:04:22.000000,82.0,55.0,314.0,1952.0,2021-10-05 07:48:00.000000,0.17.0,19.0,35.0,26,True,1252.0,,returns,,24160.0,111.0,109.0,https://pypi.org/project/returns,2021-10-05 07:47:04.000000,2.0,24160.0,,,,3.0,,,,,,,,,,
176,mongo-connector,yougov/mongo-connector,MongoDB data stream pipeline tools by YouGov (adopted from MongoDB).,,db-clients,https://github.com/yougov/mongo-connector,https://github.com/yougov/mongo-connector,Apache-2.0,2012-08-09 23:39:36.000000,2021-09-05 21:01:26.000000,2018-12-05 18:23:06.000000,461.0,242.0,505.0,1822.0,2018-12-05 19:18:21.000000,3.1.1,51.0,62.0,26,False,1112.0,,mongo-connector,,9291.0,173.0,111.0,https://pypi.org/project/mongo-connector,2018-12-05 19:18:21.000000,62.0,9291.0,,,,3.0,,,,,,,,,,
177,retrying,rholder/retrying,"Retrying is an Apache 2.0 licensed general-purpose retrying library, written in Python, to simplify the task of adding..",,utilities,https://github.com/rholder/retrying,https://github.com/rholder/retrying,Apache-2.0,2013-01-22 06:13:26.000000,2021-08-15 10:32:43.000000,2016-06-07 04:02:12.000000,143.0,46.0,13.0,1743.0,2014-12-15 01:15:08.000000,1.3.3,11.0,15.0,26,False,95.0,conda-forge/retrying,retrying,,6699984.0,3490.0,,https://pypi.org/project/retrying,2014-12-15 01:15:08.000000,3490.0,6686814.0,https://anaconda.org/conda-forge/retrying,2018-07-16 11:28:10.934000,816547.0,3.0,,,,,,,,,,
178,gdown,wkentaro/gdown,Download a large file from Google Drive (curl/wget fails because of the security notice).,,data-loading,https://github.com/wkentaro/gdown,https://github.com/wkentaro/gdown,MIT,2015-10-17 03:01:23.000000,2021-10-21 10:57:07.276000,2021-10-20 00:32:03.000000,133.0,5.0,59.0,1465.0,2021-10-20 00:32:16.000000,4.2.0,64.0,13.0,26,True,,conda-forge/gdown,gdown,,217470.0,5365.0,5313.0,https://pypi.org/project/gdown,2021-10-20 00:32:16.000000,52.0,216029.0,https://anaconda.org/conda-forge/gdown,2021-10-21 10:57:07.276000,37486.0,3.0,,,,,,,,,,
179,bidict,jab/bidict,The bidirectional mapping library for Python.,,data-structures,https://github.com/jab/bidict,https://github.com/jab/bidict,MPL-2.0,2014-09-23 14:00:27.000000,2021-11-01 07:02:21.000000,2021-11-01 02:52:04.000000,44.0,3.0,43.0,926.0,2021-10-23 20:54:27.000000,0.21.4,39.0,12.0,26,True,,conda-forge/bidict,bidict,,606768.0,5360.0,4796.0,https://pypi.org/project/bidict,2021-10-23 20:52:58.000000,564.0,605097.0,https://anaconda.org/conda-forge/bidict,2021-10-23 23:17:20.723000,103605.0,2.0,,,,,,,,,,
180,sqlitedict,RaRe-Technologies/sqlitedict,"Persistent dict, backed by sqlite3 and pickle, multithread-safe.",,data-structures,https://github.com/RaRe-Technologies/sqlitedict,https://github.com/RaRe-Technologies/sqlitedict,Apache-2.0,2011-07-19 14:09:09.000000,2021-10-24 03:13:26.000000,2021-10-24 03:13:26.000000,102.0,24.0,57.0,715.0,2020-09-10 06:11:55.000000,1.7.0,18.0,33.0,26,True,257.0,conda-forge/sqlitedict,sqlitedict,,141459.0,1468.0,1226.0,https://pypi.org/project/sqlitedict,2020-09-04 04:52:38.000000,242.0,140987.0,https://anaconda.org/conda-forge/sqlitedict,2020-09-30 16:31:44.818000,17013.0,2.0,,,,,,,,,,
181,pyahocorasick,WojciechMula/pyahocorasick,Python module (C extension and plain python) implementing Aho-Corasick algorithm.,,text,https://github.com/WojciechMula/pyahocorasick,https://github.com/WojciechMula/pyahocorasick,BSD-3-Clause,2013-05-30 19:55:46.000000,2021-10-21 21:29:44.000000,2021-10-21 21:29:44.000000,94.0,37.0,72.0,652.0,2021-03-27 18:19:12.000000,1.4.2,24.0,22.0,26,True,414.0,conda-forge/pyahocorasick,pyahocorasick,,273146.0,884.0,780.0,https://pypi.org/project/pyahocorasick,2021-03-27 18:19:12.000000,104.0,270282.0,https://anaconda.org/conda-forge/pyahocorasick,2020-10-13 12:20:05.350000,134640.0,3.0,,,,,,,,,,
182,Intake,intake/intake,"Intake is a lightweight package for finding, investigating, loading and disseminating data.",,data-loading,https://github.com/intake/intake,https://github.com/intake/intake,BSD-2-Clause,2017-08-14 20:44:22.000000,2021-11-03 21:30:23.000000,2021-11-03 21:30:23.000000,107.0,80.0,209.0,648.0,2021-10-11 18:33:08.000000,0.6.4,23.0,65.0,26,True,1746.0,conda-forge/intake,intake,,15150.0,386.0,312.0,https://pypi.org/project/intake,2021-10-11 18:33:08.000000,74.0,12033.0,https://anaconda.org/conda-forge/intake,2021-10-11 21:27:08.665000,112225.0,3.0,,,,,,,,,,
183,holidays,dr-prodigy/python-holidays,Generate and work with holidays in Python.,,date-time-utils,https://github.com/dr-prodigy/python-holidays,https://github.com/dr-prodigy/python-holidays,MIT,2014-08-24 15:17:18.000000,2021-10-25 01:18:32.000000,2021-09-29 19:46:42.000000,277.0,21.0,205.0,642.0,2021-09-29 20:35:45.000000,.0.11.3.1,35.0,159.0,26,True,932.0,conda-forge/holidays,holidays,161.0,27299.0,558.0,,https://pypi.org/project/holidays,2021-09-29 21:01:31.000000,558.0,,https://anaconda.org/conda-forge/holidays,2021-09-29 23:52:22.757000,928136.0,3.0,,,,,,,,,,
184,ConfigArgParse,bw2/ConfigArgParse,A drop-in replacement for argparse that allows options to also be set via config files and/or environment variables.,,cli-helpers,https://github.com/bw2/ConfigArgParse,https://github.com/bw2/ConfigArgParse,MIT,2014-06-25 00:27:02.000000,2021-10-11 00:30:24.000000,2021-10-06 13:53:24.000000,94.0,57.0,119.0,553.0,2021-10-03 23:08:01.000000,1.5.3,26.0,48.0,26,True,314.0,conda-forge/configargparse,configargparse,,3696.0,8478.0,6132.0,https://pypi.org/project/configargparse,2021-10-03 00:17:22.000000,2346.0,,https://anaconda.org/conda-forge/configargparse,2021-10-04 14:51:00.922000,232886.0,3.0,,,,,,,,,,
185,munch,Infinidat/munch,A Munch is a Python dictionary that provides attribute-style access (a la JavaScript objects).,,data-structures,https://github.com/Infinidat/munch,https://github.com/Infinidat/munch,MIT,2012-03-08 21:20:50.000000,2021-01-22 10:01:55.000000,2021-01-22 10:01:54.000000,66.0,8.0,28.0,526.0,2019-10-30 09:56:06.000000,2.5.0,13.0,24.0,26,True,156.0,conda-forge/munch,munch,,2240661.0,1134.0,,https://pypi.org/project/munch,2020-03-09 16:20:42.000000,1134.0,2220334.0,https://anaconda.org/conda-forge/munch,2019-10-30 13:10:23.404000,1382262.0,2.0,,,,,,,,,,
186,dataclasses,ericvsmith/dataclasses,A backport of the dataclasses module for Python 3.6.,,compatibility,https://github.com/ericvsmith/dataclasses,https://github.com/ericvsmith/dataclasses,Apache-2.0,2017-05-19 20:46:27.000000,2021-10-21 15:52:19.000000,2021-10-21 15:52:19.000000,41.0,10.0,112.0,512.0,,,8.0,12.0,26,True,288.0,conda-forge/dataclasses,dataclasses,,76398.0,24122.0,23168.0,https://pypi.org/project/dataclasses,2020-11-13 14:40:29.000000,954.0,,https://anaconda.org/conda-forge/dataclasses,2021-08-14 16:30:22.806000,3208749.0,3.0,,,,,,,,,,
187,pyscreenshot,ponty/pyscreenshot,"Python screenshot library, replacement for the Pillow ImageGrab module on Linux.",,others,https://github.com/ponty/pyscreenshot,https://github.com/ponty/pyscreenshot,BSD-2-Clause,2011-02-01 13:02:51.000000,2021-10-13 11:58:37.000000,2021-04-18 09:41:46.000000,79.0,5.0,61.0,418.0,2018-12-21 10:20:02.000000,0.5.1,22.0,23.0,26,True,572.0,,pyscreenshot,,175173.0,1732.0,1308.0,https://pypi.org/project/pyscreenshot,2021-04-18 19:30:22.000000,424.0,175173.0,,,,3.0,,,,,,,,,,
188,pandas-gbq,pydata/pandas-gbq,Pandas Google BigQuery.,,db-clients,https://github.com/googleapis/python-bigquery-pandas,https://github.com/googleapis/python-bigquery-pandas,BSD-3-Clause,2017-02-08 13:07:19.000000,2021-11-02 22:26:30.000000,2021-11-02 22:26:14.000000,97.0,51.0,168.0,278.0,2021-03-30 16:56:11.000000,0.15.0,27.0,34.0,26,True,,conda-forge/pandas-gbq,pandas-gbq,252.0,14539835.0,3416.0,2984.0,https://pypi.org/project/pandas-gbq,2021-03-30 16:55:56.000000,432.0,14521894.0,https://anaconda.org/conda-forge/pandas-gbq,2021-04-28 19:44:29.231000,1004442.0,3.0,googleapis/python-bigquery-pandas,,,,,,,,,
189,ptyprocess,pexpect/ptyprocess,Run a subprocess in a pseudo terminal.,,process-utils,https://github.com/pexpect/ptyprocess,https://github.com/pexpect/ptyprocess,ISC,2014-10-02 16:52:41.000000,2021-10-31 14:08:10.000000,2021-10-31 14:08:10.000000,61.0,17.0,16.0,150.0,2020-12-28 15:17:57.000000,0.7.0,10.0,16.0,26,True,141.0,conda-forge/ptyprocess,ptyprocess,,85627.0,25422.0,,https://pypi.org/project/ptyprocess,2020-12-28 15:15:28.000000,25422.0,,https://anaconda.org/conda-forge/ptyprocess,2020-12-31 12:57:25.227000,5737014.0,3.0,,,,,,,,,,
190,catalogue,explosion/catalogue,Super lightweight function registries for your library.,,others,https://github.com/explosion/catalogue,https://github.com/explosion/catalogue,MIT,2019-11-01 14:09:09.000000,2021-09-20 16:10:21.513000,2021-08-21 02:40:22.000000,18.0,4.0,2.0,99.0,2021-08-21 02:47:29.000000,2.0.6,20.0,8.0,26,False,95.0,conda-forge/catalogue,catalogue,,3480368.0,10819.0,10793.0,https://pypi.org/project/catalogue,2021-08-21 02:47:29.000000,26.0,3466722.0,https://anaconda.org/conda-forge/catalogue,2021-09-20 16:10:21.513000,327504.0,3.0,,,,,,,,,,
191,cpython,python/cpython,The Python programming language.,,python-implementations,https://github.com/python/cpython,https://github.com/python/cpython,MIT,2017-02-10 19:23:51.000000,2021-11-04 14:41:48.000000,2021-11-04 11:48:40.000000,20339.0,1419.0,,41079.0,2020-07-22 03:00:52.000000,0.0.6,6.0,1851.0,25,True,,,cpython,,10129.0,,,https://pypi.org/project/cpython,2020-07-22 03:00:52.000000,,10129.0,,,,1.0,,,,,,,,,,
192,Typer,tiangolo/typer,"Typer, build great CLIs. Easy to code. Based on Python type hints.",,cli-helpers,https://github.com/tiangolo/typer,https://github.com/tiangolo/typer,MIT,2019-12-24 12:24:11.000000,2021-11-01 21:47:57.000000,2021-08-30 09:02:44.000000,244.0,149.0,94.0,6517.0,2021-08-30 08:58:56.000000,0.4.0,19.0,9.0,25,True,277.0,,typer,,4323228.0,0.0,,https://pypi.org/project/typer,2021-08-30 08:58:56.000000,0.0,4323228.0,,,,3.0,,,,,,,,,,
193,tortoise-orm,tortoise/tortoise-orm,"Familiar asyncio ORM for python, built with relations in mind.",,db-clients,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10.000000,2021-11-02 16:14:59.000000,2021-10-28 03:21:21.000000,225.0,251.0,374.0,2475.0,2021-10-06 15:41:43.000000,0.17.8,143.0,89.0,25,True,1027.0,,tortoise-orm,9.0,47719.0,18.0,,https://pypi.org/project/tortoise-orm,2021-10-06 15:41:43.000000,18.0,47719.0,,,,3.0,,,,,,,,,,
194,blessings,erikrose/blessings,"A thin, practical wrapper around terminal capabilities in Python.",,cli-helpers,https://github.com/erikrose/blessings,https://github.com/erikrose/blessings,MIT,2011-11-07 10:09:09.000000,2021-10-06 06:41:48.000000,2020-10-20 23:43:16.000000,93.0,30.0,54.0,1262.0,2018-01-03 17:03:36.000000,1.6.1,10.0,16.0,25,False,177.0,conda-forge/blessings,blessings,,2784.0,8562.0,6086.0,https://pypi.org/project/blessings,2018-06-21 14:00:07.000000,2476.0,,https://anaconda.org/conda-forge/blessings,2021-01-08 16:13:56.643000,150344.0,3.0,,,,,,,,,,
195,argcomplete,kislyuk/argcomplete,"Python and tab completion, better together.",,cli-helpers,https://github.com/kislyuk/argcomplete,https://github.com/kislyuk/argcomplete,Apache-2.0,2012-11-19 15:37:34.000000,2021-10-26 16:06:34.000000,2021-10-26 16:06:34.000000,98.0,39.0,149.0,993.0,2021-04-19 15:48:18.000000,1.12.3,100.0,55.0,25,True,596.0,conda-forge/argcomplete,argcomplete,148.0,6362.0,15493.0,12669.0,https://pypi.org/project/argcomplete,2021-04-19 15:48:18.000000,2824.0,,https://anaconda.org/conda-forge/argcomplete,2021-04-22 22:01:32.082000,362566.0,3.0,,,,,,,,,,
196,inflect,jaraco/inflect,"Correctly generate plurals, ordinals, indefinite articles; convert numbers to words.",,text,https://github.com/jaraco/inflect,https://github.com/jaraco/inflect,MIT,2010-06-20 13:43:13.000000,2021-11-02 11:19:10.735000,2021-03-23 00:21:53.000000,66.0,27.0,63.0,583.0,2021-03-03 01:35:47.000000,5.3.0,33.0,29.0,25,True,,conda-forge/inflect,inflect,,1503390.0,1388.0,,https://pypi.org/project/inflect,2021-03-03 01:35:47.000000,1388.0,1500041.0,https://anaconda.org/conda-forge/inflect,2021-11-02 11:19:10.735000,184229.0,3.0,,,,,,,,,,
197,HappyBase,python-happybase/happybase,A developer-friendly Python library to interact with Apache HBase.,,db-clients,https://github.com/python-happybase/happybase,https://github.com/python-happybase/happybase,MIT,2012-05-20 20:06:10.000000,2021-04-25 18:43:44.000000,2021-02-08 18:27:40.000000,153.0,30.0,182.0,574.0,2019-05-14 14:17:26.000000,1.2.0,12.0,19.0,25,True,284.0,conda-forge/happybase,happybase,,83636.0,974.0,552.0,https://pypi.org/project/happybase,2019-05-14 14:17:26.000000,422.0,82592.0,https://anaconda.org/conda-forge/happybase,2019-07-01 13:37:04.756000,67908.0,3.0,,,,,,,,,,
198,pylibmc,lericson/pylibmc,A Python wrapper around the libmemcached interface from TangentOrg.,,caching,https://github.com/lericson/pylibmc,https://github.com/lericson/pylibmc,BSD-3-Clause,2009-07-31 19:51:02.000000,2021-10-26 14:55:10.000000,2021-10-26 14:27:29.000000,122.0,23.0,163.0,448.0,2019-08-15 12:04:18.000000,1.6.1,42.0,49.0,25,True,598.0,conda-forge/pylibmc,pylibmc,,2620.0,8294.0,3612.0,https://pypi.org/project/pylibmc,2019-08-15 12:04:18.000000,4682.0,,https://anaconda.org/conda-forge/pylibmc,2021-06-30 23:58:11.535000,167715.0,2.0,,,,,,,,,,
199,futures,agronholm/pythonfutures,Backport of the concurrent.futures package to Python 2.6 and 2.7.,,compatibility,https://github.com/agronholm/pythonfutures,https://github.com/agronholm/pythonfutures,Python-2.0,2015-03-13 23:36:07.000000,2021-10-09 11:11:46.000000,2020-01-09 23:00:40.000000,46.0,6.0,65.0,218.0,2019-07-15 09:33:00.000000,3.3.0,24.0,18.0,25,False,126.0,conda-forge/futures,futures,,18661.0,43211.0,28329.0,https://pypi.org/project/futures,2021-10-09 11:11:46.000000,14882.0,,https://anaconda.org/conda-forge/futures,2020-03-18 16:57:48.065000,1175695.0,3.0,,,,,,,,,,
200,cloudant,cloudant/python-cloudant,A Python library for Cloudant and CouchDB.,,db-clients,https://github.com/cloudant/python-cloudant,https://github.com/cloudant/python-cloudant,Apache-2.0,2015-08-28 16:22:49.000000,2021-08-26 14:15:46.968000,2021-08-26 11:17:13.000000,49.0,2.0,247.0,166.0,2021-08-26 11:18:59.000000,2.15.0,47.0,29.0,25,True,824.0,conda-forge/cloudant,cloudant,,49606.0,2086.0,1552.0,https://pypi.org/project/cloudant,2021-08-26 11:14:04.000000,534.0,48218.0,https://anaconda.org/conda-forge/cloudant,2021-08-26 14:15:46.968000,86107.0,3.0,,,,,,,,,,
201,pathlib2,mcmtroffaes/pathlib2,"Backport of pathlib aiming to support the full stdlib Python API. As of January 1 2020, this repository will no longer..",,compatibility,https://github.com/jazzband/pathlib2,https://github.com/jazzband/pathlib2,MIT,2014-10-18 08:28:33.000000,2021-11-03 12:13:23.000000,2021-10-21 09:26:48.000000,19.0,3.0,32.0,65.0,2021-07-05 12:15:12.000000,2.3.6,12.0,13.0,25,False,430.0,conda-forge/pathlib2,pathlib2,,28884.0,48705.0,40883.0,https://pypi.org/project/pathlib2,2021-07-05 12:15:12.000000,7822.0,,https://anaconda.org/conda-forge/pathlib2,2021-11-02 13:41:40.784000,1848590.0,3.0,jazzband/pathlib2,,,,,,,,,
202,storm,emre/storm,Manage your SSH like a boss.,,infrastructure,https://github.com/emre/storm,https://github.com/emre/storm,MIT,2013-05-20 18:30:39.000000,2021-10-21 02:37:09.000000,2018-08-07 19:46:34.000000,162.0,22.0,82.0,3852.0,2018-08-24 22:08:05.000000,0.7.0,9.0,30.0,24,False,339.0,,storm,,3045.0,190.0,40.0,https://pypi.org/project/storm,2021-04-19 09:53:23.000000,150.0,3045.0,,,,3.0,,,,,,,,,,
203,ultrajson,ultrajson/ultrajson,Ultra fast JSON decoder and encoder written in C with Python bindings.,,serialization,https://github.com/ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,BSD-3-Clause,2011-02-27 20:00:51.000000,2021-11-02 12:38:41.000000,2021-11-02 12:38:41.000000,336.0,42.0,265.0,3457.0,2021-09-22 10:31:18.000000,4.2.0,26.0,75.0,24,True,,,ujson,,,6556.0,,https://pypi.org/project/ujson,2021-09-22 10:31:18.000000,6556.0,,,,,3.0,,,-9.0,,,,,,,
204,Pony,ponyorm/pony,Pony Object Relational Mapper.,,db-clients,https://github.com/ponyorm/pony,https://github.com/ponyorm/pony,Apache-2.0,2013-02-08 04:56:00.000000,2021-11-04 05:24:25.000000,2021-02-28 21:36:46.000000,204.0,270.0,307.0,2726.0,2020-11-23 19:13:28.000000,0.7.14,44.0,20.0,24,True,,conda-forge/pony,pony,,53684.0,2715.0,2177.0,https://pypi.org/project/pony,2020-11-23 18:56:34.000000,538.0,52685.0,https://anaconda.org/conda-forge/pony,2020-11-23 21:18:14.049000,57976.0,3.0,,,,,,,,,,
205,gino,python-gino/gino,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,,db-clients,https://github.com/python-gino/gino,https://github.com/python-gino/gino,BSD-3-Clause,2017-07-21 04:27:01.000000,2021-10-10 09:21:36.000000,2021-10-06 18:25:47.000000,126.0,42.0,260.0,2279.0,2020-06-08 23:55:55.000000,1.0.1,49.0,46.0,24,True,1119.0,,gino,,29322.0,34.0,,https://pypi.org/project/gino,2020-11-15 21:22:01.000000,34.0,29322.0,,,,3.0,,,,,,,,,,
206,AWS Data Wrangler,awslabs/aws-data-wrangler,"Pandas on AWS - Easy integration with Athena, Glue, Redshift, Timestream, QuickSight, Chime, CloudWatchLogs, DynamoDB,..",,db-clients,https://github.com/awslabs/aws-data-wrangler,https://github.com/awslabs/aws-data-wrangler,Apache-2.0,2019-02-26 01:39:02.000000,2021-11-04 11:25:59.000000,2021-11-04 11:25:59.000000,369.0,35.0,484.0,2268.0,2021-10-18 12:02:52.000000,2.12.1,114.0,83.0,24,True,,,awswrangler,100370.0,3498069.0,0.0,,https://pypi.org/project/awswrangler,2021-10-18 11:53:15.000000,0.0,3494485.0,,,,3.0,,,,['pandas'],,,,,,
207,python-box,cdgriffith/Box,Python dictionaries with advanced dot notation access.,,data-structures,https://github.com/cdgriffith/Box,https://github.com/cdgriffith/Box,MIT,2017-03-11 04:46:51.000000,2021-08-22 18:15:07.539000,2021-08-22 15:06:26.000000,76.0,23.0,109.0,1753.0,2021-08-22 15:08:47.000000,5.4.1,46.0,1.0,24,True,43.0,conda-forge/python-box,python-box,30.0,915382.0,254.0,,https://pypi.org/project/python-box,2021-08-22 15:08:47.000000,254.0,910728.0,https://anaconda.org/conda-forge/python-box,2021-08-22 18:15:07.539000,200150.0,3.0,,,,,,,,,,
208,fabtools,fabtools/fabtools,Tools for writing awesome Fabric files.,,infrastructure,https://github.com/fabtools/fabtools,https://github.com/fabtools/fabtools,BSD-2-Clause,2011-09-05 01:44:24.000000,2019-12-13 07:52:20.000000,2019-09-16 09:19:00.000000,218.0,104.0,64.0,1247.0,2016-10-12 10:37:57.000000,0.20.0,30.0,88.0,24,False,939.0,,fabtools,,2933.0,650.0,274.0,https://pypi.org/project/fabtools,2016-10-12 10:37:57.000000,376.0,2933.0,,,,3.0,,,,,,,,,,
209,strictyaml,crdoconnor/strictyaml,Type-safe YAML parser and validator.,,data-validation,https://github.com/crdoconnor/strictyaml,https://github.com/crdoconnor/strictyaml,MIT,2016-06-17 10:56:18.000000,2021-11-02 17:26:54.000000,2021-11-02 17:26:26.000000,40.0,64.0,63.0,938.0,2021-10-14 19:26:11.000000,1.5.0,79.0,18.0,24,True,701.0,conda-forge/strictyaml,strictyaml,,58981.0,459.0,409.0,https://pypi.org/project/strictyaml,2021-10-14 19:26:11.000000,50.0,56532.0,https://anaconda.org/conda-forge/strictyaml,2021-10-14 22:08:43.072000,105308.0,3.0,,,,,,,,,,
210,immutables,MagicStack/immutables,A high-performance immutable mapping type for Python.,,data-structures,https://github.com/MagicStack/immutables,https://github.com/MagicStack/immutables,Apache-2.0,2018-03-30 21:24:52.000000,2021-08-10 14:17:21.437000,2021-08-07 22:28:55.000000,41.0,6.0,28.0,889.0,2021-08-07 19:59:00.000000,0.16,16.0,13.0,24,True,100.0,conda-forge/immutables,immutables,,1784569.0,2940.0,2840.0,https://pypi.org/project/immutables,2021-08-07 19:59:04.000000,100.0,1767040.0,https://anaconda.org/conda-forge/immutables,2021-08-10 14:17:21.437000,736235.0,3.0,,,,,,,,,,
211,Singer,singer-io/getting-started,"Standard for moving data between databases, web APIs, files, queues, and just about anything else you can think of.",,data-loading,https://github.com/singer-io/getting-started,https://github.com/singer-io/getting-started,AGPL-3.0,2016-10-31 16:53:56.000000,2021-09-08 17:37:08.000000,2021-04-29 14:20:17.000000,116.0,20.0,18.0,887.0,2021-03-22 20:41:58.000000,5.12.1,105.0,26.0,24,True,188.0,,singer-python,,112466.0,300.0,,https://pypi.org/project/singer-python,2021-09-08 17:37:08.000000,300.0,112466.0,,,,3.0,,,,,,,,,,
212,bcrypt,pyca/bcrypt,Modern(-ish) password hashing for your software and your servers.,,cryptography,https://github.com/pyca/bcrypt,https://github.com/pyca/bcrypt,Apache-2.0,2013-05-11 02:03:55.000000,2021-11-04 10:39:47.568000,2021-11-03 03:13:54.000000,102.0,2.0,88.0,802.0,2020-08-16 17:22:44.000000,3.2.0,16.0,30.0,24,True,,conda-forge/bcrypt,bcrypt,,34694.0,14850.0,,https://pypi.org/project/bcrypt,2020-08-16 17:22:44.000000,14850.0,,https://anaconda.org/conda-forge/bcrypt,2021-11-04 10:39:47.568000,1248984.0,3.0,,,,,,,,,,
213,fastcore,fastai/fastcore,Python supercharged for the fastai library.,,others,https://github.com/fastai/fastcore,https://github.com/fastai/fastcore,Apache-2.0,2019-12-02 20:16:53.000000,2021-11-02 19:57:41.000000,2021-11-01 23:10:56.000000,190.0,11.0,234.0,670.0,2021-11-01 23:08:36.000000,1.3.27,103.0,42.0,24,True,926.0,,fastcore,,544964.0,0.0,,https://pypi.org/project/fastcore,2021-11-01 23:08:36.000000,0.0,544964.0,,,,3.0,,,,,,,,,,
214,neo4j-driver,neo4j/neo4j-python-driver,Neo4j Bolt driver for Python.,,db-clients,https://github.com/neo4j/neo4j-python-driver,https://github.com/neo4j/neo4j-python-driver,Apache-2.0,2015-05-05 13:08:20.000000,2021-11-03 16:22:16.000000,2021-11-03 16:22:16.000000,141.0,3.0,180.0,656.0,2021-10-22 10:14:35.000000,4.3.7,94.0,34.0,24,True,,,neo4j-driver,,101061.0,382.0,,https://pypi.org/project/neo4j-driver,2021-10-22 10:13:18.000000,382.0,101061.0,,,,3.0,,,,,,,,,,
215,parsedatetime,bear/parsedatetime,Parse human-readable date/time strings.,,date-time-utils,https://github.com/bear/parsedatetime,https://github.com/bear/parsedatetime,Apache-2.0,2012-09-12 06:44:45.000000,2021-10-11 17:49:34.000000,2021-10-11 17:49:33.000000,103.0,63.0,95.0,622.0,2020-05-31 23:52:03.000000,2.6,17.0,55.0,24,True,425.0,conda-forge/parsedatetime,parsedatetime,,1570.0,5910.0,3628.0,https://pypi.org/project/parsedatetime,2020-05-31 23:50:56.000000,2282.0,,https://anaconda.org/conda-forge/parsedatetime,2020-06-10 17:26:40.760000,97341.0,3.0,,,,,,,,,,
