,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,conda_dependent_project_count,trending,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
44,python-fire,google/python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,,cli-helpers,https://github.com/google/python-fire,https://github.com/google/python-fire,Apache-2.0,2017-02-21 21:35:07.000000,2021-09-30 17:11:13.000000,2021-06-17 18:03:13.000000,1173.0,106.0,142.0,20376.0,2021-01-22 18:12:10.000000,0.4.0,9.0,46.0,32,True,259.0,conda-forge/fire,fire,,1588678.0,10685.0,9517.0,https://pypi.org/project/fire,2021-01-22 18:11:49.000000,1168.0,1585920.0,https://anaconda.org/conda-forge/fire,2021-01-22 19:55:20.738000,146225.0,1.0,,,,,,,,,,
45,peewee,coleifer/peewee,"a small, expressive orm -- supports postgresql, mysql and sqlite.",,db-clients,https://github.com/coleifer/peewee,https://github.com/coleifer/peewee,MIT,2010-10-11 20:14:11.000000,2021-11-04 09:34:33.000000,2021-10-31 18:21:22.000000,1312.0,1.0,2052.0,8707.0,2021-10-28 14:29:58.000000,3.14.8,173.0,145.0,32,True,4372.0,conda-forge/peewee,peewee,,5674.0,20820.0,14356.0,https://pypi.org/project/peewee,2021-10-28 14:29:19.000000,6464.0,,https://anaconda.org/conda-forge/peewee,2021-10-28 19:01:32.860000,363143.0,2.0,,,,,,,,,,
46,arrow,arrow-py/arrow,Better dates & times for Python.,,date-time-utils,https://github.com/arrow-py/arrow,https://github.com/arrow-py/arrow,Apache-2.0,2012-11-18 20:23:27.000000,2021-11-03 13:29:18.000000,2021-11-02 00:59:34.000000,597.0,63.0,379.0,7636.0,2021-10-24 22:20:00.000000,1.2.1,61.0,249.0,32,True,1339.0,conda-forge/arrow,arrow,,12276.0,30238.0,22816.0,https://pypi.org/project/arrow,2021-10-24 22:16:42.000000,7422.0,,https://anaconda.org/conda-forge/arrow,2021-10-26 15:18:02.635000,810268.0,2.0,,,,,,,,,,
47,docopt,docopt/docopt,"Pythonic command line arguments parser, that will make you smile.",,cli-helpers,https://github.com/docopt/docopt,https://github.com/docopt/docopt,MIT,2012-04-07 17:45:14.000000,2021-06-06 22:58:00.000000,2018-08-27 18:02:16.000000,552.0,251.0,175.0,7479.0,2014-06-16 11:18:57.000000,0.6.2,11.0,31.0,32,False,447.0,conda-forge/docopt,docopt,,7955902.0,78318.0,57068.0,https://pypi.org/project/docopt,2014-06-16 11:18:57.000000,21250.0,7939721.0,https://anaconda.org/conda-forge/docopt,2018-07-06 22:39:53.718000,1084133.0,1.0,,,,,,,,,,
48,supervisor,Supervisor/supervisor,Supervisor process control system for UNIX.,,process-utils,https://github.com/Supervisor/supervisor,https://github.com/Supervisor/supervisor,Repoze Public License,2010-12-08 00:48:48.000000,2021-11-04 03:17:29.000000,2021-11-04 03:11:48.000000,1123.0,126.0,905.0,7052.0,2021-02-26 20:45:53.000000,4.2.2,36.0,159.0,32,True,2333.0,conda-forge/supervisor,supervisor,,795382.0,10222.0,6438.0,https://pypi.org/project/supervisor,2021-02-26 20:45:53.000000,3784.0,792735.0,https://anaconda.org/conda-forge/supervisor,2021-03-04 19:30:40.641000,174725.0,2.0,,,,,,,,,,
49,PyMySQL,PyMySQL/PyMySQL,Pure Python MySQL Client.,,db-clients,https://github.com/PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,MIT,2011-07-27 17:38:47.000000,2021-10-09 20:48:05.000000,2021-10-02 07:23:14.000000,1286.0,20.0,566.0,6658.0,2021-01-09 11:33:39.000000,1.0.2,35.0,111.0,32,True,,conda-forge/pymysql,PyMySQL,,12876359.0,115861.0,97435.0,https://pypi.org/project/PyMySQL,2021-01-09 11:33:39.000000,18426.0,12868307.0,https://anaconda.org/conda-forge/pymysql,2021-01-09 16:18:43.582000,394550.0,2.0,,,,,,,,,,
50,Tablib,jazzband/tablib,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",,data-loading,https://github.com/jazzband/tablib,https://github.com/jazzband/tablib,MIT,2011-03-28 02:36:50.000000,2021-11-04 13:12:37.000000,2021-11-04 13:12:37.000000,571.0,35.0,207.0,4032.0,2021-10-26 12:43:46.000000,3.1.0,39.0,115.0,32,True,1135.0,conda-forge/tablib,tablib,,912567.0,14491.0,12133.0,https://pypi.org/project/tablib,2021-10-26 12:43:46.000000,2358.0,911439.0,https://anaconda.org/conda-forge/tablib,2021-10-26 16:07:13.884000,67724.0,2.0,,,,,,,,,,
51,attrs,python-attrs/attrs,Python Classes Without Boilerplate.,,utilities,https://github.com/python-attrs/attrs,https://github.com/python-attrs/attrs,MIT,2015-01-27 15:01:01.000000,2021-11-04 05:57:08.000000,2021-11-04 05:57:07.000000,269.0,102.0,399.0,3731.0,2021-05-07 09:39:42.000000,21.2.0,22.0,107.0,32,True,,conda-forge/attrs,attrs,,91310915.0,325339.0,297355.0,https://pypi.org/project/attrs,2021-05-07 09:32:13.000000,27984.0,91106180.0,https://anaconda.org/conda-forge/attrs,2021-05-07 11:48:44.094000,11465207.0,2.0,,,,,,,,,,
52,google-cloud-storage,googleapis/google-cloud-python,Google Cloud Client Library for Python.,,db-clients,https://github.com/googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,Apache-2.0,2014-01-28 15:51:47.000000,2021-11-02 14:34:48.000000,2021-11-02 14:34:48.000000,1376.0,26.0,3336.0,3718.0,2021-09-30 22:51:00.000000,1.42.3,100.0,317.0,32,True,,conda-forge/google-cloud-storage,google-cloud-storage,,38610856.0,2108.0,,https://pypi.org/project/google-cloud-storage,2021-09-30 22:51:00.000000,2108.0,38592600.0,https://anaconda.org/conda-forge/google-cloud-storage,2021-10-06 15:14:30.131000,967591.0,2.0,,,,,,,,,,
53,elasticsearch,elastic/elasticsearch-py,Official Elasticsearch client library for Python.,,db-clients,https://github.com/elastic/elasticsearch-py,https://github.com/elastic/elasticsearch-py,Apache-2.0,2013-05-01 22:47:39.000000,2021-11-04 14:25:05.000000,2021-11-02 15:48:29.000000,1066.0,53.0,868.0,3442.0,2021-10-14 16:15:03.000000,7.15.1,82.0,182.0,32,True,,conda-forge/elasticsearch,elasticsearch,856.0,8970209.0,35180.0,24606.0,https://pypi.org/project/elasticsearch,2021-10-14 16:14:39.000000,10574.0,8963018.0,https://anaconda.org/conda-forge/elasticsearch,2021-10-14 20:41:19.701000,463192.0,2.0,,,,,,,,,,
54,Prometheus Client,prometheus/client_python,Prometheus instrumentation library for Python applications.,,db-clients,https://github.com/prometheus/client_python,https://github.com/prometheus/client_python,Apache-2.0,2015-02-10 22:47:25.000000,2021-11-02 17:54:42.000000,2021-10-29 17:27:14.000000,591.0,41.0,336.0,2435.0,2021-10-29 17:45:32.000000,0.12.0,33.0,109.0,32,True,453.0,conda-forge/prometheus_client,prometheus_client,,30417050.0,3738.0,,https://pypi.org/project/prometheus_client,2019-06-20 13:35:09.000000,3738.0,30348188.0,https://anaconda.org/conda-forge/prometheus_client,2021-10-29 20:13:50.743000,4200592.0,2.0,,,,,,,,,,
55,python-magic,ahupp/python-magic,A python wrapper for libmagic.,,data-loading,https://github.com/ahupp/python-magic,https://github.com/ahupp/python-magic,MIT,2010-03-31 22:40:33.000000,2021-10-23 17:27:22.000000,2021-10-23 17:27:22.000000,224.0,28.0,140.0,1980.0,2021-06-03 13:49:22.000000,0.4.24,24.0,53.0,32,True,298.0,conda-forge/python-magic,python-magic,,3194421.0,25176.0,20044.0,https://pypi.org/project/python-magic,2021-06-03 13:49:22.000000,5132.0,3192508.0,https://anaconda.org/conda-forge/python-magic,2021-06-08 01:31:24.543000,105256.0,2.0,,,,,,,,,,
56,xlrd,python-excel/xlrd,Please use openpyxl where you can...,,data-loading,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,BSD-3-Clause,2012-03-07 04:50:48.000000,2021-08-21 19:45:33.000000,2021-08-21 19:45:33.000000,418.0,3.0,,1943.0,2020-12-11 10:14:20.000000,2.0.1,24.0,51.0,32,True,503.0,conda-forge/xlrd,xlrd,,11406601.0,97590.0,84016.0,https://pypi.org/project/xlrd,2020-12-11 10:14:20.000000,13574.0,11374218.0,https://anaconda.org/conda-forge/xlrd,2021-01-09 20:35:27.639000,1813500.0,2.0,,,,,,,,,,
57,Motor,mongodb/motor,Motor - the async Python driver for MongoDB and Tornado or asyncio.,,db-clients,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44.000000,2021-11-02 00:53:20.000000,2021-11-02 00:35:16.000000,161.0,,,1816.0,2021-08-19 20:21:17.000000,2.5.1,38.0,33.0,32,True,1654.0,conda-forge/motor,motor,,2144460.0,14427.0,12637.0,https://pypi.org/project/motor,2021-08-19 20:14:26.000000,1790.0,2144018.0,https://anaconda.org/conda-forge/motor,2020-11-20 20:00:39.143000,15501.0,2.0,,,,,,,,,,
58,PyYAML,yaml/pyyaml,Canonical source repository for PyYAML.,,file-formats,https://github.com/yaml/pyyaml,https://github.com/yaml/pyyaml,MIT,2011-11-03 05:09:49.000000,2021-11-03 22:24:37.527000,2021-10-13 19:12:51.000000,348.0,205.0,225.0,1648.0,2021-01-20 22:07:31.000000,5.4.1,30.0,39.0,32,True,314.0,conda-forge/pyyaml,pyyaml,,216695.0,500587.0,386251.0,https://pypi.org/project/pyyaml,2021-10-13 19:39:42.000000,114336.0,,https://anaconda.org/conda-forge/pyyaml,2021-11-03 22:24:37.527000,14085215.0,3.0,,,,,,,,,,
59,chardet,chardet/chardet,Python character encoding detector.,,text,https://github.com/chardet/chardet,https://github.com/chardet/chardet,LGPL-2.1,2012-07-26 20:30:54.000000,2021-11-02 01:16:26.403000,2021-10-22 11:34:40.000000,212.0,61.0,61.0,1621.0,2020-12-10 19:35:32.000000,4.0.0,12.0,44.0,32,True,349.0,conda-forge/chardet,chardet,,70856139.0,72714.0,,https://pypi.org/project/chardet,2020-12-10 19:35:32.000000,72714.0,70611409.0,https://anaconda.org/conda-forge/chardet,2021-11-02 01:16:26.403000,13949633.0,1.0,,,,,,,,,,
60,jmespath,jmespath/jmespath.py,JMESPath is a query language for JSON.,,file-formats,https://github.com/jmespath/jmespath.py,https://github.com/jmespath/jmespath.py,MIT,2013-02-19 22:16:36.000000,2021-10-30 22:20:15.000000,2020-05-12 22:01:13.000000,140.0,76.0,62.0,1447.0,2020-05-12 22:03:45.000000,0.10.0,24.0,22.0,32,False,526.0,conda-forge/jmespath,jmespath,,200273995.0,12390.0,,https://pypi.org/project/jmespath,2020-05-12 22:03:45.000000,12390.0,200177062.0,https://anaconda.org/conda-forge/jmespath,2020-05-13 11:39:21.174000,6203762.0,3.0,,,,,,,,,,
61,Cassandra Driver,datastax/python-driver,DataStax Python Driver for Apache Cassandra.,,db-clients,https://github.com/datastax/python-driver,https://github.com/datastax/python-driver,Apache-2.0,2013-07-08 19:02:31.000000,2021-11-01 08:28:03.000000,2021-09-17 17:47:48.000000,455.0,10.0,,1261.0,2021-03-18 20:12:10.000000,3.25.0,71.0,178.0,32,True,5958.0,conda-forge/cassandra-driver,cassandra-driver,,1304406.0,4410.0,3224.0,https://pypi.org/project/cassandra-driver,2021-03-18 20:12:10.000000,1186.0,1302732.0,https://anaconda.org/conda-forge/cassandra-driver,2021-09-07 06:07:19.529000,92072.0,2.0,,,,,,,,,,
62,future,PythonCharmers/python-future,"Easy, clean, reliable Python 2/3 compatibility.",,compatibility,https://github.com/PythonCharmers/python-future,https://github.com/PythonCharmers/python-future,MIT,2013-07-14 13:57:47.000000,2021-11-04 01:09:42.000000,2021-06-22 05:13:38.000000,254.0,190.0,194.0,1140.0,2020-06-13 02:43:44.000000,0.18.2,50.0,105.0,32,True,1842.0,conda-forge/future,future,,76456.0,205150.0,176782.0,https://pypi.org/project/future,2019-10-31 00:58:13.000000,28368.0,,https://anaconda.org/conda-forge/future,2021-11-02 02:34:04.514000,4893216.0,1.0,,,,,,,,,,
63,traitlets,ipython/traitlets,A lightweight Traits like module.,,configuration,https://github.com/ipython/traitlets,https://github.com/ipython/traitlets,BSD-3-Clause,2013-12-06 20:45:45.000000,2021-10-26 15:03:58.781000,2021-10-25 18:31:13.000000,167.0,79.0,154.0,448.0,2021-10-25 18:32:18.000000,5.1.1,26.0,103.0,32,True,,conda-forge/traitlets,traitlets,,24274731.0,210891.0,182867.0,https://pypi.org/project/traitlets,2021-10-25 18:32:18.000000,28024.0,24145307.0,https://anaconda.org/conda-forge/traitlets,2021-10-26 15:03:58.781000,8671419.0,2.0,,,2.0,,,,,,,
64,asn1crypto,wbond/asn1crypto,Python ASN.1 library with a focus on performance and a pythonic API.,,cryptography,https://github.com/wbond/asn1crypto,https://github.com/wbond/asn1crypto,MIT,2015-06-03 18:51:56.000000,2021-10-15 02:00:06.000000,2021-10-15 02:00:03.000000,105.0,28.0,118.0,239.0,2020-07-28 14:18:17.000000,1.4.0,31.0,35.0,32,True,762.0,conda-forge/asn1crypto,asn1crypto,,26732287.0,96311.0,82807.0,https://pypi.org/project/asn1crypto,2020-07-28 14:18:17.000000,13504.0,26618160.0,https://anaconda.org/conda-forge/asn1crypto,2020-07-28 15:28:07.748000,6048757.0,2.0,,,,,,,,,,
65,pytz,stub42/pytz,pytz Python historical timezone library and database.,,date-time-utils,https://github.com/stub42/pytz,https://github.com/stub42/pytz,MIT,2016-05-10 07:42:31.917000,2021-10-11 22:13:12.000000,2021-10-11 21:44:41.000000,58.0,18.0,23.0,183.0,2016-07-14 08:21:41.000000,2016.6.1,102.0,16.0,32,True,603.0,conda-forge/pytz,pytz,,79188416.0,1051140.0,896204.0,https://pypi.org/project/pytz,2021-10-02 03:56:30.000000,154936.0,78914717.0,https://anaconda.org/conda-forge/pytz,2021-10-05 16:44:12.949000,18064163.0,2.0,,,,,,,,,,
66,rich,willmcgugan/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,,cli-helpers,https://github.com/willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000000,2021-11-03 07:11:25.000000,2021-10-16 16:44:12.000000,960.0,28.0,535.0,30711.0,2021-10-06 13:09:30.000000,10.12.0,136.0,127.0,31,True,2350.0,conda-forge/rich,rich,,27199.0,8100.0,8100.0,https://pypi.org/project/rich,2021-10-06 13:08:03.000000,0.0,,https://anaconda.org/conda-forge/rich,2021-10-06 20:41:59.786000,435194.0,2.0,,,,,,,,,,
67,pulumi,pulumi/pulumi,"Pulumi - Modern Infrastructure as Code. Any cloud, any language.",,infrastructure,https://github.com/pulumi/pulumi,https://github.com/pulumi/pulumi,Apache-2.0,2016-10-31 21:02:47.000000,2021-11-04 11:51:27.000000,2021-11-04 10:06:20.000000,576.0,1337.0,2984.0,10382.0,2021-11-03 20:32:22.000000,3.17.0,2708.0,140.0,31,True,6475.0,,pulumi,5935.0,75309.0,1110.0,1022.0,https://pypi.org/project/pulumi,2021-11-04 11:51:27.000000,88.0,75198.0,,,,2.0,,,,,,,,,,
68,schedule,dbader/schedule,Python job scheduling for humans.,,infrastructure,https://github.com/dbader/schedule,https://github.com/dbader/schedule,MIT,2013-05-19 12:51:20.000000,2021-10-31 06:16:23.000000,2021-06-26 14:30:47.000000,810.0,110.0,241.0,9138.0,2021-04-10 10:48:19.000000,1.1.0,24.0,45.0,31,True,372.0,conda-forge/schedule,schedule,,1660062.0,16689.0,14493.0,https://pypi.org/project/schedule,2021-04-10 10:48:19.000000,2196.0,1659643.0,https://anaconda.org/conda-forge/schedule,2021-04-10 12:19:56.940000,9659.0,2.0,,,,,,,,,,
69,uvloop,MagicStack/uvloop,Ultra fast asyncio event loop.,,async,https://github.com/MagicStack/uvloop,https://github.com/MagicStack/uvloop,MIT,2015-11-08 04:14:54.000000,2021-11-03 19:13:00.000000,2021-08-10 18:17:01.000000,464.0,51.0,219.0,8147.0,2021-08-10 19:41:14.000000,0.16.0,76.0,42.0,31,True,892.0,conda-forge/uvloop,uvloop,346.0,8121.0,31213.0,28763.0,https://pypi.org/project/uvloop,2021-08-10 19:41:14.000000,2450.0,,https://anaconda.org/conda-forge/uvloop,2021-11-02 13:47:36.275000,397687.0,1.0,,,,,,,,,,
70,xmltodict,martinblech/xmltodict,Python module that makes working with XML feel like you are working with JSON.,,data-loading,https://github.com/martinblech/xmltodict,https://github.com/martinblech/xmltodict,MIT,2012-04-17 14:38:21.000000,2021-06-09 20:39:28.000000,2020-04-26 05:15:03.000000,420.0,70.0,136.0,4575.0,2019-02-11 07:00:26.000000,0.12.0,27.0,41.0,31,False,205.0,conda-forge/xmltodict,xmltodict,,13762665.0,40347.0,32113.0,https://pypi.org/project/xmltodict,2019-02-11 07:00:26.000000,8234.0,13743216.0,https://anaconda.org/conda-forge/xmltodict,2019-02-11 11:53:14.803000,1225330.0,2.0,,,,,,,,,,
71,cryptography,pyca/cryptography,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,,cryptography,https://github.com/pyca/cryptography,https://github.com/pyca/cryptography,BSD-3-Clause,2013-08-07 02:23:38.000000,2021-11-04 12:23:17.000000,2021-11-04 11:34:43.000000,933.0,57.0,1748.0,4406.0,2021-09-30 01:26:46.000000,35.0.0,94.0,246.0,31,True,,conda-forge/cryptography,cryptography,,312461.0,247065.0,213177.0,https://pypi.org/project/cryptography,2021-09-30 01:26:46.000000,33888.0,,https://anaconda.org/conda-forge/cryptography,2021-10-25 09:07:56.301000,16560469.0,2.0,,,,,,,,,,
72,pymongo,mongodb/mongo-python-driver,PyMongo - the Python driver for MongoDB.,,db-clients,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06.000000,2021-11-03 18:21:33.000000,2021-11-03 18:21:33.000000,1010.0,3.0,,3451.0,2021-10-19 20:17:35.000000,3.12.1,119.0,187.0,31,True,4863.0,conda-forge/pymongo,pymongo,,7690.0,35862.0,,https://pypi.org/project/pymongo,2021-10-19 20:17:35.000000,35862.0,,https://anaconda.org/conda-forge/pymongo,2021-10-30 22:52:20.634000,499867.0,2.0,,,,,,,,,,
73,tenacity,jd/tenacity,Retrying library for Python.,,utilities,https://github.com/jd/tenacity,https://github.com/jd/tenacity,Apache-2.0,2016-08-11 12:44:02.000000,2021-10-20 12:35:21.000000,2021-10-04 13:31:42.000000,179.0,57.0,126.0,3357.0,2021-07-12 09:36:20.000000,8.0.1,46.0,68.0,31,True,437.0,conda-forge/tenacity,tenacity,,29195132.0,792.0,,https://pypi.org/project/tenacity,2021-07-12 09:36:20.000000,792.0,29171838.0,https://anaconda.org/conda-forge/tenacity,2021-07-12 11:46:30.889000,1257883.0,2.0,,,,,,,,,,
74,Elasticsearch DSL,elastic/elasticsearch-dsl-py,High level Python client for Elasticsearch.,,db-clients,https://github.com/elastic/elasticsearch-dsl-py,https://github.com/elastic/elasticsearch-dsl-py,Apache-2.0,2014-03-05 16:19:39.000000,2021-10-30 16:01:39.000000,2021-08-12 12:56:06.000000,707.0,91.0,1111.0,3357.0,2021-07-15 15:37:49.000000,7.4.0,33.0,125.0,31,True,1013.0,,elasticsearch-dsl,103.0,1686172.0,6775.0,5219.0,https://pypi.org/project/elasticsearch-dsl,2021-07-15 15:35:04.000000,1556.0,1686165.0,,,,2.0,,,,,,,,,,
75,cerberus,pyeve/cerberus,"Lightweight, extensible data validation library for Python.",,data-validation,https://github.com/pyeve/cerberus,https://github.com/pyeve/cerberus,ISC,2012-10-10 10:03:49.000000,2021-10-06 12:42:32.000000,2021-05-05 20:47:21.000000,213.0,35.0,289.0,2621.0,2021-05-05 20:38:00.000000,1.3.4,25.0,62.0,31,True,1145.0,conda-forge/cerberus,cerberus,,2331263.0,11744.0,10236.0,https://pypi.org/project/cerberus,2021-05-05 20:38:00.000000,1508.0,2328677.0,https://anaconda.org/conda-forge/cerberus,2019-12-02 01:38:41.849000,162958.0,2.0,,,,,,,,,,
76,colorama,tartley/colorama,Simple cross-platform colored terminal text in Python.,,cli-helpers,https://github.com/tartley/colorama,https://github.com/tartley/colorama,BSD-3-Clause,2014-04-17 20:18:25.000000,2021-11-03 20:10:47.000000,2021-10-07 19:50:29.000000,192.0,120.0,110.0,2615.0,2020-10-13 02:42:26.000000,0.4.4,42.0,44.0,31,True,310.0,conda-forge/colorama,colorama,,89788.0,293691.0,262075.0,https://pypi.org/project/colorama,2020-10-13 02:42:26.000000,31616.0,,https://anaconda.org/conda-forge/colorama,2020-10-16 16:43:32.974000,6015800.0,2.0,,,,,,,,,,
77,pyodbc,mkleehammer/pyodbc,Python ODBC bridge.,,db-clients,https://github.com/mkleehammer/pyodbc,https://github.com/mkleehammer/pyodbc,MIT,2008-10-03 15:19:37.000000,2021-11-03 09:48:09.000000,2021-08-19 18:05:12.000000,459.0,77.0,734.0,2228.0,2021-08-19 20:25:00.000000,4.0.32,50.0,45.0,31,True,384.0,conda-forge/pyodbc,pyodbc,,13350821.0,3262.0,,https://pypi.org/project/pyodbc,2021-08-19 20:25:00.000000,3262.0,13339954.0,https://anaconda.org/conda-forge/pyodbc,2021-08-20 00:32:20.584000,554248.0,2.0,,,,,,,,,,
78,azure-storage-blob,Azure/azure-sdk-for-python,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting..,,db-clients,https://github.com/Azure/azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,MIT,2012-04-24 16:46:12.000000,2021-11-04 07:44:07.000000,2021-11-04 02:28:03.000000,1537.0,1043.0,4840.0,2218.0,2021-11-03 17:13:13.000000,azure-ai-language-questionanswering_1.0.0,100.0,363.0,31,True,,conda-forge/azure-storage-blob,azure-storage-blob,,33420300.0,2153.0,1773.0,https://pypi.org/project/azure-storage-blob,2021-09-20 21:21:17.000000,380.0,33412669.0,https://anaconda.org/conda-forge/azure-storage-blob,2021-09-20 23:44:34.414000,305275.0,2.0,,,,,,,,,,
79,voluptuous,alecthomas/voluptuous,"CONTRIBUTIONS ONLY: Voluptuous, despite the name, is a Python data validation library.",,data-validation,https://github.com/alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,BSD-3-Clause,2010-07-15 09:55:10.000000,2021-10-13 12:50:56.440000,2021-09-20 21:59:20.000000,195.0,40.0,195.0,1701.0,2021-09-23 01:45:02.000000,0.12.2,44.0,87.0,31,True,444.0,conda-forge/voluptuous,voluptuous,,1669804.0,6137.0,3913.0,https://pypi.org/project/voluptuous,2021-09-23 01:45:02.000000,2224.0,1667664.0,https://anaconda.org/conda-forge/voluptuous,2021-10-13 12:50:56.440000,136967.0,2.0,,,,,,,,,,
80,simplejson,simplejson/simplejson,"simplejson is a simple, fast, extensible JSON encoder/decoder for Python.",,serialization,https://github.com/simplejson/simplejson,https://github.com/simplejson/simplejson,MIT,2011-02-06 05:47:45.000000,2021-11-02 21:47:52.032000,2021-08-24 04:41:14.000000,313.0,17.0,166.0,1433.0,2021-08-24 04:57:02.000000,3.17.5,98.0,37.0,31,True,606.0,conda-forge/simplejson,simplejson,5411.0,27722.0,110644.0,71652.0,https://pypi.org/project/simplejson,2021-08-24 04:57:02.000000,38992.0,,https://anaconda.org/conda-forge/simplejson,2021-11-02 21:47:52.032000,1437537.0,2.0,,,,,,,,,,
81,greenlet,python-greenlet/greenlet,Lightweight in-process concurrent programming.,,async,https://github.com/python-greenlet/greenlet,https://github.com/python-greenlet/greenlet,MIT,2011-12-17 21:12:01.000000,2021-11-03 22:44:26.000000,2021-11-02 21:41:54.000000,203.0,17.0,140.0,1289.0,2021-09-29 10:35:50.000000,1.1.2,30.0,57.0,31,True,756.0,conda-forge/greenlet,greenlet,,30230.0,113352.0,93572.0,https://pypi.org/project/greenlet,2021-09-29 10:35:50.000000,19780.0,,https://anaconda.org/conda-forge/greenlet,2021-11-02 11:46:08.722000,1632459.0,1.0,,,,,,,,,,
82,alembic,sqlalchemy/alembic,A database migrations tool for SQLAlchemy.,,db-clients,https://github.com/sqlalchemy/alembic,https://github.com/sqlalchemy/alembic,MIT,2016-07-03 15:38:09.495000,2021-10-24 19:02:05.000000,2021-10-24 15:41:09.000000,116.0,83.0,754.0,1099.0,2021-10-06 14:31:39.000000,rel_1_7_4,98.0,137.0,31,True,,conda-forge/alembic,alembic,,26179996.0,106247.0,84795.0,https://pypi.org/project/alembic,2021-10-06 14:31:35.000000,21452.0,26164189.0,https://anaconda.org/conda-forge/alembic,2021-10-07 01:53:04.623000,1011694.0,2.0,,,,,,,,,,
83,SQLAlchemy-Utils,kvesteri/sqlalchemy-utils,Various utility functions and datatypes for SQLAlchemy.,,db-clients,https://github.com/kvesteri/sqlalchemy-utils,https://github.com/kvesteri/sqlalchemy-utils,BSD-3-Clause,2013-02-18 16:48:22.000000,2021-11-01 15:06:37.000000,2021-10-19 07:54:32.000000,254.0,187.0,158.0,838.0,2021-10-19 07:55:02.000000,0.37.9,205.0,102.0,31,True,1253.0,conda-forge/sqlalchemy-utils,sqlalchemy-utils,,2598885.0,15457.0,12107.0,https://pypi.org/project/sqlalchemy-utils,2021-10-19 07:55:02.000000,3350.0,2593391.0,https://anaconda.org/conda-forge/sqlalchemy-utils,2021-10-19 18:48:53.384000,340641.0,2.0,,,,,,,,,,
