,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,trending,conda_dependent_project_count,labels,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
216,dataclasses,ericvsmith/dataclasses,A backport of the dataclasses module for Python 3.6.,,compatibility,https://github.com/ericvsmith/dataclasses,https://github.com/ericvsmith/dataclasses,Apache-2.0,2017-05-19 20:46:27.000,2021-10-21 15:52:19.000,2021-10-21 15:52:19,288.0,,43,10.0,49.0,113.0,525,,,8.0,12.0,10.0,27,True,dataclasses,conda-forge/dataclasses,,,10593483.0,30280.0,28713.0,https://pypi.org/project/dataclasses,2020-11-13 14:40:29.000,1567.0,10499921.0,https://anaconda.org/conda-forge/dataclasses,2021-08-14 16:30:22.806,4210313.0,,,,,3.0,,,,,,,,,,
217,beaker,bbangert/beaker,WSGI middleware for sessions and caching.,,caching,https://github.com/bbangert/beaker,https://github.com/bbangert/beaker,BSD-3-Clause,2011-10-16 17:48:39.000,2021-12-07 19:48:31.000,2021-12-07 15:55:36,801.0,1.0,131,24.0,102.0,54.0,479,2019-08-26 22:02:52.000,1.11.0,59.0,86.0,65.0,27,True,beaker,conda-forge/beaker,,,271825.0,4602.0,3242.0,https://pypi.org/project/beaker,2019-08-26 22:02:01.000,1360.0,270852.0,https://anaconda.org/conda-forge/beaker,2019-08-27 07:08:58.966,57417.0,,,,,3.0,,,,,,,,,,
218,umongo,Scille/umongo,"sync/async MongoDB ODM, yes.",,db-clients,https://github.com/Scille/umongo,https://github.com/Scille/umongo,MIT,2016-03-09 16:34:42.000,2021-12-23 11:43:01.519,2021-12-23 08:38:05,810.0,8.0,64,18.0,181.0,150.0,393,2021-10-16 08:20:21.000,3.0.1,53.0,15.0,41.0,27,True,umongo,conda-forge/umongo,,,102816.0,3449.0,3435.0,https://pypi.org/project/umongo,2021-12-23 08:52:40.000,14.0,102748.0,https://anaconda.org/conda-forge/umongo,2021-12-23 11:43:01.519,344.0,,,,,3.0,,,,,,,,,,
219,powerline-shell,b-ryan/powerline-shell,A beautiful and useful prompt for your shell.,,others,https://github.com/b-ryan/powerline-shell,https://github.com/b-ryan/powerline-shell,MIT,2012-09-09 16:12:53.000,2021-05-17 16:44:58.000,2018-09-16 00:24:03,572.0,,734,152.0,286.0,168.0,5769,2018-09-16 00:34:48.000,0.7.0,26.0,85.0,125.0,26,False,powerline-shell,,,,2833.0,79.0,75.0,https://pypi.org/project/powerline-shell,2018-09-16 00:34:48.000,4.0,2833.0,,,,,,,,3.0,,,,,,,,,,
220,gino,python-gino/gino,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,,db-clients,https://github.com/python-gino/gino,https://github.com/python-gino/gino,BSD-3-Clause,2017-07-21 04:27:01.000,2022-02-12 20:37:35.000,2022-02-12 20:29:45,1128.0,9.0,137,50.0,472.0,260.0,2344,2020-06-08 23:55:55.000,1.0.1,50.0,46.0,52.0,26,True,gino,,,,29565.0,42.0,,https://pypi.org/project/gino,2022-02-12 20:37:35.000,42.0,29565.0,,,,,,,,3.0,,,,,,,,,,
221,pyston,pyston/pyston,A faster and highly-compatible implementation of the Python programming language.,,python-implementations,https://github.com/pyston/pyston,https://github.com/pyston/pyston,Apache-2.0,2021-03-01 22:38:24.000,2022-02-17 01:35:15.000,2022-02-16 09:11:46,107132.0,154.0,59,29.0,122.0,40.0,1938,2022-02-02 15:12:53.000,pyston_2.3.2,4.0,1032.0,15.0,26,True,,,,7306.0,811.0,,,,,,,,,,,,,,2.0,,,,,,,,,,
222,retrying,rholder/retrying,"Retrying is an Apache 2.0 licensed general-purpose retrying library, written in Python, to simplify the task of adding..",,utilities,https://github.com/rholder/retrying,https://github.com/rholder/retrying,Apache-2.0,2013-01-22 06:13:26.000,2021-08-15 10:32:43.000,2016-06-07 04:02:12,95.0,,146,30.0,48.0,13.0,1774,2014-12-15 01:15:08.000,1.3.3,11.0,15.0,46.0,26,False,retrying,conda-forge/retrying,,,7613063.0,2118.0,,https://pypi.org/project/retrying,2014-12-15 01:15:08.000,2118.0,7599899.0,https://anaconda.org/conda-forge/retrying,2018-07-16 11:28:10.934,855686.0,,,,,3.0,,,,,,,,,,
223,sqlitedict,RaRe-Technologies/sqlitedict,"Persistent dict, backed by sqlite3 and pickle, multithread-safe.",,data-structures,https://github.com/RaRe-Technologies/sqlitedict,https://github.com/RaRe-Technologies/sqlitedict,Apache-2.0,2011-07-19 14:09:09.000,2021-10-24 03:13:26.000,2021-10-24 03:13:26,257.0,,101,26.0,62.0,60.0,769,2020-09-10 06:11:55.000,1.7.0,18.0,33.0,24.0,26,True,sqlitedict,conda-forge/sqlitedict,,,134993.0,1610.0,1431.0,https://pypi.org/project/sqlitedict,2020-09-04 04:52:38.000,179.0,134419.0,https://anaconda.org/conda-forge/sqlitedict,2020-09-30 16:31:44.818,22392.0,,,,,3.0,,,,,,,,,,
224,piccolos,piccolo-orm/piccolo,"A fast, user friendly ORM and query builder which supports asyncio.",,db-clients,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26.000,2022-02-16 14:56:39.000,2022-02-16 14:56:36,1468.0,110.0,40,13.0,233.0,101.0,698,2022-02-13 20:11:28.000,0.69.2,174.0,25.0,45.0,26,True,piccolo,,,,5987.0,48.0,43.0,https://pypi.org/project/piccolo,2022-02-13 20:11:54.000,5.0,5987.0,,,,,,,,3.0,,,,,,,,,,
225,anytree,c0fec0de/anytree,Python tree data library.,,data-structures,https://github.com/c0fec0de/anytree,https://github.com/c0fec0de/anytree,Apache-2.0,2016-08-27 09:42:38.000,2022-02-14 08:20:48.000,2020-02-20 19:54:46,393.0,,99,23.0,42.0,115.0,660,2020-01-15 01:22:23.000,2.8.0,26.0,17.0,33.0,26,False,anytree,conda-forge/anytree,,,801219.0,195.0,,https://pypi.org/project/anytree,2020-01-15 01:22:23.000,195.0,800678.0,https://anaconda.org/conda-forge/anytree,2020-04-19 21:51:50.756,11917.0,,,,,3.0,,,,,,,,,,
226,parsedatetime,bear/parsedatetime,Parse human-readable date/time strings.,,date-time-utils,https://github.com/bear/parsedatetime,https://github.com/bear/parsedatetime,Apache-2.0,2012-09-12 06:44:45.000,2021-11-20 18:05:10.000,2021-11-20 18:05:09,427.0,2.0,103,26.0,124.0,96.0,634,2020-05-31 23:52:03.000,2.6,17.0,55.0,63.0,26,True,parsedatetime,conda-forge/parsedatetime,,,2896313.0,5209.0,3986.0,https://pypi.org/project/parsedatetime,2020-05-31 23:50:56.000,1223.0,2894748.0,https://anaconda.org/conda-forge/parsedatetime,2020-06-10 17:26:40.760,101781.0,,,,,3.0,,,,,,,,,,
227,aiocache,aio-libs/aiocache,"Asyncio cache manager for redis, memcached and memory.",,caching,https://github.com/aio-libs/aiocache,https://github.com/aio-libs/aiocache,BSD-3-Clause,2016-09-30 09:25:51.000,2022-01-21 23:03:35.000,2020-12-04 20:46:52,442.0,,100,17.0,317.0,205.0,630,2020-10-14 10:18:49.000,0.11.1,40.0,29.0,50.0,26,False,aiocache,,,,87773.0,754.0,660.0,https://pypi.org/project/aiocache,2019-07-31 05:46:03.000,94.0,87773.0,,,,,,,,3.0,,,,,,,,,,
228,HappyBase,python-happybase/happybase,A developer-friendly Python library to interact with Apache HBase.,,db-clients,https://github.com/python-happybase/happybase,https://github.com/python-happybase/happybase,MIT,2012-05-20 20:06:10.000,2021-04-25 18:43:44.000,2021-02-08 18:27:40,284.0,,152,37.0,47.0,183.0,577,2019-05-14 14:17:26.000,1.2.0,12.0,19.0,30.0,26,True,happybase,conda-forge/happybase,,,111502.0,817.0,591.0,https://pypi.org/project/happybase,2019-05-14 14:17:26.000,226.0,110444.0,https://anaconda.org/conda-forge/happybase,2019-07-01 13:37:04.756,71978.0,,,,,3.0,,,,,,,,,,
229,janus,aio-libs/janus,Thread-safe asyncio-aware queue for Python.,,data-structures,https://github.com/aio-libs/janus,https://github.com/aio-libs/janus,Apache-2.0,2015-06-08 15:45:28.000,2022-02-14 04:25:28.000,2022-02-14 04:25:28,532.0,30.0,32,20.0,366.0,32.0,575,2021-12-17 09:06:26.000,1.0.0,18.0,23.0,2.0,26,True,janus,conda-forge/janus,,,264784.0,92.0,,https://pypi.org/project/janus,2021-12-17 09:00:32.000,92.0,264528.0,https://anaconda.org/conda-forge/janus,2021-12-17 16:01:40.259,8211.0,,,,,3.0,,,,,,,,,,
230,python-rapidjson,python-rapidjson/python-rapidjson,Python wrapper around rapidjson.,,serialization,https://github.com/python-rapidjson/python-rapidjson,https://github.com/python-rapidjson/python-rapidjson,MIT,2015-09-09 04:02:42.000,2022-01-22 11:28:07.000,2022-01-22 11:27:35,649.0,6.0,36,8.0,61.0,88.0,436,2020-11-16 12:53:09.000,0.9.4,53.0,18.0,11.0,26,True,python-rapidjson,conda-forge/python-rapidjson,,,622836.0,2333.0,2102.0,https://pypi.org/project/python-rapidjson,2021-10-16 08:51:56.000,231.0,609084.0,https://anaconda.org/conda-forge/python-rapidjson,2021-11-12 03:05:16.833,838896.0,,,,,3.0,,,,,,,,,,
231,pyscreenshot,ponty/pyscreenshot,"Python screenshot library, replacement for the Pillow ImageGrab module on Linux.",,others,https://github.com/ponty/pyscreenshot,https://github.com/ponty/pyscreenshot,BSD-2-Clause,2011-02-01 13:02:51.000,2022-01-15 22:10:28.000,2022-01-01 17:18:49,578.0,6.0,79,15.0,25.0,61.0,421,2018-12-21 10:20:02.000,0.5.1,22.0,23.0,5.0,26,True,pyscreenshot,,,,108372.0,1663.0,1418.0,https://pypi.org/project/pyscreenshot,2021-04-18 19:30:22.000,245.0,108372.0,,,,,,,,3.0,,,,,,,,,,
232,tabulator-py,frictionlessdata/tabulator-py,Python library for reading and writing tabular data via streams.,,data-loading,https://github.com/frictionlessdata/tabulator-py,https://github.com/frictionlessdata/tabulator-py,MIT,2015-08-24 05:34:38.000,2021-06-01 12:40:01.000,2021-03-22 13:33:48,657.0,,44,21.0,162.0,178.0,218,2021-03-21 07:47:00.000,1.53.5,141.0,27.0,,26,True,tabulator,conda-forge/tabulator-py,,,345040.0,780.0,707.0,https://pypi.org/project/tabulator,2021-03-21 07:47:00.000,73.0,344220.0,https://anaconda.org/conda-forge/tabulator-py,2018-07-24 12:57:07.018,45971.0,,,,,3.0,,,,,,,,,,
233,Send2Trash,arsenetar/send2trash,Python library to natively send files to Trash (or Recycle bin) on all platforms.,,others,https://github.com/arsenetar/send2trash,https://github.com/arsenetar/send2trash,BSD-3-Clause,2013-07-19 22:13:14.000,2021-08-24 06:21:27.000,2021-08-24 06:21:12,149.0,,31,6.0,24.0,25.0,192,2021-08-09 23:11:59.000,1.8.0,14.0,13.0,18.0,26,True,send2trash,conda-forge/send2trash,,,8758712.0,2690.0,,https://pypi.org/project/send2trash,2021-08-21 03:44:45.000,2690.0,8671881.0,https://anaconda.org/conda-forge/send2trash,2021-08-09 12:16:59.375,4254753.0,,,,,3.0,,,,,,,,,,
234,entrypoints,takluyver/entrypoints,Discover and load entry points from installed packages.,,inspect,https://github.com/takluyver/entrypoints,https://github.com/takluyver/entrypoints,MIT,2015-05-02 18:12:08.000,2022-02-03 11:39:53.101,2022-02-02 21:29:14,74.0,14.0,21,5.0,23.0,20.0,67,2017-06-08 10:55:15.000,0.2.3,7.0,11.0,3.0,26,False,entrypoints,conda-forge/entrypoints,,,13858113.0,7826.0,,https://pypi.org/project/entrypoints,2022-02-02 21:30:26.000,7826.0,13767660.0,https://anaconda.org/conda-forge/entrypoints,2022-02-03 11:39:53.101,6331775.0,,,,,3.0,,,,,,,,,,
235,sqlmodel,tiangolo/sqlmodel,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",,db-clients,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53.000,2022-02-16 07:39:24.000,2022-02-13 17:14:34,79.0,37.0,263,103.0,102.0,42.0,6823,2021-12-28 11:30:21.000,0.0.6,6.0,10.0,157.0,25,True,sqlmodel,conda-forge/sqlmodel,,,49977.0,24.0,,https://pypi.org/project/sqlmodel,2021-12-28 11:30:21.000,24.0,49895.0,https://anaconda.org/conda-forge/sqlmodel,2021-12-28 19:15:59.901,494.0,,,,,3.0,,,['pydantic'],,,,,,,
236,storm,emre/storm,Manage your SSH like a boss.,,infrastructure,https://github.com/emre/storm,https://github.com/emre/storm,MIT,2013-05-20 18:30:39.000,2022-02-11 01:56:29.000,2018-08-07 19:46:34,339.0,,167,90.0,78.0,82.0,3880,2018-08-24 22:08:05.000,0.7.0,13.0,30.0,22.0,25,False,storm,,,,3431.0,119.0,43.0,https://pypi.org/project/storm,2021-12-15 13:44:40.226,76.0,3431.0,,,,,,,,3.0,,,,,,,,,,
237,python-box,cdgriffith/Box,Python dictionaries with advanced dot notation access.,,data-structures,https://github.com/cdgriffith/Box,https://github.com/cdgriffith/Box,MIT,2017-03-11 04:46:51.000,2022-02-15 00:47:11.000,2021-08-22 15:06:26,43.0,,81,34.0,81.0,112.0,1927,2021-08-22 15:08:47.000,5.4.1,50.0,1.0,21.0,25,True,python-box,conda-forge/python-box,,30.0,1038294.0,261.0,,https://pypi.org/project/python-box,2022-02-12 14:58:41.000,261.0,1033481.0,https://anaconda.org/conda-forge/python-box,2021-08-22 18:15:07.539,221427.0,,,,,3.0,,,,,,,,,,
238,fabtools,fabtools/fabtools,Tools for writing awesome Fabric files.,,infrastructure,https://github.com/fabtools/fabtools,https://github.com/fabtools/fabtools,BSD-2-Clause,2011-09-05 01:44:24.000,2019-12-13 07:52:20.000,2019-09-16 09:19:00,939.0,,218,45.0,231.0,64.0,1250,2016-10-12 10:37:57.000,0.20.0,30.0,88.0,104.0,25,False,fabtools,,,,2384.0,466.0,277.0,https://pypi.org/project/fabtools,2016-10-12 10:37:57.000,189.0,2384.0,,,,,,,,3.0,,,,,,,,,,
239,immutables,MagicStack/immutables,A high-performance immutable mapping type for Python.,,data-structures,https://github.com/MagicStack/immutables,https://github.com/MagicStack/immutables,Apache-2.0,2018-03-30 21:24:52.000,2022-02-13 18:31:41.000,2021-08-07 22:28:55,100.0,,41,24.0,42.0,28.0,924,2021-08-07 19:59:00.000,0.16,16.0,13.0,6.0,25,True,immutables,conda-forge/immutables,,,1317262.0,3567.0,3477.0,https://pypi.org/project/immutables,2021-08-07 19:59:04.000,90.0,1300031.0,https://anaconda.org/conda-forge/immutables,2021-11-06 14:32:18.678,775411.0,,,,,3.0,,,,,,,,,,
240,cleo,sdispater/cleo,Cleo allows you to create beautiful and testable command-line interfaces.,,cli-helpers,https://github.com/sdispater/cleo,https://github.com/sdispater/cleo,MIT,2013-12-16 16:01:42.000,2022-01-30 23:32:21.000,2021-07-30 15:16:20,295.0,,52,22.0,66.0,27.0,810,2021-07-30 15:03:51.000,1.0.0a4,29.0,6.0,61.0,25,True,cleo,conda-forge/cleo,,,5325446.0,189.0,,https://pypi.org/project/cleo,2021-07-30 15:03:48.000,189.0,5323599.0,https://anaconda.org/conda-forge/cleo,2022-01-26 20:23:06.907,77605.0,,,,,3.0,,,,,,,,,,
241,pyahocorasick,WojciechMula/pyahocorasick,Python module (C extension and plain python) implementing Aho-Corasick algorithm.,,text,https://github.com/WojciechMula/pyahocorasick,https://github.com/WojciechMula/pyahocorasick,BSD-3-Clause,2013-05-30 19:55:46.000,2022-02-06 14:56:05.072,2021-11-22 22:26:54,416.0,2.0,98,18.0,47.0,72.0,683,2021-03-27 18:19:12.000,1.4.2,24.0,23.0,40.0,25,True,pyahocorasick,conda-forge/pyahocorasick,,,318909.0,989.0,898.0,https://pypi.org/project/pyahocorasick,2021-03-27 18:19:12.000,91.0,316153.0,https://anaconda.org/conda-forge/pyahocorasick,2022-02-06 14:56:05.072,137821.0,,,,,3.0,,,,,,,,,,
242,ubelt,Erotemic/ubelt,"A Python utility belt containing simple tools, a stdlib like feel, and extra batteries. Hashing, Caching, Timing,..",,utilities,https://github.com/Erotemic/ubelt,https://github.com/Erotemic/ubelt,Apache-2.0,2017-01-30 21:14:57.000,2022-02-16 05:18:46.966,2022-02-15 23:24:01,1050.0,167.0,43,17.0,90.0,6.0,592,2022-02-16 00:03:21.000,1.0.0,59.0,2.0,1.0,25,True,ubelt,conda-forge/ubelt,,,35088.0,1150.0,1101.0,https://pypi.org/project/ubelt,2022-02-15 23:45:59.000,49.0,34624.0,https://anaconda.org/conda-forge/ubelt,2022-02-16 05:18:46.966,2324.0,,,,,3.0,,,,,,,,,,
243,python-email-validator,JoshData/python-email-validator,A robust email syntax and deliverability validation library for Python 2.7/3.4+.,,data-validation,https://github.com/JoshData/python-email-validator,https://github.com/JoshData/python-email-validator,CC0-1.0,2015-04-20 02:46:34.000,2022-01-14 15:43:19.000,2021-11-17 14:09:00,81.0,,62,25.0,29.0,38.0,520,2021-06-12 11:02:31.000,1.1.3,15.0,14.0,7.0,25,False,email-validator,conda-forge/email-validator,,,4727150.0,257.0,,https://pypi.org/project/email-validator,2021-06-12 11:02:31.000,257.0,4725858.0,https://anaconda.org/conda-forge/email-validator,2021-06-13 14:12:22.487,24552.0,,,,,3.0,,,,,,,,,,
244,pysimdjson,TkTech/pysimdjson,Python bindings for the simdjson project.,,serialization,https://github.com/TkTech/pysimdjson,https://github.com/TkTech/pysimdjson,MIT,2019-02-22 03:26:04.000,2021-12-06 02:09:56.000,2021-12-06 01:23:28,267.0,5.0,40,8.0,20.0,62.0,508,2021-12-06 02:07:55.000,4.0.3,33.0,12.0,13.0,25,True,pysimdjson,conda-forge/pysimdjson,,,133192.0,222.0,211.0,https://pypi.org/project/pysimdjson,2021-12-06 02:07:55.000,11.0,132102.0,https://anaconda.org/conda-forge/pysimdjson,2021-11-05 14:07:28.388,17441.0,,,,,3.0,,,,,,,,,,
245,hickle,telegraphic/hickle,a HDF5-based python pickle replacement.,,serialization,https://github.com/telegraphic/hickle,https://github.com/telegraphic/hickle,MIT,2012-05-28 09:04:16.000,2022-02-06 12:57:33.000,2021-12-19 01:57:17,479.0,3.0,65,21.0,61.0,91.0,403,2021-12-17 00:17:43.000,5.0.0,37.0,22.0,7.0,25,True,hickle,conda-forge/hickle,,,5149.0,422.0,339.0,https://pypi.org/project/hickle,2021-12-17 00:50:45.000,83.0,4673.0,https://anaconda.org/conda-forge/hickle,2019-07-11 01:30:06.807,17628.0,,,,,3.0,,,,,,,,,,
246,messytables,okfn/messytables,Tools for parsing messy tabular data. This is now superseded by https://github.com/frictionlessdata/tabulator-py.,,data-loading,https://github.com/okfn/messytables,https://github.com/okfn/messytables,MIT,2011-07-27 18:08:21.000,2021-12-13 19:46:22.000,2019-11-13 07:35:33,601.0,,102,41.0,108.0,55.0,378,2017-02-09 12:37:47.000,0.15.2,26.0,44.0,34.0,25,False,messytables,,,,15382.0,343.0,219.0,https://pypi.org/project/messytables,2017-02-09 12:37:47.000,124.0,15382.0,,,,,,,,3.0,,,,,,,,,,
247,python-benedict,fabiocaccamo/python-benedict,"dict subclass with keylist/keypath support, normalized I/O operations (base64, csv, ini, json, pickle, plist, query-..",,data-structures,https://github.com/fabiocaccamo/python-benedict,https://github.com/fabiocaccamo/python-benedict,MIT,2019-05-17 11:13:40.000,2022-02-14 22:54:22.000,2022-02-14 22:52:50,427.0,30.0,23,11.0,10.0,57.0,344,2021-12-21 10:39:58.000,0.1.0,42.0,2.0,7.0,25,True,python-benedict,conda-forge/python-benedict,,,300340.0,656.0,646.0,https://pypi.org/project/python-benedict,2021-10-04 10:24:29.000,10.0,298211.0,https://anaconda.org/conda-forge/python-benedict,2021-10-05 07:31:07.556,31942.0,,,,,3.0,,,,,,,,,,
248,ptyprocess,pexpect/ptyprocess,Run a subprocess in a pseudo terminal.,,process-utils,https://github.com/pexpect/ptyprocess,https://github.com/pexpect/ptyprocess,ISC,2014-10-02 16:52:41.000,2021-10-31 14:08:10.000,2021-10-31 14:08:10,141.0,,62,18.0,41.0,17.0,156,2020-12-28 15:17:57.000,0.7.0,10.0,16.0,17.0,25,True,ptyprocess,conda-forge/ptyprocess,,,21108807.0,12911.0,,https://pypi.org/project/ptyprocess,2020-12-28 15:15:28.000,12911.0,21016907.0,https://anaconda.org/conda-forge/ptyprocess,2020-12-31 12:57:25.227,6433043.0,,,,,3.0,,,,,,,,,,
249,contextlib2,jazzband/contextlib2,contextlib2 is a backport of the standard librarys contextlib module to earlier Python versions.,,compatibility,https://github.com/jazzband/contextlib2,https://github.com/jazzband/contextlib2,psfrag,2016-02-23 08:51:49.209,2021-11-10 20:59:22.000,2021-10-22 15:46:45,166.0,,10,4.0,25.0,21.0,33,2021-06-27 06:54:20.000,21.6.0,14.0,14.0,5.0,25,False,contextlib2,conda-forge/contextlib2,,,10691715.0,47536.0,44843.0,https://pypi.org/project/contextlib2,2021-06-27 06:54:20.000,2693.0,10678865.0,https://anaconda.org/conda-forge/contextlib2,2021-06-28 02:52:34.203,925229.0,,,,,3.0,,,,,,,,,,
250,CommonRegex,madisonmay/CommonRegex,A collection of common regular expressions bundled with an easy to use interface.,,utilities,https://github.com/madisonmay/CommonRegex,https://github.com/madisonmay/CommonRegex,MIT,2013-12-17 08:43:14.000,2021-12-15 15:25:21.835,2019-09-25 12:17:08,113.0,,137,39.0,21.0,11.0,1478,2021-12-15 15:25:21.835,1.5.4,6.0,14.0,17.0,24,False,commonregex,,,,388921.0,93.0,71.0,https://pypi.org/project/commonregex,2021-12-15 15:25:21.835,22.0,388921.0,,,,,,,,3.0,,,,,,,,,,
251,pluginbase,mitsuhiko/pluginbase,A simple but flexible plugin system for Python.,,others,https://github.com/mitsuhiko/pluginbase,https://github.com/mitsuhiko/pluginbase,BSD-3-Clause,2014-06-30 20:51:42.000,2021-05-16 16:25:40.000,2021-05-16 16:12:48,56.0,,144,41.0,10.0,12.0,997,2021-05-16 16:25:40.000,1.0.1,9.0,9.0,,24,True,pluginbase,conda-forge/pluginbase,,,530507.0,1292.0,1129.0,https://pypi.org/project/pluginbase,2021-05-16 16:25:40.000,163.0,526222.0,https://anaconda.org/conda-forge/pluginbase,2019-02-04 15:40:32.059,209983.0,,,,,3.0,,,,,,,,,,
252,parallel-ssh,ParallelSSH/parallel-ssh,Asynchronous parallel SSH client library.,,infrastructure,https://github.com/ParallelSSH/parallel-ssh,https://github.com/ParallelSSH/parallel-ssh,LGPL-2.1,2012-12-24 14:45:36.000,2021-11-28 20:43:09.000,2021-11-28 20:42:13,523.0,2.0,137,42.0,111.0,195.0,980,2021-11-28 20:43:09.000,2.8.0,92.0,18.0,13.0,24,False,parallel-ssh,,,316.0,626124.0,159.0,136.0,https://pypi.org/project/parallel-ssh,2021-11-28 20:43:09.000,23.0,626121.0,,,,,,,,3.0,,,,,,,,,,
253,Singer,singer-io/getting-started,"Standard for moving data between databases, web APIs, files, queues, and just about anything else you can think of.",,data-loading,https://github.com/singer-io/getting-started,https://github.com/singer-io/getting-started,AGPL-3.0,2016-10-31 16:53:56.000,2022-01-27 05:59:28.000,2021-04-29 14:20:17,188.0,,126,41.0,52.0,18.0,931,2021-03-22 20:41:58.000,5.12.1,105.0,26.0,20.0,24,True,singer-python,,,,124726.0,346.0,,https://pypi.org/project/singer-python,2021-09-08 17:37:08.000,346.0,124726.0,,,,,,,,3.0,,,,,,,,,,
254,rows,turicas/rows,"A common, beautiful interface to tabular data, no matter the format.",,data-loading,https://github.com/turicas/rows,https://github.com/turicas/rows,LGPL-3.0,2014-05-07 05:43:11.000,2022-02-07 23:02:15.000,2022-02-07 22:54:07,906.0,27.0,138,56.0,72.0,149.0,785,2019-02-14 21:20:15.000,0.4.1,10.0,30.0,165.0,24,True,rows,,,38.0,1707.0,160.0,131.0,https://pypi.org/project/rows,2019-02-14 21:12:03.000,29.0,1707.0,,,,,,,,3.0,,,,,,,,,,
255,python-mss,BoboTiG/python-mss,An ultra fast cross-platform multiple screenshots module in pure Python using ctypes.,,others,https://github.com/BoboTiG/python-mss,https://github.com/BoboTiG/python-mss,MIT,2013-07-01 16:14:08.000,2021-12-26 18:29:51.000,2021-12-26 18:29:51,644.0,4.0,69,14.0,97.0,80.0,692,2020-10-31 17:19:13.000,6.1.0,32.0,17.0,33.0,24,True,mss,conda-forge/python-mss,,,291850.0,212.0,,https://pypi.org/project/mss,2020-10-31 17:19:13.000,212.0,291312.0,https://anaconda.org/conda-forge/python-mss,2020-10-31 20:08:28.845,10765.0,,,,,3.0,,,,,,,,,,
256,Unipath,mikeorr/Unipath,An object-oriented approach to Python file/directory operations.,,file-path-utils,https://github.com/mikeorr/Unipath,https://github.com/mikeorr/Unipath,MIT,2013-01-28 04:38:28.000,2022-01-11 09:35:44.000,2015-02-14 18:30:08,49.0,,38,15.0,12.0,10.0,498,2009-03-29 15:28:56.000,0.2.1,3.0,6.0,7.0,24,False,unipath,,,,65772.0,8691.0,6645.0,https://pypi.org/project/unipath,2015-02-11 04:36:12.000,2046.0,65772.0,,,,,,,,3.0,,,,,,,,,,
257,cachier,shaypal5/cachier,"Persistent, stale-free, local and cross-machine caching for Python functions.",,caching,https://github.com/shaypal5/cachier,https://github.com/shaypal5/cachier,MIT,2016-08-24 13:34:12.000,2022-01-16 12:12:15.000,2022-01-16 12:12:11,218.0,4.0,45,5.0,37.0,30.0,395,2021-11-25 15:39:45.000,1.5.4,48.0,14.0,20.0,24,True,cachier,,,,11337.0,239.0,218.0,https://pypi.org/project/cachier,2021-11-25 12:18:36.000,21.0,11337.0,,,,,,,,3.0,,,,,,,,,,
258,clint,kennethreitz-archive/clint,Python Command-line Application Tools.,,cli-helpers,https://github.com/kennethreitz-archive/clint,https://github.com/kennethreitz-archive/clint,ISC,2010-10-12 02:40:00.000,2021-07-31 05:54:17.000,2017-09-02 04:38:47,372.0,,15,3.0,111.0,41.0,67,2015-08-25 16:13:43.000,0.5.1,17.0,64.0,50.0,24,False,clint,conda-forge/clint,,100.0,198688.0,4793.0,3480.0,https://pypi.org/project/clint,2015-08-25 16:11:19.000,1313.0,198092.0,https://anaconda.org/conda-forge/clint,2018-07-09 09:37:09.782,41055.0,,,,,3.0,,,,,,,,,,
259,openpyxl,,A Python library to read/write Excel 2010 xlsx/xlsm files.,,others,,https://openpyxl.readthedocs.io,MIT,2015-11-03 00:22:17.154,2021-10-05 11:52:53.531,,,,0,,,1552.0,34,2021-09-22 12:55:01.000,3.0.9,99.0,,239.0,24,False,openpyxl,openpyxl,,,23531886.0,6460.0,,https://pypi.org/project/openpyxl,2021-09-22 12:55:01.000,6437.0,23530988.0,https://anaconda.org/anaconda/openpyxl,2021-10-05 11:52:53.531,66261.0,,,,,3.0,,23.0,,https://foss.heptapod.net/api/graphql::openpyxl/openpyxl,openpyxl/openpyxl-ci,https://openpyxl.readthedocs.io/en/stable/,https://foss.heptapod.net/openpyxl/openpyxl,https://hub.docker.com/r/openpyxl/openpyxl-ci,2018-09-13 18:04:17.646261,1197.0
