,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,conda_dependent_project_count,trending,labels
161,cx-Oracle,oracle/python-cx_Oracle,Python interface to Oracle Database conforming to the Python DB API 2.0 specification.,,db-clients,https://github.com/oracle/python-cx_Oracle,https://github.com/oracle/python-cx_Oracle,BSD-3-Clause,2017-03-07 04:03:36.000,2021-01-22 02:53:47.000,2021-01-22 02:53:29.000,256,41.0,484.0,710,2020-12-08 21:31:48.000,8.1.0,32.0,16,26,True,,cx-Oracle,1083.0,,689360.0,144.0,,https://pypi.org/project/cx-Oracle,2020-12-08 21:31:48.000,144.0,689360.0,,,,3.0,,,
162,python-rapidjson,python-rapidjson/python-rapidjson,Python wrapper around rapidjson.,,serialization,https://github.com/python-rapidjson/python-rapidjson,https://github.com/python-rapidjson/python-rapidjson,MIT,2015-09-09 04:02:42.000,2021-01-12 12:18:51.408,2020-12-13 09:54:09.000,34,8.0,86.0,414,2020-11-16 12:53:09.000,0.9.4,48.0,17,26,True,conda-forge/python-rapidjson,python-rapidjson,601.0,,202971.0,1289.0,997.0,https://pypi.org/project/python-rapidjson,2020-12-13 10:07:07.000,292.0,195456.0,https://anaconda.org/conda-forge/python-rapidjson,2021-01-12 12:18:51.408,368268.0,3.0,,,
163,pyscreenshot,ponty/pyscreenshot,"Python screenshot library, replacement for the Pillow ImageGrab module on Linux.",,others,https://github.com/ponty/pyscreenshot,https://github.com/ponty/pyscreenshot,BSD-2-Clause,2011-02-01 13:02:51.000,2021-01-16 21:26:48.000,2021-01-16 21:26:28.000,75,5.0,61.0,392,2018-12-21 10:20:02.000,0.5.1,21.0,22,26,True,,pyscreenshot,567.0,,83387.0,1460.0,1036.0,https://pypi.org/project/pyscreenshot,2020-12-27 14:52:35.000,424.0,83387.0,,,,3.0,,,
164,isodate,gweis/isodate,ISO 8601 date/time parser.,,date-time-utils,https://github.com/gweis/isodate,https://github.com/gweis/isodate,BSD-3-Clause,2012-10-29 23:32:06.000,2020-12-29 02:41:37.000,2018-08-02 23:45:26.000,34,20.0,11.0,91,2017-10-13 09:25:14.000,0.6.0,15.0,16,26,False,conda-forge/isodate,isodate,144.0,,12211393.0,14315.0,10661.0,https://pypi.org/project/isodate,2017-10-13 09:25:14.000,3654.0,12198565.0,https://anaconda.org/conda-forge/isodate,2018-08-04 23:15:08.700,756888.0,3.0,,,
165,pathlib2,mcmtroffaes/pathlib2,"Backport of pathlib aiming to support the full stdlib Python API. As of January 1 2020, this repository will no longer..",,compatibility,https://github.com/mcmtroffaes/pathlib2,https://github.com/mcmtroffaes/pathlib2,MIT,2014-10-18 08:28:33.000,2021-01-08 20:23:59.223,2020-01-07 11:01:48.000,16,,29.0,63,2019-09-27 07:33:53.000,2.3.5,11.0,11,26,False,conda-forge/pathlib2,pathlib2,394.0,,2439998.0,42116.0,34294.0,https://pypi.org/project/pathlib2,2019-09-27 07:33:53.000,7822.0,2409538.0,https://anaconda.org/conda-forge/pathlib2,2021-01-08 20:23:59.223,1675303.0,3.0,,,
166,micropython,micropython/micropython,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems.,,python-implementations,https://github.com/micropython/micropython,https://github.com/micropython/micropython,MIT,2013-12-20 11:47:07.000,2021-02-25 10:46:23.000,2021-02-23 03:33:31.000,3960,1242.0,2512.0,12093,2021-02-03 23:51:07.000,1.14,8.0,380,25,True,,,12067.0,14456.0,344.0,,,,,,,,,,2.0,,,
167,tink,google/tink,"Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy..",,cryptography,https://github.com/google/tink,https://github.com/google/tink,Apache-2.0,2014-06-06 16:21:09.000,2021-02-24 17:06:42.000,2021-02-17 20:34:11.000,912,65.0,252.0,11092,2020-10-16 02:54:17.000,1.5.0,18.0,83,25,True,,tink,3248.0,828.0,4889.0,3.0,3.0,https://pypi.org/project/tink,2020-10-15 01:41:53.000,,4869.0,,,,3.0,,,
168,toga,beeware/toga,"A Python native, OS native GUI toolkit.",,gui-dev,https://github.com/beeware/toga,https://github.com/beeware/toga,BSD-3-Clause,2014-08-01 21:44:10.000,2021-02-25 03:44:26.000,2021-02-25 03:44:26.000,478,138.0,350.0,2615,2017-08-14 18:29:09.000,0.2.15,46.0,185,25,True,,toga,4087.0,,625.0,44.0,,https://pypi.org/project/toga,2021-01-03 01:46:03.000,44.0,625.0,,,,3.0,,,
169,Pony,ponyorm/pony,Pony Object Relational Mapper.,,db-clients,https://github.com/ponyorm/pony,https://github.com/ponyorm/pony,Apache-2.0,2013-02-08 04:56:00.000,2021-02-12 19:21:08.000,2021-02-09 15:28:18.000,201,252.0,300.0,2494,2020-11-23 19:13:28.000,0.7.14,44.0,20,25,True,conda-forge/pony,pony,,,17477.0,2295.0,1757.0,https://pypi.org/project/pony,2020-11-23 18:56:34.000,538.0,16543.0,https://anaconda.org/conda-forge/pony,2020-11-23 21:18:14.049,45802.0,3.0,,,
170,mongo-connector,yougov/mongo-connector,MongoDB data stream pipeline tools by YouGov (adopted from MongoDB).,,db-clients,https://github.com/yougov/mongo-connector,https://github.com/yougov/mongo-connector,Apache-2.0,2012-08-09 23:39:36.000,2021-02-01 13:01:08.000,2018-12-05 18:23:06.000,454,228.0,504.0,1773,2018-12-05 19:18:21.000,3.1.1,51.0,62,25,False,,mongo-connector,1112.0,,1884.0,152.0,90.0,https://pypi.org/project/mongo-connector,2018-12-05 19:18:21.000,62.0,1884.0,,,,3.0,,,
171,python-box,cdgriffith/Box,Python dictionaries with advanced dot notation access.,,data-structures,https://github.com/cdgriffith/Box,https://github.com/cdgriffith/Box,MIT,2017-03-11 04:46:51.000,2021-02-13 18:15:45.690,2021-02-13 16:13:26.000,68,16.0,100.0,1634,2021-02-13 16:15:07.000,5.3.0,44.0,1,25,True,conda-forge/python-box,python-box,41.0,28.0,274546.0,1464.0,1210.0,https://pypi.org/project/python-box,2021-02-13 16:15:07.000,254.0,272614.0,https://anaconda.org/conda-forge/python-box,2021-02-13 18:15:45.690,65691.0,3.0,,,
172,immutables,MagicStack/immutables,A high-performance immutable mapping type for Python.,,data-structures,https://github.com/MagicStack/immutables,https://github.com/MagicStack/immutables,Apache-2.0,2018-03-30 21:24:52.000,2021-02-11 01:42:42.000,2021-02-10 01:10:52.000,35,10.0,22.0,817,2021-02-10 04:59:44.000,0.15,15.0,10,25,True,conda-forge/immutables,immutables,89.0,,537705.0,1535.0,1435.0,https://pypi.org/project/immutables,2021-02-10 04:59:48.000,100.0,523758.0,https://anaconda.org/conda-forge/immutables,2021-02-10 16:06:28.599,460268.0,3.0,,,
173,omegaconf,omry/omegaconf,Flexible Python configuration system. The last one you will ever need.,,configuration,https://github.com/omry/omegaconf,https://github.com/omry/omegaconf,BSD-3-Clause,2018-09-03 14:59:01.000,2021-02-25 03:00:30.000,2021-02-25 02:14:13.000,41,41.0,245.0,595,2021-01-19 22:12:27.000,2.0.6,119.0,18,25,True,conda-forge/omegaconf,omegaconf,742.0,,95653.0,604.0,596.0,https://pypi.org/project/omegaconf,2021-02-10 23:32:20.000,8.0,87051.0,https://anaconda.org/conda-forge/omegaconf,2021-01-20 03:01:55.100,111836.0,3.0,,,
174,parsedatetime,bear/parsedatetime,Parse human-readable date/time strings.,,date-time-utils,https://github.com/bear/parsedatetime,https://github.com/bear/parsedatetime,Apache-2.0,2012-09-12 06:44:45.000,2020-11-12 09:22:02.000,2020-05-31 23:24:18.000,101,64.0,93.0,589,2020-05-31 23:52:03.000,2.6,17.0,49,25,True,conda-forge/parsedatetime,parsedatetime,369.0,,407750.0,5113.0,2831.0,https://pypi.org/project/parsedatetime,2020-05-31 23:50:56.000,2282.0,406249.0,https://anaconda.org/conda-forge/parsedatetime,2020-06-10 17:26:40.760,79570.0,3.0,,,
175,HappyBase,python-happybase/happybase,A developer-friendly Python library to interact with Apache HBase.,,db-clients,https://github.com/python-happybase/happybase,https://github.com/python-happybase/happybase,MIT,2012-05-20 20:06:10.000,2021-02-08 18:28:15.000,2021-02-08 18:27:40.000,152,30.0,179.0,557,2019-05-14 14:17:26.000,1.2.0,12.0,19,25,True,conda-forge/happybase,happybase,284.0,,26064.0,883.0,461.0,https://pypi.org/project/happybase,2019-05-14 14:17:26.000,422.0,25148.0,https://anaconda.org/conda-forge/happybase,2019-07-01 13:37:04.756,51325.0,3.0,,,
176,dataclasses,ericvsmith/dataclasses,A backport of the dataclasses module for Python 3.6.,,compatibility,https://github.com/ericvsmith/dataclasses,https://github.com/ericvsmith/dataclasses,Apache-2.0,2017-05-19 20:46:27.000,2020-11-13 14:41:57.000,2020-11-13 14:26:05.000,40,11.0,108.0,485,,,8.0,11,25,True,conda-forge/dataclasses,dataclasses,287.0,,2330361.0,13030.0,12076.0,https://pypi.org/project/dataclasses,2020-11-13 14:40:29.000,954.0,2302163.0,https://anaconda.org/conda-forge/dataclasses,2020-10-07 12:55:35.859,930536.0,3.0,,,
177,cloudant,cloudant/python-cloudant,A Python library for Cloudant and CouchDB.,,db-clients,https://github.com/cloudant/python-cloudant,https://github.com/cloudant/python-cloudant,Apache-2.0,2015-08-28 16:22:49.000,2021-02-11 23:35:47.000,2021-02-10 15:47:14.000,47,39.0,241.0,158,2020-08-18 12:14:54.000,2.14.0,46.0,27,25,True,conda-forge/cloudant,cloudant,805.0,,30867.0,1853.0,1319.0,https://pypi.org/project/cloudant,2020-08-18 11:22:22.000,534.0,29490.0,https://anaconda.org/conda-forge/cloudant,2019-05-18 03:07:25.357,72983.0,3.0,,,
178,entrypoints,takluyver/entrypoints,Discover and load entry points from installed packages.,,inspect,https://github.com/takluyver/entrypoints,https://github.com/takluyver/entrypoints,MIT,2015-05-02 18:12:08.000,2020-12-03 20:07:10.000,2020-03-15 12:25:13.000,18,4.0,20.0,61,2017-06-08 10:55:15.000,0.2.3,6.0,9,25,False,conda-forge/entrypoints,entrypoints,59.0,,6935821.0,15152.0,,https://pypi.org/project/entrypoints,2019-01-07 18:10:52.000,15152.0,6868999.0,https://anaconda.org/conda-forge/entrypoints,2020-11-11 19:15:28.026,3875702.0,2.0,,,
179,diagrams,mingrammer/diagrams,Diagram as Code for prototyping cloud system architectures.,,others,https://github.com/mingrammer/diagrams,https://github.com/mingrammer/diagrams,MIT,2020-02-02 15:23:24.000,2021-02-24 16:07:53.000,2021-02-22 17:42:55.000,708,173.0,112.0,12764,2021-02-22 17:35:06.000,0.19.1,36.0,86,24,True,conda-forge/diagrams,diagrams,401.0,,22037.0,0.0,,https://pypi.org/project/diagrams,2021-02-22 17:34:13.000,0.0,17087.0,https://anaconda.org/conda-forge/diagrams,2021-02-22 21:49:10.803,44558.0,3.0,,,
180,hydra,facebookresearch/hydra,Hydra is a framework for elegantly configuring complex applications.,,configuration,https://github.com/facebookresearch/hydra,https://github.com/facebookresearch/hydra,MIT,2019-06-12 19:33:15.000,2021-02-25 01:18:34.000,2021-02-25 01:18:33.000,302,98.0,593.0,3771,2021-02-01 21:57:49.000,1.0.6,12.0,64,24,True,conda-forge/hydra-core,hydra,1359.0,,6589.0,3.0,,https://pypi.org/project/hydra,2016-08-03 13:21:51.000,3.0,1309.0,https://anaconda.org/conda-forge/hydra-core,2021-02-04 21:35:20.927,63366.0,3.0,,,
181,returns,dry-python/returns,"Make your functions return something meaningful, typed, and safe!.",,utilities,https://github.com/dry-python/returns,https://github.com/dry-python/returns,BSD-2-Clause,2019-01-26 13:08:38.000,2021-02-25 06:07:14.000,2021-02-25 06:07:13.000,61,41.0,307.0,1587,2020-10-21 17:15:36.000,0.15.0,17.0,28,24,True,,returns,988.0,,4550.0,61.0,59.0,https://pypi.org/project/returns,2020-10-21 17:15:36.000,2.0,4550.0,,,,3.0,,,
182,fabtools,fabtools/fabtools,Tools for writing awesome Fabric files.,,infrastructure,https://github.com/fabtools/fabtools,https://github.com/fabtools/fabtools,BSD-2-Clause,2011-09-05 01:44:24.000,2019-12-13 07:52:20.000,2019-09-16 09:19:00.000,218,104.0,64.0,1239,2016-10-12 10:37:57.000,0.20.0,30.0,88,24,False,,fabtools,939.0,,1721.0,646.0,270.0,https://pypi.org/project/fabtools,2016-10-12 10:37:57.000,376.0,1721.0,,,,3.0,,,
183,strictyaml,crdoconnor/strictyaml,Type-safe YAML parser and validator.,,data-validation,https://github.com/crdoconnor/strictyaml,https://github.com/crdoconnor/strictyaml,MIT,2016-06-17 10:56:18.000,2021-01-19 00:27:39.513,2021-01-18 22:28:17.000,35,51.0,59.0,827,2021-01-18 22:23:58.000,1.3.2,74.0,16,24,True,conda-forge/strictyaml,strictyaml,672.0,,14409.0,286.0,236.0,https://pypi.org/project/strictyaml,2021-01-18 22:23:58.000,50.0,12891.0,https://anaconda.org/conda-forge/strictyaml,2021-01-19 00:27:39.513,51616.0,3.0,,,
184,cleo,sdispater/cleo,Cleo allows you to create beautiful and testable command-line interfaces.,,cli-helpers,https://github.com/sdispater/cleo,https://github.com/sdispater/cleo,MIT,2013-12-16 16:01:42.000,2021-02-21 21:19:44.000,2021-02-21 21:19:44.000,36,41.0,26.0,687,2021-02-21 21:14:28.000,1.0.0a3,27.0,6,24,True,conda-forge/cleo,cleo,289.0,,763788.0,152.0,,https://pypi.org/project/cleo,2021-02-21 21:14:25.000,152.0,762866.0,https://anaconda.org/conda-forge/cleo,2020-10-09 18:06:01.698,27670.0,3.0,,,
185,python-mss,BoboTiG/python-mss,An ultra fast cross-platform multiple screenshots module in pure Python using ctypes.,,others,https://github.com/BoboTiG/python-mss,https://github.com/BoboTiG/python-mss,MIT,2013-07-01 16:14:08.000,2020-10-31 20:08:28.845,2020-10-31 17:14:26.000,54,25.0,80.0,574,2020-10-31 17:19:13.000,6.1.0,32.0,14,24,True,conda-forge/python-mss,mss,639.0,,119573.0,300.0,,https://pypi.org/project/mss,2020-10-31 17:19:13.000,300.0,119156.0,https://anaconda.org/conda-forge/python-mss,2020-10-31 20:08:28.845,3340.0,3.0,,,
186,ordered-set,LuminosoInsight/ordered-set,A mutable set that remembers the order of its entries. One of Python's missing data types.,,data-structures,https://github.com/LuminosoInsight/ordered-set,https://github.com/LuminosoInsight/ordered-set,MIT,2012-08-17 21:55:21.000,2021-01-23 04:27:29.000,2020-06-17 20:48:30.000,31,6.0,24.0,111,2020-06-17 20:50:12.000,4.0.2,16.0,17,24,True,conda-forge/ordered-set,ordered-set,144.0,,1008366.0,2271.0,1965.0,https://pypi.org/project/ordered-set,2020-06-17 20:50:12.000,306.0,1007269.0,https://anaconda.org/conda-forge/ordered-set,2020-06-18 14:06:17.580,63630.0,3.0,,,
187,catalogue,explosion/catalogue,Super lightweight function registries for your library.,,others,https://github.com/explosion/catalogue,https://github.com/explosion/catalogue,MIT,2019-11-01 14:09:09.000,2021-02-18 09:21:12.000,2020-08-27 13:29:53.000,9,3.0,,74,2020-08-27 14:38:56.000,2.0.1,15.0,5,24,False,conda-forge/catalogue,catalogue,76.0,,578373.0,5715.0,5689.0,https://pypi.org/project/catalogue,2020-08-27 14:38:56.000,26.0,567725.0,https://anaconda.org/conda-forge/catalogue,2021-02-03 07:54:47.868,159726.0,3.0,,,
188,contextlib2,jazzband/contextlib2,contextlib2 is a backport of the standard library's contextlib module to earlier Python versions.,,compatibility,https://github.com/jazzband/contextlib2,https://github.com/jazzband/contextlib2,psfrag,2016-02-23 08:51:49.209,2020-11-30 11:51:18.000,2020-11-30 11:51:12.000,7,3.0,10.0,31,2019-09-21 13:41:31.000,0.6.0,13.0,10,24,False,conda-forge/contextlib2,contextlib2,123.0,,3653105.0,34380.0,29420.0,https://pypi.org/project/contextlib2,2019-10-10 12:47:48.000,4960.0,3639481.0,https://anaconda.org/conda-forge/contextlib2,2019-10-10 14:10:46.819,817473.0,3.0,,,
189,zipp,jaraco/zipp,Backport of pathlib-compatible object wrapper for zip files.,,file-path-utils,https://github.com/jaraco/zipp,https://github.com/jaraco/zipp,MIT,2018-11-15 21:24:48.000,2021-01-30 02:04:55.000,2021-01-30 01:40:48.000,18,,38.0,20,2020-10-25 18:40:46.000,3.4.0,28.0,9,24,False,conda-forge/zipp,zipp,,,16020546.0,5822.0,,https://pypi.org/project/zipp,2020-10-25 18:40:27.000,5822.0,15828772.0,https://anaconda.org/conda-forge/zipp,2020-10-25 23:33:10.683,4602585.0,3.0,,,
190,powerline-shell,b-ryan/powerline-shell,A beautiful and useful prompt for your shell.,,others,https://github.com/b-ryan/powerline-shell,https://github.com/b-ryan/powerline-shell,MIT,2012-09-09 16:12:53.000,2021-02-20 19:54:04.000,2018-09-16 00:24:03.000,704,99.0,168.0,5530,2018-09-16 00:34:48.000,0.7.0,26.0,85,23,False,,powerline-shell,572.0,,829.0,63.0,59.0,https://pypi.org/project/powerline-shell,2018-09-16 00:34:48.000,4.0,829.0,,,,3.0,,,
191,macropy,lihaoyi/macropy,"Macros in Python: quasiquotes, case classes, LINQ and more!.",,others,https://github.com/lihaoyi/macropy,https://github.com/lihaoyi/macropy,MIT,2013-04-15 14:47:29.000,2020-12-24 02:10:58.000,2020-03-03 22:30:21.000,159,17.0,58.0,3061,,,4.0,19,23,True,,macropy3,885.0,,1480.0,441.0,391.0,https://pypi.org/project/macropy3,2018-05-11 23:17:05.000,50.0,1480.0,,,,3.0,,,
192,AWS Data Wrangler,awslabs/aws-data-wrangler,"Pandas on AWS - Easy integration with Athena, Glue, Redshift, Timestream, QuickSight, Chime, CloudWatchLogs, DynamoDB,..",,db-clients,https://github.com/awslabs/aws-data-wrangler,https://github.com/awslabs/aws-data-wrangler,Apache-2.0,2019-02-26 01:39:02.000,2021-02-25 14:37:11.000,2021-02-25 12:36:04.000,229,15.0,307.0,1493,2021-02-04 13:24:00.000,2.4.0-docs,106.0,64,23,True,,awswrangler,,24694.0,647061.0,0.0,,https://pypi.org/project/awswrangler,2021-02-03 22:43:26.000,0.0,645762.0,,,,3.0,,,['pandas']
193,pyinfra,Fizzadar/pyinfra,"pyinfra automates infrastructure super fast at massive scale. It can be used for ad-hoc command execution, service..",,infrastructure,https://github.com/Fizzadar/pyinfra,https://github.com/Fizzadar/pyinfra,MIT,2014-10-19 19:37:45.000,2021-02-25 11:48:04.000,2021-02-25 11:17:17.000,106,43.0,348.0,1151,2021-02-16 21:16:01.000,1.3.6,146.0,44,23,True,,pyinfra,3044.0,,774.0,28.0,24.0,https://pypi.org/project/pyinfra,2021-02-15 18:47:52.000,4.0,774.0,,,,3.0,,,
194,path,jaraco/path,Object-oriented file system path manipulation.,,file-path-utils,https://github.com/jaraco/path,https://github.com/jaraco/path,MIT,2012-04-21 02:59:29.000,2021-02-22 01:34:02.807,2021-02-21 20:09:17.000,125,3.0,121.0,943,2021-02-21 20:13:53.000,15.1.2,10.0,42,23,True,conda-forge/path,path,,,91652.0,78.0,,https://pypi.org/project/path,2021-02-21 18:16:14.000,78.0,86460.0,https://anaconda.org/conda-forge/path,2021-02-22 01:34:02.807,72691.0,3.0,,,
195,pluginbase,mitsuhiko/pluginbase,A simple but flexible plugin system for Python.,,others,https://github.com/mitsuhiko/pluginbase,https://github.com/mitsuhiko/pluginbase,BSD-3-Clause,2014-06-30 20:51:42.000,2019-05-25 08:57:06.000,2019-02-02 19:40:21.000,136,,11.0,935,2019-02-02 19:44:23.000,1.0.0,8.0,8,23,False,conda-forge/pluginbase,pluginbase,46.0,,143015.0,940.0,668.0,https://pypi.org/project/pluginbase,2019-02-02 19:40:54.000,272.0,138928.0,https://anaconda.org/conda-forge/pluginbase,2019-02-04 15:40:32.059,151219.0,3.0,,,
196,neo4j-driver,neo4j/neo4j-python-driver,Neo4j Bolt driver for Python.,,db-clients,https://github.com/neo4j/neo4j-python-driver,https://github.com/neo4j/neo4j-python-driver,Apache-2.0,2015-05-05 13:08:20.000,2021-02-25 12:37:59.000,2021-02-17 08:26:28.000,134,4.0,169.0,601,2020-12-21 13:59:28.000,4.2.1,81.0,28,23,True,,neo4j-driver,,,48719.0,382.0,,https://pypi.org/project/neo4j-driver,2020-12-21 13:56:38.000,382.0,48719.0,,,,3.0,,,
197,Unipath,mikeorr/Unipath,An object-oriented approach to Python file/directory operations.,,file-path-utils,https://github.com/mikeorr/Unipath,https://github.com/mikeorr/Unipath,MIT,2013-01-28 04:38:28.000,2019-12-15 21:01:45.000,2015-02-14 18:30:08.000,36,7.0,10.0,494,2009-03-29 15:28:56.000,0.2.1,3.0,6,23,False,,unipath,49.0,,22815.0,8908.0,4886.0,https://pypi.org/project/unipath,2015-02-11 04:36:12.000,4022.0,22815.0,,,,3.0,,,
198,ratelimit,tomasbasham/ratelimit,API Rate Limit Decorator.,,utilities,https://github.com/tomasbasham/ratelimit,https://github.com/tomasbasham/ratelimit,MIT,2015-08-26 10:39:52.000,2020-02-21 14:08:33.000,2019-02-06 21:53:36.000,83,23.0,17.0,354,2018-12-17 18:55:49.000,2.2.1,11.0,8,23,False,,ratelimit,36.0,,316596.0,940.0,822.0,https://pypi.org/project/ratelimit,2018-12-17 18:55:49.000,118.0,316596.0,,,,3.0,,,
199,umongo,Scille/umongo,"sync/async MongoDB ODM, yes.",,db-clients,https://github.com/Scille/umongo,https://github.com/Scille/umongo,MIT,2016-03-09 16:34:42.000,2021-02-03 08:44:41.000,2021-01-11 17:10:11.000,51,32.0,144.0,326,2021-01-11 16:52:10.000,3.0.0,51.0,13,23,True,,umongo,799.0,,1872.0,205.0,185.0,https://pypi.org/project/umongo,2021-01-11 16:52:10.000,20.0,1872.0,,,,3.0,,,
200,Typer,tiangolo/typer,"Typer, build great CLIs. Easy to code. Based on Python type hints.",,cli-helpers,https://github.com/tiangolo/typer,https://github.com/tiangolo/typer,MIT,2019-12-24 12:24:11.000,2021-02-22 22:59:55.000,2020-08-16 14:52:47.000,169,72.0,75.0,4672,2020-08-16 14:57:19.000,0.3.2,18.0,8,22,True,,typer,257.0,,293234.0,0.0,,https://pypi.org/project/typer,2020-08-16 14:57:19.000,0.0,293234.0,,,,3.0,,,
201,storm,emre/storm,Manage your SSH like a boss.,,infrastructure,https://github.com/emre/storm,https://github.com/emre/storm,MIT,2013-05-20 18:30:39.000,2020-06-12 10:38:03.000,2018-08-07 19:46:34.000,158,22.0,82.0,3764,2018-08-24 22:08:05.000,0.7.0,8.0,30,22,False,,storm,339.0,,675.0,185.0,35.0,https://pypi.org/project/storm,2020-06-12 10:38:03.000,150.0,675.0,,,,3.0,,,
202,enaml,nucleic/enaml,Declarative User Interfaces for Python.,,gui-dev,https://github.com/nucleic/enaml,https://github.com/nucleic/enaml,BSD-3-Clause,2013-03-06 21:29:01.000,2021-02-22 15:30:04.000,2021-02-22 15:30:04.000,101,41.0,165.0,1007,2020-11-04 19:38:23.000,0.12.0,17.0,32,22,True,conda-forge/enaml,enaml,,6.0,2581.0,318.0,174.0,https://pypi.org/project/enaml,2020-11-04 19:38:23.000,144.0,893.0,https://anaconda.org/conda-forge/enaml,2020-11-11 17:11:59.923,65867.0,3.0,,,
203,parallel-ssh,ParallelSSH/parallel-ssh,Asynchronous parallel SSH client library.,,infrastructure,https://github.com/ParallelSSH/parallel-ssh,https://github.com/ParallelSSH/parallel-ssh,LGPL-2.1,2012-12-24 14:45:36.000,2021-02-21 19:05:25.000,2021-02-21 17:51:02.000,122,9.0,174.0,857,2021-01-28 18:04:50.000,2.5.4,88.0,15,22,False,,parallel-ssh,511.0,316.0,36440.0,123.0,95.0,https://pypi.org/project/parallel-ssh,2021-01-28 18:04:50.000,28.0,36436.0,,,,3.0,,,
204,ubelt,Erotemic/ubelt,"A Python utility belt containing simple tools, a stdlib like feel, and extra batteries. Hashing, Caching, Timing,..",,utilities,https://github.com/Erotemic/ubelt,https://github.com/Erotemic/ubelt,Apache-2.0,2017-01-30 21:14:57.000,2021-02-05 19:01:29.000,2021-02-05 18:31:21.000,42,2.0,5.0,560,2021-02-05 18:59:47.000,0.9.5,53.0,1,22,True,,ubelt,803.0,,5906.0,478.0,456.0,https://pypi.org/project/ubelt,2021-02-05 18:37:28.000,22.0,5906.0,,,,3.0,,,
