,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,conda_dependent_project_count,trending,labels
68,cerberus,pyeve/cerberus,"Lightweight, extensible data validation library for Python.",,data-validation,https://github.com/pyeve/cerberus,https://github.com/pyeve/cerberus,ISC,2012-10-10 10:03:49.000,2021-02-25 10:26:33.000,2020-09-28 21:17:22.000,205,33.0,279.0,2403,2019-10-29 16:55:46.000,1.3.2,23.0,62,31,True,conda-forge/cerberus,cerberus,1134.0,,594182.0,10415.0,8907.0,https://pypi.org/project/cerberus,2019-10-29 16:55:46.000,1508.0,592013.0,https://anaconda.org/conda-forge/cerberus,2019-12-02 01:38:41.849,117171.0,1.0,,,
69,Prometheus Client,prometheus/client_python,Prometheus instrumentation library for Python applications.,,db-clients,https://github.com/prometheus/client_python,https://github.com/prometheus/client_python,Apache-2.0,2015-02-10 22:47:25.000,2021-02-23 18:43:21.000,2021-02-11 21:11:47.000,524,26.0,295.0,2054,2020-11-16 13:40:13.000,0.9.0,33.0,102,31,True,conda-forge/prometheus_client,prometheus_client,417.0,,8540643.0,3738.0,,https://pypi.org/project/prometheus_client,2019-06-20 13:35:09.000,3738.0,8492159.0,https://anaconda.org/conda-forge/prometheus_client,2020-11-16 16:13:46.080,2521199.0,2.0,,,
70,voluptuous,alecthomas/voluptuous,"CONTRIBUTIONS ONLY: Voluptuous, despite the name, is a Python data validation library.",,data-validation,https://github.com/alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,BSD-3-Clause,2010-07-15 09:55:10.000,2021-02-19 23:05:05.000,2021-02-19 23:05:05.000,188,38.0,193.0,1670,2020-12-06 23:04:56.000,0.12.1,43.0,86,31,True,conda-forge/voluptuous,voluptuous,442.0,,562270.0,5272.0,3048.0,https://pypi.org/project/voluptuous,2020-12-06 23:04:56.000,2224.0,560630.0,https://anaconda.org/conda-forge/voluptuous,2020-12-30 07:03:19.353,90202.0,1.0,,,
71,influxdb,influxdata/influxdb-python,Python client for InfluxDB.,,db-clients,https://github.com/influxdata/influxdb-python,https://github.com/influxdata/influxdb-python,MIT,2013-11-05 19:27:16.000,2020-12-31 19:10:02.000,2020-12-31 19:10:01.000,494,137.0,367.0,1461,2020-11-11 21:23:41.000,5.3.1,54.0,134,31,True,conda-forge/influxdb,influxdb,962.0,,779426.0,6135.0,4025.0,https://pypi.org/project/influxdb,2020-11-11 21:23:41.000,2110.0,778388.0,https://anaconda.org/conda-forge/influxdb,2020-11-12 02:29:15.949,10384.0,2.0,,,
72,wrapt,GrahamDumpleton/wrapt,"A Python module for decorators, wrappers and monkey patching.",,others,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45.000,2021-01-08 11:20:52.007,2020-03-12 09:01:48.000,177,49.0,76.0,1443,2020-03-09 02:32:04.000,1.12.1,35.0,16,31,True,conda-forge/wrapt,wrapt,501.0,,10246243.0,21338.0,,https://pypi.org/project/wrapt,2020-03-09 02:32:04.000,21338.0,10197013.0,https://anaconda.org/conda-forge/wrapt,2021-01-08 11:20:52.007,2658424.0,2.0,,,
73,msgpack,msgpack/msgpack-python,MessagePack serializer implementation for Python msgpack.org[Python].,,serialization,https://github.com/msgpack/msgpack-python,https://github.com/msgpack/msgpack-python,Apache-2.0,2011-08-21 08:24:41.000,2021-02-25 13:46:52.000,2021-02-16 13:38:06.000,190,4.0,222.0,1401,2020-12-18 08:40:31.000,1.0.2,14.0,67,31,True,conda-forge/msgpack-python,msgpack,,828.0,5879179.0,38549.0,35919.0,https://pypi.org/project/msgpack,2020-12-18 08:40:31.000,2630.0,5812264.0,https://anaconda.org/conda-forge/msgpack-python,2021-01-08 16:17:23.419,3411584.0,2.0,,,
74,pyparsing,pyparsing/pyparsing,Python library for creating PEG parsers.,,others,https://github.com/pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,MIT,2016-06-12 20:32:44.411,2021-01-05 10:57:12.000,2021-01-03 22:37:00.000,165,35.0,119.0,1025,2020-04-05 22:23:00.000,pyparsing_2.4.7,50.0,30,31,True,conda-forge/pyparsing,pyparsing,683.0,5071.0,19571310.0,336037.0,277015.0,https://pypi.org/project/pyparsing,2020-12-30 22:19:54.000,59022.0,19374359.0,https://anaconda.org/conda-forge/pyparsing,2020-04-06 18:28:14.201,11019520.0,2.0,,,
75,appdirs,ActiveState/appdirs,"A small Python module for determining appropriate platform-specific dirs, e.g. a user data dir.",,file-path-utils,https://github.com/ActiveState/appdirs,https://github.com/ActiveState/appdirs,MIT,2010-07-28 04:07:00.000,2021-01-28 08:29:21.000,2021-01-28 08:29:20.000,73,39.0,49.0,690,2020-05-11 08:18:45.000,1.4.4,8.0,33,31,True,conda-forge/appdirs,appdirs,220.0,,7925396.0,121645.0,96059.0,https://pypi.org/project/appdirs,2020-05-11 07:59:49.000,25586.0,7888274.0,https://anaconda.org/conda-forge/appdirs,2020-10-19 11:55:35.692,2190251.0,2.0,,,
76,pluggy,pytest-dev/pluggy,A minimalist production ready plugin system.,,others,https://github.com/pytest-dev/pluggy,https://github.com/pytest-dev/pluggy,MIT,2015-04-28 15:32:26.000,2021-01-10 22:46:37.621,2020-07-02 14:15:31.000,73,38.0,88.0,566,2019-11-21 20:42:34.000,0.13.1,17.0,34,31,True,conda-forge/pluggy,pluggy,482.0,,9065672.0,122232.0,103414.0,https://pypi.org/project/pluggy,2020-06-04 19:37:24.000,18818.0,8958055.0,https://anaconda.org/conda-forge/pluggy,2021-01-10 22:46:37.621,4950404.0,2.0,,,
77,decorator,micheles/decorator,Decorators for Humans.,,others,https://github.com/micheles/decorator,https://github.com/micheles/decorator,BSD-2-Clause,2013-11-24 05:55:49.000,2020-12-25 06:52:12.000,2020-12-25 06:52:05.000,68,3.0,57.0,480,2020-03-04 18:17:28.000,4.4.2,26.0,21,31,True,conda-forge/decorator,decorator,301.0,,14068974.0,235775.0,189303.0,https://pypi.org/project/decorator,2020-02-29 05:24:45.000,46472.0,13949527.0,https://anaconda.org/conda-forge/decorator,2020-02-29 21:33:11.626,6569617.0,2.0,,,
78,pytz,stub42/pytz,pytz Python historical timezone library and database.,,date-time-utils,https://github.com/stub42/pytz,https://github.com/stub42/pytz,MIT,2016-05-10 07:42:31.917,2021-02-01 11:41:52.796,2021-02-01 08:03:41.000,54,16.0,21.0,148,2016-07-14 08:21:41.000,2016.6.1,101.0,15,31,True,conda-forge/pytz,pytz,586.0,,31492552.0,811859.0,656923.0,https://pypi.org/project/pytz,2021-02-01 08:07:15.000,154936.0,31259400.0,https://anaconda.org/conda-forge/pytz,2021-02-01 11:41:52.796,13289714.0,2.0,,,
79,docopt,docopt/docopt,"Pythonic command line arguments parser, that will make you smile.",,cli-helpers,https://github.com/docopt/docopt,https://github.com/docopt/docopt,MIT,2012-04-07 17:45:14.000,2020-10-19 14:28:53.000,2018-08-27 18:02:16.000,541,250.0,171.0,7299,2014-06-16 11:18:57.000,0.6.2,11.0,31,30,False,conda-forge/docopt,docopt,447.0,,2709425.0,65865.0,44615.0,https://pypi.org/project/docopt,2014-06-16 11:18:57.000,21250.0,2695440.0,https://anaconda.org/conda-forge/docopt,2018-07-06 22:39:53.718,811173.0,2.0,,,
80,confluent-kafka-python,confluentinc/confluent-kafka-python,Confluent's Kafka Python Client.,,db-clients,https://github.com/confluentinc/confluent-kafka-python,https://github.com/confluentinc/confluent-kafka-python,Apache-2.0,2016-04-14 07:40:41.000,2021-02-19 10:15:41.000,2021-02-09 16:18:33.000,578,146.0,596.0,2156,2021-02-05 08:35:00.000,1.6.0,21.0,67,30,True,,confluent-kafka,665.0,,809274.0,2418.0,2116.0,https://pypi.org/project/confluent-kafka,2021-02-05 08:06:39.000,302.0,809274.0,,,,2.0,,,
81,mysqlclient,PyMySQL/mysqlclient,MySQL database connector for Python (with Python 3 support).,,db-clients,https://github.com/PyMySQL/mysqlclient,https://github.com/PyMySQL/mysqlclient,GPL-2.0,2014-04-28 05:09:06.000,2021-02-25 09:56:01.000,2021-01-08 08:39:31.000,307,8.0,248.0,1874,2021-01-01 13:12:02.000,2.0.3,31.0,64,30,True,conda-forge/mysqlclient,mysqlclient,992.0,5168.0,1555275.0,13536.0,,https://pypi.org/project/mysqlclient,2021-01-01 13:12:02.000,13536.0,1552863.0,https://anaconda.org/conda-forge/mysqlclient,2021-01-04 18:11:27.841,64821.0,2.0,,,
82,Motor,mongodb/motor,Motor - the async Python driver for MongoDB and Tornado or asyncio.,,db-clients,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44.000,2021-02-19 18:20:59.000,2021-02-12 19:32:37.000,145,,,1641,2021-02-04 00:19:45.000,2.3.1,35.0,28,30,True,conda-forge/motor,motor,1614.0,,123160.0,5561.0,3771.0,https://pypi.org/project/motor,2021-02-04 00:19:45.000,1790.0,122737.0,https://anaconda.org/conda-forge/motor,2020-11-20 20:00:39.143,11018.0,2.0,,,
83,Ibis,ibis-project/ibis,"A pandas-like deferred expression system, with first-class SQL support.",,db-clients,https://github.com/ibis-project/ibis,https://github.com/ibis-project/ibis,Apache-2.0,2015-04-17 20:43:46.000,2021-02-25 14:33:09.000,2021-02-25 01:34:02.000,251,527.0,952.0,1510,2020-11-11 16:01:20.000,1.4.0,24.0,72,30,True,conda-forge/ibis-framework,ibis-framework,1360.0,,853947.0,196.0,148.0,https://pypi.org/project/ibis-framework,2020-11-11 16:01:20.000,48.0,851067.0,https://anaconda.org/conda-forge/ibis-framework,2020-11-13 03:18:14.785,167071.0,2.0,,,
84,Cassandra Driver,datastax/python-driver,DataStax Python Driver for Apache Cassandra.,,db-clients,https://github.com/datastax/python-driver,https://github.com/datastax/python-driver,Apache-2.0,2013-07-08 19:02:31.000,2021-02-23 16:52:54.000,2021-02-11 01:39:35.000,453,10.0,,1221,2020-06-18 14:44:49.000,3.24.0,70.0,175,30,True,conda-forge/cassandra-driver,cassandra-driver,5947.0,,408678.0,3675.0,2489.0,https://pypi.org/project/cassandra-driver,2020-06-18 14:44:49.000,1186.0,407265.0,https://anaconda.org/conda-forge/cassandra-driver,2020-10-12 14:49:43.415,65017.0,2.0,,,
85,jsonpickle,jsonpickle/jsonpickle,Python library for serializing any arbitrary object graph into JSON. It can take almost any Python object and turn the..,,serialization,https://github.com/jsonpickle/jsonpickle,https://github.com/jsonpickle/jsonpickle,BSD-3-Clause,2009-12-10 03:59:23.000,2021-02-18 22:40:13.000,2021-02-18 22:39:39.000,139,59.0,182.0,895,2021-02-08 04:13:40.000,2.0.0,29.0,61,30,True,conda-forge/jsonpickle,jsonpickle,1163.0,,3369753.0,3348.0,,https://pypi.org/project/jsonpickle,2021-02-08 04:13:40.000,3348.0,3354914.0,https://anaconda.org/conda-forge/jsonpickle,2020-04-22 18:31:13.089,623276.0,3.0,,1.0,
86,cloudpickle,cloudpipe/cloudpickle,Extended pickling support for Python objects.,,serialization,https://github.com/cloudpipe/cloudpickle,https://github.com/cloudpipe/cloudpickle,BSD-3-Clause,2015-04-13 16:33:00.000,2021-02-21 19:32:17.000,2020-09-22 10:15:29.000,102,50.0,131.0,893,2020-08-25 22:32:04.000,1.6.0,33.0,44,30,True,conda-forge/cloudpickle,cloudpickle,376.0,16.0,4317616.0,36737.0,32635.0,https://pypi.org/project/cloudpickle,2020-08-25 22:32:04.000,4102.0,4251921.0,https://anaconda.org/conda-forge/cloudpickle,2020-08-26 00:05:03.165,3876008.0,3.0,,,
87,typing,python/typing,Work related to PEP 484: typing.py and typing_extensions.py (both released via PyPI) and issue tracker for type system..,,compatibility,https://github.com/python/typing,https://github.com/python/typing,Python-2.0,2014-09-29 16:54:42.000,2021-02-13 06:45:16.000,2021-01-02 16:15:15.000,140,123.0,434.0,873,2019-06-19 22:31:20.000,3.7.4,15.0,58,30,True,conda-forge/typing,typing,530.0,,3758003.0,36852.0,28418.0,https://pypi.org/project/typing,2020-07-13 23:19:42.000,8434.0,3746803.0,https://anaconda.org/conda-forge/typing,2020-12-18 12:29:40.192,660829.0,2.0,,,
88,SQLAlchemy-Utils,kvesteri/sqlalchemy-utils,Various utility functions and datatypes for SQLAlchemy.,,db-clients,https://github.com/kvesteri/sqlalchemy-utils,https://github.com/kvesteri/sqlalchemy-utils,BSD-3-Clause,2013-02-18 16:48:22.000,2021-02-23 01:33:25.098,2020-09-27 16:29:53.000,220,175.0,139.0,742,2020-07-08 08:34:58.000,0.36.8,195.0,92,30,True,conda-forge/sqlalchemy-utils,sqlalchemy-utils,1224.0,,765720.0,12713.0,9363.0,https://pypi.org/project/sqlalchemy-utils,2020-07-08 08:34:58.000,3350.0,760360.0,https://anaconda.org/conda-forge/sqlalchemy-utils,2021-02-23 01:33:25.098,284080.0,2.0,,,
89,multidict,aio-libs/multidict,The multidict implementation.,,data-structures,https://github.com/aio-libs/multidict,https://github.com/aio-libs/multidict,Apache-2.0,2016-02-06 14:52:32.000,2021-02-22 07:10:57.000,2021-02-21 19:23:25.000,59,9.0,113.0,224,2020-12-03 13:00:53.000,5.1.0,118.0,36,30,True,conda-forge/multidict,multidict,908.0,1489.0,22724903.0,5340.0,,https://pypi.org/project/multidict,2020-12-03 13:00:53.000,5340.0,22693987.0,https://anaconda.org/conda-forge/multidict,2021-01-11 01:59:51.390,1390040.0,2.0,,,
90,asn1crypto,wbond/asn1crypto,Python ASN.1 library with a focus on performance and a pythonic API.,,cryptography,https://github.com/wbond/asn1crypto,https://github.com/wbond/asn1crypto,MIT,2015-06-03 18:51:56.000,2020-11-01 07:26:04.000,2020-11-01 07:23:15.000,90,24.0,110.0,218,2020-07-28 14:18:17.000,1.4.0,31.0,31,30,True,conda-forge/asn1crypto,asn1crypto,724.0,,3515795.0,87376.0,73872.0,https://pypi.org/project/asn1crypto,2020-07-28 14:18:17.000,13504.0,3398268.0,https://anaconda.org/conda-forge/asn1crypto,2020-07-28 15:28:07.748,5171203.0,2.0,,1.0,
91,pyasn1,etingof/pyasn1,Generic ASN.1 library for Python.,,serialization,https://github.com/etingof/pyasn1,https://github.com/etingof/pyasn1,BSD-2-Clause,2016-02-24 22:30:54.000,2020-10-24 20:32:47.000,2020-03-21 18:06:04.000,78,42.0,62.0,172,2019-11-16 17:27:13.000,0.4.8,34.0,16,30,True,conda-forge/pyasn1,pyasn1,970.0,,30453198.0,138726.0,110432.0,https://pypi.org/project/pyasn1,2019-11-16 17:27:13.000,28294.0,30394888.0,https://anaconda.org/conda-forge/pyasn1,2019-11-17 02:42:05.143,3148742.0,3.0,,,
92,s3transfer,boto/s3transfer,Amazon S3 Transfer Manager for Python.,,db-clients,https://github.com/boto/s3transfer,https://github.com/boto/s3transfer,Apache-2.0,2016-01-12 23:19:42.000,2021-02-20 00:27:04.000,2021-01-11 19:22:19.000,67,37.0,19.0,107,2021-01-11 20:43:16.000,0.3.4,22.0,19,30,True,conda-forge/s3transfer,s3transfer,450.0,,37888690.0,69630.0,61744.0,https://pypi.org/project/s3transfer,2021-01-11 20:43:16.000,7886.0,37815011.0,https://anaconda.org/conda-forge/s3transfer,2021-01-11 22:36:42.594,4052351.0,2.0,,,
93,cpython,python/cpython,The Python programming language.,,python-implementations,https://github.com/python/cpython,https://github.com/python/cpython,MIT,2017-02-10 19:23:51.000,2021-02-25 11:52:11.000,2021-02-25 11:30:24.000,17735,1440.0,,36381,2020-07-22 03:00:52.000,0.0.6,6.0,1603,29,True,,cpython,109183.0,,2404.0,,,https://pypi.org/project/cpython,2020-07-22 03:00:52.000,,2404.0,,,,1.0,,,
94,boltons,mahmoud/boltons,"Like builtins, but boltons. 250+ constructs, recipes, and snippets which extend (and rely on nothing but) the Python..",,utilities,https://github.com/mahmoud/boltons,https://github.com/mahmoud/boltons,BSD-3-Clause,2013-02-20 06:17:12.000,2021-02-23 19:44:20.000,2021-02-23 19:44:20.000,286,39.0,87.0,5385,2020-08-12 01:27:41.000,20.2.1,48.0,68,29,True,conda-forge/boltons,boltons,1480.0,19.0,356250.0,1773.0,1281.0,https://pypi.org/project/boltons,2020-08-12 01:27:41.000,492.0,349210.0,https://anaconda.org/conda-forge/boltons,2020-08-12 19:46:43.662,401314.0,2.0,,,
95,pendulum,sdispater/pendulum,Python datetimes made easy.,,date-time-utils,https://github.com/sdispater/pendulum,https://github.com/sdispater/pendulum,MIT,2016-06-27 23:37:53.000,2021-02-11 15:37:00.000,2021-02-11 15:37:00.000,235,170.0,221.0,4278,2020-07-24 18:17:05.000,2.1.2,52.0,66,29,True,conda-forge/pendulum,pendulum,697.0,,1365772.0,1080.0,,https://pypi.org/project/pendulum,2020-07-24 18:16:40.000,1080.0,1359111.0,https://anaconda.org/conda-forge/pendulum,2020-11-08 21:57:25.850,293107.0,3.0,,,
96,transitions,pytransitions/transitions,"A lightweight, object-oriented finite state machine implementation in Python with many extensions.",,algorithms,https://github.com/pytransitions/transitions,https://github.com/pytransitions/transitions,MIT,2014-10-12 20:59:09.000,2021-02-14 15:59:06.231,2021-02-13 11:38:58.000,420,12.0,350.0,3489,2021-02-13 11:49:00.000,0.8.7,42.0,63,29,True,conda-forge/transitions,transitions,863.0,,97091.0,1880.0,1528.0,https://pypi.org/project/transitions,2021-02-13 11:46:27.000,352.0,96425.0,https://anaconda.org/conda-forge/transitions,2021-02-14 15:59:06.231,13321.0,1.0,,,
97,clint,kennethreitz-archive/clint,Python Command-line Application Tools.,,cli-helpers,https://github.com/kennethreitz-archive/clint,https://github.com/kennethreitz-archive/clint,ISC,2010-10-12 02:40:00.000,2020-12-02 15:03:23.000,2017-09-02 04:38:47.000,226,32.0,41.0,2480,2015-08-25 16:13:43.000,0.5.1,17.0,64,29,False,conda-forge/clint,clint,372.0,92.0,151077.0,5190.0,2948.0,https://pypi.org/project/clint,2015-08-25 16:11:19.000,2242.0,150466.0,https://anaconda.org/conda-forge/clint,2018-07-09 09:37:09.782,34807.0,3.0,,,
98,schema,keleshev/schema,Schema validation just got Pythonic.,,data-validation,https://github.com/keleshev/schema,https://github.com/keleshev/schema,MIT,2012-08-19 18:56:20.000,2021-02-02 10:54:48.000,2021-02-02 10:54:47.000,165,68.0,62.0,2299,2021-02-01 10:52:02.000,0.7.4,24.0,60,29,True,conda-forge/schema,schema,392.0,,235932.0,3494.0,2484.0,https://pypi.org/project/schema,2021-02-01 10:52:02.000,1010.0,234798.0,https://anaconda.org/conda-forge/schema,2021-02-01 12:15:50.832,21564.0,2.0,,1.0,
99,addict,mewwts/addict,The Python Dict that's better than heroin.,,data-structures,https://github.com/mewwts/addict,https://github.com/mewwts/addict,MIT,2014-12-10 06:55:25.000,2021-01-05 07:16:39.000,2021-01-05 07:16:38.000,122,7.0,62.0,2010,2020-11-21 16:21:29.000,2.4.0,31.0,31,29,True,conda-forge/addict,addict,229.0,14.0,1553821.0,1689.0,1319.0,https://pypi.org/project/addict,2020-11-21 16:21:29.000,370.0,1550636.0,https://anaconda.org/conda-forge/addict,2020-10-11 11:33:21.339,175189.0,2.0,,,
100,pyodbc,mkleehammer/pyodbc,Python ODBC bridge.,,db-clients,https://github.com/mkleehammer/pyodbc,https://github.com/mkleehammer/pyodbc,MIT,2008-10-03 15:19:37.000,2021-02-12 18:14:29.000,2021-01-22 04:07:40.000,410,215.0,528.0,2004,2020-02-08 18:09:57.000,4.0.30,48.0,42,29,True,conda-forge/pyodbc,pyodbc,360.0,,2990623.0,3262.0,,https://pypi.org/project/pyodbc,2020-02-10 15:43:28.000,3262.0,2980499.0,https://anaconda.org/conda-forge/pyodbc,2021-01-14 14:29:57.389,425238.0,3.0,,,
101,python-decouple,henriquebastos/python-decouple,Strict separation of config from code.,,configuration,https://github.com/henriquebastos/python-decouple,https://github.com/henriquebastos/python-decouple,MIT,2014-02-25 04:16:08.000,2021-01-05 16:16:35.790,2021-01-05 14:37:00.000,130,16.0,48.0,1647,2021-01-05 14:38:53.000,3.4,8.0,21,29,True,conda-forge/python-decouple,python-decouple,151.0,,115311.0,38797.0,32773.0,https://pypi.org/project/python-decouple,2021-01-05 14:39:25.000,6024.0,114966.0,https://anaconda.org/conda-forge/python-decouple,2021-01-05 16:16:35.790,14180.0,2.0,,,
102,PynamoDB,pynamodb/PynamoDB,A pythonic interface to Amazon's DynamoDB.,,db-clients,https://github.com/pynamodb/PynamoDB,https://github.com/pynamodb/PynamoDB,MIT,2014-01-20 02:18:35.000,2021-02-19 00:04:46.178,2021-02-18 22:45:10.000,346,199.0,257.0,1502,2021-02-18 22:45:27.000,5.0.3,74.0,88,29,True,conda-forge/pynamodb,pynamodb,739.0,,246795.0,897.0,661.0,https://pypi.org/project/pynamodb,2021-02-18 22:46:34.000,236.0,243006.0,https://anaconda.org/conda-forge/pynamodb,2021-02-19 00:04:46.178,68219.0,3.0,,,
103,aiofiles,Tinche/aiofiles,File support for asyncio.,,file-path-utils,https://github.com/Tinche/aiofiles,https://github.com/Tinche/aiofiles,Apache-2.0,2015-03-29 20:28:14.000,2020-12-06 12:37:19.000,2020-10-27 17:37:34.000,101,39.0,27.0,1456,2020-10-27 17:36:43.000,0.6.0,9.0,18,29,True,conda-forge/aiofiles,aiofiles,109.0,,10626402.0,15197.0,13637.0,https://pypi.org/project/aiofiles,2020-10-27 17:36:43.000,1560.0,10622586.0,https://anaconda.org/conda-forge/aiofiles,2020-10-28 12:43:19.642,152671.0,2.0,,,
104,Dynaconf,rochacbruno/dynaconf,Configuration Management for Python.,,configuration,https://github.com/rochacbruno/dynaconf,https://github.com/rochacbruno/dynaconf,MIT,2015-08-14 21:25:22.000,2021-02-25 08:26:45.000,2021-02-18 18:17:54.000,152,46.0,196.0,1453,2020-10-08 03:02:04.000,3.1.2,70.0,60,29,True,conda-forge/dynaconf,dynaconf,506.0,,83303.0,1065.0,973.0,https://pypi.org/project/dynaconf,2020-10-08 03:01:53.000,92.0,83246.0,https://anaconda.org/conda-forge/dynaconf,2020-10-29 15:25:37.883,230.0,2.0,,,
105,dill,uqfoundation/dill,serialize all of python.,,serialization,https://github.com/uqfoundation/dill,https://github.com/uqfoundation/dill,BSD-3-Clause,2013-06-28 16:42:27.000,2021-02-24 14:51:08.000,2021-02-17 15:21:39.000,116,134.0,201.0,1328,2020-11-02 00:16:47.000,dill-0.3.3,21.0,27,29,True,conda-forge/dill,dill,823.0,230175.0,2998271.0,4968.0,,https://pypi.org/project/dill,2020-11-02 00:12:59.000,4968.0,2976867.0,https://anaconda.org/conda-forge/dill,2020-11-02 10:29:29.900,1052225.0,3.0,,,
106,humanize,jmoiron/humanize,python humanize functions.,,text,https://github.com/jmoiron/humanize,https://github.com/jmoiron/humanize,MIT,2011-10-07 23:44:01.000,2021-02-16 22:13:57.000,2020-12-12 17:10:37.000,138,23.0,43.0,1318,2020-12-12 17:34:26.000,3.2.0,20.0,42,29,True,conda-forge/humanize,humanize,377.0,,895908.0,2904.0,,https://pypi.org/project/humanize,2020-12-12 17:33:19.000,2904.0,893438.0,https://anaconda.org/conda-forge/humanize,2020-12-12 18:31:59.345,138343.0,2.0,,,
107,pygsheets,nithinmurali/pygsheets,Google Sheets Python API v4.,,db-clients,https://github.com/nithinmurali/pygsheets,https://github.com/nithinmurali/pygsheets,MIT,2016-06-06 17:20:44.000,2021-02-13 14:06:58.000,2021-02-13 14:06:48.000,173,25.0,298.0,1109,2021-02-05 22:34:35.000,2.0.5,17.0,70,29,True,,pygsheets,1006.0,,1545411.0,698.0,594.0,https://pypi.org/project/pygsheets,2021-02-05 22:34:35.000,104.0,1545411.0,,,,3.0,,,
108,argcomplete,kislyuk/argcomplete,"Python and tab completion, better together.",,cli-helpers,https://github.com/kislyuk/argcomplete,https://github.com/kislyuk/argcomplete,Apache-2.0,2012-11-19 15:37:34.000,2021-02-09 18:52:33.000,2021-02-09 18:52:32.000,99,36.0,145.0,934,2020-11-24 04:10:47.000,1.12.2,99.0,53,29,True,conda-forge/argcomplete,argcomplete,596.0,126.0,1632823.0,11629.0,8805.0,https://pypi.org/project/argcomplete,2020-11-24 04:10:47.000,2824.0,1629309.0,https://anaconda.org/conda-forge/argcomplete,2020-11-24 07:29:57.001,168589.0,3.0,,,
109,redis-py-cluster,grokzen/redis-py-cluster,Python cluster client for the official redis cluster. Redis 3.0+.,,db-clients,https://github.com/Grokzen/redis-py-cluster,https://github.com/Grokzen/redis-py-cluster,MIT,2013-05-21 06:41:34.000,2021-02-03 16:31:27.000,2020-12-26 12:24:07.000,277,25.0,218.0,928,2020-09-25 23:10:37.000,2.1.0,16.0,67,29,True,,redis-py-cluster,721.0,2454.0,691670.0,1101.0,807.0,https://pypi.org/project/redis-py-cluster,2020-09-25 23:07:19.000,294.0,691637.0,,,,3.0,,,
110,cachetools,tkem/cachetools,Extensible memoizing collections and decorators.,,caching,https://github.com/tkem/cachetools,https://github.com/tkem/cachetools,MIT,2014-03-22 10:15:14.000,2021-01-25 06:25:33.809,2021-01-24 20:35:22.000,98,11.0,164.0,890,2021-01-24 22:40:11.000,4.2.1,36.0,5,29,True,conda-forge/cachetools,cachetools,201.0,,14601556.0,4436.0,,https://pypi.org/project/cachetools,2021-01-24 22:40:11.000,4436.0,14561415.0,https://anaconda.org/conda-forge/cachetools,2021-01-25 06:25:33.809,2087336.0,1.0,,,
111,py4j,bartdag/py4j,Py4J enables Python programs to dynamically access arbitrary Java objects.,,others,https://github.com/bartdag/py4j,https://github.com/bartdag/py4j,BSD-3-Clause,2010-11-02 20:58:18.000,2021-02-06 11:11:32.000,2021-02-06 11:11:24.000,145,124.0,241.0,799,2020-01-25 14:40:31.000,0.10.9,26.0,29,29,True,conda-forge/py4j,py4j,742.0,,5243375.0,6224.0,5142.0,https://pypi.org/project/py4j,2020-09-07 15:43:56.000,1082.0,5228974.0,https://anaconda.org/conda-forge/py4j,2020-06-10 17:37:08.340,777695.0,3.0,,,
112,holidays,dr-prodigy/python-holidays,Generate and work with holidays in Python.,,date-time-utils,https://github.com/dr-prodigy/python-holidays,https://github.com/dr-prodigy/python-holidays,MIT,2014-08-24 15:17:18.000,2021-02-24 23:11:09.000,2021-02-04 00:32:43.000,232,24.0,172.0,529,2021-02-03 21:39:21.000,0.10.5,31.0,132,29,True,conda-forge/holidays,holidays,725.0,147.0,944742.0,3069.0,2511.0,https://pypi.org/project/holidays,2021-02-04 00:35:10.000,558.0,925919.0,https://anaconda.org/conda-forge/holidays,2021-02-05 18:10:04.336,470566.0,3.0,,,
113,validators,kvesteri/validators,Python Data Validation for Humans.,,data-validation,https://github.com/kvesteri/validators,https://github.com/kvesteri/validators,MIT,2013-10-17 08:16:32.000,2020-12-30 14:53:40.000,2020-12-18 10:25:08.000,86,84.0,32.0,454,2020-12-18 10:27:27.000,0.18.2,36.0,37,29,True,conda-forge/validators,validators,222.0,,579738.0,13229.0,11343.0,https://pypi.org/project/validators,2020-12-18 10:27:27.000,1886.0,578990.0,https://anaconda.org/conda-forge/validators,2020-12-18 12:58:27.348,11229.0,2.0,,,
