,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,updated_github_id,labels
0,caer,ml-tooling/best-of-ml-python,Collection of computer vision and image processing libraries.,True,computer-vision,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2021-03-25 15:28:20.000,2021-03-13 18:24:25.000,575,3.0,12.0,4553,2021-03-13 18:20:49.000,2021.03.11,18.0,17,0,True,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web UI,ml-tooling/best-of-web-python,Collection of libraries to implement web-based UIs.,True,gui-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2021-03-25 15:13:20.000,2021-03-13 18:19:34.000,68,,2.0,1138,2021-03-13 18:15:12.000,2021.03.11,11.0,6,0,True,,,,,,,,,,,,,,,,,,,
2,best-of-python-dev,ml-tooling/best-of-python-dev,A ranked list of awesome python developer tools and libraries. Updated weekly.,True,dev-utils,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24.000,2021-04-01 14:04:43.000,2021-03-13 18:26:07.000,12,,5.0,253,2021-03-13 18:26:16.000,2021.03.11,9.0,1,0,True,,,,,,,,,,,,,,,,,,,
3,best-of-web-python,ml-tooling/best-of-web-python,A ranked list of awesome python libraries for web development. Updated weekly.,True,web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2021-03-25 15:13:20.000,2021-03-13 18:19:34.000,68,,2.0,1138,2021-03-13 18:15:12.000,2021.03.11,11.0,6,0,True,,,,,,,,,,,,,,,,,,,
4,best-of-ml-python,ml-tooling/best-of-ml-python,A ranked list of awesome machine learning Python libraries. Updated weekly.,True,machine-learning,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2021-03-25 15:28:20.000,2021-03-13 18:24:25.000,575,3.0,12.0,4553,2021-03-13 18:20:49.000,2021.03.11,18.0,17,0,True,,,,,,,,,,,,,,,,,,,
5,protobuf,protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format.,,serialization,https://github.com/protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,BSD-3-Clause,2014-08-26 15:52:15.000,2021-04-01 00:14:09.000,2021-03-31 20:47:47.000,12563,1206.0,3316.0,47091,2021-03-11 19:57:59.000,3.15.6,78.0,800,39,True,conda-forge/protobuf,protobuf,8056.0,23860818.0,20828819.0,151206.0,126266.0,https://pypi.org/project/protobuf,2021-03-11 20:49:41.000,24940.0,20456451.0,https://anaconda.org/conda-forge/protobuf,2021-03-12 02:38:23.182,4594730.0,1.0,-1.0,,,
6,awscli,aws/aws-cli,Universal Command Line Interface for Amazon Web Services.,,infrastructure,https://github.com/aws/aws-cli,https://github.com/aws/aws-cli,Apache-2.0,2012-11-20 16:07:36.000,2021-04-01 02:21:43.528,2021-03-31 23:32:41.000,2572,718.0,2910.0,10845,2021-03-26 19:26:02.000,1.19.39,1199.0,335,38,True,conda-forge/awscli,awscli,10164.0,566.0,20411918.0,25873.0,20453.0,https://pypi.org/project/awscli,2021-03-31 20:46:51.000,5420.0,20296411.0,https://anaconda.org/conda-forge/awscli,2021-04-01 02:21:43.528,6582817.0,1.0,,,,
7,click,pallets/click,Python composable command line interface toolkit.,,cli-helpers,https://github.com/pallets/click,https://github.com/pallets/click,BSD-3-Clause,2014-04-24 09:52:19.000,2021-04-01 13:12:10.000,2021-03-31 19:26:02.000,1039,58.0,1046.0,10610,2020-04-27 21:02:36.000,7.1.2,39.0,287,37,True,conda-forge/click,click,1802.0,,15610937.0,592360.0,482898.0,https://pypi.org/project/click,2020-11-25 18:19:38.000,109462.0,15490293.0,https://anaconda.org/conda-forge/click,2020-04-27 21:01:19.813,6876751.0,1.0,,,,
8,boto3,boto/boto3,AWS SDK for Python.,,db-clients,https://github.com/boto/boto3,https://github.com/boto/boto3,Apache-2.0,2014-10-03 21:38:03.000,2021-04-01 01:35:26.694,2021-03-31 19:35:23.000,1331,291.0,2020.0,6247,2021-03-31 20:46:44.000,1.17.42,793.0,111,37,True,conda-forge/boto3,boto3,4269.0,,49722199.0,128560.0,105470.0,https://pypi.org/project/boto3,2021-03-31 20:46:44.000,23090.0,49627907.0,https://anaconda.org/conda-forge/boto3,2021-04-01 01:35:26.694,4997502.0,1.0,,,,
9,SQLAlchemy,sqlalchemy/sqlalchemy,The Database Toolkit for Python.,,db-clients,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2017-01-02 21:50:52.207,2021-04-01 14:35:32.000,2021-04-01 14:33:11.000,558,165.0,5624.0,3571,2021-03-31 00:28:57.000,1.4.4,216.0,465,37,True,conda-forge/sqlalchemy,SQLAlchemy,13791.0,3085.0,7883171.0,336248.0,252542.0,https://pypi.org/project/SQLAlchemy,2021-03-31 00:28:57.000,83706.0,7815706.0,https://anaconda.org/conda-forge/sqlalchemy,2021-03-31 14:21:58.258,3432492.0,1.0,1.0,,,
10,botocore,boto/botocore,"The low-level, core functionality of boto 3.",,infrastructure,https://github.com/boto/botocore,https://github.com/boto/botocore,Apache-2.0,2012-11-13 13:25:36.000,2021-04-01 00:15:26.896,2021-03-31 19:35:16.000,754,194.0,629.0,940,2021-03-31 20:46:40.000,1.20.42,1191.0,157,37,True,conda-forge/botocore,botocore,8860.0,,42396384.0,90997.0,76879.0,https://pypi.org/project/botocore,2021-03-31 20:46:40.000,14118.0,42279799.0,https://anaconda.org/conda-forge/botocore,2021-04-01 00:15:26.896,6645381.0,1.0,,,,
11,redis,andymccurdy/redis-py,Redis Python Client.,,db-clients,https://github.com/andymccurdy/redis-py,https://github.com/andymccurdy/redis-py,MIT,2009-11-06 10:22:26.000,2021-03-25 00:15:09.000,2020-11-22 20:52:44.000,1940,79.0,819.0,9182,2020-06-01 21:30:33.000,3.5.3,66.0,248,36,True,,redis,1550.0,,5302602.0,49438.0,,https://pypi.org/project/redis,2020-06-01 21:30:33.000,49438.0,5302602.0,,,,1.0,,,,
12,docker,docker/docker-py,A Python library for the Docker Engine API.,,infrastructure,https://github.com/docker/docker-py,https://github.com/docker/docker-py,Apache-2.0,2013-05-23 16:15:07.000,2021-03-29 20:06:32.000,2021-03-29 20:06:31.000,1440,394.0,1061.0,5186,2021-02-24 17:16:15.000,4.4.4,72.0,387,36,True,conda-forge/docker-py,docker,3163.0,,6338923.0,24353.0,19985.0,https://pypi.org/project/docker,2021-02-18 14:37:00.000,4368.0,6320720.0,https://anaconda.org/conda-forge/docker-py,2021-02-24 19:56:36.772,1037623.0,2.0,,,,
13,PyYAML,yaml/pyyaml,Canonical source repository for PyYAML.,,file-formats,https://github.com/yaml/pyyaml,https://github.com/yaml/pyyaml,MIT,2011-11-03 05:09:49.000,2021-03-26 19:45:41.000,2021-01-20 21:40:50.000,317,190.0,197.0,1431,2021-01-20 22:07:31.000,5.4.1,28.0,36,36,True,conda-forge/pyyaml,pyyaml,285.0,,33784585.0,413784.0,299448.0,https://pypi.org/project/pyyaml,2021-01-20 22:07:31.000,114336.0,33610791.0,https://anaconda.org/conda-forge/pyyaml,2021-01-21 02:30:09.972,10080102.0,1.0,,,,
14,docker-compose,docker/compose,Define and run multi-container applications with Docker.,,infrastructure,https://github.com/docker/compose,https://github.com/docker/compose,Apache-2.0,2013-12-09 11:40:58.000,2021-04-01 12:08:23.000,2021-03-30 07:33:50.000,3684,495.0,4941.0,22249,2021-03-23 13:40:09.000,1.28.6,141.0,409,35,True,conda-forge/docker-compose,docker-compose,5993.0,147406132.0,3194313.0,8536.0,6334.0,https://pypi.org/project/docker-compose,2021-03-23 13:34:00.000,2202.0,605322.0,https://anaconda.org/conda-forge/docker-compose,2021-03-23 17:16:08.120,93424.0,2.0,-1.0,,,
15,python-prompt-toolkit,prompt-toolkit/python-prompt-toolkit,Library for building powerful interactive command line applications in Python.,,cli-helpers,https://github.com/prompt-toolkit/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,BSD-3-Clause,2014-01-25 22:12:08.000,2021-03-25 10:00:13.000,2021-03-23 12:52:36.000,541,408.0,479.0,6960,2019-10-03 15:18:40.000,2.0.10,81.0,177,35,True,,prompt_toolkit,2527.0,,8300169.0,145137.0,138921.0,https://pypi.org/project/prompt_toolkit,2019-10-03 15:18:40.000,6216.0,8300169.0,,,,1.0,,,,
16,google-cloud-storage,googleapis/google-cloud-python,Google Cloud Client Library for Python.,,db-clients,https://github.com/googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,Apache-2.0,2014-01-28 15:51:47.000,2021-03-25 21:47:30.811,2021-02-01 17:10:22.000,1346,25.0,3322.0,3521,2021-03-25 17:55:24.000,1.37.0,100.0,314,35,True,conda-forge/google-cloud-storage,google-cloud-storage,9053.0,,11558562.0,2108.0,,https://pypi.org/project/google-cloud-storage,2021-03-25 17:55:24.000,2108.0,11542847.0,https://anaconda.org/conda-forge/google-cloud-storage,2021-03-25 21:47:30.811,722910.0,1.0,,,,
17,pymongo,mongodb/mongo-python-driver,PyMongo - the Python driver for MongoDB.,,db-clients,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06.000,2021-03-31 21:05:43.000,2021-03-31 16:31:06.000,985,2.0,,3269,2021-02-03 02:58:15.000,3.11.3,116.0,181,35,True,conda-forge/pymongo,pymongo,4677.0,,3194200.0,127189.0,91327.0,https://pypi.org/project/pymongo,2021-02-03 02:58:15.000,35862.0,3187771.0,https://anaconda.org/conda-forge/pymongo,2020-10-12 20:39:14.177,372907.0,1.0,-1.0,,,
18,elasticsearch,elastic/elasticsearch-py,Official Python low-level client for Elasticsearch.,,db-clients,https://github.com/elastic/elasticsearch-py,https://github.com/elastic/elasticsearch-py,Apache-2.0,2013-05-01 22:47:39.000,2021-04-01 11:55:50.000,2021-03-30 14:47:27.000,975,68.0,790.0,3144,2021-03-23 17:59:22.000,7.12.0,68.0,173,35,True,conda-forge/elasticsearch,elasticsearch,1285.0,308.0,5175728.0,31375.0,20801.0,https://pypi.org/project/elasticsearch,2021-03-23 17:41:07.000,10574.0,5169261.0,https://anaconda.org/conda-forge/elasticsearch,2021-03-23 19:06:24.250,372150.0,1.0,,,,
19,psycopg2,psycopg/psycopg2,PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg2,https://github.com/psycopg/psycopg2,BSD-3-Clause-Attribution,2013-01-21 11:05:11.000,2021-03-15 13:53:38.000,2020-12-16 23:41:45.000,371,44.0,954.0,2120,2020-12-25 13:51:59.000,2.8.6,45.0,111,35,False,psycopg2,psycopg2,2871.0,,3401394.0,432955.0,313743.0,https://pypi.org/project/psycopg2,2020-09-06 22:41:27.000,119212.0,3400805.0,https://anaconda.org/anaconda/psycopg2,2021-02-04 16:14:22.899,38310.0,1.0,,0.0,,
20,python-dateutil,dateutil/dateutil,Useful extensions to the standard Python datetime features.,,date-time-utils,https://github.com/dateutil/dateutil,https://github.com/dateutil/dateutil,Apache-2.0,2014-11-19 18:56:16.000,2021-03-15 10:45:10.000,2020-09-28 20:40:12.000,354,262.0,342.0,1539,2019-11-03 05:42:01.000,2.8.1,23.0,118,35,True,conda-forge/python-dateutil,python-dateutil,1493.0,34353.0,35332674.0,116628.0,,https://pypi.org/project/python-dateutil,2019-11-03 05:42:01.000,116628.0,35090895.0,https://anaconda.org/conda-forge/python-dateutil,2019-11-03 14:12:04.243,14237263.0,1.0,,,,
21,Pygments,pygments/pygments,Pygments is a generic syntax highlighter written in Python.,,others,https://github.com/pygments/pygments,https://github.com/pygments/pygments,BSD-2-Clause,2016-04-12 07:50:11.354,2021-03-31 23:21:54.000,2021-03-30 05:30:59.000,718,345.0,1155.0,563,2021-03-07 08:04:58.000,2.8.1,49.0,615,35,True,conda-forge/pygments,pygments,5541.0,,11655501.0,275866.0,208100.0,https://pypi.org/project/pygments,2021-03-07 08:04:04.000,67766.0,11553853.0,https://anaconda.org/conda-forge/pygments,2021-03-08 22:54:27.769,6098932.0,1.0,,,,
22,ansible,ansible/ansible,Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and..,,infrastructure,https://github.com/ansible/ansible,https://github.com/ansible/ansible,GPL-3.0,2012-03-06 14:58:02.000,2021-04-01 13:59:57.000,2021-03-31 13:30:09.000,20424,1858.0,27729.0,47446,2021-03-30 18:46:34.000,3.2.0,242.0,6367,34,True,conda-forge/ansible,ansible,,,1976079.0,23892.0,16238.0,https://pypi.org/project/ansible,2021-03-30 18:46:34.000,7654.0,1969653.0,https://anaconda.org/conda-forge/ansible,2021-03-30 20:43:32.073,282763.0,2.0,,,,
23,kivy,kivy/kivy,"Open source UI framework written in Python, running on Windows, Linux, macOS, Android and iOS.",,gui-dev,https://github.com/kivy/kivy,https://github.com/kivy/kivy,MIT,2010-11-03 20:27:32.000,2021-03-31 23:46:01.000,2021-03-31 17:29:52.000,2665,819.0,3522.0,12861,2020-12-10 00:57:59.000,2.0.0,35.0,539,34,True,conda-forge/kivy,kivy,12467.0,22516.0,24153.0,5082.0,4208.0,https://pypi.org/project/kivy,2020-12-09 21:40:18.000,874.0,18923.0,https://anaconda.org/conda-forge/kivy,2020-12-21 18:44:17.351,163097.0,1.0,,,,
24,peewee,coleifer/peewee,"a small, expressive orm -- supports postgresql, mysql and sqlite.",,db-clients,https://github.com/coleifer/peewee,https://github.com/coleifer/peewee,MIT,2010-10-11 20:14:11.000,2021-03-28 16:27:22.000,2021-03-28 16:27:06.000,1269,1.0,1968.0,8274,2021-03-19 15:54:38.000,3.14.4,169.0,144,34,True,conda-forge/peewee,peewee,4306.0,,162019.0,18934.0,12470.0,https://pypi.org/project/peewee,2021-03-19 15:53:58.000,6464.0,156778.0,https://anaconda.org/conda-forge/peewee,2021-03-19 18:31:56.532,298770.0,2.0,,,,
25,arrow,arrow-py/arrow,Better dates & times for Python.,,date-time-utils,https://github.com/arrow-py/arrow,https://github.com/arrow-py/arrow,Apache-2.0,2012-11-18 20:23:27.000,2021-04-01 12:46:13.000,2021-03-14 19:30:38.000,562,45.0,359.0,7323,2021-03-07 16:40:09.000,1.0.3,57.0,236,34,True,conda-forge/arrow,arrow,1267.0,,1204422.0,25962.0,18540.0,https://pypi.org/project/arrow,2021-03-07 16:34:44.000,7422.0,1195666.0,https://anaconda.org/conda-forge/arrow,2021-03-07 23:47:25.555,516661.0,2.0,,,,
26,paramiko,paramiko/paramiko,The leading native Python SSHv2 protocol library.,,infrastructure,https://github.com/paramiko/paramiko,https://github.com/paramiko/paramiko,LGPL-2.1,2009-02-02 03:41:08.000,2021-03-30 11:16:55.000,2021-02-12 20:08:03.000,1660,836.0,583.0,6871,2020-08-30 19:56:22.000,2.7.2,121.0,157,34,True,conda-forge/paramiko,paramiko,3501.0,,5138392.0,62703.0,39903.0,https://pypi.org/project/paramiko,2020-08-30 19:56:22.000,22800.0,5123376.0,https://anaconda.org/conda-forge/paramiko,2020-09-01 19:24:01.679,825914.0,2.0,,,,
27,PyMySQL,PyMySQL/PyMySQL,Pure Python MySQL Client.,,db-clients,https://github.com/PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,MIT,2011-07-27 17:38:47.000,2021-02-12 16:29:46.000,2021-02-02 06:23:09.000,1282,15.0,544.0,6372,2021-01-09 11:33:39.000,1.0.2,35.0,110,34,True,conda-forge/pymysql,PyMySQL,1003.0,,3218730.0,97125.0,78699.0,https://pypi.org/project/PyMySQL,2021-01-09 11:33:39.000,18426.0,3212143.0,https://anaconda.org/conda-forge/pymysql,2021-01-09 16:18:43.582,276684.0,2.0,,,,
28,python-bigquery,googleapis/python-bigquery,Google BigQuery API client library.,,db-clients,https://github.com/googleapis/python-bigquery,https://github.com/googleapis/python-bigquery,Apache-2.0,2019-12-10 00:09:04.000,2021-03-31 20:58:56.000,2021-03-31 15:38:03.000,1346,43.0,201.0,3518,2021-03-23 20:37:35.000,2.13.1,83.0,90,34,True,,google-cloud-bigquery,1144.0,,4237275.0,8389.0,7139.0,https://pypi.org/project/google-cloud-bigquery,2021-03-23 20:37:35.000,1250.0,4237275.0,,,,2.0,,,,
29,MongoEngine,MongoEngine/mongoengine,A Python Object-Document-Mapper for working with MongoDB.,,db-clients,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20.000,2021-03-31 12:11:23.000,2021-03-31 12:11:23.000,1142,343.0,1197.0,3437,2021-03-04 22:15:37.000,0.23.0,64.0,362,34,True,conda-forge/mongoengine,mongoengine,3845.0,,321764.0,19475.0,12763.0,https://pypi.org/project/mongoengine,2020-12-16 22:13:11.000,6712.0,319726.0,https://anaconda.org/conda-forge/mongoengine,2020-12-17 17:41:13.762,114168.0,2.0,,,,
30,azure-storage-blob,Azure/azure-sdk-for-python,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting..,,db-clients,https://github.com/Azure/azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,MIT,2012-04-24 16:46:12.000,2021-04-01 14:27:05.000,2021-04-01 06:16:32.000,1251,930.0,3778.0,1881,2021-03-30 09:09:06.000,azure-mgmt-frontdoor_1.0.0,100.0,313,34,True,conda-forge/azure-storage-blob,azure-storage-blob,8366.0,,8401923.0,1946.0,1566.0,https://pypi.org/project/azure-storage-blob,2021-03-02 06:37:57.000,380.0,8396476.0,https://anaconda.org/conda-forge/azure-storage-blob,2021-03-02 10:00:36.651,179782.0,2.0,,,,
31,more-itertools,more-itertools/more-itertools,"More routines for operating on iterables, beyond itertools.",,utilities,https://github.com/more-itertools/more-itertools,https://github.com/more-itertools/more-itertools,MIT,2012-04-26 05:15:14.000,2021-03-14 22:38:43.000,2021-03-12 01:51:20.000,161,10.0,145.0,1848,2021-02-08 01:54:28.000,8.7.0,33.0,68,34,True,conda-forge/more-itertools,more-itertools,1095.0,2027.0,4385875.0,114613.0,99705.0,https://pypi.org/project/more-itertools,2021-02-08 01:53:03.000,14908.0,4275855.0,https://anaconda.org/conda-forge/more-itertools,2021-02-08 03:58:59.523,5279106.0,1.0,,,,
32,chardet,chardet/chardet,Python character encoding detector.,,text,https://github.com/chardet/chardet,https://github.com/chardet/chardet,LGPL-2.1,2012-07-26 20:30:54.000,2021-01-20 14:58:22.000,2020-12-16 17:20:22.000,193,56.0,58.0,1473,2020-12-10 19:35:32.000,4.0.0,12.0,37,34,True,conda-forge/chardet,chardet,334.0,,39952764.0,547395.0,474681.0,https://pypi.org/project/chardet,2020-12-10 19:35:32.000,72714.0,39758932.0,https://anaconda.org/conda-forge/chardet,2021-01-08 08:22:32.887,9691646.0,1.0,,,,
33,six,benjaminp/six,Python 2 and 3 compatibility library.,,compatibility,https://github.com/benjaminp/six,https://github.com/benjaminp/six,MIT,2016-05-10 07:24:51.054,2021-03-26 23:34:35.000,2021-01-28 14:48:16.000,190,104.0,171.0,752,2020-05-21 15:25:54.000,1.15.0,27.0,62,34,True,conda-forge/six,six,517.0,,46059818.0,1067045.0,823025.0,https://pypi.org/project/six,2020-05-21 15:25:54.000,244020.0,45811102.0,https://anaconda.org/conda-forge/six,2020-05-21 17:15:14.356,14674249.0,1.0,,,,
34,flatbuffers,google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library.,,serialization,https://github.com/google/flatbuffers,https://github.com/google/flatbuffers,Apache-2.0,2014-05-19 18:33:01.000,2021-03-31 19:43:47.000,2021-03-29 23:56:45.000,2448,169.0,1473.0,15979,2020-03-12 22:47:55.000,1.12.0,17.0,474,33,True,conda-forge/flatbuffers,flatbuffers,2213.0,28004.0,1012529.0,991.0,819.0,https://pypi.org/project/flatbuffers,2020-03-12 23:34:51.000,172.0,1008334.0,https://anaconda.org/conda-forge/flatbuffers,2020-11-23 13:28:55.262,227397.0,1.0,,,,
35,cookiecutter,cookiecutter/cookiecutter,"A command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects,..",,others,https://github.com/cookiecutter/cookiecutter,https://github.com/cookiecutter/cookiecutter,BSD-3-Clause,2013-07-14 18:31:22.000,2021-03-11 19:07:51.000,2020-12-26 04:18:09.000,1433,208.0,465.0,14159,2020-04-21 03:35:23.000,1.7.2,28.0,247,33,True,conda-forge/cookiecutter,cookiecutter,2671.0,,320530.0,10092.0,7782.0,https://pypi.org/project/cookiecutter,2020-04-21 03:34:31.000,2310.0,318053.0,https://anaconda.org/conda-forge/cookiecutter,2020-04-26 16:44:26.880,146177.0,1.0,,,,
36,watchdog,gorakhargosh/watchdog,Python library and shell utilities to monitor filesystem events.,,file-path-utils,https://github.com/gorakhargosh/watchdog,https://github.com/gorakhargosh/watchdog,Apache-2.0,2010-10-23 12:00:17.000,2021-03-29 14:24:30.000,2021-03-29 14:24:30.000,554,130.0,369.0,4663,2021-02-22 13:51:48.000,2.0.2,26.0,108,33,True,conda-forge/watchdog,watchdog,1284.0,,922956.0,45495.0,31643.0,https://pypi.org/project/watchdog,2021-02-22 13:51:48.000,13852.0,914988.0,https://anaconda.org/conda-forge/watchdog,2021-03-28 13:24:25.011,446252.0,1.0,,,,
37,kafka-python,dpkp/kafka-python,Python client for Apache Kafka.,,db-clients,https://github.com/dpkp/kafka-python,https://github.com/dpkp/kafka-python,Apache-2.0,2012-09-24 13:00:26.000,2021-04-01 12:59:17.000,2021-02-22 05:44:42.000,1139,179.0,1151.0,4303,2020-09-30 07:33:37.000,2.0.1,36.0,205,33,True,conda-forge/kafka-python,kafka-python,2154.0,1668.0,1553377.0,8340.0,6320.0,https://pypi.org/project/kafka-python,2020-09-30 07:24:01.000,2020.0,1548274.0,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284,238922.0,2.0,,,,
38,cryptography,pyca/cryptography,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,,cryptography,https://github.com/pyca/cryptography,https://github.com/pyca/cryptography,BSD-3-Clause,2013-08-07 02:23:38.000,2021-04-01 07:05:29.000,2021-03-31 12:10:09.000,838,38.0,1629.0,4035,2021-03-25 17:31:04.000,3.4.7,92.0,231,33,True,conda-forge/cryptography,cryptography,,,19042103.0,191964.0,158076.0,https://pypi.org/project/cryptography,2021-03-25 17:31:04.000,33888.0,18792969.0,https://anaconda.org/conda-forge/cryptography,2021-03-27 14:11:39.800,11460180.0,1.0,,,,
39,ultrajson,ultrajson/ultrajson,Ultra fast JSON decoder and encoder written in C with Python bindings.,,serialization,https://github.com/ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,BSD-3-Clause,2011-02-27 20:00:51.000,2021-03-30 23:07:38.000,2021-03-06 10:25:31.000,325,44.0,255.0,3192,2021-01-21 15:25:16.000,4.0.2,24.0,72,33,True,,ujson,616.0,,6192845.0,28455.0,21899.0,https://pypi.org/project/ujson,2021-01-21 15:25:16.000,6556.0,6192845.0,,,,1.0,,,,
40,colorama,tartley/colorama,Simple cross-platform colored terminal text in Python.,,cli-helpers,https://github.com/tartley/colorama,https://github.com/tartley/colorama,BSD-3-Clause,2014-04-17 20:18:25.000,2021-02-13 23:19:49.000,2021-02-11 09:11:45.000,185,117.0,101.0,2418,2020-10-13 02:42:26.000,0.4.4,42.0,40,33,True,conda-forge/colorama,colorama,288.0,,18744630.0,207791.0,176175.0,https://pypi.org/project/colorama,2020-10-13 02:42:26.000,31616.0,18690161.0,https://anaconda.org/conda-forge/colorama,2020-10-16 16:43:32.974,3268172.0,2.0,,,,
41,pexpect,pexpect/pexpect,A Python module for controlling interactive programs in a pseudo-terminal.,,process-utils,https://github.com/pexpect/pexpect,https://github.com/pexpect/pexpect,ISC,2013-09-17 17:36:44.000,2021-01-13 10:33:10.000,2020-05-16 18:24:44.000,423,164.0,256.0,2003,2020-01-21 16:37:03.000,4.8.0,17.0,91,33,True,conda-forge/pexpect,pexpect,1549.0,3937.0,9001322.0,156548.0,125846.0,https://pypi.org/project/pexpect,2020-01-21 16:37:03.000,30702.0,8927509.0,https://anaconda.org/conda-forge/pexpect,2020-10-12 20:49:05.189,4426233.0,1.0,,,,
42,pycryptodomex,Legrandin/pycryptodome,A self-contained cryptographic library for Python.,,cryptography,https://github.com/Legrandin/pycryptodome,https://github.com/Legrandin/pycryptodome,BSD-3-Clause,2014-05-02 15:11:38.000,2021-04-01 13:37:41.000,2021-03-29 09:48:52.000,280,55.0,350.0,1542,2021-02-09 14:08:03.000,3.10.1,35.0,104,33,True,conda-forge/pycryptodomex,pycryptodomex,2542.0,,2932623.0,25937.0,24395.0,https://pypi.org/project/pycryptodomex,2021-02-09 14:08:03.000,1542.0,2923877.0,https://anaconda.org/conda-forge/pycryptodomex,2021-02-10 15:35:54.116,349872.0,1.0,,,,
43,jmespath,jmespath/jmespath.py,JMESPath is a query language for JSON.,,file-formats,https://github.com/jmespath/jmespath.py,https://github.com/jmespath/jmespath.py,MIT,2013-02-19 22:16:36.000,2021-03-10 14:16:54.000,2020-05-12 22:01:13.000,137,47.0,62.0,1288,2020-05-12 22:03:45.000,0.10.0,24.0,22,33,True,conda-forge/jmespath,jmespath,526.0,,25264653.0,89526.0,77136.0,https://pypi.org/project/jmespath,2020-05-12 22:03:45.000,12390.0,25193449.0,https://anaconda.org/conda-forge/jmespath,2020-05-13 11:39:21.174,4058681.0,3.0,,,,
44,future,PythonCharmers/python-future,"Easy, clean, reliable Python 2/3 compatibility.",,compatibility,https://github.com/PythonCharmers/python-future,https://github.com/PythonCharmers/python-future,MIT,2013-07-14 13:57:47.000,2021-01-20 19:36:37.000,2020-11-27 05:54:10.000,257,186.0,194.0,1123,2020-06-13 02:43:44.000,0.18.2,50.0,104,33,True,conda-forge/future,future,1831.0,,10140189.0,162325.0,133957.0,https://pypi.org/project/future,2019-10-31 00:58:13.000,28368.0,10080124.0,https://anaconda.org/conda-forge/future,2021-01-08 23:20:36.090,3423724.0,2.0,,,,
45,traitlets,ipython/traitlets,A lightweight Traits like module.,,configuration,https://github.com/ipython/traitlets,https://github.com/ipython/traitlets,BSD-3-Clause,2013-12-06 20:45:45.000,2021-03-18 14:55:13.000,2020-10-15 10:38:47.000,159,87.0,135.0,411,2020-10-15 10:39:45.000,5.0.5,24.0,97,33,True,conda-forge/traitlets,traitlets,1645.0,,7785385.0,173729.0,145705.0,https://pypi.org/project/traitlets,2020-10-15 10:39:45.000,28024.0,7681097.0,https://anaconda.org/conda-forge/traitlets,2020-10-15 14:20:57.286,6257329.0,1.0,,,,
46,rich,willmcgugan/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,,cli-helpers,https://github.com/willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000,2021-03-30 22:38:19.483,2021-03-30 20:27:34.000,727,4.0,416.0,24374,2021-03-30 17:22:57.000,10.0.1,122.0,85,32,True,conda-forge/rich,rich,1812.0,,591807.0,3176.0,3176.0,https://pypi.org/project/rich,2021-03-30 17:12:19.000,0.0,575897.0,https://anaconda.org/conda-forge/rich,2021-03-30 22:38:19.483,143191.0,2.0,,,,
