,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,conda_dependent_project_count,trending,labels,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
44,wrapt,GrahamDumpleton/wrapt,"A Python module for decorators, wrappers and monkey patching.",,others,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45.000000,2021-12-15 14:38:32.017000,2021-10-29 21:58:09.000000,197,31.0,112.0,1587,2021-10-29 21:19:24.000000,1.13.3,47.0,21.0,34,True,621.0,conda-forge/wrapt,wrapt,,45381336.0,21338.0,,https://pypi.org/project/wrapt,2021-10-29 21:19:24.000000,21338.0,45300151.0,https://anaconda.org/conda-forge/wrapt,2021-11-02 11:36:54.155000,5195889.0,2.0,,,,,,,,,,,
45,simplejson,simplejson/simplejson,"simplejson is a simple, fast, extensible JSON encoder/decoder for Python.",,serialization,https://github.com/simplejson/simplejson,https://github.com/simplejson/simplejson,MIT,2011-02-06 05:47:45.000000,2021-11-17 19:54:04.429000,2021-11-16 07:26:43.000000,312,17.0,168.0,1441,2021-11-16 16:36:28.000000,3.17.6,99.0,37.0,34,True,612.0,conda-forge/simplejson,simplejson,5444.0,11830440.0,113287.0,74295.0,https://pypi.org/project/simplejson,2021-11-16 16:36:28.000000,38992.0,11802079.0,https://anaconda.org/conda-forge/simplejson,2021-11-17 19:54:04.429000,1499088.0,1.0,,,,,,,,,,,
46,six,benjaminp/six,Python 2 and 3 compatibility library.,,compatibility,https://github.com/benjaminp/six,https://github.com/benjaminp/six,MIT,2016-05-10 07:24:51.054000,2021-12-18 18:52:43.000000,2021-11-21 23:02:50.000000,224,108.0,175.0,839,2021-05-05 14:18:17.000000,1.16.0,28.0,65.0,34,True,528.0,conda-forge/six,six,,159190933.0,1304986.0,1060966.0,https://pypi.org/project/six,2021-05-05 14:18:17.000000,244020.0,158886445.0,https://anaconda.org/conda-forge/six,2021-05-05 18:46:13.986000,20400739.0,2.0,,,,,,,,,,,
47,rich,willmcgugan/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,,cli-helpers,https://github.com/willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000000,2021-12-23 13:03:39.000000,2021-12-16 16:38:09.000000,1026,35.0,595.0,31737,2021-12-15 09:34:17.000000,10.16.1,149.0,138.0,33,True,2506.0,conda-forge/rich,rich,,2977621.0,9639.0,9639.0,https://pypi.org/project/rich,2021-12-15 09:32:57.000000,0.0,2945394.0,https://anaconda.org/conda-forge/rich,2021-12-15 15:27:57.415000,547871.0,2.0,,,,,,,,,,,
48,cookiecutter,cookiecutter/cookiecutter,"A command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects,..",,others,https://github.com/cookiecutter/cookiecutter,https://github.com/cookiecutter/cookiecutter,BSD-3-Clause,2013-07-14 18:31:22.000000,2021-12-19 22:56:34.000000,2021-12-18 17:59:46.000000,1561,233.0,503.0,15893,2021-06-14 08:02:40.000000,2.0.0,32.0,263.0,33,True,2754.0,conda-forge/cookiecutter,cookiecutter,,1240153.0,2310.0,,https://pypi.org/project/cookiecutter,2021-06-14 08:02:40.000000,2310.0,1236793.0,https://anaconda.org/conda-forge/cookiecutter,2021-05-17 11:59:06.127000,225165.0,2.0,,,,,,,,,,,
49,docopt,docopt/docopt,"Pythonic command line arguments parser, that will make you smile.",,cli-helpers,https://github.com/docopt/docopt,https://github.com/docopt/docopt,MIT,2012-04-07 17:45:14.000000,2021-12-23 05:59:37.000000,2018-08-27 18:02:16.000000,552,251.0,176.0,7517,2014-06-16 11:18:57.000000,0.6.2,11.0,31.0,33,False,447.0,conda-forge/docopt,docopt,,7157928.0,80900.0,59650.0,https://pypi.org/project/docopt,2014-06-16 11:18:57.000000,21250.0,7141336.0,https://anaconda.org/conda-forge/docopt,2018-07-06 22:39:53.718000,1128294.0,2.0,,,1.0,,,,,,,,
50,python-prompt-toolkit,prompt-toolkit/python-prompt-toolkit,Library for building powerful interactive command line applications in Python.,,cli-helpers,https://github.com/prompt-toolkit/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,BSD-3-Clause,2014-01-25 22:12:08.000000,2021-12-12 16:19:39.000000,2021-12-09 07:56:24.000000,590,474.0,502.0,7448,2019-10-03 15:18:40.000000,2.0.10,81.0,199.0,33,True,2580.0,,prompt_toolkit,,20606309.0,6216.0,,https://pypi.org/project/prompt_toolkit,2019-10-03 15:18:40.000000,6216.0,20606309.0,,,,2.0,,,,,,,,,,,
51,attrs,python-attrs/attrs,Python Classes Without Boilerplate.,,utilities,https://github.com/python-attrs/attrs,https://github.com/python-attrs/attrs,MIT,2015-01-27 15:01:01.000000,2021-12-23 12:03:05.000000,2021-12-16 08:25:22.000000,275,102.0,415.0,3793,2021-05-07 09:39:42.000000,21.2.0,22.0,109.0,33,True,,conda-forge/attrs,attrs,,72755101.0,348613.0,320629.0,https://pypi.org/project/attrs,2021-05-07 09:32:13.000000,27984.0,72537998.0,https://anaconda.org/conda-forge/attrs,2021-05-07 11:48:44.094000,12374879.0,2.0,,,,,,,,,,,
52,jsonschema,Julian/jsonschema,An implementation of the JSON Schema specification for Python.,,data-validation,https://github.com/Julian/jsonschema,https://github.com/Julian/jsonschema,MIT,2011-12-30 03:37:43.000000,2021-12-21 09:53:16.000000,2021-12-20 14:08:07.000000,496,63.0,564.0,3483,2021-12-20 14:02:57.000000,4.3.2,52.0,96.0,33,True,,conda-forge/jsonschema,jsonschema,,34541534.0,219728.0,188668.0,https://pypi.org/project/jsonschema,2021-12-20 14:02:53.000000,31060.0,34409438.0,https://anaconda.org/conda-forge/jsonschema,2021-12-20 18:58:45.760000,8982559.0,1.0,,,,,,,,,,,
53,pycparser,eliben/pycparser,Complete C99 parser in pure Python.,,others,https://github.com/eliben/pycparser,https://github.com/eliben/pycparser,BSD-3-Clause,2013-06-09 22:01:56.000000,2021-12-10 18:14:04.000000,2021-12-10 18:14:04.000000,508,17.0,268.0,2431,,,21.0,76.0,33,True,529.0,conda-forge/pycparser,pycparser,,63627729.0,312201.0,279919.0,https://pypi.org/project/pycparser,2021-11-06 12:48:46.000000,32282.0,63409434.0,https://anaconda.org/conda-forge/pycparser,2021-11-07 03:53:42.470000,13970902.0,2.0,,,,,,,,,,,
54,dateparser,scrapinghub/dateparser,python parser for human readable dates.,,date-time-utils,https://github.com/scrapinghub/dateparser,https://github.com/scrapinghub/dateparser,BSD-3-Clause,2014-11-24 17:30:12.000000,2021-12-18 19:26:36.000000,2021-12-15 19:33:26.000000,375,267.0,332.0,1940,2021-10-04 09:07:18.000000,1.1.0,21.0,108.0,33,True,1433.0,conda-forge/dateparser,dateparser,,4189307.0,11009.0,9595.0,https://pypi.org/project/dateparser,2021-10-04 09:07:18.000000,1414.0,4188299.0,https://anaconda.org/conda-forge/dateparser,2021-10-05 16:43:24.840000,59491.0,2.0,,,,,,,,,,,
55,Motor,mongodb/motor,Motor - the async Python driver for MongoDB and Tornado or asyncio.,,db-clients,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44.000000,2021-12-23 13:31:02.000000,2021-11-09 00:18:18.000000,169,,,1850,2021-08-19 20:21:17.000000,2.5.1,38.0,35.0,33,True,1656.0,conda-forge/motor,motor,,1359182.0,17686.0,15896.0,https://pypi.org/project/motor,2021-08-19 20:14:26.000000,1790.0,1358715.0,https://anaconda.org/conda-forge/motor,2021-12-02 18:54:21.443000,16847.0,2.0,,,,,,,,,,,
56,pyrsistent,tobgu/pyrsistent,Persistent/Immutable/Functional data structures for Python.,,data-structures,https://github.com/tobgu/pyrsistent,https://github.com/tobgu/pyrsistent,MIT,2013-06-20 14:11:13.000000,2021-11-04 19:24:33.848000,2021-10-09 06:53:10.000000,118,15.0,129.0,1626,2021-06-28 19:33:04.000000,0.18.0,70.0,59.0,33,True,640.0,conda-forge/pyrsistent,pyrsistent,,32952755.0,122768.0,119324.0,https://pypi.org/project/pyrsistent,2021-06-28 19:33:04.000000,3444.0,32759198.0,https://anaconda.org/conda-forge/pyrsistent,2021-11-04 19:24:33.848000,7355190.0,1.0,,,,,,,,,,,
57,decorator,micheles/decorator,Decorators for Humans.,,others,https://github.com/micheles/decorator,https://github.com/micheles/decorator,BSD-2-Clause,2013-11-24 05:55:49.000000,2021-12-18 17:44:25.000000,2021-12-18 17:44:24.000000,84,3.0,85.0,635,2021-09-11 05:30:14.000000,5.1.0,37.0,26.0,33,True,376.0,conda-forge/decorator,decorator,,36147896.0,309032.0,262560.0,https://pypi.org/project/decorator,2021-09-11 05:30:14.000000,46472.0,35992751.0,https://anaconda.org/conda-forge/decorator,2021-09-11 07:57:08.687000,10084434.0,2.0,,,,,,,,,,,
58,python-fire,google/python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,,cli-helpers,https://github.com/google/python-fire,https://github.com/google/python-fire,Apache-2.0,2017-02-21 21:35:07.000000,2021-12-06 18:05:56.000000,2021-06-17 18:03:13.000000,1190,106.0,142.0,20508,2021-01-22 18:12:10.000000,0.4.0,9.0,46.0,32,True,259.0,conda-forge/fire,fire,,1973602.0,11323.0,10155.0,https://pypi.org/project/fire,2021-01-22 18:11:49.000000,1168.0,1970719.0,https://anaconda.org/conda-forge/fire,2021-01-22 19:55:20.738000,155718.0,2.0,,,,,,,,,,,
59,schedule,dbader/schedule,Python job scheduling for humans.,,infrastructure,https://github.com/dbader/schedule,https://github.com/dbader/schedule,MIT,2013-05-19 12:51:20.000000,2021-12-04 07:16:57.000000,2021-06-26 14:30:47.000000,810,110.0,242.0,9294,2021-04-10 10:48:19.000000,1.1.0,24.0,45.0,32,True,372.0,conda-forge/schedule,schedule,,1271033.0,17433.0,15237.0,https://pypi.org/project/schedule,2021-04-10 10:48:19.000000,2196.0,1270598.0,https://anaconda.org/conda-forge/schedule,2021-04-10 12:19:56.940000,10447.0,2.0,,,,,,,,,,,
60,paramiko,paramiko/paramiko,The leading native Python SSHv2 protocol library.,,infrastructure,https://github.com/paramiko/paramiko,https://github.com/paramiko/paramiko,LGPL-2.1,2009-02-02 03:41:08.000000,2021-12-23 05:04:27.000000,2021-11-29 04:04:59.000000,1754,912.0,603.0,7381,2021-11-29 03:58:56.000000,2.8.1,123.0,162.0,32,True,,conda-forge/paramiko,paramiko,,20888397.0,73601.0,50801.0,https://pypi.org/project/paramiko,2021-11-29 03:58:56.000000,22800.0,20864894.0,https://anaconda.org/conda-forge/paramiko,2021-11-29 09:51:24.736000,1480751.0,2.0,,,,,,,,,,,
61,supervisor,Supervisor/supervisor,Supervisor process control system for UNIX.,,process-utils,https://github.com/Supervisor/supervisor,https://github.com/Supervisor/supervisor,Repoze Public License,2010-12-08 00:48:48.000000,2021-12-21 22:41:12.000000,2021-12-21 22:37:50.000000,1160,141.0,917.0,7109,2021-02-26 20:45:53.000000,4.2.2,47.0,159.0,32,True,2334.0,conda-forge/supervisor,supervisor,,974161.0,10391.0,6607.0,https://pypi.org/project/supervisor,2021-12-15 13:45:14.566000,3784.0,971492.0,https://anaconda.org/conda-forge/supervisor,2021-11-07 12:33:09.903000,178841.0,2.0,,,,,,,,,,,
62,PyMySQL,PyMySQL/PyMySQL,Pure Python MySQL Client.,,db-clients,https://github.com/PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,MIT,2011-07-27 17:38:47.000000,2021-10-09 20:48:05.000000,2021-10-02 07:23:14.000000,1331,20.0,569.0,6701,2021-01-09 11:33:39.000000,1.0.2,37.0,111.0,32,True,,conda-forge/pymysql,PyMySQL,,14574440.0,120239.0,101813.0,https://pypi.org/project/PyMySQL,2021-01-09 11:33:39.000000,18426.0,14565814.0,https://anaconda.org/conda-forge/pymysql,2021-01-09 16:18:43.582000,431336.0,2.0,,,,,,,,,,,
63,marshmallow,marshmallow-code/marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,,serialization,https://github.com/marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,MIT,2013-11-10 21:32:24.000000,2021-12-22 19:12:36.000000,2021-12-21 07:34:42.000000,587,131.0,976.0,5860,2021-11-15 03:51:11.000000,3.14.1,163.0,197.0,32,True,,conda-forge/marshmallow,marshmallow,,10867345.0,55790.0,37608.0,https://pypi.org/project/marshmallow,2021-11-15 03:51:11.000000,18182.0,10852981.0,https://anaconda.org/conda-forge/marshmallow,2021-11-15 15:33:32.513000,904950.0,2.0,,,,,,,,,,,
64,xmltodict,martinblech/xmltodict,Python module that makes working with XML feel like you are working with JSON.,,data-loading,https://github.com/martinblech/xmltodict,https://github.com/martinblech/xmltodict,MIT,2012-04-17 14:38:21.000000,2021-12-15 19:37:06.000000,2020-04-26 05:15:03.000000,441,84.0,136.0,4632,2019-02-11 07:00:26.000000,0.12.0,28.0,41.0,32,False,205.0,conda-forge/xmltodict,xmltodict,,14543159.0,42259.0,34025.0,https://pypi.org/project/xmltodict,2021-12-15 15:05:02.202000,8234.0,14522718.0,https://anaconda.org/conda-forge/xmltodict,2019-02-11 11:53:14.803000,1308232.0,1.0,,,,,,,,,,,
65,kubernetes,kubernetes-client/python,Official Python client library for kubernetes.,,infrastructure,https://github.com/kubernetes-client/python,https://github.com/kubernetes-client/python,Apache-2.0,2016-10-31 20:08:03.000000,2021-12-21 18:22:24.000000,2021-12-20 18:40:38.000000,2377,75.0,931.0,4368,2021-12-15 22:11:59.000000,21.7.0,68.0,98.0,32,True,1073.0,conda-forge/kubernetes,kubernetes,,6796308.0,1356.0,,https://pypi.org/project/kubernetes,2021-12-15 22:09:25.000000,1356.0,6790472.0,https://anaconda.org/conda-forge/kubernetes,2021-11-30 11:33:27.952000,262648.0,2.0,,,,,,,,,,,
66,Tablib,jazzband/tablib,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",,data-loading,https://github.com/jazzband/tablib,https://github.com/jazzband/tablib,MIT,2011-03-28 02:36:50.000000,2021-11-04 13:12:37.000000,2021-11-04 13:12:37.000000,573,34.0,207.0,4054,2021-10-26 12:43:46.000000,3.1.0,39.0,115.0,32,True,1135.0,conda-forge/tablib,tablib,,1108571.0,14943.0,12585.0,https://pypi.org/project/tablib,2021-10-26 12:43:46.000000,2358.0,1107446.0,https://anaconda.org/conda-forge/tablib,2021-10-26 16:07:13.884000,68665.0,1.0,,,,,,,,,,,
67,google-cloud-storage,googleapis/google-cloud-python,Google Cloud Client Library for Python.,,db-clients,https://github.com/googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,Apache-2.0,2014-01-28 15:51:47.000000,2021-12-07 14:14:50.000000,2021-12-07 14:14:50.000000,1380,25.0,3338.0,3763,2021-11-17 19:52:11.000000,1.43.0,100.0,317.0,32,True,,conda-forge/google-cloud-storage,google-cloud-storage,,36061401.0,2108.0,,https://pypi.org/project/google-cloud-storage,2021-11-17 19:52:11.000000,2108.0,36041926.0,https://anaconda.org/conda-forge/google-cloud-storage,2021-12-02 22:08:30.386000,1051695.0,2.0,,,,,,,,,,,
68,elasticsearch,elastic/elasticsearch-py,Official Elasticsearch client library for Python.,,db-clients,https://github.com/elastic/elasticsearch-py,https://github.com/elastic/elasticsearch-py,Apache-2.0,2013-05-01 22:47:39.000000,2021-12-23 08:05:15.000000,2021-12-13 19:31:41.000000,1071,39.0,885.0,3488,2021-12-13 19:16:15.000000,7.16.1,88.0,182.0,32,True,,conda-forge/elasticsearch,elasticsearch,958.0,9755147.0,35966.0,25392.0,https://pypi.org/project/elasticsearch,2021-12-13 19:12:09.000000,10574.0,9747800.0,https://anaconda.org/conda-forge/elasticsearch,2021-12-13 22:28:59.249000,480455.0,2.0,,,,,,,,,,,
69,Prometheus Client,prometheus/client_python,Prometheus instrumentation library for Python applications.,,db-clients,https://github.com/prometheus/client_python,https://github.com/prometheus/client_python,Apache-2.0,2015-02-10 22:47:25.000000,2021-12-22 11:22:48.000000,2021-12-15 19:01:30.000000,602,41.0,343.0,2508,2021-10-29 17:45:32.000000,0.12.0,33.0,112.0,32,True,459.0,conda-forge/prometheus_client,prometheus_client,,25306502.0,3738.0,,https://pypi.org/project/prometheus_client,2019-06-20 13:35:09.000000,3738.0,25232583.0,https://anaconda.org/conda-forge/prometheus_client,2021-10-29 20:13:50.743000,4583013.0,2.0,,,,,,,,,,,
70,python-magic,ahupp/python-magic,A python wrapper for libmagic.,,data-loading,https://github.com/ahupp/python-magic,https://github.com/ahupp/python-magic,MIT,2010-03-31 22:40:33.000000,2021-11-05 19:10:38.471000,2021-10-23 17:27:22.000000,237,28.0,141.0,2008,2021-06-03 13:49:22.000000,0.4.24,25.0,53.0,32,True,298.0,conda-forge/python-magic,python-magic,,3319010.0,26566.0,21434.0,https://pypi.org/project/python-magic,2021-06-03 13:49:22.000000,5132.0,3317010.0,https://anaconda.org/conda-forge/python-magic,2021-11-05 19:10:38.471000,112024.0,1.0,,,,,,,,,,,
71,xlrd,python-excel/xlrd,Please use openpyxl where you can...,,data-loading,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,BSD-3-Clause,2012-03-07 04:50:48.000000,2021-08-21 19:45:33.000000,2021-08-21 19:45:33.000000,418,3.0,,1953,2020-12-11 10:14:20.000000,2.0.1,24.0,51.0,32,True,503.0,conda-forge/xlrd,xlrd,,12204871.0,100388.0,86814.0,https://pypi.org/project/xlrd,2020-12-11 10:14:20.000000,13574.0,12170414.0,https://anaconda.org/conda-forge/xlrd,2021-01-09 20:35:27.639000,1964057.0,1.0,,,,,,,,,,,
72,chardet,chardet/chardet,Python character encoding detector.,,text,https://github.com/chardet/chardet,https://github.com/chardet/chardet,LGPL-2.1,2012-07-26 20:30:54.000000,2021-12-15 08:52:47.000000,2021-10-22 11:34:40.000000,219,61.0,61.0,1637,2020-12-10 19:35:32.000000,4.0.0,12.0,44.0,32,True,349.0,conda-forge/chardet,chardet,,48774642.0,72714.0,,https://pypi.org/project/chardet,2020-12-10 19:35:32.000000,72714.0,48519840.0,https://anaconda.org/conda-forge/chardet,2021-11-02 01:16:26.403000,14778564.0,1.0,,,,,,,,,,,
73,emoji,carpedm20/emoji,emoji terminal output for Python.,,cli-helpers,https://github.com/carpedm20/emoji,https://github.com/carpedm20/emoji,BSD-3-Clause,2014-08-18 02:55:59.000000,2021-12-15 15:23:52.037000,2021-12-06 11:02:19.000000,235,13.0,98.0,1379,2021-12-06 11:03:58.000000,1.6.2,30.0,53.0,32,True,336.0,conda-forge/emoji,emoji,,3019730.0,32526.0,30570.0,https://pypi.org/project/emoji,2021-10-13 12:24:46.000000,1956.0,3019216.0,https://anaconda.org/conda-forge/emoji,2021-10-13 15:55:36.412000,17496.0,2.0,,,,,,,,,,,
74,Cassandra Driver,datastax/python-driver,DataStax Python Driver for Apache Cassandra.,,db-clients,https://github.com/datastax/python-driver,https://github.com/datastax/python-driver,Apache-2.0,2013-07-08 19:02:31.000000,2021-12-15 15:16:55.071000,2021-11-23 17:12:58.000000,476,13.0,,1268,2021-03-18 20:12:10.000000,3.25.0,72.0,180.0,32,True,5961.0,conda-forge/cassandra-driver,cassandra-driver,,1594500.0,4561.0,3375.0,https://pypi.org/project/cassandra-driver,2021-12-15 15:16:55.071000,1186.0,1592775.0,https://anaconda.org/conda-forge/cassandra-driver,2021-11-07 09:38:13.915000,96641.0,2.0,,,,,,,,,,,
75,python-bigquery,googleapis/python-bigquery,Google BigQuery API client library.,,db-clients,https://github.com/googleapis/python-bigquery,https://github.com/googleapis/python-bigquery,Apache-2.0,2019-12-10 00:09:04.000000,2021-12-21 21:10:39.000000,2021-12-16 19:22:35.000000,137,66.0,350.0,334,2021-12-02 20:21:01.000000,2.31.0,113.0,103.0,32,True,1319.0,,google-cloud-bigquery,,25286294.0,11586.0,10336.0,https://pypi.org/project/google-cloud-bigquery,2021-12-02 20:21:01.000000,1250.0,25286294.0,,,,2.0,,,,,,,,,,,
76,pytz,stub42/pytz,pytz Python historical timezone library and database.,,date-time-utils,https://github.com/stub42/pytz,https://github.com/stub42/pytz,MIT,2016-05-10 07:42:31.917000,2021-10-11 22:13:12.000000,2021-10-11 21:44:41.000000,58,18.0,25.0,191,2016-07-14 08:21:41.000000,2016.6.1,102.0,16.0,32,True,603.0,conda-forge/pytz,pytz,,70799187.0,1093940.0,939004.0,https://pypi.org/project/pytz,2021-10-02 03:56:30.000000,154936.0,70513216.0,https://anaconda.org/conda-forge/pytz,2021-10-05 16:44:12.949000,19160057.0,2.0,,,,,,,,,,,
77,s3transfer,boto/s3transfer,Amazon S3 Transfer Manager for Python.,,db-clients,https://github.com/boto/s3transfer,https://github.com/boto/s3transfer,Apache-2.0,2016-01-12 23:19:42.000000,2021-12-21 17:57:18.000000,2021-12-21 17:57:18.000000,83,37.0,30.0,133,2021-07-15 19:07:01.000000,0.5.0,29.0,32.0,32,True,510.0,conda-forge/s3transfer,s3transfer,,170208286.0,101102.0,93216.0,https://pypi.org/project/s3transfer,2021-07-15 19:07:01.000000,7886.0,170096766.0,https://anaconda.org/conda-forge/s3transfer,2021-07-15 21:27:06.980000,7248854.0,2.0,,,,,,,,,,,
78,fabric,fabric/fabric,"Simple, Pythonic remote execution and deployment.",,infrastructure,https://github.com/fabric/fabric,https://github.com/fabric/fabric,BSD-2-Clause,2009-05-01 01:14:24.000000,2021-10-15 23:28:57.000000,2021-10-15 23:27:06.000000,1853,429.0,1271.0,13175,2021-01-19 01:10:03.000000,2.6.0,121.0,133.0,31,True,1489.0,conda-forge/fabric,fabric,,1081868.0,292.0,,https://pypi.org/project/fabric,2021-01-19 01:10:03.000000,292.0,1081183.0,https://anaconda.org/conda-forge/fabric,2021-03-09 07:34:25.129000,43868.0,3.0,,,,,,,,,,,
79,pulumi,pulumi/pulumi,"Pulumi - Developer-First Infrastructure as Code. Your Cloud, Your Language, Your Way.",,infrastructure,https://github.com/pulumi/pulumi,https://github.com/pulumi/pulumi,Apache-2.0,2016-10-31 21:02:47.000000,2021-12-23 13:16:41.000000,2021-12-23 10:54:48.000000,599,1334.0,3092.0,10919,2021-12-17 00:57:30.000000,3.20.0,2770.0,144.0,31,True,6592.0,,pulumi,8009.0,78536.0,1211.0,1123.0,https://pypi.org/project/pulumi,2021-12-23 12:17:49.000000,88.0,78388.0,,,,3.0,,,,,,,,,,,
80,PySimpleGUI,PySimpleGUI/PySimpleGUI,PySimpleGUI is a Python package that enables Python programmers of all levels to create GUIs.,,gui-dev,https://github.com/PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,LGPL-3.0,2018-07-11 18:28:58.000000,2021-12-21 21:17:07.000000,2021-12-21 21:17:07.000000,1314,648.0,1882.0,9041,2021-11-07 18:40:56.000000,4.55.1,171.0,18.0,31,True,5645.0,conda-forge/pysimplegui,pysimplegui,,89858.0,4154.0,4072.0,https://pypi.org/project/pysimplegui,2021-11-07 18:40:56.000000,82.0,88272.0,https://anaconda.org/conda-forge/pysimplegui,2021-11-09 00:39:00.864000,44415.0,2.0,,,,,,,,,,,
81,sh,amoffat/sh,Python process launching.,,process-utils,https://github.com/amoffat/sh,https://github.com/amoffat/sh,MIT,2012-01-15 05:52:06.000000,2021-12-15 13:53:10.388000,2021-11-12 16:35:27.000000,451,12.0,394.0,5965,2021-05-15 03:40:51.000000,1.14.2,36.0,82.0,31,True,1218.0,conda-forge/sh,sh,,1894795.0,12628.0,8170.0,https://pypi.org/project/sh,2021-12-15 13:53:10.388000,4458.0,1892973.0,https://anaconda.org/conda-forge/sh,2021-11-05 19:07:52.071000,114835.0,3.0,,,,,,,,,,,
82,Elasticsearch DSL,elastic/elasticsearch-dsl-py,High level Python client for Elasticsearch.,,db-clients,https://github.com/elastic/elasticsearch-dsl-py,https://github.com/elastic/elasticsearch-dsl-py,Apache-2.0,2014-03-05 16:19:39.000000,2021-10-30 16:01:39.000000,2021-08-12 12:56:06.000000,707,91.0,1114.0,3391,2021-07-15 15:37:49.000000,7.4.0,33.0,125.0,31,True,1013.0,,elasticsearch-dsl,105.0,1716848.0,6936.0,5380.0,https://pypi.org/project/elasticsearch-dsl,2021-07-15 15:35:04.000000,1556.0,1716841.0,,,,2.0,,,,,,,,,,,
83,cerberus,pyeve/cerberus,"Lightweight, extensible data validation library for Python.",,data-validation,https://github.com/pyeve/cerberus,https://github.com/pyeve/cerberus,ISC,2012-10-10 10:03:49.000000,2021-12-10 19:41:57.511000,2021-05-05 20:47:21.000000,214,39.0,290.0,2641,2021-05-05 20:38:00.000000,1.3.4,25.0,62.0,31,True,1145.0,conda-forge/cerberus,cerberus,,2631323.0,11987.0,10479.0,https://pypi.org/project/cerberus,2021-05-05 20:38:00.000000,1508.0,2628655.0,https://anaconda.org/conda-forge/cerberus,2021-12-10 19:41:57.511000,170795.0,2.0,,,,,,,,,,,
84,schema,keleshev/schema,Schema validation just got Pythonic.,,data-validation,https://github.com/keleshev/schema,https://github.com/keleshev/schema,MIT,2012-08-19 18:56:20.000000,2021-12-02 07:54:56.628000,2021-12-01 20:49:12.000000,183,79.0,68.0,2495,2021-12-01 20:51:57.000000,0.7.5,25.0,62.0,31,True,400.0,conda-forge/schema,schema,,1647064.0,4457.0,3447.0,https://pypi.org/project/schema,2021-12-01 20:49:21.000000,1010.0,1645742.0,https://anaconda.org/conda-forge/schema,2021-12-02 07:54:56.628000,38347.0,2.0,,,,,,,,,,,
85,azure-storage-blob,Azure/azure-sdk-for-python,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting..,,db-clients,https://github.com/Azure/azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,MIT,2012-04-24 16:46:12.000000,2021-12-23 09:52:39.000000,2021-12-23 02:11:25.000000,1607,813.0,5267.0,2327,2021-12-23 02:56:33.000000,azure-mgmt-recoveryservicesbackup_4.0.0,100.0,374.0,31,True,,conda-forge/azure-storage-blob,azure-storage-blob,,32544706.0,2191.0,1811.0,https://pypi.org/project/azure-storage-blob,2021-12-14 17:13:31.000000,380.0,32536632.0,https://anaconda.org/conda-forge/azure-storage-blob,2021-09-20 23:44:34.414000,331062.0,2.0,,,,,,,,,,,
86,pyodbc,mkleehammer/pyodbc,Python ODBC bridge.,,db-clients,https://github.com/mkleehammer/pyodbc,https://github.com/mkleehammer/pyodbc,MIT,2008-10-03 15:19:37.000000,2021-12-18 16:12:44.000000,2021-12-16 21:41:44.000000,473,90.0,740.0,2275,2021-08-19 20:25:00.000000,4.0.32,51.0,47.0,31,True,390.0,conda-forge/pyodbc,pyodbc,,16573002.0,3262.0,,https://pypi.org/project/pyodbc,2021-08-19 20:25:00.000000,3262.0,16561963.0,https://anaconda.org/conda-forge/pyodbc,2021-11-05 04:20:24.876000,574051.0,2.0,,,,,,,,,,,
