,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,conda_dependent_project_count,trending,updated_github_id,labels
212,PyMODM,mongodb/pymodm,"A Pythonic, object-oriented interface for working with MongoDB.",,db-clients,https://github.com/mongodb/pymodm,https://github.com/mongodb/pymodm,Apache-2.0,2016-03-30 16:24:59.000,2020-10-16 22:20:11.000,2020-10-16 22:20:10.000,60,4.0,,325,2020-04-30 18:52:35.000,0.4.3,7.0,18,21,True,conda-forge/pymodm,pymodm,123.0,,18366.0,559.0,405.0,https://pypi.org/project/pymodm,2020-04-30 18:52:35.000,154.0,18234.0,https://anaconda.org/conda-forge/pymodm,2020-04-30 19:23:37.933,2116.0,3.0,,,,
213,stopit,glenfant/stopit,"Raise asynchronous exceptions in other thread, control the timeout of blocks or callables with a context manager or a..",,async,https://github.com/glenfant/stopit,https://github.com/glenfant/stopit,MIT,2014-02-09 15:40:01.000,2020-03-03 16:20:26.000,2019-08-27 15:33:26.000,14,2.0,13.0,88,2018-02-09 00:32:14.000,1.1.2,4.0,6,21,False,conda-forge/stopit,stopit,32.0,,128440.0,895.0,741.0,https://pypi.org/project/stopit,2018-02-09 00:32:14.000,154.0,126131.0,https://anaconda.org/conda-forge/stopit,2018-02-10 00:46:14.882,94702.0,3.0,,,,
214,db.py,yhat/db.py,db.py is an easier way to interact with your databases.,,db-clients,https://github.com/yhat/db.py,https://github.com/yhat/db.py,BSD-2-Clause,2014-10-26 15:36:57.000,2019-12-13 18:00:10.000,2017-03-31 14:41:30.000,110,32.0,21.0,1214,2017-03-31 14:41:57.000,0.5.3,35.0,24,20,False,,db.py,233.0,,1096.0,26.0,,https://pypi.org/project/db.py,2017-03-31 14:41:57.000,26.0,1096.0,,,,3.0,,,,
215,Queries,gmr/queries,PostgreSQL database access simplified.,,db-clients,https://github.com/gmr/queries,https://github.com/gmr/queries,BSD-3-Clause,2012-08-24 16:12:55.000,2020-11-04 14:26:15.000,2020-08-07 16:32:54.000,28,5.0,13.0,236,2020-03-09 17:40:07.000,2.1.0,29.0,11,20,True,,queries,334.0,,1618.0,142.0,92.0,https://pypi.org/project/queries,2020-03-09 17:40:07.000,50.0,1618.0,,,,3.0,,,,
216,validr,guyskk/validr,"A simple, fast, extensible python library for data validation.",,data-validation,https://github.com/guyskk/validr,https://github.com/guyskk/validr,MIT,2015-09-05 05:47:04.000,2021-06-01 23:30:44.000,2021-04-23 09:42:24.000,11,,20.0,207,2021-03-10 16:40:20.000,1.2.1,23.0,7,20,True,,validr,370.0,,9089.0,4.0,,https://pypi.org/project/validr,2021-03-10 16:40:20.000,4.0,9089.0,,,,3.0,,,,
217,price-parser,scrapinghub/price-parser,Extract price amount and currency symbol from a raw text string.,,text,https://github.com/scrapinghub/price-parser,https://github.com/scrapinghub/price-parser,BSD-3-Clause,2019-04-11 18:27:30.000,2021-02-22 07:12:02.000,2020-11-25 09:45:42.000,35,19.0,8.0,195,2020-11-25 09:35:49.000,0.3.4,12.0,12,20,True,,price-parser,96.0,,44837.0,85.0,85.0,https://pypi.org/project/price-parser,2020-11-25 09:35:49.000,0.0,44837.0,,,,3.0,,,,
218,filedepot,amol-/depot,Toolkit for storing files and attachments in web applications.,,db-clients,https://github.com/amol-/depot,https://github.com/amol-/depot,MIT,2014-06-04 10:27:12.000,2021-02-22 17:34:08.000,2021-02-22 17:33:42.000,35,6.0,33.0,125,2020-07-27 18:27:16.000,0.8.0,23.0,18,20,True,,filedepot,259.0,,3673.0,412.0,324.0,https://pypi.org/project/filedepot,2020-07-27 18:27:16.000,88.0,3673.0,,,,3.0,,,,
219,ODMantic,art049/odmantic,Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,db-clients,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45.000,2021-06-11 04:10:25.000,2021-05-11 23:59:46.000,25,36.0,34.0,309,2021-05-12 00:01:27.000,0.3.5,10.0,10,19,True,,odmantic,322.0,,4972.0,,,https://pypi.org/project/odmantic,2021-05-11 23:57:07.000,,4972.0,,,,3.0,,,,
220,pyhdb,SAP/pyhdb,SAP HANA Connector in pure Python.,,db-clients,https://github.com/SAP/pyhdb,https://github.com/SAP/pyhdb,Apache-2.0,2014-12-12 04:02:40.000,2020-10-20 15:21:20.000,,132,50.0,,280,2018-02-16 12:37:13.000,0.3.4,8.0,10,19,True,,pyhdb,,,332313.0,30.0,,https://pypi.org/project/pyhdb,2018-02-16 12:37:13.000,30.0,332313.0,,,,3.0,,,,
221,valideer,podio/valideer,Lightweight data validation and adaptation Python library.,,data-validation,https://github.com/podio/valideer,https://github.com/podio/valideer,MIT,2012-07-25 12:33:39.000,2020-03-08 21:45:00.000,2018-03-07 14:51:59.000,17,3.0,11.0,246,2015-12-20 08:56:50.000,0.4.2,8.0,7,19,False,conda-forge/valideer,valideer,89.0,,9445.0,72.0,42.0,https://pypi.org/project/valideer,2015-12-20 08:56:50.000,30.0,9188.0,https://anaconda.org/conda-forge/valideer,2018-07-06 17:55:22.261,15979.0,3.0,,,,
222,PyPattyrn,tylerlaberge/PyPattyrn,A simple library for implementing common design patterns.,,algorithms,https://github.com/tylerlaberge/PyPattyrn,https://github.com/tylerlaberge/PyPattyrn,MIT,2016-07-17 22:09:31.000,2020-02-09 19:26:02.000,2020-02-09 19:26:00.000,104,,40.0,1235,2016-09-11 02:13:18.000,1.2,3.0,4,18,False,,pypattyrn,103.0,,1274.0,14.0,14.0,https://pypi.org/project/pypattyrn,2016-09-11 02:18:42.000,0.0,1274.0,,,,3.0,,,,
223,importlib-resources,python/importlib_resources,Read resources from Python packages.,,inspect,https://github.com/python/importlib_resources,https://github.com/python/importlib_resources,Apache-2.0,2020-10-21 21:02:58.000,2021-06-16 02:39:05.000,2021-06-16 02:06:42.000,6,5.0,201.0,9,2021-05-26 18:11:21.000,5.0.6,40.0,18,18,False,,importlib-resources,,,10949323.0,0.0,,https://pypi.org/project/importlib-resources,2021-05-21 16:44:05.000,0.0,10949323.0,,,,3.0,,,,
224,lazydata,rstojnic/lazydata,Lazydata: Scalable data dependencies for Python projects.,,db-clients,https://github.com/rstojnic/lazydata,https://github.com/rstojnic/lazydata,Apache-2.0,2018-08-21 12:44:27.000,2019-02-13 18:15:09.000,2018-10-12 11:40:26.000,24,7.0,6.0,630,2018-09-18 21:25:30.000,1.0.19,19.0,6,17,False,,lazydata,216.0,,33.0,10.0,8.0,https://pypi.org/project/lazydata,2018-09-18 21:25:30.000,2.0,33.0,,,,3.0,,,,
225,PugSQL,mcfunley/pugsql,A HugSQL-inspired database library for Python.,,db-clients,https://github.com/mcfunley/pugsql,https://github.com/mcfunley/pugsql,Apache-2.0,2019-05-19 16:55:38.000,2021-05-20 04:38:34.000,2021-03-31 15:36:33.000,15,14.0,20.0,437,2020-09-13 05:35:42.000,0.2.2,24.0,11,17,True,,pugsql,256.0,,2890.0,1.0,,https://pypi.org/project/pugsql,2020-09-13 06:06:09.000,1.0,2890.0,,,,3.0,,,,
226,grumpy,google/grumpy,Grumpy is a Python to Go source code transcompiler and runtime.,,python-implementations,https://github.com/google/grumpy,https://github.com/google/grumpy,Apache-2.0,2016-12-21 17:49:01.000,2020-03-27 17:26:46.000,2017-11-22 02:08:58.000,657,81.0,77.0,10330,,,,30,16,False,,,331.0,,,,,,,,,,,,3.0,,,,
227,colout,nojhan/colout,Color text streams with a polished command line interface.,,cli-helpers,https://github.com/nojhan/colout,https://github.com/nojhan/colout,GPL-3.0,2012-03-31 10:39:00.000,2020-08-13 16:59:05.000,2020-08-02 07:43:02.000,55,11.0,56.0,1043,2020-06-21 20:04:58.000,0.12.1,6.0,29,15,True,,colout,247.0,,109.0,2.0,2.0,https://pypi.org/project/colout,2020-06-21 20:04:58.000,,109.0,,,,3.0,,,,
228,SuperSQLite,plasticityai/supersqlite,A supercharged SQLite library for Python.,,db-clients,https://github.com/plasticityai/supersqlite,https://github.com/plasticityai/supersqlite,MIT,2018-11-09 08:20:26.000,2020-05-09 09:06:06.000,2019-08-27 13:16:09.000,19,5.0,1.0,672,2018-11-22 02:36:13.000,0.0.78,57.0,2,15,False,,supersqlite,221.0,,193.0,9.0,9.0,https://pypi.org/project/supersqlite,2018-11-22 02:36:46.000,0.0,193.0,,,,3.0,,,,
229,wssh,aluzzardi/wssh,SSH to WebSockets Bridge.,,infrastructure,https://github.com/aluzzardi/wssh,https://github.com/aluzzardi/wssh,MIT,2012-07-24 05:26:41.000,2019-02-12 13:08:18.000,2016-10-11 00:37:04.000,275,26.0,5.0,1298,,,,9,14,False,,,34.0,,,7.0,7.0,,,,,,,,3.0,,,,
230,typical,seandstewart/typical,"Typical: Fast, simple, & correct data-validation using Python 3 typing.",,data-validation,https://github.com/seandstewart/typical,https://github.com/seandstewart/typical,MIT,2019-03-15 01:24:36.000,2021-06-11 13:29:34.000,2021-06-08 14:46:42.000,6,13.0,65.0,117,2021-06-08 14:56:14.000,2.3.0,89.0,5,14,True,,typical,,,532.0,2.0,,https://pypi.org/project/typical,2021-06-08 14:56:14.000,2.0,532.0,,,,3.0,,,,
231,stackless,stackless-dev/stackless,The Stackless Python programming language.,,python-implementations,https://github.com/stackless-dev/stackless,https://github.com/stackless-dev/stackless,,2017-09-05 14:36:10.000,2021-06-15 19:25:26.000,2021-06-15 18:53:52.000,49,13.0,234.0,716,,,,840,11,False,,,,,,,,,,,,,,,3.0,,,,
232,cl-python,metawilm/cl-python,An implementation of Python in Common Lisp.,,python-implementations,https://github.com/metawilm/cl-python,https://github.com/metawilm/cl-python,,2009-05-14 18:00:17.000,2020-04-15 08:28:06.000,2020-04-15 08:28:04.000,31,3.0,13.0,317,,,,12,11,False,,,1489.0,,,,,,,,,,,,3.0,,,,
