,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,new_addition,labels
157,funcy,Suor/funcy,A fancy and practical functional tools.,,utilities,https://github.com/Suor/funcy,https://github.com/Suor/funcy,BSD-3-Clause,2012-10-13 00:44:57.000,2020-09-26 18:07:31.665,2020-09-26 08:43:19.000,117,4.0,57.0,2446,2018-06-30 04:16:20.000,1.10.3,47.0,24,26,True,conda-forge/funcy,funcy,914.0,,180996.0,3386.0,2524.0,https://pypi.org/project/funcy,2020-09-26 12:02:17.000,862.0,178923.0,https://anaconda.org/conda-forge/funcy,2020-09-26 18:07:31.665,101600.0,3.0,,,,
158,PyPika,kayak/pypika,PyPika is a python SQL query builder that exposes the full richness of the SQL language using a syntax that reflects..,,db-clients,https://github.com/kayak/pypika,https://github.com/kayak/pypika,Apache-2.0,2016-07-06 14:08:50.000,2021-02-04 10:04:29.000,2021-01-22 13:28:14.000,142,55.0,218.0,1067,2021-01-22 13:28:43.000,0.47.4,200.0,71,26,True,,pypika,945.0,,280687.0,573.0,535.0,https://pypi.org/project/pypika,2021-01-22 13:28:43.000,38.0,280687.0,,,,3.0,,,,
159,cx-Oracle,oracle/python-cx_Oracle,Python interface to Oracle Database conforming to the Python DB API 2.0 specification.,,db-clients,https://github.com/oracle/python-cx_Oracle,https://github.com/oracle/python-cx_Oracle,BSD-3-Clause,2017-03-07 04:03:36.000,2021-01-22 02:53:47.000,2021-01-22 02:53:29.000,251,37.0,475.0,701,2020-12-08 21:31:48.000,8.1.0,32.0,16,26,True,,cx-Oracle,1083.0,,691256.0,144.0,,https://pypi.org/project/cx-Oracle,2020-12-08 21:31:48.000,144.0,691256.0,,,,3.0,,,,
160,python-rapidjson,python-rapidjson/python-rapidjson,Python wrapper around rapidjson.,,serialization,https://github.com/python-rapidjson/python-rapidjson,https://github.com/python-rapidjson/python-rapidjson,MIT,2015-09-09 04:02:42.000,2021-01-12 12:18:51.408,2020-12-13 09:54:09.000,34,7.0,86.0,414,2020-11-16 12:53:09.000,0.9.4,48.0,17,26,True,conda-forge/python-rapidjson,python-rapidjson,601.0,,177426.0,1233.0,941.0,https://pypi.org/project/python-rapidjson,2020-12-13 10:07:07.000,292.0,170289.0,https://anaconda.org/conda-forge/python-rapidjson,2021-01-12 12:18:51.408,349752.0,3.0,,,,
161,pyscreenshot,ponty/pyscreenshot,"Python screenshot library, replacement for the Pillow ImageGrab module on Linux.",,others,https://github.com/ponty/pyscreenshot,https://github.com/ponty/pyscreenshot,BSD-2-Clause,2011-02-01 13:02:51.000,2021-01-16 21:26:48.000,2021-01-16 21:26:28.000,75,5.0,61.0,388,2018-12-21 10:20:02.000,0.5.1,21.0,22,26,True,,pyscreenshot,567.0,,74172.0,1430.0,1006.0,https://pypi.org/project/pyscreenshot,2020-12-27 14:52:35.000,424.0,74172.0,,,,3.0,,,,
162,isodate,gweis/isodate,ISO 8601 date/time parser.,,date-time-utils,https://github.com/gweis/isodate,https://github.com/gweis/isodate,BSD-3-Clause,2012-10-29 23:32:06.000,2020-12-29 02:41:37.000,2018-08-02 23:45:26.000,34,20.0,11.0,90,2017-10-13 09:25:14.000,0.6.0,15.0,16,26,False,conda-forge/isodate,isodate,144.0,,11329497.0,13276.0,10338.0,https://pypi.org/project/isodate,2017-10-13 09:25:14.000,2938.0,11317306.0,https://anaconda.org/conda-forge/isodate,2018-08-04 23:15:08.700,719295.0,3.0,,,,
163,pathlib2,mcmtroffaes/pathlib2,"Backport of pathlib aiming to support the full stdlib Python API. As of January 1 2020, this repository will no longer..",,compatibility,https://github.com/mcmtroffaes/pathlib2,https://github.com/mcmtroffaes/pathlib2,MIT,2014-10-18 08:28:33.000,2021-01-08 20:23:59.223,2020-01-07 11:01:48.000,16,,29.0,61,2019-09-27 07:33:53.000,2.3.5,11.0,11,26,False,conda-forge/pathlib2,pathlib2,394.0,,2407654.0,41515.0,33693.0,https://pypi.org/project/pathlib2,2019-09-27 07:33:53.000,7822.0,2378143.0,https://anaconda.org/conda-forge/pathlib2,2021-01-08 20:23:59.223,1623122.0,3.0,,,,
164,micropython,micropython/micropython,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems.,,python-implementations,https://github.com/micropython/micropython,https://github.com/micropython/micropython,MIT,2013-12-20 11:47:07.000,2021-02-04 14:33:35.000,2021-02-04 14:10:30.000,3960,1242.0,2491.0,11915,2021-02-03 23:51:07.000,1.14,8.0,377,25,True,,,11993.0,13946.0,332.0,,,,,,,,,,2.0,,,,
165,tink,google/tink,"Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy..",,cryptography,https://github.com/google/tink,https://github.com/google/tink,Apache-2.0,2014-06-06 16:21:09.000,2021-02-01 09:11:13.000,2021-01-27 09:50:05.000,899,64.0,249.0,10997,2020-10-16 02:54:17.000,1.5.0,18.0,83,25,True,,tink,3201.0,816.0,2481.0,3.0,3.0,https://pypi.org/project/tink,2020-10-15 01:41:53.000,,2462.0,,,,3.0,,,,
166,DearPyGui,hoffstadt/DearPyGui,Dear PyGui: A fast and powerful Graphical User Interface Toolkit for Python with minimal dependencies.,,gui-dev,https://github.com/hoffstadt/DearPyGui,https://github.com/hoffstadt/DearPyGui,MIT,2020-05-28 17:12:57.000,2021-02-04 04:52:53.000,2021-02-04 03:38:12.000,187,61.0,267.0,4252,2021-02-04 02:40:16.000,0.6.166,115.0,20,25,True,,dearpygui,1575.0,,3135.0,53.0,53.0,https://pypi.org/project/dearpygui,2021-02-04 01:12:50.000,0.0,3135.0,,,,3.0,,,,
167,toga,beeware/toga,"A Python native, OS native GUI toolkit.",,gui-dev,https://github.com/beeware/toga,https://github.com/beeware/toga,BSD-3-Clause,2014-08-01 21:44:10.000,2021-02-03 05:03:35.000,2021-01-31 23:49:12.000,468,104.0,345.0,2598,2017-08-14 18:29:09.000,0.2.15,46.0,185,25,True,,toga,4055.0,,622.0,44.0,,https://pypi.org/project/toga,2021-01-03 01:46:03.000,44.0,622.0,,,,3.0,,,,
168,Pony,ponyorm/pony,Pony Object Relational Mapper.,,db-clients,https://github.com/ponyorm/pony,https://github.com/ponyorm/pony,Apache-2.0,2013-02-08 04:56:00.000,2021-01-31 03:06:06.000,2021-01-12 13:02:16.000,195,235.0,299.0,2464,2020-11-23 19:13:28.000,0.7.14,44.0,20,25,True,conda-forge/pony,pony,,,15383.0,2234.0,1696.0,https://pypi.org/project/pony,2020-11-23 18:56:34.000,538.0,14478.0,https://anaconda.org/conda-forge/pony,2020-11-23 21:18:14.049,44347.0,3.0,,,,
169,mongo-connector,yougov/mongo-connector,MongoDB data stream pipeline tools by YouGov (adopted from MongoDB).,,db-clients,https://github.com/yougov/mongo-connector,https://github.com/yougov/mongo-connector,Apache-2.0,2012-08-09 23:39:36.000,2021-02-01 13:01:08.000,2018-12-05 18:23:06.000,454,228.0,504.0,1769,2018-12-05 19:18:21.000,3.1.1,51.0,62,25,False,,mongo-connector,1112.0,,2008.0,119.0,90.0,https://pypi.org/project/mongo-connector,2018-12-05 19:18:21.000,29.0,2008.0,,,,3.0,,,,
170,retrying,rholder/retrying,"Retrying is an Apache 2.0 licensed general-purpose retrying library, written in Python, to simplify the task of adding..",,utilities,https://github.com/rholder/retrying,https://github.com/rholder/retrying,Apache-2.0,2013-01-22 06:13:26.000,2020-05-06 14:04:51.000,2016-06-07 04:02:12.000,139,46.0,12.0,1642,2014-12-15 01:15:08.000,1.3.3,11.0,15,25,False,conda-forge/retrying,retrying,95.0,,3214116.0,3490.0,,https://pypi.org/project/retrying,2014-12-15 01:15:08.000,3490.0,3204343.0,https://anaconda.org/conda-forge/retrying,2018-07-16 11:28:10.934,517993.0,3.0,,,,
171,python-box,cdgriffith/Box,Python dictionaries with advanced dot notation access.,,data-structures,https://github.com/cdgriffith/Box,https://github.com/cdgriffith/Box,MIT,2017-03-11 04:46:51.000,2021-01-12 22:59:59.000,2020-10-29 02:53:11.000,64,16.0,96.0,1621,2020-10-29 02:53:52.000,5.2.0,42.0,1,25,True,conda-forge/python-box,python-box,40.0,28.0,302405.0,1426.0,1172.0,https://pypi.org/project/python-box,2020-08-20 19:07:40.000,254.0,300545.0,https://anaconda.org/conda-forge/python-box,2020-10-29 04:01:50.038,63244.0,3.0,,,,
172,parsedatetime,bear/parsedatetime,Parse human-readable date/time strings.,,date-time-utils,https://github.com/bear/parsedatetime,https://github.com/bear/parsedatetime,Apache-2.0,2012-09-12 06:44:45.000,2020-11-12 09:22:02.000,2020-05-31 23:24:18.000,99,54.0,93.0,586,2020-05-31 23:52:03.000,2.6,16.0,49,25,True,conda-forge/parsedatetime,parsedatetime,369.0,,427697.0,4953.0,2757.0,https://pypi.org/project/parsedatetime,2019-11-19 05:21:54.000,2196.0,426227.0,https://anaconda.org/conda-forge/parsedatetime,2020-06-10 17:26:40.760,77932.0,3.0,-2.0,,,
173,omegaconf,omry/omegaconf,Flexible Python configuration system. The last one you will ever need.,,configuration,https://github.com/omry/omegaconf,https://github.com/omry/omegaconf,BSD-3-Clause,2018-09-03 14:59:01.000,2021-02-04 07:31:49.000,2021-02-03 23:43:57.000,38,39.0,222.0,556,2021-01-19 22:12:27.000,2.0.6,118.0,17,25,True,conda-forge/omegaconf,omegaconf,692.0,,79144.0,543.0,535.0,https://pypi.org/project/omegaconf,2021-02-01 23:46:06.000,8.0,72140.0,https://anaconda.org/conda-forge/omegaconf,2021-01-20 03:01:55.100,91058.0,3.0,,,,
174,dataclasses,ericvsmith/dataclasses,A backport of the dataclasses module for Python 3.6.,,compatibility,https://github.com/ericvsmith/dataclasses,https://github.com/ericvsmith/dataclasses,Apache-2.0,2017-05-19 20:46:27.000,2020-11-13 14:41:57.000,2020-11-13 14:26:05.000,40,11.0,108.0,475,,,8.0,11,25,True,conda-forge/dataclasses,dataclasses,287.0,,2266518.0,12399.0,11445.0,https://pypi.org/project/dataclasses,2020-11-13 14:40:29.000,954.0,2242012.0,https://anaconda.org/conda-forge/dataclasses,2020-10-07 12:55:35.859,808708.0,3.0,,,,
175,cloudant,cloudant/python-cloudant,A Python library for Cloudant and CouchDB.,,db-clients,https://github.com/cloudant/python-cloudant,https://github.com/cloudant/python-cloudant,Apache-2.0,2015-08-28 16:22:49.000,2021-01-28 15:43:33.000,2021-01-28 15:43:30.000,46,39.0,240.0,158,2020-08-18 12:14:54.000,2.14.0,46.0,27,25,True,conda-forge/cloudant,cloudant,804.0,,28960.0,1837.0,1303.0,https://pypi.org/project/cloudant,2020-08-18 11:22:22.000,534.0,27610.0,https://anaconda.org/conda-forge/cloudant,2019-05-18 03:07:25.357,71602.0,3.0,,,,
176,entrypoints,takluyver/entrypoints,Discover and load entry points from installed packages.,,inspect,https://github.com/takluyver/entrypoints,https://github.com/takluyver/entrypoints,MIT,2015-05-02 18:12:08.000,2020-12-03 20:07:10.000,2020-03-15 12:25:13.000,18,4.0,20.0,61,2017-06-08 10:55:15.000,0.2.3,6.0,9,25,False,conda-forge/entrypoints,entrypoints,59.0,,7301851.0,15152.0,,https://pypi.org/project/entrypoints,2019-01-07 18:10:52.000,15152.0,7237361.0,https://anaconda.org/conda-forge/entrypoints,2020-11-11 19:15:28.026,3740442.0,2.0,,,,
177,diagrams,mingrammer/diagrams,Diagram as Code for prototyping cloud system architectures.,,others,https://github.com/mingrammer/diagrams,https://github.com/mingrammer/diagrams,MIT,2020-02-02 15:23:24.000,2021-02-01 08:57:47.000,2021-01-28 11:18:15.000,688,168.0,105.0,12500,2020-12-03 15:13:53.000,0.18.0,34.0,85,24,True,conda-forge/diagrams,diagrams,391.0,,20145.0,0.0,,https://pypi.org/project/diagrams,2020-12-03 15:04:27.000,0.0,15796.0,https://anaconda.org/conda-forge/diagrams,2021-01-16 03:07:03.027,39149.0,3.0,,,,
178,returns,dry-python/returns,"Make your functions return something meaningful, typed, and safe!.",,utilities,https://github.com/dry-python/returns,https://github.com/dry-python/returns,BSD-2-Clause,2019-01-26 13:08:38.000,2021-02-01 06:50:03.000,2021-02-01 06:50:01.000,61,39.0,305.0,1565,2020-10-21 17:15:36.000,0.15.0,17.0,28,24,True,,returns,962.0,,6140.0,59.0,57.0,https://pypi.org/project/returns,2020-10-21 17:15:36.000,2.0,6140.0,,,,3.0,,,,
179,fabtools,fabtools/fabtools,Tools for writing awesome Fabric files.,,infrastructure,https://github.com/fabtools/fabtools,https://github.com/fabtools/fabtools,BSD-2-Clause,2011-09-05 01:44:24.000,2019-12-13 07:52:20.000,2019-09-16 09:19:00.000,218,104.0,64.0,1239,2016-10-12 10:37:57.000,0.20.0,30.0,88,24,False,,fabtools,939.0,,1675.0,632.0,270.0,https://pypi.org/project/fabtools,2016-10-12 10:37:57.000,362.0,1675.0,,,,3.0,,,,
180,strictyaml,crdoconnor/strictyaml,Type-safe YAML parser and validator.,,data-validation,https://github.com/crdoconnor/strictyaml,https://github.com/crdoconnor/strictyaml,MIT,2016-06-17 10:56:18.000,2021-01-19 00:27:39.513,2021-01-18 22:28:17.000,35,50.0,59.0,813,2021-01-18 22:23:58.000,1.3.2,74.0,16,24,True,conda-forge/strictyaml,strictyaml,672.0,,14054.0,277.0,227.0,https://pypi.org/project/strictyaml,2021-01-18 22:23:58.000,50.0,12626.0,https://anaconda.org/conda-forge/strictyaml,2021-01-19 00:27:39.513,48579.0,3.0,,,,
181,immutables,MagicStack/immutables,A high-performance immutable mapping type for Python.,,data-structures,https://github.com/MagicStack/immutables,https://github.com/MagicStack/immutables,Apache-2.0,2018-03-30 21:24:52.000,2021-01-17 19:17:51.000,2020-12-07 04:56:44.000,30,11.0,18.0,801,2020-05-18 04:39:57.000,0.14,14.0,7,24,True,conda-forge/immutables,immutables,82.0,,470246.0,1438.0,1338.0,https://pypi.org/project/immutables,2020-05-18 04:39:59.000,100.0,457300.0,https://anaconda.org/conda-forge/immutables,2021-01-11 12:42:01.910,427220.0,3.0,,,,
182,cleo,sdispater/cleo,Cleo allows you to create beautiful and testable command-line interfaces.,,cli-helpers,https://github.com/sdispater/cleo,https://github.com/sdispater/cleo,MIT,2013-12-16 16:01:42.000,2021-01-29 21:47:51.000,2021-01-29 21:47:44.000,37,40.0,26.0,679,2020-04-17 17:25:05.000,0.8.1,25.0,6,24,True,conda-forge/cleo,cleo,278.0,,728769.0,152.0,,https://pypi.org/project/cleo,2021-01-29 21:29:11.000,152.0,727908.0,https://anaconda.org/conda-forge/cleo,2020-10-09 18:06:01.698,25839.0,3.0,,,,
183,python-mss,BoboTiG/python-mss,An ultra fast cross-platform multiple screenshots module in pure Python using ctypes.,,others,https://github.com/BoboTiG/python-mss,https://github.com/BoboTiG/python-mss,MIT,2013-07-01 16:14:08.000,2020-10-31 20:08:28.845,2020-10-31 17:14:26.000,54,25.0,80.0,567,2020-10-31 17:19:13.000,6.1.0,32.0,14,24,True,conda-forge/python-mss,mss,639.0,,115762.0,300.0,,https://pypi.org/project/mss,2020-10-31 17:19:13.000,300.0,115390.0,https://anaconda.org/conda-forge/python-mss,2020-10-31 20:08:28.845,2981.0,3.0,,,,
184,HappyBase,python-happybase/happybase,A developer-friendly Python library to interact with Apache HBase.,,db-clients,https://github.com/python-happybase/happybase,https://github.com/python-happybase/happybase,MIT,2012-05-20 20:06:10.000,2020-04-09 10:46:31.000,2020-04-09 10:46:29.000,151,27.0,179.0,556,2017-04-03 21:13:18.000,1.1.0,11.0,19,24,True,conda-forge/happybase,happybase,283.0,,30820.0,878.0,456.0,https://pypi.org/project/happybase,2017-04-03 21:13:18.000,422.0,29935.0,https://anaconda.org/conda-forge/happybase,2019-07-01 13:37:04.756,49596.0,3.0,,,,
185,ordered-set,LuminosoInsight/ordered-set,A mutable set that remembers the order of its entries. One of Python's missing data types.,,data-structures,https://github.com/LuminosoInsight/ordered-set,https://github.com/LuminosoInsight/ordered-set,MIT,2012-08-17 21:55:21.000,2021-01-23 04:27:29.000,2020-06-17 20:48:30.000,31,6.0,24.0,110,2020-06-17 20:50:12.000,4.0.2,16.0,17,24,True,conda-forge/ordered-set,ordered-set,144.0,,941061.0,2197.0,1891.0,https://pypi.org/project/ordered-set,2020-06-17 20:50:12.000,306.0,940008.0,https://anaconda.org/conda-forge/ordered-set,2020-06-18 14:06:17.580,61130.0,3.0,,,,
186,catalogue,explosion/catalogue,Super lightweight function registries for your library.,,others,https://github.com/explosion/catalogue,https://github.com/explosion/catalogue,MIT,2019-11-01 14:09:09.000,2021-02-03 07:54:47.868,2020-08-27 13:29:53.000,8,2.0,,71,2020-08-27 14:38:56.000,2.0.1,15.0,5,24,False,conda-forge/catalogue,catalogue,76.0,,500032.0,5359.0,5333.0,https://pypi.org/project/catalogue,2020-08-27 14:38:56.000,26.0,490114.0,https://anaconda.org/conda-forge/catalogue,2021-02-03 07:54:47.868,148783.0,3.0,,,,
187,contextlib2,jazzband/contextlib2,contextlib2 is a backport of the standard library's contextlib module to earlier Python versions.,,compatibility,https://github.com/jazzband/contextlib2,https://github.com/jazzband/contextlib2,psfrag,2016-02-23 08:51:49.209,2020-11-30 11:51:18.000,2020-11-30 11:51:12.000,7,3.0,10.0,31,2019-09-21 13:41:31.000,0.6.0,13.0,10,24,False,conda-forge/contextlib2,contextlib2,123.0,,3628951.0,33306.0,28346.0,https://pypi.org/project/contextlib2,2019-10-10 12:47:48.000,4960.0,3615463.0,https://anaconda.org/conda-forge/contextlib2,2019-10-10 14:10:46.819,809336.0,3.0,,,,
188,zipp,jaraco/zipp,Backport of pathlib-compatible object wrapper for zip files.,,file-path-utils,https://github.com/jaraco/zipp,https://github.com/jaraco/zipp,MIT,2018-11-15 21:24:48.000,2021-01-30 02:04:55.000,2021-01-30 01:40:48.000,19,,38.0,20,2020-10-25 18:40:46.000,3.4.0,28.0,9,24,False,conda-forge/zipp,zipp,,,15250686.0,5822.0,,https://pypi.org/project/zipp,2020-10-25 18:40:27.000,5822.0,15070036.0,https://anaconda.org/conda-forge/zipp,2020-10-25 23:33:10.683,4335609.0,3.0,,,,
189,powerline-shell,b-ryan/powerline-shell,A beautiful and useful prompt for your shell.,,others,https://github.com/b-ryan/powerline-shell,https://github.com/b-ryan/powerline-shell,MIT,2012-09-09 16:12:53.000,2021-01-11 22:13:20.000,2018-09-16 00:24:03.000,704,99.0,168.0,5518,2018-09-16 00:34:48.000,0.7.0,26.0,85,23,False,,powerline-shell,572.0,,850.0,61.0,57.0,https://pypi.org/project/powerline-shell,2018-09-16 00:34:48.000,4.0,850.0,,,,3.0,,,,
190,hydra,facebookresearch/hydra,Hydra is a framework for elegantly configuring complex applications.,,configuration,https://github.com/facebookresearch/hydra,https://github.com/facebookresearch/hydra,MIT,2019-06-12 19:33:15.000,2021-02-04 10:53:32.000,2021-02-02 03:10:36.000,293,98.0,561.0,3666,2021-02-01 21:57:49.000,1.0.6,12.0,61,23,True,conda-forge/hydra-core,hydra,1329.0,,5250.0,2.0,,https://pypi.org/project/hydra,2016-08-03 13:21:51.000,2.0,1312.0,https://anaconda.org/conda-forge/hydra-core,2021-02-02 00:23:31.783,47257.0,3.0,,,,
191,macropy,lihaoyi/macropy,"Macros in Python: quasiquotes, case classes, LINQ and more!.",,others,https://github.com/lihaoyi/macropy,https://github.com/lihaoyi/macropy,MIT,2013-04-15 14:47:29.000,2020-12-24 02:10:58.000,2020-03-03 22:30:21.000,159,17.0,58.0,3053,,,4.0,19,23,True,,macropy3,885.0,,1374.0,392.0,388.0,https://pypi.org/project/macropy3,2018-05-11 23:17:05.000,4.0,1374.0,,,,3.0,,,,
192,AWS Data Wrangler,awslabs/aws-data-wrangler,"Pandas on AWS - Easy integration with Athena, Glue, Redshift, Timestream, QuickSight, Chime, CloudWatchLogs, DynamoDB,..",,db-clients,https://github.com/awslabs/aws-data-wrangler,https://github.com/awslabs/aws-data-wrangler,Apache-2.0,2019-02-26 01:39:02.000,2021-02-04 13:51:21.000,2021-02-04 13:51:14.000,229,9.0,300.0,1420,2021-02-04 13:24:00.000,2.4.0-docs,106.0,62,23,True,,awswrangler,,22410.0,460197.0,0.0,,https://pypi.org/project/awswrangler,2021-02-03 22:43:26.000,0.0,459018.0,,,,3.0,,,,['pandas']
193,pyinfra,Fizzadar/pyinfra,"pyinfra automates infrastructure super fast at massive scale. It can be used for ad-hoc command execution, service..",,infrastructure,https://github.com/Fizzadar/pyinfra,https://github.com/Fizzadar/pyinfra,MIT,2014-10-19 19:37:45.000,2021-01-23 16:28:38.000,2021-01-22 10:32:47.000,103,36.0,343.0,1122,2021-01-22 10:33:36.000,1.3.4,143.0,42,23,True,,pyinfra,3022.0,,528.0,28.0,24.0,https://pypi.org/project/pyinfra,2021-01-18 21:44:31.000,4.0,528.0,,,,3.0,,,,
194,path,jaraco/path,Object-oriented file system path manipulation.,,file-path-utils,https://github.com/jaraco/path,https://github.com/jaraco/path,MIT,2012-04-21 02:59:29.000,2021-01-29 04:05:35.581,2021-01-28 22:27:17.000,125,3.0,120.0,941,2021-01-28 22:29:55.000,15.1.0,9.0,42,23,True,conda-forge/path,path,,,88843.0,78.0,,https://pypi.org/project/path,2021-01-28 22:29:51.000,78.0,84170.0,https://anaconda.org/conda-forge/path,2021-01-29 04:05:35.581,65435.0,3.0,,,,
195,pluginbase,mitsuhiko/pluginbase,A simple but flexible plugin system for Python.,,others,https://github.com/mitsuhiko/pluginbase,https://github.com/mitsuhiko/pluginbase,BSD-3-Clause,2014-06-30 20:51:42.000,2019-05-25 08:57:06.000,2019-02-02 19:40:21.000,136,,11.0,931,2019-02-02 19:44:23.000,1.0.0,8.0,8,23,False,conda-forge/pluginbase,pluginbase,46.0,,137410.0,921.0,649.0,https://pypi.org/project/pluginbase,2019-02-02 19:40:54.000,272.0,133414.0,https://anaconda.org/conda-forge/pluginbase,2019-02-04 15:40:32.059,147858.0,3.0,,,,
196,neo4j-driver,neo4j/neo4j-python-driver,Neo4j Bolt driver for Python.,,db-clients,https://github.com/neo4j/neo4j-python-driver,https://github.com/neo4j/neo4j-python-driver,Apache-2.0,2015-05-05 13:08:20.000,2021-01-22 13:27:48.000,2021-01-22 13:27:42.000,134,4.0,169.0,601,2020-12-21 13:59:28.000,4.2.1,81.0,27,23,True,,neo4j-driver,,,54344.0,382.0,,https://pypi.org/project/neo4j-driver,2020-12-21 13:56:38.000,382.0,54344.0,,,,3.0,,,,
197,Unipath,mikeorr/Unipath,An object-oriented approach to Python file/directory operations.,,file-path-utils,https://github.com/mikeorr/Unipath,https://github.com/mikeorr/Unipath,MIT,2013-01-28 04:38:28.000,2019-12-15 21:01:45.000,2015-02-14 18:30:08.000,36,7.0,10.0,494,2009-03-29 15:28:56.000,0.2.1,3.0,6,23,False,,unipath,49.0,,22578.0,8522.0,4800.0,https://pypi.org/project/unipath,2015-02-11 04:36:12.000,3722.0,22578.0,,,,3.0,,,,
198,ratelimit,tomasbasham/ratelimit,API Rate Limit Decorator.,,utilities,https://github.com/tomasbasham/ratelimit,https://github.com/tomasbasham/ratelimit,MIT,2015-08-26 10:39:52.000,2020-02-21 14:08:33.000,2019-02-06 21:53:36.000,80,23.0,17.0,346,2018-12-17 18:55:49.000,2.2.1,11.0,8,23,False,,ratelimit,36.0,,288654.0,901.0,783.0,https://pypi.org/project/ratelimit,2018-12-17 18:55:49.000,118.0,288654.0,,,,3.0,,,,
199,umongo,Scille/umongo,"sync/async MongoDB ODM, yes.",,db-clients,https://github.com/Scille/umongo,https://github.com/Scille/umongo,MIT,2016-03-09 16:34:42.000,2021-02-03 08:44:41.000,2021-01-11 17:10:11.000,50,32.0,143.0,322,2020-09-06 19:47:53.000,3.0.0,51.0,13,23,True,,umongo,799.0,,1645.0,195.0,175.0,https://pypi.org/project/umongo,2021-01-11 16:52:10.000,20.0,1645.0,,,,3.0,,,True,
200,Typer,tiangolo/typer,"Typer, build great CLIs. Easy to code. Based on Python type hints.",,cli-helpers,https://github.com/tiangolo/typer,https://github.com/tiangolo/typer,MIT,2019-12-24 12:24:11.000,2021-01-27 23:16:56.000,2020-08-16 14:52:47.000,162,72.0,74.0,4493,2020-08-16 14:57:19.000,0.3.2,18.0,8,22,True,,typer,257.0,,141083.0,0.0,,https://pypi.org/project/typer,2020-08-16 14:57:19.000,0.0,141083.0,,,,3.0,,,,
201,storm,emre/storm,Manage your SSH like a boss.,,infrastructure,https://github.com/emre/storm,https://github.com/emre/storm,MIT,2013-05-20 18:30:39.000,2020-06-12 10:38:03.000,2018-08-07 19:46:34.000,158,22.0,82.0,3757,2018-08-24 22:08:05.000,0.7.0,8.0,30,22,False,,storm,339.0,,557.0,108.0,33.0,https://pypi.org/project/storm,2020-06-12 10:38:03.000,75.0,557.0,,,,3.0,,,,
202,enaml,nucleic/enaml,Declarative User Interfaces for Python.,,gui-dev,https://github.com/nucleic/enaml,https://github.com/nucleic/enaml,BSD-3-Clause,2013-03-06 21:29:01.000,2021-02-02 20:09:30.000,2021-02-02 20:09:29.000,101,41.0,162.0,1002,2020-11-04 19:38:23.000,0.12.0,17.0,31,22,True,conda-forge/enaml,enaml,,5.0,2362.0,316.0,172.0,https://pypi.org/project/enaml,2020-11-04 19:38:23.000,144.0,749.0,https://anaconda.org/conda-forge/enaml,2020-11-11 17:11:59.923,62919.0,3.0,,,,
203,parallel-ssh,ParallelSSH/parallel-ssh,Asynchronous parallel SSH client library.,,infrastructure,https://github.com/ParallelSSH/parallel-ssh,https://github.com/ParallelSSH/parallel-ssh,LGPL-2.1,2012-12-24 14:45:36.000,2021-01-28 18:04:50.000,2021-01-28 18:03:06.000,118,8.0,174.0,849,2021-01-28 18:04:50.000,2.5.4,88.0,14,22,False,,parallel-ssh,509.0,316.0,9520.0,122.0,94.0,https://pypi.org/project/parallel-ssh,2021-01-28 18:04:50.000,28.0,9516.0,,,,3.0,,,,
204,ubelt,Erotemic/ubelt,"A Python utility belt containing simple tools, a stdlib like feel, and extra batteries. Hashing, Caching, Timing,..",,utilities,https://github.com/Erotemic/ubelt,https://github.com/Erotemic/ubelt,Apache-2.0,2017-01-30 21:14:57.000,2021-01-29 16:58:55.000,2021-01-15 22:13:20.000,41,2.0,5.0,558,2021-01-15 22:43:57.000,0.9.4,52.0,1,22,True,,ubelt,778.0,,6071.0,455.0,433.0,https://pypi.org/project/ubelt,2021-01-15 22:43:57.000,22.0,6071.0,,,,3.0,,,,
205,awesome-slugify,voronind/awesome-slugify,Python flexible slugify function.,,text,https://github.com/voronind/awesome-slugify,https://github.com/voronind/awesome-slugify,GPL-3.0,2013-10-19 02:58:27.000,2020-04-17 14:24:23.000,2017-01-20 20:45:25.000,39,18.0,11.0,455,2015-06-05 06:31:13.000,1.6.5,26.0,11,22,False,conda-forge/awesome-slugify,awesome-slugify,96.0,,19291.0,4961.0,2721.0,https://pypi.org/project/awesome-slugify,2015-06-05 06:31:13.000,2240.0,18521.0,https://anaconda.org/conda-forge/awesome-slugify,2019-06-28 21:27:11.187,44692.0,3.0,,,,
206,pyhdb,SAP/pyhdb,SAP HANA Connector in pure Python.,,db-clients,https://github.com/SAP/PyHDB,https://github.com/SAP/PyHDB,Apache-2.0,2014-12-12 04:02:40.000,2020-12-24 19:33:16.000,2018-05-24 13:45:41.000,132,50.0,51.0,288,2018-02-16 12:44:36.000,0.3.4,8.0,10,22,False,,pyhdb,155.0,59.0,45870.0,131.0,101.0,https://pypi.org/project/pyhdb,2018-02-16 12:37:13.000,30.0,45870.0,,,,3.0,,,,
