,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,new_addition,labels
110,bcrypt,pyca/bcrypt,Modern(-ish) password hashing for your software and your servers.,,cryptography,https://github.com/pyca/bcrypt,https://github.com/pyca/bcrypt,Apache-2.0,2013-05-11 02:03:55.000,2021-01-21 00:35:42.000,2021-01-21 00:35:41.000,93,1.0,83.0,702,2020-08-16 17:22:44.000,3.2.0,16.0,27,29,True,conda-forge/bcrypt,bcrypt,216.0,,5931892.0,14850.0,,https://pypi.org/project/bcrypt,2020-08-16 17:22:44.000,14850.0,5910763.0,https://anaconda.org/conda-forge/bcrypt,2021-01-14 15:59:50.547,570500.0,3.0,,,,
111,holidays,dr-prodigy/python-holidays,Generate and work with holidays in Python.,,date-time-utils,https://github.com/dr-prodigy/python-holidays,https://github.com/dr-prodigy/python-holidays,MIT,2014-08-24 15:17:18.000,2021-02-04 00:36:09.000,2021-02-04 00:32:43.000,231,24.0,165.0,516,2021-02-03 21:39:21.000,0.10.5,31.0,132,29,True,conda-forge/holidays,holidays,725.0,147.0,918318.0,2946.0,2388.0,https://pypi.org/project/holidays,2021-02-04 00:35:10.000,558.0,900910.0,https://anaconda.org/conda-forge/holidays,2020-12-06 17:00:59.704,435177.0,3.0,,,,
112,validators,kvesteri/validators,Python Data Validation for Humans.,,data-validation,https://github.com/kvesteri/validators,https://github.com/kvesteri/validators,MIT,2013-10-17 08:16:32.000,2020-12-30 14:53:40.000,2020-12-18 10:25:08.000,86,84.0,32.0,445,2020-12-18 10:27:27.000,0.18.2,36.0,37,29,True,conda-forge/validators,validators,222.0,,552403.0,12476.0,10590.0,https://pypi.org/project/validators,2020-12-18 10:27:27.000,1886.0,551719.0,https://anaconda.org/conda-forge/validators,2020-12-18 12:58:27.348,10262.0,2.0,,,,
113,s3fs,dask/s3fs,S3 Filesystem.,,db-clients,https://github.com/dask/s3fs,https://github.com/dask/s3fs,BSD-3-Clause,2016-03-16 00:19:32.000,2021-02-04 14:02:31.000,2021-02-04 14:02:30.000,132,49.0,175.0,375,2020-12-15 16:46:38.000,0.5.2,30.0,59,29,True,conda-forge/s3fs,s3fs,669.0,,4886825.0,2789.0,2341.0,https://pypi.org/project/s3fs,2020-12-15 16:46:38.000,448.0,4862272.0,https://anaconda.org/conda-forge/s3fs,2020-12-15 18:58:02.251,1399559.0,3.0,,,,
114,configobj,DiffSK/configobj,Python 3+ compatible port of the configobj library.,,configuration,https://github.com/DiffSK/configobj,https://github.com/DiffSK/configobj,BSD-3-Clause,2014-01-14 02:30:17.000,2020-12-23 18:13:47.000,2020-10-14 22:37:57.000,58,68.0,70.0,246,2016-08-26 14:28:03.000,5.0.6,16.0,22,29,True,conda-forge/configobj,configobj,309.0,,629768.0,18042.0,12080.0,https://pypi.org/project/configobj,2014-08-26 01:16:32.000,5962.0,623099.0,https://anaconda.org/conda-forge/configobj,2018-07-29 15:42:19.501,206760.0,2.0,,,,
115,pandas-gbq,pydata/pandas-gbq,Pandas Google BigQuery.,,db-clients,https://github.com/pydata/pandas-gbq,https://github.com/pydata/pandas-gbq,BSD-3-Clause,2017-02-08 13:07:19.000,2021-01-19 17:29:27.000,2021-01-19 17:29:26.000,84,31.0,158.0,238,2020-11-10 17:16:31.000,0.14.1,26.0,29,29,True,conda-forge/pandas-gbq,pandas-gbq,219.0,192.0,4555882.0,2246.0,1814.0,https://pypi.org/project/pandas-gbq,2020-11-10 17:13:26.000,432.0,4542211.0,https://anaconda.org/conda-forge/pandas-gbq,2020-11-11 15:55:18.257,642347.0,3.0,,,,
116,asn1crypto,wbond/asn1crypto,Python ASN.1 library with a focus on performance and a pythonic API.,,cryptography,https://github.com/wbond/asn1crypto,https://github.com/wbond/asn1crypto,MIT,2015-06-03 18:51:56.000,2020-11-01 07:26:04.000,2020-11-01 07:23:15.000,90,23.0,110.0,215,2020-07-28 14:18:17.000,1.4.0,31.0,31,29,True,conda-forge/asn1crypto,asn1crypto,724.0,,2940307.0,86629.0,73125.0,https://pypi.org/project/asn1crypto,2020-07-28 14:18:17.000,13504.0,2824379.0,https://anaconda.org/conda-forge/asn1crypto,2020-07-28 15:28:07.748,5100839.0,3.0,,,,
117,wcwidth,jquast/wcwidth,Python library that measures the width of unicode strings rendered to a terminal.,,cli-helpers,https://github.com/jquast/wcwidth,https://github.com/jquast/wcwidth,MIT,2014-04-05 09:57:11.000,2020-09-24 16:45:20.691,2020-07-14 14:20:26.000,35,7.0,19.0,193,2020-06-23 16:10:28.000,0.2.5,17.0,11,29,True,conda-forge/wcwidth,wcwidth,219.0,,5995201.0,187971.0,162637.0,https://pypi.org/project/wcwidth,2020-06-23 16:10:28.000,25334.0,5909245.0,https://anaconda.org/conda-forge/wcwidth,2020-09-24 16:45:20.691,5329311.0,3.0,,,,
118,Records,kennethreitz42/records,SQL for Humans.,,db-clients,https://github.com/kennethreitz42/records,https://github.com/kennethreitz42/records,ISC,2014-12-24 15:20:23.000,2020-12-22 07:29:21.000,2020-12-22 07:29:21.000,539,56.0,81.0,6519,2019-02-21 13:34:41.000,0.5.3,10.0,37,28,True,conda-forge/records,records,325.0,,103294.0,1020.0,720.0,https://pypi.org/project/records,2019-02-21 13:34:41.000,300.0,102933.0,https://anaconda.org/conda-forge/records,2018-01-15 04:48:02.550,16630.0,3.0,,,,
119,dataset,pudo/dataset,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.",,db-clients,https://github.com/pudo/dataset,https://github.com/pudo/dataset,MIT,2013-04-01 14:57:55.000,2021-02-02 22:08:28.000,2021-01-17 11:45:56.000,266,10.0,240.0,3981,2021-01-17 11:48:13.000,1.4.4,49.0,71,28,True,,dataset,664.0,,28334.0,2829.0,1801.0,https://pypi.org/project/dataset,2021-01-17 11:48:13.000,1028.0,28334.0,,,,3.0,,,,
120,tenacity,jd/tenacity,Retrying library for Python.,,utilities,https://github.com/jd/tenacity,https://github.com/jd/tenacity,Apache-2.0,2016-08-11 12:44:02.000,2021-02-02 08:14:52.000,2021-02-02 08:14:51.000,143,48.0,111.0,2767,2020-12-16 19:21:05.000,6.3.1,44.0,59,28,True,conda-forge/tenacity,tenacity,411.0,,2741152.0,792.0,,https://pypi.org/project/tenacity,2020-12-16 19:21:05.000,792.0,2730194.0,https://anaconda.org/conda-forge/tenacity,2020-12-16 21:25:29.601,493116.0,2.0,,,,
121,schematics,schematics/schematics,Python Data Structures for Humans.,,data-validation,https://github.com/schematics/schematics,https://github.com/schematics/schematics,BSD-3-Clause,2010-12-27 02:25:29.000,2020-11-27 08:10:29.000,2018-12-22 02:33:48.000,272,95.0,227.0,2396,2018-06-25 23:56:09.000,2.1.0,23.0,107,28,False,conda-forge/schematics,schematics,1381.0,,197497.0,1432.0,888.0,https://pypi.org/project/schematics,2018-06-25 23:56:09.000,544.0,196909.0,https://anaconda.org/conda-forge/schematics,2019-07-17 17:13:38.920,11183.0,3.0,,,,
122,schema,keleshev/schema,Schema validation just got Pythonic.,,data-validation,https://github.com/keleshev/schema,https://github.com/keleshev/schema,MIT,2012-08-19 18:56:20.000,2021-02-02 10:54:48.000,2021-02-02 10:54:47.000,158,64.0,62.0,2272,2020-07-31 12:02:49.000,0.7.3,23.0,60,28,True,conda-forge/schema,schema,392.0,,294152.0,3425.0,2415.0,https://pypi.org/project/schema,2020-07-31 11:58:14.000,1010.0,293096.0,https://anaconda.org/conda-forge/schema,2021-02-01 12:15:50.832,20064.0,3.0,,,,
123,python-sortedcontainers,grantjenks/python-sortedcontainers,"Python Sorted Container Types: Sorted List, Sorted Dict, and Sorted Set.",,data-structures,https://github.com/grantjenks/python-sortedcontainers,https://github.com/grantjenks/python-sortedcontainers,Apache-2.0,2014-02-24 17:44:20.000,2020-11-09 00:03:50.000,2020-11-09 00:00:08.000,129,19.0,114.0,2037,2020-11-09 00:03:50.000,2.3.0,39.0,19,28,True,,sortedcontainers,610.0,,7781574.0,3220.0,,https://pypi.org/project/sortedcontainers,2020-11-09 00:03:50.000,3220.0,7781574.0,,,,3.0,,,,
124,Dynaconf,rochacbruno/dynaconf,Configuration Management for Python.,,configuration,https://github.com/rochacbruno/dynaconf,https://github.com/rochacbruno/dynaconf,MIT,2015-08-14 21:25:22.000,2021-02-01 09:31:33.000,2020-12-11 14:51:03.000,147,46.0,196.0,1419,2020-10-08 03:02:04.000,3.1.2,70.0,59,28,True,conda-forge/dynaconf,dynaconf,505.0,,81358.0,1019.0,927.0,https://pypi.org/project/dynaconf,2020-10-08 03:01:53.000,92.0,81313.0,https://anaconda.org/conda-forge/dynaconf,2020-10-29 15:25:37.883,183.0,3.0,,,,
125,blessings,erikrose/blessings,"A thin, practical wrapper around terminal capabilities in Python.",,cli-helpers,https://github.com/erikrose/blessings,https://github.com/erikrose/blessings,MIT,2011-11-07 10:09:09.000,2021-01-19 15:47:53.000,2020-10-20 23:43:16.000,93,30.0,53.0,1160,2018-01-03 17:03:36.000,1.6.1,10.0,16,28,True,conda-forge/blessings,blessings,177.0,,962913.0,7144.0,4668.0,https://pypi.org/project/blessings,2018-06-21 14:00:07.000,2476.0,961563.0,https://anaconda.org/conda-forge/blessings,2021-01-08 16:13:56.643,60753.0,3.0,,,,
126,python-slugify,un33k/python-slugify,Returns unicode slugs.,,text,https://github.com/un33k/python-slugify,https://github.com/un33k/python-slugify,MIT,2012-10-15 01:44:50.000,2020-07-01 03:20:07.226,2020-06-30 03:22:04.000,78,2.0,46.0,981,2020-06-30 03:34:52.000,4.0.1,34.0,27,28,True,conda-forge/python-slugify,python-slugify,204.0,,1058008.0,18471.0,14147.0,https://pypi.org/project/python-slugify,2020-06-30 03:34:52.000,4324.0,1054206.0,https://anaconda.org/conda-forge/python-slugify,2020-07-01 03:20:07.226,201557.0,3.0,,,,
127,py2neo,technige/py2neo,Py2neo is a comprehensive toolkit for working with Neo4j from within Python applications or from the command line.,,db-clients,https://github.com/technige/py2neo,https://github.com/technige/py2neo,Apache-2.0,2011-07-03 10:01:07.000,2021-02-03 21:06:14.000,2021-02-03 20:08:01.000,204,24.0,692.0,965,2021-02-03 21:06:14.000,2021.0.0,103.0,33,28,True,conda-forge/py2neo,py2neo,2750.0,,42545.0,1114.0,,https://pypi.org/project/py2neo,2021-02-03 21:06:14.000,1114.0,41817.0,https://anaconda.org/conda-forge/py2neo,2019-03-17 09:26:49.366,32060.0,3.0,,,,
128,deepdiff,seperman/deepdiff,Deep Difference and search of any Python object/data.,,inspect,https://github.com/seperman/deepdiff,https://github.com/seperman/deepdiff,MIT,2014-09-26 03:21:47.000,2021-01-15 05:09:51.855,2021-01-15 03:16:54.000,124,24.0,109.0,954,2021-01-15 03:31:32.000,5.2.2,57.0,48,28,True,conda-forge/deepdiff,deepdiff,767.0,,1193850.0,2544.0,1728.0,https://pypi.org/project/deepdiff,2021-01-15 03:19:52.000,816.0,1192989.0,https://anaconda.org/conda-forge/deepdiff,2021-01-15 05:09:51.855,34474.0,1.0,,,,
129,natsort,SethMMorton/natsort,Simple yet flexible natural sorting in Python.,,utilities,https://github.com/SethMMorton/natsort,https://github.com/SethMMorton/natsort,MIT,2012-05-03 02:58:47.000,2021-01-25 13:13:56.288,2021-01-25 05:18:17.000,28,,64.0,437,2021-01-25 05:20:12.000,7.1.1,50.0,15,28,True,conda-forge/natsort,natsort,872.0,,1020630.0,5575.0,4359.0,https://pypi.org/project/natsort,2021-01-25 05:20:12.000,1216.0,1015017.0,https://anaconda.org/conda-forge/natsort,2021-01-25 13:13:56.288,263844.0,2.0,,,,
130,minio,minio/minio-py,MinIO Client SDK for Python.,,db-clients,https://github.com/minio/minio-py,https://github.com/minio/minio-py,Apache-2.0,2015-06-17 03:51:15.000,2021-02-03 15:59:27.000,2021-02-01 11:58:44.000,172,,381.0,390,2021-01-05 17:57:49.000,7.0.1,85.0,89,28,True,conda-forge/minio,minio,1016.0,,127033.0,1602.0,1258.0,https://pypi.org/project/minio,2021-01-05 17:46:43.000,344.0,126128.0,https://anaconda.org/conda-forge/minio,2021-01-05 18:53:04.586,18111.0,3.0,,,,
131,filelock,benediktschmitt/py-filelock,A platform independent file lock for Python.,,file-path-utils,https://github.com/benediktschmitt/py-filelock,https://github.com/benediktschmitt/py-filelock,Unlicense,2014-02-23 00:29:27.000,2020-12-07 12:29:05.000,2019-05-18 18:08:14.000,47,22.0,36.0,282,2019-05-18 18:07:01.000,3.0.12,30.0,11,28,False,conda-forge/filelock,filelock,112.0,,6429408.0,50682.0,47166.0,https://pypi.org/project/filelock,2019-05-18 18:07:01.000,3516.0,6380201.0,https://anaconda.org/conda-forge/filelock,2020-05-20 17:12:04.009,2755636.0,2.0,,,,
132,Send2Trash,arsenetar/send2trash,Python library to natively send files to Trash (or Recycle bin) on all platforms.,,others,https://github.com/arsenetar/send2trash,https://github.com/arsenetar/send2trash,BSD-3-Clause,2013-07-19 22:13:14.000,2021-01-29 05:53:25.000,2021-01-29 05:53:24.000,29,19.0,16.0,164,2018-02-16 15:00:15.000,1.5.0,9.0,13,28,True,conda-forge/send2trash,send2trash,104.0,,5753095.0,74518.0,69478.0,https://pypi.org/project/send2trash,2020-06-19 03:10:00.000,5040.0,5690162.0,https://anaconda.org/conda-forge/send2trash,2018-02-18 14:32:15.731,2328548.0,3.0,,,,
133,tzlocal,regebro/tzlocal,A Python module that tries to figure out what your local timezone is.,,date-time-utils,https://github.com/regebro/tzlocal,https://github.com/regebro/tzlocal,MIT,2012-09-11 12:34:21.000,2020-12-02 19:34:18.000,2020-09-30 10:49:58.000,45,5.0,48.0,126,2019-07-23 15:12:22.000,2.0.0,24.0,21,28,True,conda-forge/tzlocal,tzlocal,203.0,,9061326.0,6016.0,,https://pypi.org/project/tzlocal,2020-09-21 15:44:18.000,6016.0,9053448.0,https://anaconda.org/conda-forge/tzlocal,2020-05-08 12:02:04.590,441180.0,3.0,,,,
134,ptyprocess,pexpect/ptyprocess,Run a subprocess in a pseudo terminal.,,process-utils,https://github.com/pexpect/ptyprocess,https://github.com/pexpect/ptyprocess,ISC,2014-10-02 16:52:41.000,2020-12-31 12:57:25.227,2020-12-28 15:13:57.000,51,15.0,16.0,122,2020-12-28 15:17:57.000,0.7.0,10.0,12,28,True,conda-forge/ptyprocess,ptyprocess,128.0,,8481903.0,25422.0,,https://pypi.org/project/ptyprocess,2020-12-28 15:15:28.000,25422.0,8416625.0,https://anaconda.org/conda-forge/ptyprocess,2020-12-31 12:57:25.227,3786133.0,3.0,,,,
135,algorithms,keon/algorithms,Minimal examples of data structures and algorithms in Python.,,algorithms,https://github.com/keon/algorithms,https://github.com/keon/algorithms,MIT,2016-11-17 22:32:08.000,2021-01-28 07:21:14.000,2021-01-27 13:02:37.000,3821,148.0,86.0,18677,2020-10-04 14:44:02.000,0.1.4,5.0,162,27,True,,algorithms,903.0,,654.0,59.0,45.0,https://pypi.org/project/algorithms,2020-10-04 14:44:02.000,14.0,654.0,,,,3.0,,,,
136,Gooey,chriskiehl/Gooey,Turn (almost) any Python command line program into a full GUI application with one line.,,gui-dev,https://github.com/chriskiehl/Gooey,https://github.com/chriskiehl/Gooey,MIT,2014-01-01 21:06:05.000,2021-01-20 15:25:39.372,2020-12-20 01:39:17.000,647,65.0,371.0,11051,2020-12-20 01:40:37.000,1.0.8,54.0,99,27,True,conda-forge/gooey,gooey,730.0,44.0,2588.0,395.0,331.0,https://pypi.org/project/gooey,2020-05-08 03:35:06.000,64.0,1606.0,https://anaconda.org/conda-forge/gooey,2021-01-20 15:25:39.372,20594.0,2.0,,,,
137,PySimpleGUI,PySimpleGUI/PySimpleGUI,PySimpleGUI is a Python package that enables Python programmers of all levels to create GUIs.,,gui-dev,https://github.com/PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,LGPL-3.0,2018-07-11 18:28:58.000,2021-02-03 20:49:20.000,2021-02-03 20:49:19.000,914,641.0,1304.0,5514,2021-01-18 19:54:01.000,4.34.0,140.0,18,27,True,conda-forge/pysimplegui,pysimplegui,4495.0,,19965.0,1852.0,1770.0,https://pypi.org/project/pysimplegui,2021-01-18 19:54:01.000,82.0,18742.0,https://anaconda.org/conda-forge/pysimplegui,2021-01-19 14:26:54.146,22018.0,2.0,,,,
138,Eel,ChrisKnott/Eel,A little Python library for making simple Electron-like HTML/JS GUI apps.,,gui-dev,https://github.com/ChrisKnott/Eel,https://github.com/ChrisKnott/Eel,MIT,2017-12-27 21:37:12.000,2021-01-28 21:11:43.000,2020-08-17 17:56:57.000,390,91.0,259.0,4132,2020-08-17 18:18:21.000,0.14.0,36.0,36,27,True,,eel,255.0,,14038.0,1453.0,1383.0,https://pypi.org/project/eel,2020-08-17 18:18:21.000,70.0,14038.0,,,,2.0,,,,
139,keyboard,boppreh/keyboard,Hook and simulate global keyboard events on Windows and Linux.,,others,https://github.com/boppreh/keyboard,https://github.com/boppreh/keyboard,MIT,2013-05-07 22:55:07.000,2021-01-17 14:31:13.000,2020-08-01 13:25:22.000,259,233.0,148.0,2229,2020-03-23 21:47:05.000,0.13.5,35.0,28,27,True,,keyboard,746.0,,54433.0,2906.0,2622.0,https://pypi.org/project/keyboard,2020-03-23 21:47:05.000,284.0,54433.0,,,,3.0,,,,
140,Databases,encode/databases,Async database support for Python.,,db-clients,https://github.com/encode/databases,https://github.com/encode/databases,BSD-3-Clause,2019-02-01 10:55:25.000,2021-02-04 12:38:43.000,2020-12-10 06:34:11.000,137,88.0,91.0,1955,2020-11-16 20:54:58.000,0.4.1,29.0,28,27,True,conda-forge/databases,databases,268.0,,33819.0,1460.0,1400.0,https://pypi.org/project/databases,2020-11-16 20:54:58.000,60.0,30529.0,https://anaconda.org/conda-forge/databases,2020-11-21 20:34:38.553,78962.0,3.0,,,,
141,orjson,ijl/orjson,"Fast, correct Python JSON library supporting dataclasses, datetimes, and numpy.",,serialization,https://github.com/ijl/orjson,https://github.com/ijl/orjson,Apache-2.0,2018-11-21 23:43:14.000,2021-02-04 14:25:15.000,2021-02-04 14:20:20.000,65,13.0,125.0,1733,2021-02-04 14:21:31.000,3.4.8,63.0,9,27,True,conda-forge/orjson,orjson,391.0,,297128.0,1362.0,1334.0,https://pypi.org/project/orjson,2021-02-04 14:25:15.000,28.0,291605.0,https://anaconda.org/conda-forge/orjson,2021-01-24 18:36:39.387,55238.0,3.0,,,,
142,libcloud,apache/libcloud,Apache Libcloud is a Python library which hides differences between different cloud provider APIs and allows you to..,,db-clients,https://github.com/apache/libcloud,https://github.com/apache/libcloud,Apache-2.0,2009-12-11 09:00:14.000,2021-02-03 12:07:22.000,2021-01-25 22:10:59.000,880,32.0,67.0,1733,2021-01-02 19:20:03.000,3.3.1,63.0,418,27,True,,apache-libcloud,,,42281.0,3181.0,1639.0,https://pypi.org/project/apache-libcloud,2021-01-25 22:11:48.000,1542.0,42281.0,,,,3.0,,,,
143,pyfilesystem2,pyfilesystem/pyfilesystem2,Python's Filesystem abstraction layer.,,file-path-utils,https://github.com/PyFilesystem/pyfilesystem2,https://github.com/PyFilesystem/pyfilesystem2,MIT,2016-10-14 15:05:27.000,2021-02-01 14:23:50.000,2021-02-01 14:23:44.000,126,53.0,228.0,1210,2021-01-14 14:53:22.000,2.4.12,82.0,39,27,True,,fs,563.0,,95461.0,796.0,,https://pypi.org/project/fs,2021-01-14 14:52:40.000,796.0,95461.0,,,,3.0,,,,
144,sshtunnel,pahaz/sshtunnel,SSH tunnels to remote server.,,infrastructure,https://github.com/pahaz/sshtunnel,https://github.com/pahaz/sshtunnel,MIT,2014-06-11 21:14:05.000,2021-01-11 13:28:44.000,2021-01-11 13:12:20.000,132,18.0,132.0,778,2021-01-11 13:28:44.000,0.4.0,28.0,23,27,True,conda-forge/sshtunnel,sshtunnel,381.0,,343123.0,2261.0,1999.0,https://pypi.org/project/sshtunnel,2021-01-11 13:26:29.000,262.0,341956.0,https://anaconda.org/conda-forge/sshtunnel,2020-11-16 08:46:37.270,61892.0,3.0,,,,
145,keyring,jaraco/keyring,Store and access your passwords safely.,,cryptography,https://github.com/jaraco/keyring,https://github.com/jaraco/keyring,MIT,2015-02-24 14:10:21.000,2021-02-01 21:07:04.279,2021-01-26 20:13:23.000,95,17.0,361.0,629,2021-01-26 20:17:40.000,22.0.1,158.0,91,27,True,conda-forge/keyring,keyring,,,1830229.0,5932.0,,https://pypi.org/project/keyring,2021-01-26 20:17:35.000,5932.0,1815576.0,https://anaconda.org/conda-forge/keyring,2021-02-01 21:07:04.279,835253.0,3.0,,,,
146,pysolr,django-haystack/pysolr,Pysolr Python Solr client.,,db-clients,https://github.com/django-haystack/pysolr,https://github.com/django-haystack/pysolr,BSD-3-Clause,2009-07-01 17:54:08.000,2021-01-23 15:55:23.000,2021-01-23 15:55:22.000,298,21.0,117.0,579,2020-04-17 20:27:24.000,3.9.0,34.0,61,27,True,conda-forge/pysolr,pysolr,465.0,,41889.0,4698.0,2200.0,https://pypi.org/project/pysolr,2020-04-17 20:16:24.000,2498.0,41599.0,https://anaconda.org/conda-forge/pysolr,2020-04-28 01:47:13.562,13947.0,3.0,,,,
147,scandir,benhoyt/scandir,"Better directory iterator and faster os.walk(), now in the Python 3.5 stdlib.",,file-path-utils,https://github.com/benhoyt/scandir,https://github.com/benhoyt/scandir,BSD-3-Clause,2013-05-13 08:14:57.000,2021-01-12 06:08:03.159,2020-07-20 22:32:13.000,59,11.0,80.0,467,2019-03-09 18:00:51.000,1.10.0,16.0,20,27,True,conda-forge/scandir,scandir,443.0,,1886549.0,15745.0,11597.0,https://pypi.org/project/scandir,2019-03-09 17:58:19.000,4148.0,1867167.0,https://anaconda.org/conda-forge/scandir,2021-01-12 06:08:03.159,1066029.0,3.0,,,,
148,beaker,bbangert/beaker,WSGI middleware for sessions and caching.,,caching,https://github.com/bbangert/beaker,https://github.com/bbangert/beaker,BSD-3-Clause,2011-10-16 17:48:39.000,2021-01-26 22:26:13.000,2020-10-08 07:45:29.000,127,58.0,49.0,465,2019-08-26 22:02:52.000,1.11.0,58.0,85,27,True,conda-forge/beaker,beaker,799.0,,88425.0,5253.0,2639.0,https://pypi.org/project/beaker,2019-08-26 22:02:01.000,2614.0,87432.0,https://anaconda.org/conda-forge/beaker,2019-08-27 07:08:58.966,46682.0,3.0,,,,
149,ConfigArgParse,bw2/ConfigArgParse,A drop-in replacement for argparse that allows options to also be set via config files and/or environment variables.,,cli-helpers,https://github.com/bw2/ConfigArgParse,https://github.com/bw2/ConfigArgParse,MIT,2014-06-25 00:27:02.000,2020-12-18 12:02:53.000,2020-04-24 03:43:37.000,82,60.0,84.0,452,2020-04-24 03:44:03.000,1.2.3,19.0,34,27,True,conda-forge/configargparse,configargparse,221.0,,380724.0,6920.0,4574.0,https://pypi.org/project/configargparse,2020-04-24 03:43:41.000,2346.0,377681.0,https://anaconda.org/conda-forge/configargparse,2020-04-26 00:40:45.776,164336.0,3.0,,,,
150,munch,Infinidat/munch,A Munch is a Python dictionary that provides attribute-style access (a la JavaScript objects).,,data-structures,https://github.com/Infinidat/munch,https://github.com/Infinidat/munch,MIT,2012-03-08 21:20:50.000,2021-01-22 10:01:55.000,2021-01-22 10:01:54.000,63,6.0,25.0,448,2019-10-30 09:56:06.000,2.5.0,13.0,24,27,True,conda-forge/munch,munch,156.0,,689075.0,1134.0,,https://pypi.org/project/munch,2020-03-09 16:20:42.000,1134.0,674066.0,https://anaconda.org/conda-forge/munch,2019-10-30 13:10:23.404,885545.0,3.0,,,,
151,pylibmc,lericson/pylibmc,A Python wrapper around the libmemcached interface from TangentOrg.,,caching,https://github.com/lericson/pylibmc,https://github.com/lericson/pylibmc,BSD-3-Clause,2009-07-31 19:51:02.000,2021-01-22 14:31:36.000,2021-01-22 14:31:35.000,114,27.0,162.0,441,2018-11-09 18:05:47.000,1.6.1,42.0,48,27,True,conda-forge/pylibmc,pylibmc,585.0,,65950.0,7747.0,3253.0,https://pypi.org/project/pylibmc,2019-08-15 12:04:18.000,4494.0,63276.0,https://anaconda.org/conda-forge/pylibmc,2021-01-09 19:26:29.080,147093.0,3.0,,,,
152,futures,agronholm/pythonfutures,Backport of the concurrent.futures package to Python 2.6 and 2.7.,,compatibility,https://github.com/agronholm/pythonfutures,https://github.com/agronholm/pythonfutures,Python-2.0,2015-03-13 23:36:07.000,2020-03-18 16:57:48.065,2020-01-09 23:00:40.000,46,7.0,62.0,214,2019-07-15 09:33:00.000,3.3.0,23.0,18,27,False,conda-forge/futures,futures,126.0,,9951335.0,40466.0,25584.0,https://pypi.org/project/futures,2019-07-15 09:33:00.000,14882.0,9930529.0,https://anaconda.org/conda-forge/futures,2020-03-18 16:57:48.065,1123536.0,3.0,,,,
153,param,holoviz/param,Param: Make your Python code clearer and more reliable by declaring Parameters.,,data-validation,https://github.com/holoviz/param,https://github.com/holoviz/param,BSD-3-Clause,2012-05-01 11:51:08.000,2021-01-17 16:08:02.000,2021-01-17 16:08:00.000,40,114.0,141.0,194,2021-01-06 18:56:22.000,1.10.1,27.0,27,27,True,conda-forge/param,param,610.0,,82372.0,1404.0,1268.0,https://pypi.org/project/param,2021-01-06 18:56:22.000,136.0,77277.0,https://anaconda.org/conda-forge/param,2021-01-08 16:15:48.891,234401.0,3.0,,,,
154,srsly,explosion/srsly,"Modern high-performance serialization utilities for Python (JSON, MessagePack, Pickle).",,serialization,https://github.com/explosion/srsly,https://github.com/explosion/srsly,MIT,2018-12-01 03:21:56.000,2021-02-03 16:01:02.270,2021-02-01 07:03:21.000,19,2.0,16.0,185,2021-02-01 07:22:43.000,2.4.0,30.0,10,27,True,conda-forge/srsly,srsly,246.0,,610627.0,8706.0,8298.0,https://pypi.org/project/srsly,2021-02-01 07:22:43.000,408.0,595824.0,https://anaconda.org/conda-forge/srsly,2021-02-03 16:01:02.270,355273.0,3.0,,,,
155,asciimatics,peterbrittain/asciimatics,"A cross platform package to do curses-like operations, plus higher level APIs and widgets to create text UIs and ASCII..",,cli-helpers,https://github.com/peterbrittain/asciimatics,https://github.com/peterbrittain/asciimatics,Apache-2.0,2015-04-15 20:18:41.000,2021-01-30 13:06:36.000,2021-01-30 13:06:06.000,196,21.0,212.0,2566,2020-11-15 15:06:20.000,1.12.0,21.0,31,26,True,conda-forge/asciimatics,asciimatics,967.0,,5868.0,539.0,423.0,https://pypi.org/project/asciimatics,2020-11-15 15:06:20.000,116.0,4359.0,https://anaconda.org/conda-forge/asciimatics,2021-01-12 03:15:28.127,51312.0,3.0,,,,
156,flexx,flexxui/flexx,Write desktop and web apps in pure Python.,,gui-dev,https://github.com/flexxui/flexx,https://github.com/flexxui/flexx,BSD-2-Clause,2014-09-03 08:38:00.000,2021-01-18 10:07:22.000,2021-01-18 10:07:20.000,235,73.0,330.0,2536,2020-09-07 13:31:44.000,0.8.1,14.0,37,26,True,conda-forge/flexx,flexx,1921.0,,1820.0,99.0,81.0,https://pypi.org/project/flexx,2020-09-07 13:31:44.000,18.0,489.0,https://anaconda.org/conda-forge/flexx,2020-09-07 14:44:59.757,73226.0,3.0,,,,
