,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,projectrank,show,fork_count,closed_issue_count,contributor_count,conda_id,pypi_id,open_issue_count,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,conda_dependent_project_count,labels,trending
0,best-of-web-python - Web UI,ml-tooling/best-of-web-python,Collection of libraries to implement web-based UIs.,True,gui-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2021-01-13 00:08:04.000,2021-01-13 00:08:02.000,3,2021-01-13 00:08:15.000,2021.01.12,3.0,0,True,,,,,,,,,,,,,,,,,,,,,,
1,best-of-python-dev,ml-tooling/best-of-python-dev,A ranked list of awesome python developer tools and libraries. Updated weekly.,True,dev-utils,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24.000,2021-01-14 14:42:26.000,2021-01-13 00:34:45.000,2,2021-01-12 23:59:40.000,2021.01.12,2.0,0,True,,,,,,,,,,,,,,,,,,,,,,
2,best-of-web-python,ml-tooling/best-of-web-python,A ranked list of awesome python libraries for web development. Updated weekly.,True,web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2021-01-13 00:08:04.000,2021-01-13 00:08:02.000,3,2021-01-13 00:08:15.000,2021.01.12,3.0,0,True,,,,,,,,,,,,,,,,,,,,,,
3,best-of-ml-python,ml-tooling/best-of-ml-python,A ranked list of awesome machine learning Python libraries. Updated weekly.,True,machine-learning,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2021-01-13 00:28:05.000,2021-01-13 00:28:04.000,101,2021-01-13 00:28:13.000,2021.01.12,10.0,0,True,13.0,4.0,3.0,,,,,,,,,,,,,,,,,,,
4,protobuf,protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format.,,serialization,https://github.com/protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,BSD-3-Clause,2014-08-26 15:52:15.000,2021-01-14 13:47:08.000,2021-01-13 20:16:25.000,45846,2020-11-13 23:48:20.000,3.14.0,68.0,40,True,12221.0,3200.0,773.0,conda-forge/protobuf,protobuf,1234.0,7839.0,22031958.0,34277027.0,136943.0,112003.0,https://pypi.org/project/protobuf,2020-11-12 23:15:38.000,24940.0,33922703.0,https://anaconda.org/conda-forge/protobuf,2021-01-08 11:13:05.613,4023522.0,1.0,,,
5,awscli,aws/aws-cli,Universal Command Line Interface for Amazon Web Services.,,infrastructure,https://github.com/aws/aws-cli,https://github.com/aws/aws-cli,Apache-2.0,2012-11-20 16:07:36.000,2021-01-14 06:54:16.712,2021-01-13 19:10:27.000,10552,2021-01-12 20:19:57.000,1.18.213,1146.0,39,True,2495.0,2791.0,325.0,conda-forge/awscli,awscli,728.0,9875.0,565.0,36201527.0,24158.0,18738.0,https://pypi.org/project/awscli,2021-01-12 20:19:57.000,5420.0,36096669.0,https://anaconda.org/conda-forge/awscli,2021-01-14 06:54:16.712,5661243.0,1.0,,,
6,cryptography,pyca/cryptography,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,,cryptography,https://github.com/pyca/cryptography,https://github.com/pyca/cryptography,BSD-3-Clause,2013-08-07 02:23:38.000,2021-01-12 17:19:02.000,2021-01-12 17:18:58.000,3740,2020-10-28 03:24:22.000,3.3.1,83.0,38,True,793.0,1549.0,225.0,conda-forge/cryptography,cryptography,30.0,8115.0,,25751046.0,172990.0,139102.0,https://pypi.org/project/cryptography,2020-12-10 02:28:21.000,33888.0,25526269.0,https://anaconda.org/conda-forge/cryptography,2021-01-11 04:44:53.332,9665411.0,1.0,,,
7,click,pallets/click,Python composable command line interface toolkit.,,cli-helpers,https://github.com/pallets/click,https://github.com/pallets/click,BSD-3-Clause,2014-04-24 09:52:19.000,2021-01-14 11:24:47.000,2021-01-01 08:50:32.000,10253,2020-04-27 21:02:36.000,7.1.2,39.0,37,True,1013.0,992.0,273.0,conda-forge/click,click,81.0,1713.0,,21427898.0,541826.0,432364.0,https://pypi.org/project/click,2020-11-25 18:19:38.000,109462.0,21319989.0,https://anaconda.org/conda-forge/click,2020-04-27 21:01:19.813,5827088.0,1.0,,,
8,boto3,boto/boto3,AWS SDK for Python.,,db-clients,https://github.com/boto/boto3,https://github.com/boto/boto3,Apache-2.0,2014-10-03 21:38:03.000,2021-01-14 00:23:35.000,2021-01-13 19:10:26.000,6048,2021-01-12 20:19:52.000,1.16.53,740.0,37,True,1306.0,1950.0,108.0,conda-forge/boto3,boto3,303.0,4035.0,,51433883.0,116162.0,93072.0,https://pypi.org/project/boto3,2021-01-12 20:19:52.000,23090.0,51349663.0,https://anaconda.org/conda-forge/boto3,2021-01-14 00:17:32.377,4211001.0,1.0,,,
9,SQLAlchemy,sqlalchemy/sqlalchemy,The Database Toolkit for Python.,,db-clients,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2017-01-02 21:50:52.207,2021-01-14 03:40:42.000,2021-01-14 03:40:22.000,3196,2020-12-18 21:13:06.000,1.3.22,207.0,37,True,491.0,5398.0,448.0,conda-forge/sqlalchemy,SQLAlchemy,162.0,13464.0,1170.0,11898981.0,313377.0,229671.0,https://pypi.org/project/SQLAlchemy,2020-12-18 21:13:06.000,83706.0,11838207.0,https://anaconda.org/conda-forge/sqlalchemy,2021-01-08 17:47:42.108,2913676.0,1.0,,,
10,botocore,boto/botocore,"The low-level, core functionality of boto 3.",,infrastructure,https://github.com/boto/botocore,https://github.com/boto/botocore,Apache-2.0,2012-11-13 13:25:36.000,2021-01-14 02:01:49.000,2021-01-13 19:10:34.000,907,2021-01-12 20:19:48.000,1.19.53,1138.0,37,True,733.0,613.0,151.0,conda-forge/botocore,botocore,201.0,8585.0,,67209016.0,81281.0,67163.0,https://pypi.org/project/botocore,2021-01-12 20:19:48.000,14118.0,67106480.0,https://anaconda.org/conda-forge/botocore,2021-01-13 22:45:32.064,5536993.0,1.0,,,
11,docker-compose,docker/compose,Define and run multi-container applications with Docker.,,infrastructure,https://github.com/docker/compose,https://github.com/docker/compose,Apache-2.0,2013-12-09 11:40:58.000,2021-01-12 12:17:29.000,2021-01-11 17:33:16.000,21589,2020-09-24 15:57:16.000,1.27.4,135.0,36,True,3568.0,4838.0,404.0,conda-forge/docker-compose,docker-compose,459.0,5920.0,155643375.0,3457304.0,8004.0,5802.0,https://pypi.org/project/docker-compose,2021-01-12 12:17:29.000,2202.0,816768.0,https://anaconda.org/conda-forge/docker-compose,2020-10-14 03:40:42.036,72893.0,2.0,,,
12,redis,andymccurdy/redis-py,Redis Python Client.,,db-clients,https://github.com/andymccurdy/redis-py,https://github.com/andymccurdy/redis-py,MIT,2009-11-06 10:22:26.000,2020-12-21 07:23:24.000,2020-11-22 20:52:44.000,9027,2020-06-01 21:30:33.000,3.5.3,66.0,36,True,1903.0,808.0,248.0,,redis,62.0,1550.0,,8066477.0,49438.0,,https://pypi.org/project/redis,2020-06-01 21:30:33.000,49438.0,8066477.0,,,,1.0,,,
13,docker,docker/docker-py,A Python library for the Docker Engine API.,,infrastructure,https://github.com/docker/docker-py,https://github.com/docker/docker-py,Apache-2.0,2013-05-23 16:15:07.000,2020-12-28 18:15:26.000,2020-12-28 17:26:25.000,5063,2021-01-07 17:44:54.000,4.4.1,69.0,36,True,1426.0,1037.0,382.0,conda-forge/docker-py,docker,385.0,3120.0,,8959180.0,22579.0,18211.0,https://pypi.org/project/docker,2020-12-22 20:46:52.000,4368.0,8944038.0,https://anaconda.org/conda-forge/docker-py,2020-12-22 23:22:52.191,817711.0,2.0,,,
14,pymongo,mongodb/mongo-python-driver,PyMongo - the Python driver for MongoDB.,,db-clients,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06.000,2021-01-14 03:35:58.000,2021-01-14 00:30:21.000,3201,2020-12-02 23:37:26.000,3.11.2,115.0,36,True,980.0,,180.0,conda-forge/pymongo,pymongo,5.0,4626.0,,5798651.0,119585.0,83723.0,https://pypi.org/project/pymongo,2020-12-02 23:31:25.000,35862.0,5792751.0,https://anaconda.org/conda-forge/pymongo,2020-10-12 20:39:14.177,324522.0,1.0,,,
15,python-prompt-toolkit,prompt-toolkit/python-prompt-toolkit,Library for building powerful interactive command line applications in Python.,,cli-helpers,https://github.com/prompt-toolkit/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,BSD-3-Clause,2014-01-25 22:12:08.000,2021-01-13 09:30:13.000,2021-01-08 13:45:46.000,6744,2019-10-03 15:18:40.000,2.0.10,81.0,35,True,519.0,462.0,169.0,,prompt_toolkit,380.0,2466.0,,11216937.0,131314.0,125098.0,https://pypi.org/project/prompt_toolkit,2019-10-03 15:18:40.000,6216.0,11216937.0,,,,1.0,,,
16,paramiko,paramiko/paramiko,The leading native Python SSHv2 protocol library.,,infrastructure,https://github.com/paramiko/paramiko,https://github.com/paramiko/paramiko,LGPL-2.1,2009-02-02 03:41:08.000,2021-01-05 21:48:01.000,2020-09-11 19:29:07.000,6699,2020-08-30 19:56:22.000,2.7.2,121.0,35,True,1607.0,574.0,157.0,conda-forge/paramiko,paramiko,804.0,3483.0,,7893493.0,59476.0,36676.0,https://pypi.org/project/paramiko,2020-08-30 19:56:22.000,22800.0,7879952.0,https://anaconda.org/conda-forge/paramiko,2020-09-01 19:24:01.679,704180.0,2.0,,,
17,PyMySQL,PyMySQL/PyMySQL,Pure Python MySQL Client.,,db-clients,https://github.com/PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,MIT,2011-07-27 17:38:47.000,2021-01-09 16:18:43.582,2021-01-09 11:32:51.000,6280,2021-01-09 11:33:39.000,1.0.2,35.0,35,True,1259.0,526.0,108.0,conda-forge/pymysql,PyMySQL,14.0,997.0,,5178291.0,90493.0,72067.0,https://pypi.org/project/PyMySQL,2021-01-09 11:33:39.000,18426.0,5172233.0,https://anaconda.org/conda-forge/pymysql,2021-01-09 16:18:43.582,236290.0,1.0,,,
18,google-cloud-storage,googleapis/google-cloud-python,Google Cloud Client Library for Python.,,db-clients,https://github.com/googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,Apache-2.0,2014-01-28 15:51:47.000,2021-01-13 21:19:50.000,2021-01-13 21:19:46.000,3450,2020-12-14 23:49:51.000,1.35.0,100.0,35,True,1333.0,3317.0,311.0,conda-forge/google-cloud-storage,google-cloud-storage,23.0,9050.0,,15783556.0,2108.0,,https://pypi.org/project/google-cloud-storage,2020-12-14 23:49:51.000,2108.0,15770309.0,https://anaconda.org/conda-forge/google-cloud-storage,2021-01-06 20:46:41.990,569639.0,1.0,,,
19,attrs,python-attrs/attrs,Python Classes Without Boilerplate.,,utilities,https://github.com/python-attrs/attrs,https://github.com/python-attrs/attrs,MIT,2015-01-27 15:01:01.000,2021-01-13 12:14:56.000,2021-01-11 06:46:30.000,3339,2020-11-05 10:11:24.000,20.3.0,20.0,35,True,237.0,339.0,94.0,conda-forge/attrs,attrs,106.0,817.0,,27977376.0,219563.0,191579.0,https://pypi.org/project/attrs,2020-11-05 10:04:47.000,27984.0,27836371.0,https://anaconda.org/conda-forge/attrs,2020-11-11 08:40:48.051,6486263.0,1.0,,,
20,elasticsearch,elastic/elasticsearch-py,Official Python low-level client for Elasticsearch.,,db-clients,https://github.com/elastic/elasticsearch-py,https://github.com/elastic/elasticsearch-py,Apache-2.0,2013-05-01 22:47:39.000,2021-01-14 13:23:59.000,2021-01-13 18:03:36.000,3066,2020-12-09 17:27:30.000,7.10.1,64.0,35,True,957.0,775.0,169.0,conda-forge/elasticsearch,elasticsearch,71.0,1265.0,66.0,3402144.0,29983.0,19409.0,https://pypi.org/project/elasticsearch,2020-12-09 17:25:00.000,10574.0,3395806.0,https://anaconda.org/conda-forge/elasticsearch,2020-12-11 18:29:47.476,347393.0,1.0,,,
21,colorama,tartley/colorama,Simple cross-platform colored terminal text in Python.,,cli-helpers,https://github.com/tartley/colorama,https://github.com/tartley/colorama,BSD-3-Clause,2014-04-17 20:18:25.000,2021-01-03 16:45:33.000,2020-12-30 18:15:59.000,2328,2020-10-13 02:42:26.000,0.4.4,42.0,35,True,175.0,99.0,39.0,conda-forge/colorama,colorama,114.0,286.0,,32646069.0,187098.0,155482.0,https://pypi.org/project/colorama,2020-10-13 02:42:26.000,31616.0,32600247.0,https://anaconda.org/conda-forge/colorama,2020-10-16 16:43:32.974,2611869.0,1.0,,,
22,psycopg2,psycopg/psycopg2,PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg2,https://github.com/psycopg/psycopg2,BSD-3-Clause-Attribution,2013-01-21 11:05:11.000,2020-12-25 15:42:39.583,2020-12-16 23:41:45.000,2028,2020-12-25 13:51:59.000,2.8.6,45.0,35,False,361.0,930.0,111.0,psycopg2,psycopg2,44.0,2871.0,,5267960.0,410061.0,290849.0,https://pypi.org/project/psycopg2,2020-09-06 22:41:27.000,119212.0,5267485.0,https://anaconda.org/anaconda/psycopg2,2020-12-16 23:03:43.011,29487.0,1.0,0.0,,
23,python-dateutil,dateutil/dateutil,Useful extensions to the standard Python datetime features.,,date-time-utils,https://github.com/dateutil/dateutil,https://github.com/dateutil/dateutil,Apache-2.0,2014-11-19 18:56:16.000,2021-01-08 17:50:28.000,2020-09-28 20:40:12.000,1468,2019-11-03 05:42:01.000,2.8.1,23.0,35,True,350.0,339.0,118.0,conda-forge/python-dateutil,python-dateutil,262.0,1493.0,34011.0,58083359.0,116628.0,,https://pypi.org/project/python-dateutil,2019-11-03 05:42:01.000,116628.0,57862158.0,https://anaconda.org/conda-forge/python-dateutil,2019-11-03 14:12:04.243,12360141.0,1.0,,,
24,chardet,chardet/chardet,Python character encoding detector.,,text,https://github.com/chardet/chardet,https://github.com/chardet/chardet,LGPL-2.1,2012-07-26 20:30:54.000,2021-01-08 08:22:32.887,2020-12-16 17:20:22.000,1422,2020-12-10 19:35:32.000,4.0.0,12.0,35,True,193.0,58.0,37.0,conda-forge/chardet,chardet,56.0,334.0,,55661335.0,494869.0,422155.0,https://pypi.org/project/chardet,2020-12-10 19:35:32.000,72714.0,55487822.0,https://anaconda.org/conda-forge/chardet,2021-01-08 08:22:32.887,8155118.0,1.0,,,
25,PyYAML,yaml/pyyaml,Canonical source repository for PyYAML.,,file-formats,https://github.com/yaml/pyyaml,https://github.com/yaml/pyyaml,MIT,2011-11-03 05:09:49.000,2021-01-14 00:26:37.000,2020-03-19 18:49:38.000,1349,2020-03-18 21:41:00.000,5.3.1,25.0,35,True,281.0,183.0,33.0,conda-forge/pyyaml,pyyaml,176.0,263.0,,50206420.0,384926.0,270590.0,https://pypi.org/project/pyyaml,2021-01-14 00:21:11.000,114336.0,50048896.0,https://anaconda.org/conda-forge/pyyaml,2021-01-09 02:58:50.776,8663821.0,1.0,,,
26,Pygments,pygments/pygments,Pygments is a generic syntax highlighter written in Python.,,others,https://github.com/pygments/pygments,https://github.com/pygments/pygments,BSD-2-Clause,2016-04-12 07:50:11.354,2021-01-13 18:22:16.000,2021-01-12 07:02:24.000,474,2021-01-12 07:12:57.000,2.7.4,47.0,35,True,718.0,1086.0,579.0,conda-forge/pygments,pygments,348.0,5420.0,,15905607.0,258105.0,190339.0,https://pypi.org/project/pygments,2021-01-12 07:11:24.000,67766.0,15814469.0,https://anaconda.org/conda-forge/pygments,2020-12-07 14:43:48.855,5194879.0,1.0,,,
27,ansible,ansible/ansible,Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and..,,infrastructure,https://github.com/ansible/ansible,https://github.com/ansible/ansible,GPL-3.0,2012-03-06 14:58:02.000,2021-01-14 14:54:34.000,2021-01-14 14:35:39.000,46471,2021-01-05 21:16:51.000,2.10.5,226.0,34,True,20088.0,27265.0,6331.0,conda-forge/ansible,ansible,1957.0,,,2831555.0,22977.0,15323.0,https://pypi.org/project/ansible,2021-01-12 01:04:30.000,7654.0,2825677.0,https://anaconda.org/conda-forge/ansible,2021-01-05 23:40:30.828,240999.0,2.0,,,
28,kivy,kivy/kivy,"Open source UI framework written in Python, running on Windows, Linux, macOS, Android and iOS.",,gui-dev,https://github.com/kivy/kivy,https://github.com/kivy/kivy,MIT,2010-11-03 20:27:32.000,2021-01-12 08:22:40.000,2021-01-12 08:22:39.000,12549,2020-12-10 00:57:59.000,2.0.0,35.0,34,True,2581.0,3432.0,528.0,conda-forge/kivy,kivy,827.0,12376.0,21957.0,39689.0,4585.0,3711.0,https://pypi.org/project/kivy,2020-12-09 21:40:18.000,874.0,34555.0,https://anaconda.org/conda-forge/kivy,2020-12-21 18:44:17.351,145284.0,1.0,,,
29,arrow,arrow-py/arrow,Better dates & times for Python.,,date-time-utils,https://github.com/arrow-py/arrow,https://github.com/arrow-py/arrow,Apache-2.0,2012-11-18 20:23:27.000,2021-01-12 20:46:01.093,2021-01-07 17:20:42.000,6424,2020-10-06 20:47:04.000,0.17.0,53.0,34,True,543.0,349.0,230.0,conda-forge/arrow,arrow,47.0,1251.0,,1881923.0,24657.0,17235.0,https://pypi.org/project/arrow,2020-10-06 20:45:02.000,7422.0,1873908.0,https://anaconda.org/conda-forge/arrow,2021-01-12 20:46:01.093,448841.0,2.0,,,
30,kafka-python,dpkp/kafka-python,Python client for Apache Kafka.,,db-clients,https://github.com/dpkp/kafka-python,https://github.com/dpkp/kafka-python,Apache-2.0,2012-09-24 13:00:26.000,2021-01-14 14:28:05.000,2020-12-02 14:45:13.000,4178,2020-09-30 07:33:37.000,2.0.1,36.0,34,True,1099.0,1148.0,203.0,conda-forge/kafka-python,kafka-python,140.0,2152.0,1666.0,1861858.0,7705.0,5685.0,https://pypi.org/project/kafka-python,2020-09-30 07:24:01.000,2020.0,1856539.0,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284,233149.0,2.0,,,
31,XlsxWriter,jmcnamara/XlsxWriter,A Python module for creating Excel XLSX files.,,file-formats,https://github.com/jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter,BSD-3-Clause,2013-01-04 01:07:06.000,2021-01-07 20:41:00.000,2021-01-07 20:40:50.000,2436,2020-10-13 08:17:32.000,1.3.7,137.0,34,True,510.0,671.0,43.0,conda-forge/xlsxwriter,xlsxwriter,11.0,1148.0,,3991840.0,37010.0,30826.0,https://pypi.org/project/xlsxwriter,2020-10-13 08:17:32.000,6184.0,3970333.0,https://anaconda.org/conda-forge/xlsxwriter,2020-10-13 10:12:02.147,946319.0,3.0,,,
32,pexpect,pexpect/pexpect,A Python module for controlling interactive programs in a pseudo-terminal.,,process-utils,https://github.com/pexpect/pexpect,https://github.com/pexpect/pexpect,ISC,2013-09-17 17:36:44.000,2021-01-13 10:33:10.000,2020-05-16 18:24:44.000,1947,2020-01-21 16:37:03.000,4.8.0,17.0,34,True,414.0,255.0,91.0,conda-forge/pexpect,pexpect,145.0,1549.0,3930.0,12023123.0,146608.0,115906.0,https://pypi.org/project/pexpect,2020-01-21 16:37:03.000,30702.0,11954873.0,https://anaconda.org/conda-forge/pexpect,2020-10-12 20:49:05.189,3887703.0,1.0,,,
33,pycryptodomex,Legrandin/pycryptodome,A self-contained cryptographic library for Python.,,cryptography,https://github.com/Legrandin/pycryptodome,https://github.com/Legrandin/pycryptodome,BSD-3-Clause,2014-05-02 15:11:38.000,2021-01-11 15:14:25.277,2021-01-04 22:25:49.000,1447,2020-11-02 09:53:47.000,3.9.9,34.0,34,True,271.0,330.0,102.0,conda-forge/pycryptodomex,pycryptodomex,58.0,2515.0,,3880749.0,22404.0,20862.0,https://pypi.org/project/pycryptodomex,2020-11-02 09:53:47.000,1542.0,3872642.0,https://anaconda.org/conda-forge/pycryptodomex,2021-01-11 15:14:25.277,299978.0,2.0,,,
34,future,PythonCharmers/python-future,"Easy, clean, reliable Python 2/3 compatibility.",,compatibility,https://github.com/PythonCharmers/python-future,https://github.com/PythonCharmers/python-future,MIT,2013-07-14 13:57:47.000,2021-01-08 23:20:36.090,2020-11-27 05:54:10.000,1105,2020-06-13 02:43:44.000,0.18.2,50.0,34,True,249.0,194.0,104.0,conda-forge/future,future,186.0,1831.0,,15502020.0,148890.0,120522.0,https://pypi.org/project/future,2019-10-31 00:58:13.000,28368.0,15448483.0,https://anaconda.org/conda-forge/future,2021-01-08 23:20:36.090,2891002.0,1.0,,,
35,six,benjaminp/six,Python 2 and 3 compatibility library.,,compatibility,https://github.com/benjaminp/six,https://github.com/benjaminp/six,MIT,2016-05-10 07:24:51.054,2021-01-03 23:11:48.000,2021-01-03 16:35:12.000,729,2020-05-21 15:25:54.000,1.15.0,27.0,34,True,184.0,171.0,61.0,conda-forge/six,six,104.0,516.0,,72770755.0,998317.0,754297.0,https://pypi.org/project/six,2020-05-21 15:25:54.000,244020.0,72536963.0,https://anaconda.org/conda-forge/six,2020-05-21 17:15:14.356,13092355.0,1.0,,,
36,traitlets,ipython/traitlets,A lightweight Traits like module.,,configuration,https://github.com/ipython/traitlets,https://github.com/ipython/traitlets,BSD-3-Clause,2013-12-06 20:45:45.000,2020-11-19 10:36:16.000,2020-10-15 10:38:47.000,400,2020-10-15 10:39:45.000,5.0.5,24.0,34,True,152.0,135.0,97.0,conda-forge/traitlets,traitlets,70.0,1645.0,,10527797.0,161243.0,133219.0,https://pypi.org/project/traitlets,2020-10-15 10:39:45.000,28024.0,10432099.0,https://anaconda.org/conda-forge/traitlets,2020-10-15 14:20:57.286,5454826.0,1.0,,,
37,flatbuffers,google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library.,,serialization,https://github.com/google/flatbuffers,https://github.com/google/flatbuffers,Apache-2.0,2014-05-19 18:33:01.000,2021-01-13 14:04:53.000,2021-01-12 19:06:43.000,15627,2020-03-12 22:47:55.000,1.12.0,17.0,33,True,2407.0,1423.0,462.0,conda-forge/flatbuffers,flatbuffers,166.0,2144.0,26615.0,1623620.0,907.0,735.0,https://pypi.org/project/flatbuffers,2020-03-12 23:34:51.000,172.0,1619364.0,https://anaconda.org/conda-forge/flatbuffers,2020-11-23 13:28:55.262,219564.0,1.0,,,
38,cookiecutter,cookiecutter/cookiecutter,"A command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects,..",,others,https://github.com/cookiecutter/cookiecutter,https://github.com/cookiecutter/cookiecutter,BSD-3-Clause,2013-07-14 18:31:22.000,2021-01-12 03:38:12.000,2020-12-26 04:18:09.000,13625,2020-04-21 03:35:23.000,1.7.2,28.0,33,True,1384.0,460.0,247.0,conda-forge/cookiecutter,cookiecutter,180.0,2671.0,,433259.0,9513.0,7203.0,https://pypi.org/project/cookiecutter,2020-04-21 03:34:31.000,2310.0,430933.0,https://anaconda.org/conda-forge/cookiecutter,2020-04-26 16:44:26.880,130308.0,1.0,,,
39,peewee,coleifer/peewee,"a small, expressive orm -- supports postgresql, mysql and sqlite.",,db-clients,https://github.com/coleifer/peewee,https://github.com/coleifer/peewee,MIT,2010-10-11 20:14:11.000,2021-01-12 15:05:55.000,2021-01-12 15:05:39.000,8075,2020-11-07 18:48:43.000,3.14.0,165.0,33,True,1254.0,1916.0,144.0,conda-forge/peewee,peewee,2.0,4284.0,,172751.0,18241.0,11777.0,https://pypi.org/project/peewee,2020-11-07 18:47:45.000,6464.0,167748.0,https://anaconda.org/conda-forge/peewee,2021-01-08 17:32:46.400,270209.0,2.0,,,
40,watchdog,gorakhargosh/watchdog,Python library and shell utilities to monitor filesystem events.,,file-path-utils,https://github.com/gorakhargosh/watchdog,https://github.com/gorakhargosh/watchdog,Apache-2.0,2010-10-23 12:00:17.000,2021-01-14 03:11:41.000,2021-01-06 10:50:24.000,4522,2020-12-18 11:36:28.000,1.0.2,23.0,33,True,540.0,352.0,105.0,conda-forge/watchdog,watchdog,138.0,1268.0,,1786561.0,42426.0,28574.0,https://pypi.org/project/watchdog,2020-12-18 11:15:26.000,13852.0,1780351.0,https://anaconda.org/conda-forge/watchdog,2021-01-09 16:58:16.980,329151.0,1.0,,,
41,python-bigquery,googleapis/python-bigquery,Google BigQuery API client library.,,db-clients,https://github.com/googleapis/python-bigquery,https://github.com/googleapis/python-bigquery,Apache-2.0,2019-12-10 00:09:04.000,2021-01-14 10:43:58.000,2021-01-13 22:56:25.000,3426,2021-01-11 17:51:32.000,2.6.2,75.0,33,True,1333.0,169.0,86.0,,google-cloud-bigquery,43.0,1081.0,,6858313.0,7550.0,6300.0,https://pypi.org/project/google-cloud-bigquery,2021-01-11 17:51:32.000,1250.0,6858313.0,,,,2.0,,,
42,ultrajson,ultrajson/ultrajson,Ultra fast JSON decoder and encoder written in C with Python bindings.,,serialization,https://github.com/ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,BSD-3-Clause,2011-02-27 20:00:51.000,2020-11-16 13:43:16.000,2020-11-16 13:43:14.000,3100,2020-10-09 19:42:06.000,4.0.1,23.0,33,True,305.0,254.0,71.0,,ujson,38.0,607.0,,8992763.0,25802.0,19246.0,https://pypi.org/project/ujson,2020-10-09 19:42:06.000,6556.0,8992763.0,,,,1.0,,,
43,toolz,pytoolz/toolz,A functional standard library for Python.,,utilities,https://github.com/pytoolz/toolz,https://github.com/pytoolz/toolz,BSD-3-Clause,2013-09-13 02:18:43.000,2021-01-11 23:55:56.000,2020-09-24 15:39:55.000,3025,2020-09-24 15:50:48.000,0.11.1,24.0,33,True,210.0,129.0,69.0,conda-forge/toolz,toolz,95.0,1155.0,,2886034.0,38860.0,33340.0,https://pypi.org/project/toolz,2020-09-24 15:50:48.000,5520.0,2824099.0,https://anaconda.org/conda-forge/toolz,2020-09-24 19:02:07.101,3406477.0,1.0,,,
44,pycparser,eliben/pycparser,Complete C99 parser in pure Python.,,others,https://github.com/eliben/pycparser,https://github.com/eliben/pycparser,BSD-3-Clause,2013-06-09 22:01:56.000,2020-12-09 13:51:25.000,2020-12-09 13:51:24.000,2133,,,20.0,33,True,455.0,246.0,70.0,conda-forge/pycparser,pycparser,9.0,493.0,,28504088.0,194084.0,161802.0,https://pypi.org/project/pycparser,2020-03-04 14:16:37.000,32282.0,28357756.0,https://anaconda.org/conda-forge/pycparser,2020-06-27 16:30:32.956,7755608.0,1.0,,,
45,azure-storage-blob,Azure/azure-sdk-for-python,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting..,,db-clients,https://github.com/Azure/azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,MIT,2012-04-24 16:46:12.000,2021-01-14 13:06:58.000,2021-01-14 04:48:23.000,1760,2021-01-14 06:15:14.000,azure-storage-file-datalake_12.2.1,100.0,33,True,1152.0,3383.0,299.0,conda-forge/azure-storage-blob,azure-storage-blob,772.0,7713.0,61.0,12288003.0,1887.0,1507.0,https://pypi.org/project/azure-storage-blob,2021-01-14 00:32:42.000,380.0,12283415.0,https://anaconda.org/conda-forge/azure-storage-blob,2021-01-14 01:43:03.641,135821.0,2.0,,,
