,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,projectrank,show,fork_count,closed_issue_count,contributor_count,conda_id,pypi_id,open_issue_count,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,conda_dependent_project_count,labels,trending
166,micropython,micropython/micropython,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems.,,python-implementations,https://github.com/micropython/micropython,https://github.com/micropython/micropython,MIT,2013-12-20 11:47:07.000,2021-01-14 13:49:21.000,2020-12-22 23:08:00.000,11681,2020-09-02 02:31:58.000,1.13,7.0,25,True,3030.0,2480.0,365.0,,,863.0,11916.0,13467.0,328.0,,,,,,,,,,2.0,,,
167,tink,google/tink,"Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy..",,cryptography,https://github.com/google/tink,https://github.com/google/tink,Apache-2.0,2014-06-06 16:21:09.000,2021-01-12 15:17:10.000,2020-12-22 19:25:49.000,10934,2020-10-16 02:54:17.000,1.5.0,18.0,25,True,884.0,247.0,83.0,,tink,56.0,3154.0,803.0,1980.0,3.0,3.0,https://pypi.org/project/tink,2020-10-15 01:41:53.000,,1960.0,,,,3.0,,,
168,DearPyGui,hoffstadt/DearPyGui,Dear PyGui: A fast and powerful Graphical User Interface Toolkit for Python with minimal dependencies.,,gui-dev,https://github.com/hoffstadt/DearPyGui,https://github.com/hoffstadt/DearPyGui,MIT,2020-05-28 17:12:57.000,2021-01-14 11:26:00.000,2021-01-13 21:59:11.000,3951,2021-01-11 22:03:44.000,0.6.123,98.0,25,True,170.0,237.0,20.0,,dearpygui,54.0,1483.0,,4152.0,45.0,45.0,https://pypi.org/project/dearpygui,2021-01-11 22:03:44.000,0.0,4152.0,,,,3.0,,,
169,toga,beeware/toga,"A Python native, OS native GUI toolkit.",,gui-dev,https://github.com/beeware/toga,https://github.com/beeware/toga,BSD-3-Clause,2014-08-01 21:44:10.000,2021-01-13 08:29:35.000,2021-01-10 01:45:03.000,2578,2017-08-14 18:29:09.000,0.2.15,46.0,25,True,462.0,343.0,184.0,,toga,100.0,4030.0,,826.0,44.0,,https://pypi.org/project/toga,2021-01-03 01:46:03.000,44.0,826.0,,,,3.0,,,
170,Pony,ponyorm/pony,Pony Object Relational Mapper.,,db-clients,https://github.com/ponyorm/pony,https://github.com/ponyorm/pony,Apache-2.0,2013-02-08 04:56:00.000,2021-01-12 13:16:12.000,2021-01-12 13:02:16.000,2429,2020-11-23 19:13:28.000,0.7.14,44.0,25,True,190.0,299.0,20.0,conda-forge/pony,pony,235.0,,,18251.0,2195.0,1657.0,https://pypi.org/project/pony,2020-11-23 18:56:34.000,538.0,17344.0,https://anaconda.org/conda-forge/pony,2020-11-23 21:18:14.049,43578.0,3.0,,,
171,python-box,cdgriffith/Box,Python dictionaries with advanced dot notation access.,,data-structures,https://github.com/cdgriffith/Box,https://github.com/cdgriffith/Box,MIT,2017-03-11 04:46:51.000,2021-01-12 22:59:59.000,2020-10-29 02:53:11.000,1603,2020-10-29 02:53:52.000,5.2.0,42.0,25,True,64.0,96.0,1.0,conda-forge/python-box,python-box,16.0,40.0,28.0,406836.0,1396.0,1142.0,https://pypi.org/project/python-box,2020-08-20 19:07:40.000,254.0,404984.0,https://anaconda.org/conda-forge/python-box,2020-10-29 04:01:50.038,61128.0,3.0,,,
172,enaml,nucleic/enaml,Declarative User Interfaces for Python.,,gui-dev,https://github.com/nucleic/enaml,https://github.com/nucleic/enaml,BSD-3-Clause,2013-03-06 21:29:01.000,2021-01-13 23:48:00.000,2020-12-04 02:44:33.000,994,2020-11-04 19:38:23.000,0.12.0,17.0,25,True,101.0,159.0,30.0,conda-forge/enaml,enaml,41.0,2348.0,4.0,3033.0,316.0,172.0,https://pypi.org/project/enaml,2020-11-04 19:38:23.000,144.0,1410.0,https://anaconda.org/conda-forge/enaml,2020-11-11 17:11:59.923,61695.0,3.0,,,
173,omegaconf,omry/omegaconf,Flexible Python configuration system. The last one you will ever need.,,configuration,https://github.com/omry/omegaconf,https://github.com/omry/omegaconf,BSD-3-Clause,2018-09-03 14:59:01.000,2021-01-11 08:52:00.000,2021-01-11 08:51:59.000,512,2020-11-11 19:31:06.000,2.0.5,113.0,25,True,37.0,200.0,16.0,conda-forge/omegaconf,omegaconf,43.0,647.0,,89138.0,484.0,476.0,https://pypi.org/project/omegaconf,2020-12-20 10:16:36.000,8.0,83252.0,https://anaconda.org/conda-forge/omegaconf,2020-11-12 09:46:28.735,70636.0,3.0,,,
174,catalogue,explosion/catalogue,Super lightweight function registries for your library.,,others,https://github.com/explosion/catalogue,https://github.com/explosion/catalogue,MIT,2019-11-01 14:09:09.000,2021-01-12 12:37:17.796,2020-08-27 13:29:53.000,70,2020-08-27 14:38:56.000,2.0.1,15.0,25,False,8.0,,5.0,conda-forge/catalogue,catalogue,2.0,76.0,,626098.0,4981.0,4955.0,https://pypi.org/project/catalogue,2020-08-27 14:38:56.000,26.0,616192.0,https://anaconda.org/conda-forge/catalogue,2021-01-12 12:37:17.796,138695.0,3.0,,,
175,entrypoints,takluyver/entrypoints,Discover and load entry points from installed packages.,,inspect,https://github.com/takluyver/entrypoints,https://github.com/takluyver/entrypoints,MIT,2015-05-02 18:12:08.000,2020-12-03 20:07:10.000,2020-03-15 12:25:13.000,60,2017-06-08 10:55:15.000,0.2.3,6.0,25,False,18.0,20.0,9.0,conda-forge/entrypoints,entrypoints,4.0,59.0,,10557790.0,15152.0,,https://pypi.org/project/entrypoints,2019-01-07 18:10:52.000,15152.0,10494636.0,https://anaconda.org/conda-forge/entrypoints,2020-11-11 19:15:28.026,3599784.0,2.0,,,
176,contextlib2,jazzband/contextlib2,contextlib2 is a backport of the standard library's contextlib module to earlier Python versions.,,compatibility,https://github.com/jazzband/contextlib2,https://github.com/jazzband/contextlib2,psfrag,2016-02-23 08:51:49.209,2020-11-30 11:51:18.000,2020-11-30 11:51:12.000,31,2019-09-21 13:41:31.000,0.6.0,13.0,25,False,6.0,10.0,10.0,conda-forge/contextlib2,contextlib2,3.0,123.0,,5327535.0,32190.0,27230.0,https://pypi.org/project/contextlib2,2019-10-10 12:47:48.000,4960.0,5313961.0,https://anaconda.org/conda-forge/contextlib2,2019-10-10 14:10:46.819,800900.0,3.0,,,
177,diagrams,mingrammer/diagrams,Diagram as Code for prototyping cloud system architectures.,,others,https://github.com/mingrammer/diagrams,https://github.com/mingrammer/diagrams,MIT,2020-02-02 15:23:24.000,2021-01-08 17:45:56.000,2021-01-05 15:21:36.000,12174,2020-12-03 15:13:53.000,0.18.0,34.0,24,True,656.0,100.0,80.0,conda-forge/diagrams,diagrams,161.0,386.0,,25755.0,0.0,,https://pypi.org/project/diagrams,2020-12-03 15:04:27.000,0.0,21116.0,https://anaconda.org/conda-forge/diagrams,2020-12-04 14:29:34.526,37119.0,3.0,,,
178,powerline-shell,b-ryan/powerline-shell,A beautiful and useful prompt for your shell.,,others,https://github.com/b-ryan/powerline-shell,https://github.com/b-ryan/powerline-shell,MIT,2012-09-09 16:12:53.000,2021-01-11 22:13:20.000,2018-09-16 00:24:03.000,5504,2018-09-16 00:34:48.000,0.7.0,26.0,24,False,704.0,167.0,85.0,,powerline-shell,99.0,572.0,,1534.0,61.0,57.0,https://pypi.org/project/powerline-shell,2018-09-16 00:34:48.000,4.0,1534.0,,,,3.0,,,
179,mongo-connector,yougov/mongo-connector,MongoDB data stream pipeline tools by YouGov (adopted from MongoDB).,,db-clients,https://github.com/yougov/mongo-connector,https://github.com/yougov/mongo-connector,Apache-2.0,2012-08-09 23:39:36.000,2020-08-03 08:07:40.000,2018-12-05 18:23:06.000,1761,2018-12-05 19:18:21.000,3.1.1,51.0,24,False,453.0,504.0,62.0,,mongo-connector,228.0,1112.0,,2758.0,119.0,90.0,https://pypi.org/project/mongo-connector,2018-12-05 19:18:21.000,29.0,2758.0,,,,3.0,,,
180,returns,dry-python/returns,"Make your functions return something meaningful, typed, and safe!.",,utilities,https://github.com/dry-python/returns,https://github.com/dry-python/returns,BSD-2-Clause,2019-01-26 13:08:38.000,2021-01-13 18:45:49.000,2021-01-13 18:45:48.000,1534,2020-10-21 17:15:36.000,0.15.0,17.0,24,True,61.0,305.0,28.0,,returns,43.0,943.0,,6539.0,53.0,51.0,https://pypi.org/project/returns,2020-10-21 17:15:36.000,2.0,6539.0,,,,3.0,,,
181,fabtools,fabtools/fabtools,Tools for writing awesome Fabric files.,,infrastructure,https://github.com/fabtools/fabtools,https://github.com/fabtools/fabtools,BSD-2-Clause,2011-09-05 01:44:24.000,2019-12-13 07:52:20.000,2019-09-16 09:19:00.000,1237,2016-10-12 10:37:57.000,0.20.0,30.0,24,False,218.0,64.0,88.0,,fabtools,104.0,939.0,,1926.0,630.0,268.0,https://pypi.org/project/fabtools,2016-10-12 10:37:57.000,362.0,1926.0,,,,3.0,,,
182,strictyaml,crdoconnor/strictyaml,Type-safe YAML parser and validator.,,data-validation,https://github.com/crdoconnor/strictyaml,https://github.com/crdoconnor/strictyaml,MIT,2016-06-17 10:56:18.000,2021-01-12 12:38:01.267,2021-01-12 10:34:02.000,801,2021-01-12 10:34:18.000,1.3.1,73.0,24,True,35.0,57.0,16.0,conda-forge/strictyaml,strictyaml,48.0,669.0,,16444.0,271.0,221.0,https://pypi.org/project/strictyaml,2021-01-12 10:34:18.000,50.0,15063.0,https://anaconda.org/conda-forge/strictyaml,2021-01-12 12:38:01.267,45585.0,3.0,,,
183,immutables,MagicStack/immutables,A high-performance immutable mapping type for Python.,,data-structures,https://github.com/MagicStack/immutables,https://github.com/MagicStack/immutables,Apache-2.0,2018-03-30 21:24:52.000,2021-01-11 12:42:01.910,2020-12-07 04:56:44.000,796,2020-05-18 04:39:57.000,0.14,14.0,24,True,30.0,18.0,7.0,conda-forge/immutables,immutables,11.0,82.0,,678267.0,1338.0,1238.0,https://pypi.org/project/immutables,2020-05-18 04:39:59.000,100.0,665901.0,https://anaconda.org/conda-forge/immutables,2021-01-11 12:42:01.910,395732.0,3.0,,,
184,cleo,sdispater/cleo,Cleo allows you to create beautiful and testable command-line interfaces.,,cli-helpers,https://github.com/sdispater/cleo,https://github.com/sdispater/cleo,MIT,2013-12-16 16:01:42.000,2021-01-08 17:25:56.000,2020-04-17 17:26:54.000,666,2020-04-17 17:25:05.000,0.8.1,24.0,24,True,34.0,26.0,6.0,conda-forge/cleo,cleo,36.0,270.0,,834001.0,152.0,,https://pypi.org/project/cleo,2020-04-17 17:25:02.000,152.0,833180.0,https://anaconda.org/conda-forge/cleo,2020-10-09 18:06:01.698,23812.0,3.0,,,
185,neo4j-driver,neo4j/neo4j-python-driver,Neo4j Bolt driver for Python.,,db-clients,https://github.com/neo4j/neo4j-python-driver,https://github.com/neo4j/neo4j-python-driver,Apache-2.0,2015-05-05 13:08:20.000,2021-01-14 11:04:47.000,2021-01-14 11:04:26.000,593,2020-12-21 13:59:28.000,4.2.1,81.0,24,True,132.0,168.0,27.0,,neo4j-driver,4.0,,,74819.0,382.0,,https://pypi.org/project/neo4j-driver,2020-12-21 13:56:38.000,382.0,74819.0,,,,3.0,,,
186,python-mss,BoboTiG/python-mss,An ultra fast cross-platform multiple screenshots module in pure Python using ctypes.,,others,https://github.com/BoboTiG/python-mss,https://github.com/BoboTiG/python-mss,MIT,2013-07-01 16:14:08.000,2020-10-31 20:08:28.845,2020-10-31 17:14:26.000,559,2020-10-31 17:19:13.000,6.1.0,32.0,24,True,54.0,80.0,14.0,conda-forge/python-mss,mss,24.0,639.0,,148455.0,300.0,,https://pypi.org/project/mss,2020-10-31 17:19:13.000,300.0,148088.0,https://anaconda.org/conda-forge/python-mss,2020-10-31 20:08:28.845,2569.0,3.0,,,
187,HappyBase,python-happybase/happybase,A developer-friendly Python library to interact with Apache HBase.,,db-clients,https://github.com/python-happybase/happybase,https://github.com/python-happybase/happybase,MIT,2012-05-20 20:06:10.000,2020-04-09 10:46:31.000,2020-04-09 10:46:29.000,555,2017-04-03 21:13:18.000,1.1.0,11.0,24,True,151.0,179.0,19.0,conda-forge/happybase,happybase,27.0,283.0,,39452.0,876.0,454.0,https://pypi.org/project/happybase,2017-04-03 21:13:18.000,422.0,38579.0,https://anaconda.org/conda-forge/happybase,2019-07-01 13:37:04.756,48038.0,3.0,,,
188,zipp,jaraco/zipp,Backport of pathlib-compatible object wrapper for zip files.,,file-path-utils,https://github.com/jaraco/zipp,https://github.com/jaraco/zipp,MIT,2018-11-15 21:24:48.000,2020-12-17 02:03:10.000,2020-12-17 02:01:59.000,20,2020-10-25 18:40:46.000,3.4.0,28.0,24,False,19.0,37.0,8.0,conda-forge/zipp,zipp,1.0,,,19554459.0,5822.0,,https://pypi.org/project/zipp,2020-10-25 18:40:27.000,5822.0,19378820.0,https://anaconda.org/conda-forge/zipp,2020-10-25 23:33:10.683,4039707.0,3.0,,,
189,Typer,tiangolo/typer,"Typer, build great CLIs. Easy to code. Based on Python type hints.",,cli-helpers,https://github.com/tiangolo/typer,https://github.com/tiangolo/typer,MIT,2019-12-24 12:24:11.000,2021-01-13 20:39:20.000,2020-08-16 14:52:47.000,4148,2020-08-16 14:57:19.000,0.3.2,18.0,23,True,154.0,70.0,8.0,,typer,69.0,257.0,,176208.0,0.0,,https://pypi.org/project/typer,2020-08-16 14:57:19.000,0.0,176208.0,,,,3.0,,,
190,hydra,facebookresearch/hydra,Hydra is a framework for elegantly configuring complex applications.,,configuration,https://github.com/facebookresearch/hydra,https://github.com/facebookresearch/hydra,MIT,2019-06-12 19:33:15.000,2021-01-14 14:20:17.000,2021-01-13 09:57:18.000,3532,2021-01-07 23:55:33.000,1.0.5,11.0,23,True,288.0,531.0,60.0,conda-forge/hydra-core,hydra,84.0,1282.0,,4679.0,2.0,,https://pypi.org/project/hydra,2016-08-03 13:21:51.000,2.0,1721.0,https://anaconda.org/conda-forge/hydra-core,2021-01-08 06:20:02.794,32545.0,3.0,,,
191,macropy,lihaoyi/macropy,"Macros in Python: quasiquotes, case classes, LINQ and more!.",,others,https://github.com/lihaoyi/macropy,https://github.com/lihaoyi/macropy,MIT,2013-04-15 14:47:29.000,2020-12-24 02:10:58.000,2020-03-03 22:30:21.000,3046,,,4.0,23,True,159.0,58.0,19.0,,macropy3,16.0,885.0,,3332.0,387.0,383.0,https://pypi.org/project/macropy3,2018-05-11 23:17:05.000,4.0,3332.0,,,,3.0,,,
192,pyinfra,Fizzadar/pyinfra,"pyinfra automates infrastructure super fast at massive scale. It can be used for ad-hoc command execution, service..",,infrastructure,https://github.com/Fizzadar/pyinfra,https://github.com/Fizzadar/pyinfra,MIT,2014-10-19 19:37:45.000,2021-01-13 18:48:35.000,2021-01-13 18:47:15.000,1059,2021-01-13 18:49:40.000,1.3.2,142.0,23,True,102.0,342.0,41.0,,pyinfra,39.0,3013.0,,1309.0,28.0,24.0,https://pypi.org/project/pyinfra,2021-01-13 18:48:24.000,4.0,1309.0,,,,3.0,,,
193,path,jaraco/path,Object-oriented file system path manipulation.,,file-path-utils,https://github.com/jaraco/path,https://github.com/jaraco/path,MIT,2012-04-21 02:59:29.000,2021-01-12 14:21:15.990,2021-01-11 06:53:50.000,934,2020-12-08 17:41:21.000,15.0.1,8.0,23,True,126.0,120.0,42.0,conda-forge/path,path,3.0,,,113346.0,78.0,,https://pypi.org/project/path,2020-12-08 17:41:17.000,78.0,108782.0,https://anaconda.org/conda-forge/path,2021-01-12 14:21:15.990,59339.0,3.0,,,
194,pluginbase,mitsuhiko/pluginbase,A simple but flexible plugin system for Python.,,others,https://github.com/mitsuhiko/pluginbase,https://github.com/mitsuhiko/pluginbase,BSD-3-Clause,2014-06-30 20:51:42.000,2019-05-25 08:57:06.000,2019-02-02 19:40:21.000,926,2019-02-02 19:44:23.000,1.0.0,8.0,23,False,136.0,11.0,8.0,conda-forge/pluginbase,pluginbase,,46.0,,188099.0,908.0,636.0,https://pypi.org/project/pluginbase,2019-02-02 19:40:54.000,272.0,184081.0,https://anaconda.org/conda-forge/pluginbase,2019-02-04 15:40:32.059,144681.0,3.0,,,
195,Unipath,mikeorr/Unipath,An object-oriented approach to Python file/directory operations.,,file-path-utils,https://github.com/mikeorr/Unipath,https://github.com/mikeorr/Unipath,MIT,2013-01-28 04:38:28.000,2019-12-15 21:01:45.000,2015-02-14 18:30:08.000,495,2009-03-29 15:28:56.000,0.2.1,3.0,23,False,36.0,10.0,6.0,,unipath,7.0,49.0,,27566.0,8402.0,4680.0,https://pypi.org/project/unipath,2015-02-11 04:36:12.000,3722.0,27566.0,,,,3.0,,,
196,ratelimit,tomasbasham/ratelimit,API Rate Limit Decorator.,,utilities,https://github.com/tomasbasham/ratelimit,https://github.com/tomasbasham/ratelimit,MIT,2015-08-26 10:39:52.000,2020-02-21 14:08:33.000,2019-02-06 21:53:36.000,335,2018-12-17 18:55:49.000,2.2.1,11.0,23,False,77.0,17.0,8.0,,ratelimit,16.0,36.0,,421813.0,884.0,766.0,https://pypi.org/project/ratelimit,2018-12-17 18:55:49.000,118.0,421813.0,,,,3.0,,,
197,pyhdb,SAP/pyhdb,SAP HANA Connector in pure Python.,,db-clients,https://github.com/SAP/PyHDB,https://github.com/SAP/PyHDB,Apache-2.0,2014-12-12 04:02:40.000,2020-12-24 19:33:16.000,2018-05-24 13:45:41.000,287,2018-02-16 12:44:36.000,0.3.4,8.0,23,False,132.0,51.0,10.0,,pyhdb,50.0,155.0,59.0,66400.0,131.0,101.0,https://pypi.org/project/pyhdb,2018-02-16 12:37:13.000,30.0,66400.0,,,,3.0,,,
198,ordered-set,LuminosoInsight/ordered-set,A mutable set that remembers the order of its entries. One of Python's missing data types.,,data-structures,https://github.com/LuminosoInsight/ordered-set,https://github.com/LuminosoInsight/ordered-set,MIT,2012-08-17 21:55:21.000,2020-07-17 04:16:02.000,2020-06-17 20:48:30.000,106,2020-06-17 20:50:12.000,4.0.2,16.0,23,True,30.0,24.0,17.0,conda-forge/ordered-set,ordered-set,6.0,144.0,,1246529.0,2111.0,1805.0,https://pypi.org/project/ordered-set,2020-06-17 20:50:12.000,306.0,1245479.0,https://anaconda.org/conda-forge/ordered-set,2020-06-18 14:06:17.580,59854.0,3.0,,,
199,storm,emre/storm,Manage your SSH like a boss.,,infrastructure,https://github.com/emre/storm,https://github.com/emre/storm,MIT,2013-05-20 18:30:39.000,2020-06-12 10:38:03.000,2018-08-07 19:46:34.000,3749,2018-08-24 22:08:05.000,0.7.0,8.0,22,False,159.0,82.0,30.0,,storm,22.0,339.0,,801.0,108.0,33.0,https://pypi.org/project/storm,2020-06-12 10:38:03.000,75.0,801.0,,,,3.0,,,
200,parallel-ssh,ParallelSSH/parallel-ssh,Asynchronous parallel SSH client library.,,infrastructure,https://github.com/ParallelSSH/parallel-ssh,https://github.com/ParallelSSH/parallel-ssh,LGPL-2.1,2012-12-24 14:45:36.000,2021-01-11 10:17:54.000,2021-01-11 10:17:52.000,841,2021-01-09 22:55:51.000,2.5.3,87.0,22,False,118.0,172.0,14.0,,parallel-ssh,6.0,508.0,316.0,11974.0,119.0,91.0,https://pypi.org/project/parallel-ssh,2021-01-09 22:55:51.000,28.0,11970.0,,,,3.0,,,
201,awesome-slugify,voronind/awesome-slugify,Python flexible slugify function.,,text,https://github.com/voronind/awesome-slugify,https://github.com/voronind/awesome-slugify,GPL-3.0,2013-10-19 02:58:27.000,2020-04-17 14:24:23.000,2017-01-20 20:45:25.000,454,2015-06-05 06:31:13.000,1.6.5,26.0,22,False,39.0,11.0,11.0,conda-forge/awesome-slugify,awesome-slugify,18.0,96.0,,23472.0,4932.0,2692.0,https://pypi.org/project/awesome-slugify,2015-06-05 06:31:13.000,2240.0,22699.0,https://anaconda.org/conda-forge/awesome-slugify,2019-06-28 21:27:11.187,44116.0,3.0,,,
202,pysimdjson,TkTech/pysimdjson,Python bindings for the simdjson project.,,serialization,https://github.com/TkTech/pysimdjson,https://github.com/TkTech/pysimdjson,MIT,2019-02-22 03:26:04.000,2020-12-04 07:56:42.000,2020-12-02 15:58:56.000,416,2020-11-13 02:54:01.000,3.1.1,29.0,22,True,27.0,47.0,8.0,,pysimdjson,12.0,203.0,,9378.0,35.0,35.0,https://pypi.org/project/pysimdjson,2020-11-13 02:54:01.000,0.0,9378.0,,,,3.0,,,
203,price-parser,scrapinghub/price-parser,Extract price amount and currency symbol from a raw text string.,,text,https://github.com/scrapinghub/price-parser,https://github.com/scrapinghub/price-parser,BSD-3-Clause,2019-04-11 18:27:30.000,2020-11-25 09:48:30.000,2020-11-25 09:45:42.000,166,2020-11-25 09:35:49.000,0.3.4,12.0,22,True,30.0,6.0,12.0,,price-parser,19.0,96.0,,18193.0,51.0,51.0,https://pypi.org/project/price-parser,2020-11-25 09:35:49.000,,18193.0,,,,3.0,,,
204,bashplotlib,glamp/bashplotlib,plotting in the terminal.,,cli-helpers,https://github.com/glamp/bashplotlib,https://github.com/glamp/bashplotlib,MIT,2012-12-13 04:01:10.000,2019-12-01 11:31:41.000,2019-05-09 21:00:50.000,1498,2016-02-06 21:56:46.000,0.6.5,27.0,21,False,79.0,10.0,19.0,,bashplotlib,16.0,208.0,,3177.0,127.0,111.0,https://pypi.org/project/bashplotlib,2016-02-06 21:56:46.000,16.0,3177.0,,,,3.0,,,
205,CommonRegex,madisonmay/CommonRegex,A collection of common regular expressions bundled with an easy to use interface.,,utilities,https://github.com/madisonmay/CommonRegex,https://github.com/madisonmay/CommonRegex,MIT,2013-12-17 08:43:14.000,2020-12-20 05:00:55.000,2019-09-25 12:17:08.000,1419,2014-08-29 22:18:11.000,1.5.3,4.0,21,False,118.0,10.0,14.0,,commonregex,11.0,113.0,,3879.0,65.0,51.0,https://pypi.org/project/commonregex,2014-08-29 22:18:11.000,14.0,3879.0,,,,3.0,,,
206,typing_inspect,ilevkivskyi/typing_inspect,Runtime inspection utilities for Python typing module.,,inspect,https://github.com/ilevkivskyi/typing_inspect,https://github.com/ilevkivskyi/typing_inspect,MIT,2017-04-29 15:49:25.000,2020-10-26 18:07:05.000,2020-07-13 05:52:31.000,185,2020-05-02 10:22:24.000,0.6.0,8.0,21,True,13.0,22.0,9.0,conda-forge/typing_inspect,typing_inspect,18.0,45.0,,2692484.0,80.0,,https://pypi.org/project/typing_inspect,2020-05-02 10:22:24.000,80.0,2689848.0,https://anaconda.org/conda-forge/typing_inspect,2020-05-06 11:35:21.424,55362.0,3.0,,,
207,pampy,santinic/pampy,Pampy: The Pattern Matching for Python you always dreamed of.,,utilities,https://github.com/santinic/pampy,https://github.com/santinic/pampy,MIT,2018-11-08 12:51:17.000,2020-04-11 23:04:54.000,2019-07-13 11:30:29.000,3319,2018-12-24 14:09:35.000,0.2.1,10.0,20,False,116.0,14.0,9.0,,pampy,18.0,131.0,,2399.0,131.0,115.0,https://pypi.org/project/pampy,2018-12-24 14:08:38.000,16.0,2399.0,,,,3.0,,,
208,db.py,yhat/db.py,db.py is an easier way to interact with your databases.,,db-clients,https://github.com/yhat/db.py,https://github.com/yhat/db.py,BSD-2-Clause,2014-10-26 15:36:57.000,2019-12-13 18:00:10.000,2017-03-31 14:41:30.000,1206,2017-03-31 14:41:57.000,0.5.3,35.0,20,False,110.0,21.0,24.0,,db.py,32.0,233.0,,603.0,19.0,,https://pypi.org/project/db.py,2017-03-31 14:41:57.000,19.0,603.0,,,,3.0,,,
209,Queries,gmr/queries,PostgreSQL database access simplified.,,db-clients,https://github.com/gmr/queries,https://github.com/gmr/queries,BSD-3-Clause,2012-08-24 16:12:55.000,2020-11-04 14:26:15.000,2020-08-07 16:32:54.000,231,2020-03-09 17:40:07.000,2.1.0,29.0,20,True,27.0,12.0,11.0,,queries,3.0,334.0,,748.0,110.0,85.0,https://pypi.org/project/queries,2020-03-09 17:40:07.000,25.0,748.0,,,,3.0,,,
210,filedepot,amol-/depot,Toolkit for storing files and attachments in web applications.,,db-clients,https://github.com/amol-/depot,https://github.com/amol-/depot,MIT,2014-06-04 10:27:12.000,2020-07-27 18:27:16.000,2020-07-27 18:22:42.000,120,2020-07-27 18:26:46.000,0.8.0,23.0,20,True,33.0,33.0,18.0,,filedepot,6.0,257.0,,2108.0,315.0,227.0,https://pypi.org/project/filedepot,2020-07-27 18:27:16.000,88.0,2108.0,,,,3.0,,,
211,stopit,glenfant/stopit,"Raise asynchronous exceptions in other thread, control the timeout of blocks or callables with a context manager or a..",,async,https://github.com/glenfant/stopit,https://github.com/glenfant/stopit,MIT,2014-02-09 15:40:01.000,2020-03-03 16:20:26.000,2019-08-27 15:33:26.000,83,2018-02-09 00:32:14.000,1.1.2,4.0,20,False,14.0,13.0,6.0,conda-forge/stopit,stopit,2.0,32.0,,119796.0,672.0,560.0,https://pypi.org/project/stopit,2018-02-09 00:32:14.000,112.0,118548.0,https://anaconda.org/conda-forge/stopit,2018-02-10 00:46:14.882,44963.0,3.0,,,
212,valideer,podio/valideer,Lightweight data validation and adaptation Python library.,,data-validation,https://github.com/podio/valideer,https://github.com/podio/valideer,MIT,2012-07-25 12:33:39.000,2020-03-08 21:45:00.000,2018-03-07 14:51:59.000,245,2015-12-20 08:56:50.000,0.4.2,8.0,19,False,17.0,11.0,7.0,conda-forge/valideer,valideer,3.0,89.0,,10520.0,52.0,37.0,https://pypi.org/project/valideer,2015-12-20 08:56:50.000,15.0,10273.0,https://anaconda.org/conda-forge/valideer,2018-07-06 17:55:22.261,14099.0,3.0,,,
213,PyPattyrn,tylerlaberge/PyPattyrn,A simple library for implementing common design patterns.,,algorithms,https://github.com/tylerlaberge/PyPattyrn,https://github.com/tylerlaberge/PyPattyrn,MIT,2016-07-17 22:09:31.000,2020-02-09 19:26:02.000,2020-02-09 19:26:00.000,1123,2016-09-11 02:13:18.000,1.2,3.0,18,True,104.0,40.0,4.0,,pypattyrn,,103.0,,2297.0,12.0,12.0,https://pypi.org/project/pypattyrn,2016-09-11 02:18:42.000,0.0,2297.0,,,,3.0,,,
214,PugSQL,mcfunley/pugsql,A HugSQL-inspired database library for Python.,,db-clients,https://github.com/mcfunley/pugsql,https://github.com/mcfunley/pugsql,Apache-2.0,2019-05-19 16:55:38.000,2020-12-15 20:56:53.000,2020-09-13 06:06:13.000,407,2020-09-03 22:44:19.000,0.2.2,23.0,18,True,13.0,19.0,10.0,,pugsql,13.0,254.0,,1705.0,1.0,,https://pypi.org/project/pugsql,2020-09-13 05:35:42.000,1.0,1705.0,,,,3.0,,,
215,validr,guyskk/validr,"A simple, fast, extensible python library for data validation.",,data-validation,https://github.com/guyskk/validr,https://github.com/guyskk/validr,MIT,2015-09-05 05:47:04.000,2020-04-05 05:57:36.000,2020-04-05 05:56:24.000,200,2020-04-05 05:54:29.000,1.2.0,20.0,17,True,11.0,20.0,7.0,,validr,2.0,354.0,,4112.0,4.0,,https://pypi.org/project/validr,2020-04-05 05:54:29.000,4.0,4112.0,,,,3.0,,,
216,importlib-resources,python/importlib_resources,Read resources from Python packages.,,inspect,https://github.com/python/importlib_resources,https://github.com/python/importlib_resources,Apache-2.0,2020-10-21 21:02:58.000,2021-01-10 16:22:49.000,2021-01-10 01:35:05.000,3,2021-01-10 01:40:54.000,5.0.0,30.0,17,False,3.0,191.0,14.0,,importlib-resources,6.0,,,4422287.0,0.0,,https://pypi.org/project/importlib-resources,2021-01-10 01:40:50.000,0.0,4422287.0,,,,3.0,,,
