,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,updated_github_id,conda_dependent_project_count,labels,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
105,dataset,pudo/dataset,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.",,db-clients,https://github.com/pudo/dataset,https://github.com/pudo/dataset,MIT,2013-04-01 14:57:55.000000,2022-01-07 12:09:30.000000,2022-01-07 12:09:25.000000,701.0,18.0,277,98.0,127.0,11.0,255.0,4117,2021-12-16 10:12:08.000000,1.5.2,55.0,76.0,32,True,,dataset,,72311.0,2761.0,2196.0,https://pypi.org/project/dataset,2021-12-16 10:12:08.000000,565.0,72311.0,,,,3.0,,,,,,,,,,,
106,schema,keleshev/schema,Schema validation just got Pythonic.,,data-validation,https://github.com/keleshev/schema,https://github.com/keleshev/schema,MIT,2012-08-19 18:56:20.000000,2021-12-30 08:55:17.000000,2021-12-01 20:49:12.000000,400.0,4.0,183,57.0,139.0,79.0,68.0,2505,2021-12-01 20:51:57.000000,0.7.5,25.0,62.0,32,True,conda-forge/schema,schema,,1419402.0,4260.0,3502.0,https://pypi.org/project/schema,2021-12-01 20:49:21.000000,758.0,1418091.0,https://anaconda.org/conda-forge/schema,2021-12-02 07:54:56.628000,39359.0,2.0,,,,,,,,,,,
107,Dynaconf,rochacbruno/dynaconf,Configuration Management for Python.,,configuration,https://github.com/rochacbruno/dynaconf,https://github.com/rochacbruno/dynaconf,MIT,2015-08-14 21:25:22.000000,2022-01-04 22:00:31.619000,2021-11-18 15:59:43.000000,572.0,4.0,191,29.0,364.0,88.0,237.0,2118,2021-09-09 20:04:05.000000,3.1.7,76.0,75.0,32,True,conda-forge/dynaconf,dynaconf,,783951.0,2256.0,2104.0,https://pypi.org/project/dynaconf,2021-09-09 20:03:56.000000,152.0,783585.0,https://anaconda.org/conda-forge/dynaconf,2022-01-04 22:00:31.619000,5495.0,2.0,,,,,,,,,,,
108,python-magic,ahupp/python-magic,A python wrapper for libmagic.,,data-loading,https://github.com/ahupp/python-magic,https://github.com/ahupp/python-magic,MIT,2010-03-31 22:40:33.000000,2021-12-30 15:35:42.000000,2021-12-30 15:35:42.000000,300.0,4.0,238,52.0,91.0,29.0,141.0,2018,2021-06-03 13:49:22.000000,0.4.24,25.0,54.0,32,True,conda-forge/python-magic,python-magic,,3061611.0,25130.0,22074.0,https://pypi.org/project/python-magic,2021-06-03 13:49:22.000000,3056.0,3059627.0,https://anaconda.org/conda-forge/python-magic,2021-11-05 19:10:38.471000,113129.0,2.0,,,,,,,,,,,
109,xlrd,python-excel/xlrd,Please use openpyxl where you can...,,data-loading,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,BSD-3-Clause,2012-03-07 04:50:48.000000,2021-08-21 19:45:33.000000,2021-08-21 19:45:33.000000,503.0,,418,95.0,158.0,3.0,,1958,2020-12-11 10:14:20.000000,2.0.1,24.0,51.0,32,True,conda-forge/xlrd,xlrd,,11540277.0,95797.0,87716.0,https://pypi.org/project/xlrd,2020-12-11 10:14:20.000000,8081.0,11505841.0,https://anaconda.org/conda-forge/xlrd,2021-01-09 20:35:27.639000,1997325.0,2.0,,,,,,,,,,,
110,python-dependency-injector,ets-labs/python-dependency-injector,Dependency injection framework for Python.,,utilities,https://github.com/ets-labs/python-dependency-injector,https://github.com/ets-labs/python-dependency-injector,BSD-3-Clause,2015-01-04 13:23:05.000000,2022-01-10 02:45:20.000000,2021-11-01 01:12:54.000000,1946.0,10.0,121,42.0,165.0,50.0,317.0,1815,2021-11-01 02:31:45.000000,4.37.0,283.0,22.0,32,True,,dependency-injector,,443862.0,812.0,764.0,https://pypi.org/project/dependency-injector,2021-11-01 02:31:45.000000,48.0,443862.0,,,,2.0,,,,,,,,,,,
111,aiofiles,Tinche/aiofiles,File support for asyncio.,,file-path-utils,https://github.com/Tinche/aiofiles,https://github.com/Tinche/aiofiles,Apache-2.0,2015-03-29 20:28:14.000000,2022-01-13 13:05:21.000000,2022-01-08 15:32:59.000000,180.0,19.0,129,31.0,47.0,42.0,41.0,1770,2021-11-27 15:05:27.000000,0.8.0,11.0,24.0,32,True,conda-forge/aiofiles,aiofiles,,3713971.0,1428.0,,https://pypi.org/project/aiofiles,2021-11-27 15:05:27.000000,1428.0,3710176.0,https://anaconda.org/conda-forge/aiofiles,2021-12-15 17:33:03.283000,193589.0,2.0,,,,,,,,,,,
112,voluptuous,alecthomas/voluptuous,"CONTRIBUTIONS ONLY: Voluptuous, despite the name, is a Python data validation library.",,data-validation,https://github.com/alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,BSD-3-Clause,2010-07-15 09:55:10.000000,2021-10-13 12:50:56.440000,2021-09-20 21:59:20.000000,444.0,,195,42.0,215.0,40.0,196.0,1712,2021-09-23 01:45:02.000000,0.12.2,44.0,87.0,32,True,conda-forge/voluptuous,voluptuous,,1213015.0,5516.0,4198.0,https://pypi.org/project/voluptuous,2021-09-23 01:45:02.000000,1318.0,1210815.0,https://anaconda.org/conda-forge/voluptuous,2021-10-13 12:50:56.440000,145240.0,2.0,,,,,,,,,,,
113,chardet,chardet/chardet,Python character encoding detector.,,text,https://github.com/chardet/chardet,https://github.com/chardet/chardet,LGPL-2.1,2012-07-26 20:30:54.000000,2021-12-15 08:52:47.000000,2021-10-22 11:34:40.000000,349.0,2.0,219,46.0,129.0,61.0,61.0,1645,2020-12-10 19:35:32.000000,4.0.0,12.0,44.0,32,True,conda-forge/chardet,chardet,,44469495.0,38771.0,,https://pypi.org/project/chardet,2020-12-10 19:35:32.000000,38771.0,44217057.0,https://anaconda.org/conda-forge/chardet,2021-11-02 01:16:26.403000,14893866.0,2.0,,,,,,,,,,,
114,influxdb,influxdata/influxdb-python,Python client for InfluxDB.,,db-clients,https://github.com/influxdata/influxdb-python,https://github.com/influxdata/influxdb-python,MIT,2013-11-05 19:27:16.000000,2021-11-29 12:40:18.000000,2021-09-09 00:50:11.000000,969.0,,494,102.0,399.0,137.0,375.0,1571,2020-11-11 21:23:41.000000,5.3.1,54.0,138.0,32,True,conda-forge/influxdb,influxdb,,1361850.0,6304.0,5076.0,https://pypi.org/project/influxdb,2020-11-11 21:23:41.000000,1228.0,1360684.0,https://anaconda.org/conda-forge/influxdb,2020-11-12 02:29:15.949000,24502.0,3.0,,,,,,,,,,,
115,humanize,jmoiron/humanize,python humanize functions.,,text,https://github.com/jmoiron/humanize,https://github.com/jmoiron/humanize,MIT,2011-10-07 23:44:01.000000,2021-12-30 23:44:19.000000,2021-12-15 19:56:22.000000,483.0,27.0,155,24.0,173.0,24.0,58.0,1516,2021-11-29 22:04:35.000000,3.13.1,34.0,62.0,32,True,conda-forge/humanize,humanize,,1825910.0,1817.0,,https://pypi.org/project/humanize,2021-11-29 22:03:47.000000,1817.0,1822840.0,https://anaconda.org/conda-forge/humanize,2021-11-30 04:10:12.048000,205709.0,2.0,,,,,,,,,,,
116,jmespath,jmespath/jmespath.py,JMESPath is a query language for JSON.,,file-formats,https://github.com/jmespath/jmespath.py,https://github.com/jmespath/jmespath.py,MIT,2013-02-19 22:16:36.000000,2022-01-10 15:47:04.000000,2020-05-12 22:01:13.000000,504.0,,142,30.0,127.0,47.0,63.0,1489,2020-05-12 22:03:45.000000,0.10.0,24.0,22.0,32,False,conda-forge/jmespath,jmespath,,95487138.0,6702.0,,https://pypi.org/project/jmespath,2020-05-12 22:03:45.000000,6702.0,95381545.0,https://anaconda.org/conda-forge/jmespath,2020-05-13 11:39:21.174000,6969140.0,3.0,,,,,,,,,,,
117,Cassandra Driver,datastax/python-driver,DataStax Python Driver for Apache Cassandra.,,db-clients,https://github.com/datastax/python-driver,https://github.com/datastax/python-driver,Apache-2.0,2013-07-08 19:02:31.000000,2022-01-04 22:31:22.000000,2021-11-23 17:12:58.000000,5961.0,3.0,476,82.0,1042.0,13.0,,1272,2021-03-18 20:12:10.000000,3.25.0,72.0,180.0,32,True,conda-forge/cassandra-driver,cassandra-driver,,1730765.0,4110.0,3437.0,https://pypi.org/project/cassandra-driver,2021-12-15 15:16:55.071000,673.0,1729046.0,https://anaconda.org/conda-forge/cassandra-driver,2021-11-07 09:38:13.915000,98039.0,3.0,,,,,,,,,,,
118,argcomplete,kislyuk/argcomplete,"Python and tab completion, better together.",,cli-helpers,https://github.com/kislyuk/argcomplete,https://github.com/kislyuk/argcomplete,Apache-2.0,2012-11-19 15:37:34.000000,2022-01-04 09:56:19.466000,2022-01-03 17:29:17.000000,628.0,7.0,102,31.0,173.0,43.0,152.0,1018,2022-01-03 17:29:35.000000,2.0.0,101.0,56.0,32,True,conda-forge/argcomplete,argcomplete,156.0,19176528.0,16536.0,14707.0,https://pypi.org/project/argcomplete,2022-01-03 17:29:35.000000,1829.0,19168803.0,https://anaconda.org/conda-forge/argcomplete,2022-01-04 09:56:19.466000,455695.0,2.0,,,,,,,,,,,
119,jsonpickle,jsonpickle/jsonpickle,Python library for serializing any arbitrary object graph into JSON. It can take almost any Python object and turn the..,,serialization,https://github.com/jsonpickle/jsonpickle,https://github.com/jsonpickle/jsonpickle,BSD-3-Clause,2009-12-10 03:59:23.000000,2022-01-11 22:40:57.000000,2022-01-10 22:13:23.000000,1199.0,24.0,145,27.0,123.0,67.0,190.0,995,2021-02-08 04:13:40.000000,2.0.0,31.0,63.0,32,True,conda-forge/jsonpickle,jsonpickle,,7884285.0,2197.0,,https://pypi.org/project/jsonpickle,2021-02-08 04:13:40.000000,2197.0,7870022.0,https://anaconda.org/conda-forge/jsonpickle,2021-04-12 18:16:21.176000,755946.0,3.0,,,,,,,,,,,
120,appdirs,ActiveState/appdirs,"A small Python module for determining appropriate platform-specific dirs, e.g. a user data dir.",,file-path-utils,https://github.com/ActiveState/appdirs,https://github.com/ActiveState/appdirs,MIT,2010-07-28 04:07:00.000000,2022-01-04 12:15:02.000000,2021-01-28 08:29:20.000000,220.0,,78,65.0,89.0,43.0,54.0,828,2020-05-11 08:18:45.000000,1.4.4,8.0,33.0,32,True,conda-forge/appdirs,appdirs,,9948403.0,164405.0,149980.0,https://pypi.org/project/appdirs,2020-05-11 07:59:49.000000,14425.0,9885042.0,https://anaconda.org/conda-forge/appdirs,2020-10-19 11:55:35.692000,4435306.0,2.0,,,,,,,,,,,
121,cx-Oracle,oracle/python-cx_Oracle,Python interface to Oracle Database conforming to the Python DB API 2.0 specification.,,db-clients,https://github.com/oracle/python-cx_Oracle,https://github.com/oracle/python-cx_Oracle,BSD-3-Clause,2017-03-07 04:03:36.000000,2021-12-15 13:39:58.978000,2021-11-04 22:02:28.000000,1171.0,9.0,310,74.0,21.0,39.0,541.0,793,2021-11-04 22:08:43.000000,8.3.0,46.0,17.0,32,True,,cx-Oracle,,2406393.0,5772.0,5525.0,https://pypi.org/project/cx-Oracle,2021-11-04 22:08:43.000000,247.0,2406393.0,,,,3.0,,,,,,,,,,,
122,keyring,jaraco/keyring,Store and access your passwords safely.,,cryptography,https://github.com/jaraco/keyring,https://github.com/jaraco/keyring,MIT,2015-02-24 14:10:21.000000,2022-01-02 00:29:50.000000,2022-01-02 00:23:44.000000,1810.0,32.0,115,18.0,129.0,36.0,393.0,773,2022-01-02 00:30:01.000000,23.5.0,171.0,100.0,32,True,conda-forge/keyring,keyring,,9833274.0,3632.0,,https://pypi.org/project/keyring,2022-01-02 00:29:50.000000,3632.0,9813540.0,https://anaconda.org/conda-forge/keyring,2021-11-29 16:52:53.421000,1341919.0,3.0,,,,,,,,,,,
123,pandas-gbq,pydata/pandas-gbq,Pandas Google BigQuery.,,db-clients,https://github.com/googleapis/python-bigquery-pandas,https://github.com/googleapis/python-bigquery-pandas,BSD-3-Clause,2017-02-08 13:07:19.000000,2022-01-12 20:44:42.000000,2022-01-11 15:21:11.000000,261.0,25.0,98,55.0,220.0,41.0,201.0,283,2021-11-08 18:56:20.000000,0.16.0,28.0,35.0,32,True,conda-forge/pandas-gbq,pandas-gbq,255.0,9154763.0,3550.0,3277.0,https://pypi.org/project/pandas-gbq,2021-11-08 18:56:20.000000,273.0,9135338.0,https://anaconda.org/conda-forge/pandas-gbq,2021-11-09 15:53:18.998000,1126397.0,3.0,,googleapis/python-bigquery-pandas,,,,,,,,,
124,asn1crypto,wbond/asn1crypto,Python ASN.1 library with a focus on performance and a pythonic API.,,cryptography,https://github.com/wbond/asn1crypto,https://github.com/wbond/asn1crypto,MIT,2015-06-03 18:51:56.000000,2022-01-11 17:12:33.000000,2021-10-15 02:00:03.000000,762.0,,105,24.0,77.0,28.0,119.0,243,2020-07-28 14:18:17.000000,1.4.0,31.0,35.0,32,True,conda-forge/asn1crypto,asn1crypto,,16128299.0,91651.0,84643.0,https://pypi.org/project/asn1crypto,2020-07-28 14:18:17.000000,7008.0,16014830.0,https://anaconda.org/conda-forge/asn1crypto,2020-07-28 15:28:07.748000,6240817.0,3.0,,,,,,,,,,,
125,pyasn1,etingof/pyasn1,Generic ASN.1 library for Python.,,serialization,https://github.com/etingof/pyasn1,https://github.com/etingof/pyasn1,BSD-2-Clause,2016-02-24 22:30:54.000000,2021-12-15 13:43:01.484000,2020-03-21 18:06:04.000000,970.0,,85,29.0,103.0,51.0,63.0,196,2019-11-16 17:27:13.000000,0.4.8,35.0,16.0,32,False,conda-forge/pyasn1,pyasn1,,93617467.0,181907.0,167136.0,https://pypi.org/project/pyasn1,2021-12-15 13:43:01.484000,14771.0,93533939.0,https://anaconda.org/conda-forge/pyasn1,2019-11-17 02:42:05.143000,5429339.0,3.0,,,,,,,,,,,
126,DearPyGui,hoffstadt/DearPyGui,Dear PyGui: A fast and powerful Graphical User Interface Toolkit for Python with minimal dependencies.,,gui-dev,https://github.com/hoffstadt/DearPyGui,https://github.com/hoffstadt/DearPyGui,MIT,2020-05-28 17:12:57.000000,2022-01-12 01:24:51.000000,2022-01-12 01:24:48.000000,2568.0,100.0,329,106.0,355.0,122.0,738.0,6835,2022-01-04 15:31:40.000000,1.2.3,203.0,32.0,31,True,,dearpygui,,7223.0,260.0,250.0,https://pypi.org/project/dearpygui,2022-01-04 15:31:40.000000,10.0,7223.0,,,,2.0,,,,,,,,,,,
127,snorkel,snorkel-team/snorkel,A system for quickly generating training data with weak supervision.,,data-loading,https://github.com/snorkel-team/snorkel,https://github.com/snorkel-team/snorkel,Apache-2.0,2016-02-26 05:52:45.000000,2022-01-03 19:11:15.000000,2021-12-04 04:01:32.000000,2669.0,5.0,797,182.0,719.0,31.0,942.0,4993,2021-11-19 18:13:31.000000,0.9.8,20.0,74.0,31,True,conda-forge/snorkel,snorkel,902.0,70817.0,150.0,140.0,https://pypi.org/project/snorkel,2021-11-19 05:03:55.000000,10.0,70004.0,https://anaconda.org/conda-forge/snorkel,2021-11-23 19:36:48.917000,23956.0,2.0,,,,,,,,,,,
128,transitions,pytransitions/transitions,"A lightweight, object-oriented finite state machine implementation in Python with many extensions.",,algorithms,https://github.com/pytransitions/transitions,https://github.com/pytransitions/transitions,MIT,2014-10-12 20:59:09.000000,2021-12-13 13:52:43.000000,2021-12-13 13:52:39.000000,916.0,3.0,461,99.0,167.0,11.0,384.0,4108,2021-10-04 15:39:13.000000,0.8.10,44.0,70.0,31,True,conda-forge/transitions,transitions,,163008.0,2377.0,2129.0,https://pypi.org/project/transitions,2021-10-04 15:32:32.000000,248.0,159444.0,https://anaconda.org/conda-forge/transitions,2021-10-04 20:08:49.407000,110508.0,1.0,,,,,,,,,,,
129,Pony,ponyorm/pony,Pony Object Relational Mapper.,,db-clients,https://github.com/ponyorm/pony,https://github.com/ponyorm/pony,Apache-2.0,2013-02-08 04:56:00.000000,2022-01-12 08:54:30.000000,2022-01-12 08:54:30.000000,3952.0,16.0,204,84.0,62.0,270.0,318.0,2784,2020-11-23 19:13:28.000000,0.7.14,45.0,22.0,31,True,conda-forge/pony,pony,,48661.0,2617.0,2271.0,https://pypi.org/project/pony,2022-01-10 09:46:34.000000,346.0,47662.0,https://anaconda.org/conda-forge/pony,2021-11-16 14:26:03.897000,59960.0,3.0,,,,,,,,,,,
130,orjson,ijl/orjson,"Fast, correct Python JSON library supporting dataclasses, datetimes, and numpy.",,serialization,https://github.com/ijl/orjson,https://github.com/ijl/orjson,Apache-2.0,2018-11-21 23:43:14.000000,2022-01-09 16:49:00.000000,2021-12-05 16:37:24.000000,440.0,8.0,96,23.0,39.0,21.0,172.0,2725,2021-12-05 17:07:39.000000,3.6.5,74.0,13.0,31,True,conda-forge/orjson,orjson,,2890122.0,6574.0,6207.0,https://pypi.org/project/orjson,2021-12-05 17:07:39.000000,367.0,2877403.0,https://anaconda.org/conda-forge/orjson,2021-12-18 18:37:39.252000,267102.0,3.0,7.0,,,,,,,,,,
131,keyboard,boppreh/keyboard,Hook and simulate global keyboard events on Windows and Linux.,,others,https://github.com/boppreh/keyboard,https://github.com/boppreh/keyboard,MIT,2013-05-07 22:55:07.000000,2021-12-17 05:19:28.000000,2021-11-09 22:05:23.000000,761.0,3.0,322,76.0,58.0,292.0,170.0,2719,2020-03-23 21:47:05.000000,0.13.5,35.0,34.0,31,True,,keyboard,,156125.0,5562.0,5313.0,https://pypi.org/project/keyboard,2020-03-23 21:47:05.000000,249.0,156125.0,,,,3.0,,,,,,,,,,,
132,funcy,Suor/funcy,A fancy and practical functional tools.,,utilities,https://github.com/Suor/funcy,https://github.com/Suor/funcy,BSD-3-Clause,2012-10-13 00:44:57.000000,2021-12-21 14:09:40.657000,2021-12-20 05:32:41.000000,954.0,11.0,120,74.0,47.0,5.0,62.0,2712,2018-06-30 04:16:20.000000,1.10.3,49.0,29.0,31,True,conda-forge/funcy,funcy,,668119.0,4689.0,4110.0,https://pypi.org/project/funcy,2021-12-20 05:36:31.000000,579.0,665328.0,https://anaconda.org/conda-forge/funcy,2021-12-21 14:09:40.657000,167470.0,2.0,,,,,,,,,,,
133,Databases,encode/databases,Async database support for Python.,,db-clients,https://github.com/encode/databases,https://github.com/encode/databases,BSD-3-Clause,2019-02-01 10:55:25.000000,2022-01-06 17:38:03.000000,2021-12-03 08:42:58.000000,295.0,7.0,176,42.0,146.0,96.0,164.0,2646,2021-10-10 10:43:43.000000,0.5.3,34.0,39.0,31,True,conda-forge/databases,databases,,131312.0,3524.0,3436.0,https://pypi.org/project/databases,2021-10-10 10:43:43.000000,88.0,127699.0,https://anaconda.org/conda-forge/databases,2021-11-15 07:51:22.902000,126484.0,3.0,,,,,,,,,,,
134,schematics,schematics/schematics,Python Data Structures for Humans.,,data-validation,https://github.com/schematics/schematics,https://github.com/schematics/schematics,BSD-3-Clause,2010-12-27 02:25:29.000000,2021-08-23 19:39:00.000000,2021-08-17 21:08:10.000000,1420.0,,296,62.0,302.0,107.0,236.0,2467,2021-08-17 21:16:54.000000,2.1.1,24.0,119.0,31,True,conda-forge/schematics,schematics,,126236.0,1429.0,1050.0,https://pypi.org/project/schematics,2021-08-17 21:16:54.000000,379.0,125476.0,https://anaconda.org/conda-forge/schematics,2019-07-17 17:13:38.920000,22800.0,3.0,,,,,,,,,,,
135,smart-open,RaRe-Technologies/smart_open,"Utils for streaming large files (S3, HDFS, gzip, bz2...).",,data-loading,https://github.com/RaRe-Technologies/smart_open,https://github.com/RaRe-Technologies/smart_open,MIT,2015-01-02 13:05:52.000000,2022-01-03 21:13:34.000000,2021-12-02 04:55:04.000000,962.0,1.0,299,48.0,331.0,66.0,272.0,2327,2021-08-28 11:06:50.000000,5.2.1,51.0,89.0,31,True,,smart-open,,14334182.0,438.0,,https://pypi.org/project/smart-open,2021-08-28 11:06:50.000000,438.0,14334182.0,,,,2.0,,,,,,,,,,,
136,python-decouple,henriquebastos/python-decouple,Strict separation of config from code.,,configuration,https://github.com/henriquebastos/python-decouple,https://github.com/henriquebastos/python-decouple,MIT,2014-02-25 04:16:08.000000,2021-12-12 01:37:08.000000,2021-12-11 12:47:47.000000,173.0,7.0,144,29.0,57.0,8.0,66.0,2002,2021-09-30 20:51:47.000000,3.5,9.0,29.0,31,True,conda-forge/python-decouple,python-decouple,5.0,523677.0,58091.0,54923.0,https://pypi.org/project/python-decouple,2021-09-30 20:45:49.000000,3168.0,523013.0,https://anaconda.org/conda-forge/python-decouple,2021-01-05 16:16:35.790000,34569.0,3.0,,,,,,,,,,,
137,gdown,wkentaro/gdown,Download a large file from Google Drive (curl/wget fails because of the security notice).,,data-loading,https://github.com/wkentaro/gdown,https://github.com/wkentaro/gdown,MIT,2015-10-17 03:01:23.000000,2021-12-22 02:22:47.000000,2021-12-20 09:08:54.000000,331.0,81.0,149,14.0,66.0,9.0,65.0,1619,2021-10-20 00:32:16.000000,4.2.0,65.0,13.0,31,True,conda-forge/gdown,gdown,,167648.0,6371.0,6220.0,https://pypi.org/project/gdown,2021-10-20 00:32:16.000000,151.0,166168.0,https://anaconda.org/conda-forge/gdown,2021-10-21 10:57:07.276000,41447.0,2.0,,,,,,,,,,,
138,pyfilesystem2,pyfilesystem/pyfilesystem2,Pythons Filesystem abstraction layer.,,file-path-utils,https://github.com/PyFilesystem/pyfilesystem2,https://github.com/PyFilesystem/pyfilesystem2,MIT,2016-10-14 15:05:27.000000,2021-12-31 06:37:01.000000,2021-12-13 17:45:27.000000,694.0,18.0,161,45.0,197.0,66.0,255.0,1598,2021-11-16 16:03:57.000000,2.4.14,84.0,43.0,31,True,,fs,,378728.0,544.0,,https://pypi.org/project/fs,2021-11-16 15:58:25.000000,544.0,378728.0,,,,2.0,,,,,,,,,,,
139,PyPika,kayak/pypika,PyPika is a python SQL query builder that exposes the full richness of the SQL language using a syntax that reflects..,,db-clients,https://github.com/kayak/pypika,https://github.com/kayak/pypika,Apache-2.0,2016-07-06 14:08:50.000000,2022-01-03 13:30:16.000000,2021-09-03 12:01:30.000000,1016.0,,197,29.0,322.0,99.0,244.0,1528,2021-07-21 12:13:54.000000,0.48.8,212.0,89.0,31,True,,pypika,,778158.0,1068.0,1008.0,https://pypi.org/project/pypika,2021-07-21 12:13:54.000000,60.0,778158.0,,,,3.0,,,,,,,,,,,
140,pyscaffold,pyscaffold/pyscaffold,Python project template generator with batteries included.,,others,https://github.com/pyscaffold/pyscaffold,https://github.com/pyscaffold/pyscaffold,MIT,2014-04-02 07:01:57.000000,2022-01-12 22:11:07.000000,2022-01-12 22:11:03.000000,2060.0,63.0,138,39.0,275.0,10.0,243.0,1349,2022-01-11 17:48:35.000000,4.1.3,170.0,45.0,31,True,conda-forge/pyscaffold,pyscaffold,,161446.0,55.0,,https://pypi.org/project/pyscaffold,2022-01-11 17:48:24.000000,55.0,159559.0,https://anaconda.org/conda-forge/pyscaffold,2021-10-18 17:56:13.513000,130265.0,3.0,,,,,,,,,,,
141,pygsheets,nithinmurali/pygsheets,Google Sheets Python API v4.,,db-clients,https://github.com/nithinmurali/pygsheets,https://github.com/nithinmurali/pygsheets,MIT,2016-06-06 17:20:44.000000,2021-11-28 05:37:52.000000,2021-11-28 05:37:52.000000,1035.0,6.0,181,45.0,156.0,33.0,318.0,1243,2021-02-05 22:34:35.000000,2.0.5,17.0,75.0,31,True,,pygsheets,,1863587.0,973.0,896.0,https://pypi.org/project/pygsheets,2021-02-05 22:34:35.000000,77.0,1863587.0,,,,3.0,,,,,,,,,,,
142,python-slugify,un33k/python-slugify,Returns unicode slugs.,,text,https://github.com/un33k/python-slugify,https://github.com/un33k/python-slugify,MIT,2012-10-15 01:44:50.000000,2021-05-25 18:11:56.000000,2021-05-12 17:25:01.000000,214.0,,88,31.0,56.0,1.0,50.0,1155,2021-05-05 23:39:30.000000,5.0.2,37.0,29.0,31,True,conda-forge/python-slugify,python-slugify,,3623727.0,26142.0,23523.0,https://pypi.org/project/python-slugify,2021-05-05 23:39:30.000000,2619.0,3613571.0,https://anaconda.org/conda-forge/python-slugify,2021-05-06 02:25:34.618000,650032.0,2.0,,,,,,,,,,,
143,cloudpickle,cloudpipe/cloudpickle,Extended pickling support for Python objects.,,serialization,https://github.com/cloudpipe/cloudpickle,https://github.com/cloudpipe/cloudpickle,BSD-3-Clause,2015-04-13 16:33:00.000000,2021-12-20 03:48:46.000000,2021-11-29 10:58:12.000000,403.0,1.0,121,22.0,255.0,73.0,142.0,1094,2021-09-14 07:30:48.000000,2.0.0,35.0,48.0,31,True,conda-forge/cloudpickle,cloudpickle,19.0,21632825.0,48638.0,46141.0,https://pypi.org/project/cloudpickle,2021-09-10 10:52:14.000000,2497.0,21544949.0,https://anaconda.org/conda-forge/cloudpickle,2021-09-10 11:30:24.587000,6151368.0,3.0,,,,,,,,,,,
144,minio,minio/minio-py,MinIO Client SDK for Python.,,db-clients,https://github.com/minio/minio-py,https://github.com/minio/minio-py,Apache-2.0,2015-06-17 03:51:15.000000,2021-12-13 17:37:48.000000,2021-12-13 17:37:48.000000,1052.0,4.0,213,29.0,730.0,2.0,437.0,481,2021-11-29 22:06:44.000000,7.1.2,91.0,97.0,31,True,conda-forge/minio,minio,,552076.0,2449.0,2152.0,https://pypi.org/project/minio,2021-11-29 22:04:11.000000,297.0,550281.0,https://anaconda.org/conda-forge/minio,2021-11-30 04:04:40.174000,55675.0,3.0,,,,,,,,,,,
145,rsa,sybrenstuvel/python-rsa,Python-RSA is a pure-Python RSA implementation.,,cryptography,https://github.com/sybrenstuvel/python-rsa,https://github.com/sybrenstuvel/python-rsa,Apache-2.0,2016-01-21 12:53:34.000000,2022-01-11 14:01:27.000000,2022-01-11 12:57:25.000000,546.0,13.0,77,10.0,92.0,17.0,84.0,361,2021-02-24 10:55:03.000000,4.7.2,35.0,35.0,31,True,conda-forge/rsa,rsa,,95214644.0,6777.0,,https://pypi.org/project/rsa,2021-11-24 10:09:16.000000,6777.0,95137532.0,https://anaconda.org/conda-forge/rsa,2021-11-24 19:14:43.537000,5089454.0,3.0,,,,,,,,,,,
146,multidict,aio-libs/multidict,The multidict implementation.,,data-structures,https://github.com/aio-libs/multidict,https://github.com/aio-libs/multidict,Apache-2.0,2016-02-06 14:52:32.000000,2022-01-07 23:07:48.000000,2022-01-07 23:07:47.000000,1014.0,40.0,68,17.0,548.0,10.0,115.0,273,2021-10-03 20:29:00.000000,5.2.0,125.0,40.0,31,True,conda-forge/multidict,multidict,2226.0,40524453.0,2979.0,,https://pypi.org/project/multidict,2021-10-03 20:27:04.000000,2979.0,40461484.0,https://anaconda.org/conda-forge/multidict,2021-11-04 10:04:49.712000,3524467.0,1.0,,,,,,,,,,,
147,pytz,stub42/pytz,pytz Python historical timezone library and database.,,date-time-utils,https://github.com/stub42/pytz,https://github.com/stub42/pytz,MIT,2016-05-10 07:42:31.917000,2021-10-11 22:13:12.000000,2021-10-11 21:44:41.000000,603.0,,58,14.0,24.0,19.0,25.0,190,2016-07-14 08:21:41.000000,2016.6.1,102.0,16.0,31,True,conda-forge/pytz,pytz,,64861038.0,1034413.0,952989.0,https://pypi.org/project/pytz,2021-10-02 03:56:30.000000,81424.0,64575435.0,https://anaconda.org/conda-forge/pytz,2021-10-05 16:44:12.949000,19421027.0,3.0,,,,,,,,,,,
